"Date","APU0000701322"
1984-01-01,0.727
1984-02-01,0.717
1984-03-01,0.731
1984-04-01,0.738
1984-05-01,0.737
1984-06-01,0.734
1984-07-01,0.738
1984-08-01,0.748
1984-09-01,0.741
1984-10-01,0.724
1984-11-01,0.735
1984-12-01,0.736
1985-01-01,0.733
1985-02-01,0.73
1985-03-01,0.742
1985-04-01,0.746
1985-05-01,0.745
1985-06-01,0.742
1985-07-01,0.75
1985-08-01,0.732
1985-09-01,0.738
1985-10-01,0.726
1985-11-01,0.745
1985-12-01,0.743
1986-01-01,0.741
1986-02-01,0.74
1986-03-01,0.748
1986-04-01,0.743
1986-05-01,0.734
1986-06-01,0.748
1986-07-01,0.731
1986-08-01,0.737
1986-09-01,0.732
1986-10-01,0.727
1986-11-01,0.729
1986-12-01,0.747
1987-01-01,0.724
1987-02-01,0.723
1987-03-01,0.711
1987-04-01,0.723
1987-05-01,0.729
1987-06-01,0.742
1987-07-01,0.738
1987-08-01,0.741
1987-09-01,0.742
1987-10-01,0.722
1987-11-01,0.747
1987-12-01,0.747
1988-01-01,0.755
1988-02-01,0.759
1988-03-01,0.783
1988-04-01,0.765
1988-05-01,0.78
1988-06-01,0.784
1988-07-01,0.811
1988-08-01,0.827
1988-09-01,0.813
1988-10-01,0.852
1988-11-01,0.849
1988-12-01,0.85
1989-01-01,0.853
1989-02-01,0.852
1989-03-01,0.874
1989-04-01,0.875
1989-05-01,0.872
1989-06-01,0.869
1989-07-01,0.855
1989-08-01,0.863
1989-09-01,0.862
1989-10-01,0.855
1989-11-01,0.878
1989-12-01,0.873
1990-01-01,0.871
1990-02-01,0.864
1990-03-01,0.849
1990-04-01,0.864
1990-05-01,0.86
1990-06-01,0.843
1990-07-01,0.86
1990-08-01,0.842
1990-09-01,0.856
1990-10-01,0.845
1990-11-01,0.847
1990-12-01,0.85
1991-01-01,0.874
1991-02-01,0.868
1991-03-01,0.887
1991-04-01,0.876
1991-05-01,0.885
1991-06-01,0.88
1991-07-01,0.865
1991-08-01,0.859
1991-09-01,0.86
1991-10-01,0.852
1991-11-01,0.853
1991-12-01,0.857
1992-01-01,0.835
1992-02-01,0.867
1992-03-01,0.858
1992-04-01,0.855
1992-05-01,0.846
1992-06-01,0.859
1992-07-01,0.871
1992-08-01,0.881
1992-09-01,0.866
1992-10-01,0.843
1992-11-01,0.854
1992-12-01,0.859
1993-01-01,0.838
1993-02-01,0.848
1993-03-01,0.836
1993-04-01,0.804
1993-05-01,0.8
1993-06-01,0.809
1993-07-01,0.804
1993-08-01,0.831
1993-09-01,0.845
1993-10-01,0.817
1993-11-01,0.836
1993-12-01,0.843
1994-01-01,0.849
1994-02-01,0.854
1994-03-01,0.851
1994-04-01,0.877
1994-05-01,0.862
1994-06-01,0.864
1994-07-01,0.879
1994-08-01,0.875
1994-09-01,0.873
1994-10-01,0.869
1994-11-01,0.861
1994-12-01,0.867
1995-01-01,0.852
1995-02-01,0.868
1995-03-01,0.904
1995-04-01,0.859
1995-05-01,0.856
1995-06-01,0.87
1995-07-01,0.852
1995-08-01,0.847
1995-09-01,0.876
1995-10-01,0.824
1995-11-01,0.842
1995-12-01,0.878
1996-01-01,0.871
1996-02-01,0.854
1996-03-01,0.863
1996-04-01,0.866
1996-05-01,0.848
1996-06-01,0.887
1996-07-01,0.882
1996-08-01,0.877
1996-09-01,0.884
1996-10-01,0.85
1996-11-01,0.848
1996-12-01,0.845
1997-01-01,0.874
1997-02-01,0.849
1997-03-01,0.872
1997-04-01,0.883
1997-05-01,0.861
1997-06-01,0.863
1997-07-01,0.873
1997-08-01,0.878
1997-09-01,0.88
1997-10-01,0.887
1997-11-01,0.869
1997-12-01,0.883
1998-01-01,0.874
1998-02-01,0.878
1998-03-01,0.875
1998-04-01,0.873
1998-05-01,0.87
1998-06-01,0.895
1998-07-01,0.887
1998-08-01,0.89
1998-09-01,0.877
1998-10-01,0.895
1998-11-01,0.87
1998-12-01,0.877
1999-01-01,0.872
1999-02-01,0.88
1999-03-01,0.883
1999-04-01,0.888
1999-05-01,0.887
1999-06-01,0.882
1999-07-01,0.88
1999-08-01,0.877
1999-09-01,0.882
1999-10-01,0.849
1999-11-01,0.882
1999-12-01,0.881
2000-01-01,0.881
2000-02-01,0.843
2000-03-01,0.859
2000-04-01,0.866
2000-05-01,0.859
2000-06-01,0.83
2000-07-01,0.858
2000-08-01,0.858
2000-09-01,0.859
2000-10-01,0.877
2000-11-01,0.872
2000-12-01,0.884
2001-01-01,0.899
2001-02-01,0.882
2001-03-01,0.894
2001-04-01,0.889
2001-05-01,0.91
2001-06-01,0.912
2001-07-01,0.911
2001-08-01,0.931
2001-09-01,0.925
2001-10-01,0.918
2001-11-01,0.91
2001-12-01,0.909
2002-01-01,0.912
2002-02-01,0.902
2002-03-01,0.917
2002-04-01,0.927
2002-05-01,0.901
2002-06-01,0.935
2002-07-01,0.925
2002-08-01,0.916
2002-09-01,0.894
2002-10-01,0.924
2002-11-01,0.935
2002-12-01,0.933
2003-01-01,0.925
2003-02-01,0.956
2003-03-01,0.986
2003-04-01,0.95
2003-05-01,0.956
2003-06-01,0.953
2003-07-01,0.989
2003-08-01,0.897
2003-09-01,0.87
2003-10-01,0.862
2003-11-01,0.928
2003-12-01,0.92
2004-01-01,0.921
2004-02-01,0.919
2004-03-01,0.92
2004-04-01,0.918
2004-05-01,0.961
2004-06-01,0.969
2004-07-01,0.97
2004-08-01,0.966
2004-09-01,0.974
2004-10-01,0.934
2004-11-01,0.958
2004-12-01,0.948
2005-01-01,0.945
2005-02-01,0.938
2005-03-01,0.959
2005-04-01,0.958
2005-05-01,0.903
2005-06-01,0.869
2005-07-01,0.84
2005-08-01,0.902
2005-09-01,0.86
2005-10-01,0.893
2005-11-01,0.847
2005-12-01,0.87
2006-01-01,0.837
2006-02-01,0.848
2006-03-01,0.884
2006-04-01,0.837
2006-05-01,0.849
2006-06-01,0.837
2006-07-01,0.854
2006-08-01,0.863
2006-09-01,0.878
2006-10-01,0.86
2006-11-01,0.868
2006-12-01,0.887
2007-01-01,0.856
2007-02-01,0.895
2007-03-01,0.91
2007-04-01,0.928
2007-05-01,0.862
2007-06-01,0.878
2007-07-01,0.893
2007-08-01,0.868
2007-09-01,0.871
2007-10-01,0.849
2007-11-01,0.844
2007-12-01,0.846
2008-01-01,1.017
2008-02-01,1.104
2008-03-01,1.079
2008-04-01,1.118
2008-05-01,1.101
2008-06-01,1.117
2008-07-01,1.148
2008-08-01,1.139
2008-09-01,1.147
2008-10-01,1.189
2008-11-01,1.147
2008-12-01,1.134
2009-01-01,1.131
2009-02-01,1.133
2009-03-01,1.139
2009-04-01,1.122
2009-05-01,1.174
2009-06-01,1.178
2009-07-01,1.198
2009-08-01,1.226
2009-09-01,1.141
2009-10-01,1.168
2009-11-01,1.193
2009-12-01,1.169
2010-01-01,1.147
2010-02-01,1.163
2010-03-01,1.145
2010-04-01,1.132
2010-05-01,1.092
2010-06-01,1.117
2010-07-01,1.103
2010-08-01,1.118
2010-09-01,1.148
2010-10-01,1.153
2010-11-01,1.141
2010-12-01,1.191
2011-01-01,1.209
2011-02-01,1.116
2011-03-01,1.197
2011-04-01,1.173
2011-05-01,1.231
2011-06-01,1.248
2011-07-01,1.269
2011-08-01,1.279
2011-09-01,1.27
2011-10-01,1.279
2011-11-01,1.328
2011-12-01,1.306
2012-01-01,1.317
2012-02-01,1.311
2012-03-01,1.271
2012-04-01,1.316
2012-05-01,1.344
2012-06-01,1.332
2012-07-01,1.369
2012-08-01,1.361
2012-09-01,1.319
2012-10-01,1.281
2012-11-01,1.326
2012-12-01,1.312
2013-01-01,1.276
2013-02-01,1.348
2013-03-01,1.323
2013-04-01,1.286
2013-05-01,1.371
2013-06-01,1.304
2013-07-01,1.314
2013-08-01,1.296
2013-09-01,1.3
2013-10-01,1.283
2013-11-01,1.294
2013-12-01,1.263
2014-01-01,1.29
2014-02-01,1.265
2014-03-01,1.307
2014-04-01,1.241
2014-05-01,1.301
2014-06-01,1.267
2014-07-01,1.324
2014-08-01,1.375
2014-09-01,1.35
2014-10-01,1.266
2014-11-01,1.245
2014-12-01,1.164
2015-01-01,1.264
2015-02-01,1.319
2015-03-01,1.392
2015-04-01,1.337
2015-05-01,1.335
2015-06-01,1.36
2015-07-01,1.325
2015-08-01,1.351
2015-09-01,1.282
2015-10-01,1.297
2015-11-01,1.266
2015-12-01,1.292
2016-01-01,1.265
2016-02-01,1.309
2016-03-01,1.341
2016-04-01,1.294
2016-05-01,1.32
2016-06-01,1.292
2016-07-01,1.32
2016-08-01,1.292
2016-09-01,1.289
2016-10-01,1.292
2016-11-01,1.302
2016-12-01,1.287
2017-01-01,1.31
2017-02-01,1.29
2017-03-01,1.265
2017-04-01,1.271
2017-05-01,1.272
2017-06-01,1.281
2017-07-01,1.294
2017-08-01,1.305
2017-09-01,1.299
2017-10-01,1.259
2017-11-01,1.242
2017-12-01,1.235
2018-01-01,1.218
2018-02-01,1.176
2018-03-01,1.187
2018-04-01,1.176
2018-05-01,1.143
2018-06-01,1.201
2018-07-01,1.204
2018-08-01,1.227
2018-09-01,1.2
2018-10-01,1.138
2018-11-01,1.196
2018-12-01,1.161
2019-01-01,1.217
2019-02-01,1.206
2019-03-01,1.237
2019-04-01,1.223
2019-05-01,1.197
2019-06-01,1.192
2019-07-01,1.198
2019-08-01,1.215
2019-09-01,1.184
2019-10-01,1.178
2019-11-01,1.231
2019-12-01,1.189
2020-01-01,1.225
2020-02-01,1.235
2020-03-01,1.238
2020-04-01,1.265
2020-05-01,1.26
2020-06-01,1.28
2020-07-01,1.295
2020-08-01,1.303
2020-09-01,1.256
2020-10-01,1.22
2020-11-01,1.262
2020-12-01,1.313
2021-01-01,1.314
2021-02-01,1.324
2021-03-01,1.341
2021-04-01,1.251
2021-05-01,1.336
2021-06-01,1.073
2021-07-01,1.094
2021-08-01,1.089
2021-09-01,1.077
2021-10-01,1.067
2021-11-01,1.093
2021-12-01,1.092
2022-01-01,1.116
2022-02-01,1.148
2022-03-01,1.182
2022-04-01,1.217
2022-05-01,1.291
2022-06-01,1.316
2022-07-01,1.349
2022-08-01,1.368
2022-09-01,1.357
2022-10-01,1.349
2022-11-01,1.428
2022-12-01,1.434
2023-01-01,1.475
2023-02-01,1.486
2023-03-01,1.465
2023-04-01,1.461
2023-05-01,1.458
2023-06-01,1.466
2023-07-01,1.42
2023-08-01,1.404
2023-09-01,1.41
2023-10-01,1.4
2023-11-01,1.369
