"Date","COREFLEXCPIM159SFRBATL"
2016-11-01,0.1249755
2016-12-01,0.0761994
2017-01-01,0.0995085
2017-02-01,-0.0514933
2017-03-01,-0.0511679
2017-04-01,0.0750167
2017-05-01,-0.4436283
2017-06-01,-0.6215355
2017-07-01,-0.851769
2017-08-01,-0.674155
2017-09-01,-1.195272
2017-10-01,-0.568017
2017-11-01,-0.3071017
2017-12-01,-0.180385
2018-01-01,0.2253635
2018-02-01,0.3130116
2018-03-01,0.5838504
2018-04-01,0.0880594
2018-05-01,0.6395465
2018-06-01,0.4093306
2018-07-01,0.8134042
2018-08-01,0.3329825
2018-09-01,0.6998937
2018-10-01,0.4542408
2018-11-01,0.7179068
2018-12-01,1.052102
2019-01-01,1.021019
2019-02-01,0.72938
2019-03-01,0.3580462
2019-04-01,0.5153611
2019-05-01,0.0340921
2019-06-01,0.665562
2019-07-01,0.7843994
2019-08-01,1.022406
2019-09-01,1.082734
2019-10-01,0.2820578
2019-11-01,0.1585591
2019-12-01,-0.2286617
2020-01-01,-0.4756449
2020-02-01,0.0799114
2020-03-01,-0.6346526
2020-04-01,-2.61747
2020-05-01,-3.086147
2020-06-01,-3.282318
2020-07-01,-2.333087
2020-08-01,-0.7785925
2020-09-01,0.6612983
2020-10-01,1.34988
2020-11-01,1.517065
2020-12-01,1.883086
2021-01-01,1.942252
2021-02-01,1.159797
2021-03-01,2.520636
2021-04-01,8.166115
2021-05-01,12.04976
2021-06-01,16.51192
2021-07-01,16.53079
2021-08-01,14.50239
2021-09-01,12.93949
2021-10-01,14.60567
2021-11-01,16.5629
2021-12-01,18.72582
2022-01-01,19.07013
2022-02-01,19.74754
2022-03-01,18.24726
2022-04-01,14.43543
2022-05-01,12.20665
2022-06-01,8.25796
2022-07-01,7.000935
2022-08-01,7.569409
2022-09-01,7.261498
2022-10-01,5.231457
2022-11-01,2.758436
2022-12-01,0.552248
2023-01-01,0.099413104
2023-02-01,-0.321644306
2023-03-01,0.77647084
2023-04-01,1.355584979
2023-05-01,1.413877726
2023-06-01,0.947872579
2023-07-01,0.832123935
2023-08-01,0.212721527
2023-09-01,0.018689567
2023-10-01,-0.24629651
2023-11-01,0.300885201
