"Date","COREFLEXCPIM159SFRBATL"
1967-12-01,5.311690373
1968-01-01,5.578571343
1968-02-01,5.088472421
1968-03-01,5.18923609
1968-04-01,5.042406628
1968-05-01,4.953721496
1968-06-01,5.52655168
1968-07-01,5.129392079
1968-08-01,4.987463833
1968-09-01,4.766146384
1968-10-01,4.608452065
1968-11-01,4.759254881
1968-12-01,3.912098427
1969-01-01,3.449154547
1969-02-01,4.445486545
1969-03-01,5.321265297
1969-04-01,5.050195758
1969-05-01,4.545887004
1969-06-01,4.320442778
1969-07-01,4.390766472
1969-08-01,4.064220926
1969-09-01,3.749430584
1969-10-01,4.352991375
1969-11-01,4.510027066
1969-12-01,5.138541102
1970-01-01,5.099891394
1970-02-01,4.119342909
1970-03-01,2.967321396
1970-04-01,3.298284481
1970-05-01,4.093436281
1970-06-01,4.322945533
1970-07-01,4.081249401
1970-08-01,4.076783126
1970-09-01,4.513521695
1970-10-01,4.248809487
1970-11-01,4.461050121
1970-12-01,4.949304393
1971-01-01,5.05664946
1971-02-01,4.996211019
1971-03-01,4.995371145
1971-04-01,4.864793474
1971-05-01,4.906731587
1971-06-01,4.308242524
1971-07-01,4.360582222
1971-08-01,3.641082121
1971-09-01,3.03968409
1971-10-01,2.564589024
1971-11-01,1.764180842
1971-12-01,1.14116779
1972-01-01,1.506480439
1972-02-01,1.592078683
1972-03-01,1.773685751
1972-04-01,1.761753214
1972-05-01,1.541580101
1972-06-01,1.434570255
1972-07-01,1.127365129
1972-08-01,1.475935559
1972-09-01,2.358352141
1972-10-01,2.278979468
1972-11-01,2.708154275
1972-12-01,3.049128898
1973-01-01,2.537841764
1973-02-01,2.778050854
1973-03-01,3.171490417
1973-04-01,3.551795098
1973-05-01,3.530809169
1973-06-01,3.649775355
1973-07-01,3.659548577
1973-08-01,3.923155423
1973-09-01,3.259517521
1973-10-01,3.204997347
1973-11-01,2.938868086
1973-12-01,2.638223318
1974-01-01,2.715820042
1974-02-01,2.72611987
1974-03-01,2.614602387
1974-04-01,2.94831727
1974-05-01,3.880116887
1974-06-01,5.212834669
1974-07-01,6.405109421
1974-08-01,8.167271789
1974-09-01,8.913373714
1974-10-01,10.042211689
1974-11-01,10.879132197
1974-12-01,10.998942656
1975-01-01,11.04318027
1975-02-01,10.885838912
1975-03-01,10.956665908
1975-04-01,9.876663535
1975-05-01,8.573801135
1975-06-01,7.276913207
1975-07-01,6.780524936
1975-08-01,5.30121616
1975-09-01,4.798264967
1975-10-01,4.127270101
1975-11-01,3.567069228
1975-12-01,3.832190085
1976-01-01,3.816864768
1976-02-01,4.040194005
1976-03-01,4.148469271
1976-04-01,4.893856736
1976-05-01,5.610254235
1976-06-01,5.780233369
1976-07-01,5.655557423
1976-08-01,5.907072552
1976-09-01,6.208154599
1976-10-01,6.300967706
1976-11-01,6.401360878
1976-12-01,6.574823307
1977-01-01,7.239223838
1977-02-01,7.182804671
1977-03-01,6.668291098
1977-04-01,6.150109684
1977-05-01,5.693033538
1977-06-01,5.380097423
1977-07-01,5.049410171
1977-08-01,4.251497337
1977-09-01,3.593772294
1977-10-01,3.489265581
1977-11-01,3.482610274
1977-12-01,3.147067114
1978-01-01,2.760712414
1978-02-01,2.082244318
1978-03-01,2.381235323
1978-04-01,2.761202315
1978-05-01,3.342380601
1978-06-01,4.122509218
1978-07-01,4.657494835
1978-08-01,5.435818374
1978-09-01,5.992608495
1978-10-01,6.363728204
1978-11-01,6.454996229
1978-12-01,6.482263428
1979-01-01,5.980775037
1979-02-01,7.008569781
1979-03-01,7.408913941
1979-04-01,7.929559832
1979-05-01,8.043393901
1979-06-01,7.509288837
1979-07-01,6.791183056
1979-08-01,6.102272692
1979-09-01,5.520481727
1979-10-01,4.836009447
1979-11-01,4.472151332
1979-12-01,4.718128269
1980-01-01,5.918886324
1980-02-01,5.950380841
1980-03-01,5.726559829
1980-04-01,5.22334496
1980-05-01,4.819895091
1980-06-01,4.660966469
1980-07-01,5.201073132
1980-08-01,6.207416507
1980-09-01,7.669061444
1980-10-01,8.53515672
1980-11-01,9.662888895
1980-12-01,9.718516972
1981-01-01,9.167953407
1981-02-01,8.767039548
1981-03-01,8.319454489
1981-04-01,8.670358756
1981-05-01,9.621174558
1981-06-01,10.374102934
1981-07-01,10.682081028
1981-08-01,10.499261314
1981-09-01,9.987397005
1981-10-01,9.99648206
1981-11-01,9.150688128
1981-12-01,8.951027512
1982-01-01,8.513364409
1982-02-01,8.246999741
1982-03-01,8.514193506
1982-04-01,8.193200638
1982-05-01,7.419487056
1982-06-01,7.210874424
1982-07-01,6.731669893
1982-08-01,6.094070812
1982-09-01,5.48320743
1982-10-01,5.062706302
1982-11-01,5.122891151
1982-12-01,5.297716926
1983-01-01,5.821918631
1983-02-01,6.069071221
1983-03-01,5.725610197
1983-04-01,5.462755416
1983-05-01,5.240924006
1983-06-01,5.026427958
1983-07-01,5.602324453
1983-08-01,6.357979375
1983-09-01,6.65346247
1983-10-01,6.657316544
1983-11-01,6.878965633
1983-12-01,6.637492764
1984-01-01,6.373551916
1984-02-01,5.801148141
1984-03-01,6.210968611
1984-04-01,6.474237514
1984-05-01,6.699676209
1984-06-01,6.582641996
1984-07-01,6.102864084
1984-08-01,5.601281149
1984-09-01,5.184120652
1984-10-01,4.840725721
1984-11-01,4.157135834
1984-12-01,3.798133445
1985-01-01,3.759300393
1985-02-01,4.649502179
1985-03-01,4.422035971
1985-04-01,3.762550305
1985-05-01,2.714215349
1985-06-01,2.343941109
1985-07-01,1.714158208
1985-08-01,1.336733731
1985-09-01,1.367924051
1985-10-01,1.320564917
1985-11-01,1.536561998
1985-12-01,1.763321811
1986-01-01,1.59129617
1986-02-01,0.434586251
1986-03-01,-0.166160458
1986-04-01,-0.305037932
1986-05-01,0.070250775
1986-06-01,0.057698412
1986-07-01,0.595269057
1986-08-01,0.886632188
1986-09-01,0.995562011
1986-10-01,0.937526797
1986-11-01,1.014466603
1986-12-01,0.927939581
1987-01-01,1.397895934
1987-02-01,1.7722676
1987-03-01,2.463180154
1987-04-01,3.224806353
1987-05-01,3.813710683
1987-06-01,4.146252494
1987-07-01,4.143204399
1987-08-01,4.267072121
1987-09-01,4.34892807
1987-10-01,4.647148194
1987-11-01,4.71584218
1987-12-01,4.306318113
1988-01-01,3.979763545
1988-02-01,3.64365784
1988-03-01,3.872756428
1988-04-01,4.115962636
1988-05-01,3.774935727
1988-06-01,3.773922374
1988-07-01,3.810690062
1988-08-01,3.168261791
1988-09-01,3.862837119
1988-10-01,4.019009443
1988-11-01,3.722401304
1988-12-01,4.190886421
1989-01-01,4.543779962
1989-02-01,4.591680385
1989-03-01,4.475256811
1989-04-01,3.992692761
1989-05-01,3.961098757
1989-06-01,3.693349929
1989-07-01,3.286916859
1989-08-01,3.080647853
1989-09-01,2.513222475
1989-10-01,2.593683435
1989-11-01,2.900712314
1989-12-01,2.996463743
1990-01-01,2.521465064
1990-02-01,3.36368828
1990-03-01,3.436815659
1990-04-01,3.22781191
1990-05-01,3.056538173
1990-06-01,3.21825789
1990-07-01,3.425299288
1990-08-01,4.060302167
1990-09-01,3.901297306
1990-10-01,3.521240643
1990-11-01,3.287766088
1990-12-01,3.776060129
1991-01-01,4.342133402
1991-02-01,4.109651684
1991-03-01,3.592462833
1991-04-01,3.869462281
1991-05-01,4.182812745
1991-06-01,4.203834914
1991-07-01,4.435542166
1991-08-01,4.698363373
1991-09-01,4.42916885
1991-10-01,4.425957949
1991-11-01,4.817803438
1991-12-01,4.185496166
1992-01-01,3.497180985
1992-02-01,3.19545707
1992-03-01,3.438103312
1992-04-01,3.053097875
1992-05-01,3.565284644
1992-06-01,3.577099765
1992-07-01,3.378489101
1992-08-01,3.117118022
1992-09-01,3.282172521
1992-10-01,3.377630072
1992-11-01,2.951554029
1992-12-01,3.004306245
1993-01-01,3.287557155
1993-02-01,3.662483702
1993-03-01,3.492129529
1993-04-01,3.817329248
1993-05-01,3.155592558
1993-06-01,2.781073629
1993-07-01,2.657774567
1993-08-01,2.642833583
1993-09-01,1.809232452
1993-10-01,1.715609006
1993-11-01,1.926881602
1993-12-01,1.629781365
1994-01-01,1.022895296
1994-02-01,0.490537782
1994-03-01,0.66342934
1994-04-01,0.445517429
1994-05-01,0.945100876
1994-06-01,1.580747553
1994-07-01,1.480862221
1994-08-01,1.221270856
1994-09-01,2.078538727
1994-10-01,2.012951907
1994-11-01,1.613925044
1994-12-01,1.718533221
1995-01-01,2.104528573
1995-02-01,2.254145927
1995-03-01,2.191682477
1995-04-01,2.32899544
1995-05-01,1.872043213
1995-06-01,1.427003972
1995-07-01,1.232962687
1995-08-01,1.693931935
1995-09-01,1.414679832
1995-10-01,1.449600886
1995-11-01,1.519405692
1995-12-01,1.547606375
1996-01-01,1.595895377
1996-02-01,1.500715659
1996-03-01,1.570443541
1996-04-01,1.037274059
1996-05-01,0.981080604
1996-06-01,0.858458233
1996-07-01,0.946439529
1996-08-01,0.408734407
1996-09-01,0.775981223
1996-10-01,0.712802032
1996-11-01,0.807259728
1996-12-01,0.647969724
1997-01-01,0.583957563
1997-02-01,0.904633663
1997-03-01,0.451199147
1997-04-01,1.103670337
1997-05-01,0.96673631
1997-06-01,0.653919057
1997-07-01,0.690339844
1997-08-01,0.679789385
1997-09-01,0.465912889
1997-10-01,0.499804267
1997-11-01,0.302081215
1997-12-01,0.360548423
1998-01-01,0.282033222
1998-02-01,0.280553095
1998-03-01,0.144647361
1998-04-01,0.015079513
1998-05-01,0.31828703
1998-06-01,0.680349616
1998-07-01,0.933188502
1998-08-01,1.796903738
1998-09-01,1.612646885
1998-10-01,1.340736465
1998-11-01,1.566577245
1998-12-01,2.767634939
1999-01-01,2.7085341
1999-02-01,1.8118606
1999-03-01,1.7380889
1999-04-01,2.4479878
1999-05-01,2.0898924
1999-06-01,2.1436676
1999-07-01,2.2763306
1999-08-01,1.4506901
1999-09-01,2.5378109
1999-10-01,2.8011339
1999-11-01,2.4154763
1999-12-01,1.1906143
2000-01-01,1.1535969
2000-02-01,1.6819927
2000-03-01,2.5496684
2000-04-01,2.0312508
2000-05-01,2.0084318
2000-06-01,1.9151595
2000-07-01,1.7078173
2000-08-01,1.6868814
2000-09-01,1.1655822
2000-10-01,0.86049457
2000-11-01,1.6103388
2000-12-01,1.1787494
2001-01-01,1.5997175
2001-02-01,1.8970432
2001-03-01,1.4340167
2001-04-01,0.88180894
2001-05-01,0.55745809
2001-06-01,0.85952801
2001-07-01,0.83752466
2001-08-01,0.44959837
2001-09-01,-0.22775967
2001-10-01,-0.53018207
2001-11-01,-0.39038607
2001-12-01,-0.06682089
2002-01-01,-0.88772556
2002-02-01,-0.96730397
2002-03-01,-1.4601857
2002-04-01,-0.94130743
2002-05-01,-0.86416981
2002-06-01,-1.1926248
2002-07-01,-1.5484488
2002-08-01,-0.35845443
2002-09-01,-0.3379724
2002-10-01,-0.31819559
2002-11-01,-0.96458885
2002-12-01,-1.0849192
2003-01-01,-0.94444646
2003-02-01,-1.3959742
2003-03-01,-1.4488972
2003-04-01,-2.0897582
2003-05-01,-1.2679928
2003-06-01,-1.3190644
2003-07-01,-1.075394
2003-08-01,-1.8714065
2003-09-01,-2.350809
2003-10-01,-1.8698577
2003-11-01,-2.1652895
2003-12-01,-1.9810141
2004-01-01,-1.7508829
2004-02-01,-1.7528168
2004-03-01,-0.50567987
2004-04-01,0.01488914
2004-05-01,-0.19690497
2004-06-01,-0.20878485
2004-07-01,-0.32640727
2004-08-01,-0.52792314
2004-09-01,0.89450151
2004-10-01,1.2100347
2004-11-01,1.8725912
2004-12-01,1.9011225
2005-01-01,2.1011458
2005-02-01,2.6562677
2005-03-01,2.8801662
2005-04-01,2.1764589
2005-05-01,1.6569432
2005-06-01,1.6645601
2005-07-01,1.5450524
2005-08-01,1.8769729
2005-09-01,0.67752178
2005-10-01,1.1943122
2005-11-01,1.1064415
2005-12-01,1.0883958
2006-01-01,1.1426687
2006-02-01,0.87634148
2006-03-01,0.54008128
2006-04-01,1.1581358
2006-05-01,1.3911718
2006-06-01,1.4794723
2006-07-01,1.4022617
2006-08-01,1.6353475
2006-09-01,2.0625428
2006-10-01,1.1508692
2006-11-01,0.67812917
2006-12-01,0.80301793
2007-01-01,0.78721615
2007-02-01,1.0316602
2007-03-01,0.23556111
2007-04-01,0.15560526
2007-05-01,0.20261135
2007-06-01,0.31154377
2007-07-01,0.66411112
2007-08-01,0.51980764
2007-09-01,0.5551507
2007-10-01,0.723737
2007-11-01,1.1327801
2007-12-01,1.3295267
2008-01-01,1.4104099
2008-02-01,0.98870555
2008-03-01,1.2061672
2008-04-01,0.54408853
2008-05-01,0.4097791
2008-06-01,0.18018678
2008-07-01,0.21726066
2008-08-01,0.09928348
2008-09-01,-0.21850332
2008-10-01,-0.75455615
2008-11-01,-1.2485294
2008-12-01,-1.9357852
2009-01-01,-2.066926
2009-02-01,-1.3756681
2009-03-01,-0.94284166
2009-04-01,0.22555404
2009-05-01,0.1108957
2009-06-01,0.21488522
2009-07-01,-0.06048281
2009-08-01,0.14585652
2009-09-01,1.0787157
2009-10-01,2.7484414
2009-11-01,3.4182175
2009-12-01,4.4097104
2010-01-01,4.3229021
2010-02-01,3.9586586
2010-03-01,3.3607883
2010-04-01,2.4433392
2010-05-01,2.6126809
2010-06-01,2.7753228
2010-07-01,2.9641342
2010-08-01,2.9922629
2010-09-01,2.5623207
2010-10-01,1.3519914
2010-11-01,1.0751976
2010-12-01,0.85745153
2011-01-01,1.1578144
2011-02-01,1.1576684
2011-03-01,1.3641261
2011-04-01,1.8612675
2011-05-01,2.4827691
2011-06-01,3.1208803
2011-07-01,3.5472722
2011-08-01,3.7325858
2011-09-01,3.509621
2011-10-01,3.6882899
2011-11-01,3.9056945
2011-12-01,3.6687066
2012-01-01,3.2695965
2012-02-01,3.0299303
2012-03-01,3.0471432
2012-04-01,3.1479445
2012-05-01,2.7925606
2012-06-01,2.1066223
2012-07-01,1.4207187
2012-08-01,0.79619101
2012-09-01,0.98549609
2012-10-01,0.97864355
2012-11-01,0.75523799
2012-12-01,0.83827303
2013-01-01,1.2005159
2013-02-01,1.2498571
2013-03-01,0.75829068
2013-04-01,0.48273371
2013-05-01,0.22737235
2013-06-01,0.24628415
2013-07-01,0.80598674
2013-08-01,1.0492371
2013-09-01,1.0068848
2013-10-01,0.65669644
2013-11-01,0.89101397
2013-12-01,1.0277977
2014-01-01,0.37833335
2014-02-01,0.2573364
2014-03-01,0.70073071
2014-04-01,0.72542762
2014-05-01,0.99896288
2014-06-01,0.7665968
2014-07-01,0.5057532
2014-08-01,0.52446313
2014-09-01,0.60782357
2014-10-01,0.84040858
2014-11-01,0.28445607
2014-12-01,-0.26275953
2015-01-01,-0.27625929
2015-02-01,0.1109105
2015-03-01,0.39862254
2015-04-01,0.43297279
2015-05-01,0.03115954
2015-06-01,-0.04791418
2015-07-01,0.18886356
2015-08-01,0.11655964
2015-09-01,-0.1311385
2015-10-01,-0.45308722
2015-11-01,-0.14577105
2015-12-01,0.06484594
2016-01-01,0.34743915
2016-02-01,0.43125606
2016-03-01,-0.00852115
2016-04-01,0.06803691
2016-05-01,0.56037966
2016-06-01,0.64013411
2016-07-01,-0.07169506
2016-08-01,0.04700944
2016-09-01,0.29341221
2016-10-01,0.61622002
