"Date","APU0000706111"
1980-01-01,0.699
1980-02-01,0.673
1980-03-01,0.655
1980-04-01,0.638
1980-05-01,0.628
1980-06-01,0.64
1980-07-01,0.71
1980-08-01,0.751
1980-09-01,0.791
1980-10-01,0.792
1980-11-01,0.766
1980-12-01,0.76
1981-01-01,0.749
1981-02-01,0.759
1981-03-01,0.755
1981-04-01,0.734
1981-05-01,0.706
1981-06-01,0.717
1981-07-01,0.767
1981-08-01,0.752
1981-09-01,0.728
1981-10-01,0.712
1981-11-01,0.702
1981-12-01,0.7
1982-01-01,0.712
1982-02-01,0.726
1982-03-01,0.715
1982-04-01,0.712
1982-05-01,0.72
1982-06-01,0.732
1982-07-01,0.74
1982-08-01,0.717
1982-09-01,0.713
1982-10-01,0.7
1982-11-01,0.694
1982-12-01,0.682
1983-01-01,0.689
1983-02-01,0.699
1983-03-01,0.698
1983-04-01,0.676
1983-05-01,0.687
1983-06-01,0.699
1983-07-01,0.724
1983-08-01,0.74
1983-09-01,0.769
1983-10-01,0.737
1983-11-01,0.766
1983-12-01,0.812
1984-01-01,0.839
1984-02-01,0.867
1984-03-01,0.848
1984-04-01,0.844
1984-05-01,0.811
1984-06-01,0.817
1984-07-01,0.829
1984-08-01,0.788
1984-09-01,0.79
1984-10-01,0.764
1984-11-01,0.771
1984-12-01,0.753
1985-01-01,0.773
1985-02-01,0.772
1985-03-01,0.769
1985-04-01,0.764
1985-05-01,0.745
1985-06-01,0.761
1985-07-01,0.753
1985-08-01,0.757
1985-09-01,0.762
1985-10-01,0.749
1985-11-01,0.778
1985-12-01,0.776
1986-01-01,0.766
1986-02-01,0.771
1986-03-01,0.767
1986-04-01,0.752
1986-05-01,0.769
1986-06-01,0.795
1986-07-01,0.889
1986-08-01,0.958
1986-09-01,0.91
1986-10-01,0.9
1986-11-01,0.878
1986-12-01,0.865
1987-01-01,0.821
1987-02-01,0.832
1987-03-01,0.804
1987-04-01,0.792
1987-05-01,0.782
1987-06-01,0.771
1987-07-01,0.755
1987-08-01,0.785
1987-09-01,0.793
1987-10-01,0.791
1987-11-01,0.756
1987-12-01,0.736
1988-01-01,0.74
1988-02-01,0.745
1988-03-01,0.753
1988-04-01,0.76
1988-05-01,0.796
1988-06-01,0.868
1988-07-01,0.937
1988-08-01,0.961
1988-09-01,0.975
1988-10-01,0.932
1988-11-01,0.892
1988-12-01,0.885
1989-01-01,0.905
1989-02-01,0.899
1989-03-01,0.913
1989-04-01,0.932
1989-05-01,0.961
1989-06-01,0.982
1989-07-01,0.964
1989-08-01,0.954
1989-09-01,0.942
1989-10-01,0.91
1989-11-01,0.879
1989-12-01,0.883
1990-01-01,0.882
1990-02-01,0.896
1990-03-01,0.928
1990-04-01,0.897
1990-05-01,0.902
1990-06-01,0.928
1990-07-01,0.917
1990-08-01,0.912
1990-09-01,0.907
1990-10-01,0.883
1990-11-01,0.88
1990-12-01,0.858
1991-01-01,0.886
1991-02-01,0.903
1991-03-01,0.899
1991-04-01,0.885
1991-05-01,0.883
1991-06-01,0.878
1991-07-01,0.888
1991-08-01,0.869
1991-09-01,0.874
1991-10-01,0.878
1991-11-01,0.857
1991-12-01,0.864
1992-01-01,0.878
1992-02-01,0.849
1992-03-01,0.859
1992-04-01,0.861
1992-05-01,0.854
1992-06-01,0.861
1992-07-01,0.878
1992-08-01,0.882
1992-09-01,0.881
1992-10-01,0.865
1992-11-01,0.885
1992-12-01,0.879
1993-01-01,0.875
1993-02-01,0.871
1993-03-01,0.879
1993-04-01,0.874
1993-05-01,0.888
1993-06-01,0.891
1993-07-01,0.89
1993-08-01,0.896
1993-09-01,0.897
1993-10-01,0.893
1993-11-01,0.918
1993-12-01,0.91
1994-01-01,0.899
1994-02-01,0.888
1994-03-01,0.891
1994-04-01,0.899
1994-05-01,0.902
1994-06-01,0.918
1994-07-01,0.92
1994-08-01,0.905
1994-09-01,0.901
1994-10-01,0.889
1994-11-01,0.904
1994-12-01,0.895
1995-01-01,0.897
1995-02-01,0.893
1995-03-01,0.917
1995-04-01,0.911
1995-05-01,0.891
1995-06-01,0.908
1995-07-01,0.919
1995-08-01,0.908
1995-09-01,0.939
1995-10-01,0.93
1995-11-01,0.948
1995-12-01,0.939
1996-01-01,0.941
1996-02-01,0.94
1996-03-01,0.933
1996-04-01,0.947
1996-05-01,0.949
1996-06-01,0.968
1996-07-01,0.972
1996-08-01,0.99
1996-09-01,1.006
1996-10-01,1.021
1996-11-01,1.003
1996-12-01,1.002
1997-01-01,1.016
1997-02-01,1.008
1997-03-01,1.009
1997-04-01,1.002
1997-05-01,1.007
1997-06-01,0.993
1997-07-01,1.005
1997-08-01,0.988
1997-09-01,0.992
1997-10-01,0.984
1997-11-01,1.018
1997-12-01,1.001
1998-01-01,1.022
1998-02-01,1.007
1998-03-01,1.032
1998-04-01,1.029
1998-05-01,1.032
1998-06-01,1.016
1998-07-01,1.033
1998-08-01,1.059
1998-09-01,1.074
1998-10-01,1.076
1998-11-01,1.084
1998-12-01,1.06
1999-01-01,1.072
1999-02-01,1.064
1999-03-01,1.057
1999-04-01,1.057
1999-05-01,1.026
1999-06-01,1.041
1999-07-01,1.045
1999-08-01,1.043
1999-09-01,1.08
1999-10-01,1.055
1999-11-01,1.078
1999-12-01,1.053
2000-01-01,1.059
2000-02-01,1.046
