"Date","APUS23B74716"
1981-09-01,1.528
1981-10-01,1.517
1981-11-01,1.521
1981-12-01,1.522
1982-01-01,1.497
1982-02-01,1.494
1982-03-01,1.462
1982-04-01,1.404
1982-05-01,1.419
1982-06-01,1.465
1982-07-01,1.496
1982-08-01,1.502
1982-09-01,1.485
1982-10-01,1.488
1982-11-01,1.472
1982-12-01,1.457
1983-01-01,1.436
1983-02-01,1.404
1983-03-01,1.391
1983-04-01,1.431
1983-05-01,1.484
1983-06-01,1.484
1983-07-01,1.5
1983-08-01,1.477
1983-09-01,1.488
1983-10-01,1.489
1983-11-01,1.489
1983-12-01,1.487
1984-01-01,1.481
1984-02-01,1.488
1984-03-01,1.489
1984-04-01,1.49
1984-05-01,1.499
1984-06-01,1.486
1984-07-01,1.466
1984-08-01,1.47
1984-09-01,1.489
1984-10-01,1.498
1984-11-01,1.496
1984-12-01,1.499
1985-01-01,1.346
1985-02-01,1.339
1985-03-01,1.369
1985-04-01,1.389
1985-05-01,1.403
1985-06-01,1.406
1985-07-01,1.417
1985-08-01,1.409
1985-09-01,1.397
1985-10-01,1.367
1985-11-01,1.382
1985-12-01,1.406
1986-01-01,1.388
1986-02-01,1.217
1986-03-01,1.044
1986-04-01,1.002
1986-05-01,1.055
1986-06-01,1.069
1986-07-01,0.983
1986-08-01,1.004
1986-09-01,0.966
1986-10-01,0.943
1986-11-01,0.962
1986-12-01,0.948
1987-01-01,0.987
1987-02-01,1.03
1987-03-01,1.037
1987-04-01,1.062
1987-05-01,1.068
1987-06-01,1.093
1987-07-01,1.146
1987-08-01,1.184
1987-09-01,1.162
1987-10-01,1.131
1987-11-01,1.146
1987-12-01,1.113
1988-01-01,1.073
1988-02-01,1.051
1988-03-01,1.035
1988-04-01,1.099
1988-05-01,1.133
1988-06-01,1.134
1988-07-01,1.136
1988-08-01,1.181
1988-09-01,1.135
1988-10-01,1.114
1988-11-01,1.148
1988-12-01,1.123
1989-01-01,1.117
1989-02-01,1.113
1989-03-01,1.117
1989-04-01,1.229
1989-05-01,1.245
1989-06-01,1.22
1989-07-01,1.187
1989-08-01,1.127
1989-09-01,1.137
1989-10-01,1.134
1989-11-01,1.105
1989-12-01,1.11
1990-01-01,1.194
1990-02-01,1.139
1990-03-01,1.128
1990-04-01,1.216
1990-05-01,1.226
1990-06-01,1.235
1990-07-01,1.189
1990-08-01,1.38
1990-09-01,1.473
1990-10-01,1.533
1990-11-01,1.502
1990-12-01,1.393
1991-01-01,1.335
1991-02-01,1.199
1991-03-01,1.194
1991-04-01,1.256
1991-05-01,1.3
1991-06-01,1.267
1991-07-01,1.223
1991-08-01,1.265
1991-09-01,1.242
1991-10-01,1.218
1991-11-01,1.246
1991-12-01,1.255
1992-01-01,1.171
1992-02-01,1.148
1992-03-01,1.153
1992-04-01,1.212
1992-05-01,1.273
1992-06-01,1.29
1992-07-01,1.219
1992-08-01,1.205
1992-09-01,1.248
1992-10-01,1.248
1992-11-01,1.234
1992-12-01,1.164
1993-01-01,1.167
1993-02-01,1.191
1993-03-01,1.17
1993-04-01,1.238
1993-05-01,1.275
1993-06-01,1.255
1993-07-01,1.176
1993-08-01,1.179
1993-09-01,1.163
1993-10-01,1.236
1993-11-01,1.175
1993-12-01,1.128
1994-01-01,1.12
1994-02-01,1.147
1994-03-01,1.135
1994-04-01,1.174
1994-05-01,1.199
1994-06-01,1.246
1994-07-01,1.284
1994-08-01,1.342
1994-09-01,1.28
1994-10-01,1.207
1994-11-01,1.243
1994-12-01,1.186
1995-01-01,1.176
1995-02-01,1.194
1995-03-01,1.169
1995-04-01,1.266
1995-05-01,1.347
1995-06-01,1.368
1995-07-01,1.314
1995-08-01,1.245
1995-09-01,1.245
1995-10-01,1.239
1995-11-01,1.221
1995-12-01,1.251
1996-01-01,1.287
1996-02-01,1.284
1996-03-01,1.349
1996-04-01,1.396
1996-05-01,1.454
1996-06-01,1.444
1996-07-01,1.405
1996-08-01,1.348
1996-09-01,1.365
1996-10-01,1.382
1996-11-01,1.468
1996-12-01,1.471
1997-01-01,1.446
1997-02-01,1.396
1997-03-01,1.333
1997-04-01,1.32
1997-05-01,1.363
1997-06-01,1.424
1997-07-01,1.39
1997-08-01,1.476
1997-09-01,1.449
1997-10-01,1.377
1997-11-01,1.333
1997-12-01,1.286
1998-01-01,1.201
1998-02-01,1.241
1998-03-01,1.245
1998-04-01,1.257
1998-05-01,1.309
1998-06-01,1.313
1998-07-01,1.315
1998-08-01,1.26
1998-09-01,1.237
1998-10-01,1.235
1998-11-01,1.215
1998-12-01,1.144
1999-01-01,1.118
1999-02-01,1.118
1999-03-01,1.189
1999-04-01,1.309
1999-05-01,1.35
1999-06-01,1.34
1999-07-01,1.372
1999-08-01,1.418
1999-09-01,1.468
1999-10-01,1.43
1999-11-01,1.45
1999-12-01,1.485
2000-01-01,1.523
2000-02-01,1.605
2000-03-01,1.728
