"Date","APUS37B72620"
1979-03-01,0.319
1979-04-01,0.315
1979-05-01,0.314
1979-06-01,NA
1979-07-01,0.292
1979-08-01,0.294
1979-09-01,0.294
1979-10-01,0.291
1979-11-01,0.32
1979-12-01,0.32
1980-01-01,0.32
1980-02-01,0.344
1980-03-01,0.344
1980-04-01,0.344
1980-05-01,0.315
1980-06-01,0.32
1980-07-01,0.32
1980-08-01,0.344
1980-09-01,0.344
1980-10-01,0.344
1980-11-01,0.373
1980-12-01,0.373
1981-01-01,0.373
1981-02-01,0.396
1981-03-01,0.396
1981-04-01,0.402
1981-05-01,0.402
1981-06-01,0.402
1981-07-01,0.373
1981-08-01,0.424
1981-09-01,0.424
1981-10-01,0.424
1981-11-01,0.424
1981-12-01,0.453
1982-01-01,0.453
1982-02-01,0.512
1982-03-01,0.512
1982-04-01,0.512
1982-05-01,0.483
1982-06-01,0.483
1982-07-01,0.483
1982-08-01,0.483
1982-09-01,0.514
1982-10-01,0.514
1982-11-01,0.543
1982-12-01,0.543
1983-01-01,0.543
1983-02-01,0.535
1983-03-01,0.535
1983-04-01,0.535
1983-05-01,0.509
1983-06-01,0.509
1983-07-01,0.509
1983-08-01,0.466
1983-09-01,0.476
1983-10-01,0.476
1983-11-01,0.476
1983-12-01,0.503
1984-01-01,0.503
1984-02-01,0.503
1984-03-01,0.543
1984-04-01,0.543
1984-05-01,0.514
1984-06-01,0.514
1984-07-01,0.514
1984-08-01,0.501
1984-09-01,0.503
1984-10-01,0.503
1984-11-01,0.532
1984-12-01,0.532
1985-01-01,0.532
1985-02-01,0.541
1985-03-01,0.541
1985-04-01,0.541
1985-05-01,0.513
1985-06-01,0.489
1985-07-01,0.489
1985-08-01,0.459
1985-09-01,NA
1985-10-01,0.448
1985-11-01,0.481
1985-12-01,0.481
1986-01-01,0.481
1986-02-01,0.404
1986-03-01,0.404
1986-04-01,0.404
1986-05-01,0.404
1986-06-01,0.404
1986-07-01,0.404
1986-08-01,0.353
1986-09-01,0.353
1986-10-01,0.345
1986-11-01,0.345
1986-12-01,0.345
1987-01-01,0.353
1987-02-01,0.388
1987-03-01,0.38
1987-04-01,0.38
1987-05-01,0.38
1987-06-01,0.38
1987-07-01,0.38
1987-08-01,0.386
1987-09-01,0.386
1987-10-01,0.386
1987-11-01,0.386
1987-12-01,0.386
1988-01-01,0.386
1988-02-01,0.386
1988-03-01,0.409
1988-04-01,0.409
1988-05-01,0.409
1988-06-01,0.409
1988-07-01,0.471
1988-08-01,0.486
1988-09-01,0.486
1988-10-01,0.488
1988-11-01,0.487
1988-12-01,0.487
1989-01-01,0.487
1989-02-01,0.489
1989-03-01,0.5
1989-04-01,0.499
1989-05-01,0.499
1989-06-01,0.497
1989-07-01,0.498
1989-08-01,0.499
1989-09-01,0.498
1989-10-01,0.497
1989-11-01,0.497
1989-12-01,0.497
1990-01-01,0.502
1990-02-01,0.501
1990-03-01,0.497
1990-04-01,0.495
1990-05-01,0.494
1990-06-01,0.495
1990-07-01,0.494
1990-08-01,0.494
1990-09-01,0.544
1990-10-01,0.543
1990-11-01,0.542
1990-12-01,0.542
1991-01-01,0.549
1991-02-01,0.549
1991-03-01,0.503
1991-04-01,0.498
1991-05-01,0.486
1991-06-01,0.484
1991-07-01,0.506
1991-08-01,0.506
1991-09-01,0.491
1991-10-01,0.492
1991-11-01,0.492
1991-12-01,0.492
1992-01-01,0.492
1992-02-01,0.492
1992-03-01,0.495
1992-04-01,0.495
1992-05-01,0.495
1992-06-01,0.495
1992-07-01,0.495
1992-08-01,0.495
1992-09-01,0.472
1992-10-01,0.472
1992-11-01,0.472
1992-12-01,0.472
1993-01-01,0.472
1993-02-01,0.472
1993-03-01,0.493
1993-04-01,0.493
1993-05-01,0.493
1993-06-01,0.493
1993-07-01,0.564
1993-08-01,0.564
1993-09-01,0.617
1993-10-01,0.617
1993-11-01,0.617
1993-12-01,0.617
1994-01-01,0.617
1994-02-01,0.617
1994-03-01,0.618
1994-04-01,0.618
1994-05-01,0.618
1994-06-01,0.618
1994-07-01,0.618
1994-08-01,0.618
1994-09-01,0.586
1994-10-01,0.586
1994-11-01,0.586
1994-12-01,0.586
1995-01-01,0.586
1995-02-01,0.586
1995-03-01,0.521
1995-04-01,0.521
1995-05-01,0.521
1995-06-01,0.521
1995-07-01,0.521
1995-08-01,0.521
1995-09-01,0.533
1995-10-01,0.533
1995-11-01,0.533
1995-12-01,0.533
1996-01-01,0.533
1996-02-01,0.533
1996-03-01,0.586
1996-04-01,0.586
1996-05-01,0.586
1996-06-01,0.586
1996-07-01,0.586
1996-08-01,0.586
1996-09-01,0.608
1996-10-01,0.608
1996-11-01,0.608
1996-12-01,0.608
1997-01-01,0.608
1997-02-01,0.608
1997-03-01,0.644
1997-04-01,0.644
1997-05-01,0.644
1997-06-01,0.644
1997-07-01,0.644
1997-08-01,0.644
1997-09-01,0.678
1997-10-01,0.678
1997-11-01,0.678
1997-12-01,0.678
1998-01-01,0.678
1998-02-01,0.678
1998-03-01,0.643
1998-04-01,0.643
1998-05-01,0.643
1998-06-01,0.643
1998-07-01,0.643
1998-08-01,0.643
1998-09-01,0.615
1998-10-01,0.615
1998-11-01,0.615
1998-12-01,0.615
1999-01-01,0.615
1999-02-01,0.615
1999-03-01,0.568
1999-04-01,0.568
1999-05-01,0.568
1999-06-01,0.568
1999-07-01,0.568
1999-08-01,0.568
1999-09-01,0.571
1999-10-01,0.571
1999-11-01,0.571
1999-12-01,0.571
2000-01-01,0.571
2000-02-01,0.571
2000-03-01,0.604
2000-04-01,0.604
2000-05-01,0.604
2000-06-01,0.604
2000-07-01,0.604
2000-08-01,0.604
2000-09-01,0.809
2000-10-01,0.809
2000-11-01,0.806
2000-12-01,0.806
2001-01-01,0.806
2001-02-01,1.085
2001-03-01,1.085
2001-04-01,1.085
2001-05-01,NA
2001-06-01,NA
2001-07-01,NA
2001-08-01,NA
2001-09-01,NA
2001-10-01,NA
2001-11-01,NA
2001-12-01,0.884
2002-01-01,0.893
2002-02-01,0.709
2002-03-01,0.709
2002-04-01,0.709
2002-05-01,0.709
2002-06-01,0.709
2002-07-01,0.709
2002-08-01,0.677
2002-09-01,0.677
2002-10-01,0.677
2002-11-01,0.677
2002-12-01,0.677
2003-01-01,0.677
2003-02-01,0.868
2003-03-01,0.868
2003-04-01,0.868
2003-05-01,0.868
2003-06-01,0.868
2003-07-01,0.868
2003-08-01,0.974
2003-09-01,0.974
2003-10-01,0.974
2003-11-01,0.974
2003-12-01,0.974
2004-01-01,0.959
2004-02-01,0.979
2004-03-01,0.979
2004-04-01,0.979
2004-05-01,0.979
2004-06-01,0.979
2004-07-01,0.979
2004-08-01,1.004
2004-09-01,1.004
2004-10-01,1.004
2004-11-01,1.255
2004-12-01,1.248
2005-01-01,1.248
2005-02-01,1.044
2005-03-01,1.044
2005-04-01,1.044
2005-05-01,1.044
2005-06-01,1.044
2005-07-01,1.044
2005-08-01,1.044
2005-09-01,1.37
2005-10-01,1.532
2005-11-01,1.532
2005-12-01,1.543
2006-01-01,1.543
2006-02-01,1.142
2006-03-01,1.142
2006-04-01,1.142
2006-05-01,1.142
2006-06-01,1.142
2006-07-01,1.142
2006-08-01,1.132
2006-09-01,1.131
2006-10-01,1.069
2006-11-01,1.069
2006-12-01,1.069
2007-01-01,1.069
2007-02-01,1.089
2007-03-01,1.089
2007-04-01,1.089
2007-05-01,1.089
2007-06-01,1.089
2007-07-01,1.089
2007-08-01,1.089
2007-09-01,1.258
2007-10-01,1.253
2007-11-01,1.253
2007-12-01,1.253
2008-01-01,1.253
2008-02-01,1.326
2008-03-01,1.326
2008-04-01,1.326
2008-05-01,1.326
2008-06-01,1.661
2008-07-01,1.662
2008-08-01,1.641
2008-09-01,1.478
2008-10-01,1.478
2008-11-01,1.478
2008-12-01,1.478
2009-01-01,1.478
2009-02-01,1.339
2009-03-01,1.339
2009-04-01,1.339
2009-05-01,1.339
2009-06-01,1.339
2009-07-01,1.325
2009-08-01,1.145
2009-09-01,1.145
2009-10-01,1.145
2009-11-01,1.145
2009-12-01,1.145
2010-01-01,1.145
2010-02-01,1.237
2010-03-01,1.237
2010-04-01,1.251
2010-05-01,1.24
2010-06-01,1.241
2010-07-01,1.242
2010-08-01,1.01
2010-09-01,1.014
2010-10-01,1.014
2010-11-01,1.014
2010-12-01,0.948
2011-01-01,0.948
2011-02-01,0.947
2011-03-01,0.947
2011-04-01,0.947
2011-05-01,0.947
2011-06-01,0.947
2011-07-01,0.948
2011-08-01,1.064
2011-09-01,1.06
2011-10-01,1
2011-11-01,1
2011-12-01,1
2012-01-01,1
2012-02-01,0.847
2012-03-01,0.848
2012-04-01,0.848
2012-05-01,0.86
2012-06-01,0.848
2012-07-01,0.848
2012-08-01,0.98
2012-09-01,0.98
2012-10-01,0.986
2012-11-01,0.985
2012-12-01,1.02
2013-01-01,1.02
2013-02-01,1.055
2013-03-01,1.055
2013-04-01,1.066
2013-05-01,1.144
2013-06-01,1.158
2013-07-01,1.158
2013-08-01,1.011
2013-09-01,1.012
2013-10-01,1.012
2013-11-01,1.012
2013-12-01,1.012
2014-01-01,1.012
2014-02-01,1.06
2014-03-01,1.06
2014-04-01,1.075
2014-05-01,1.059
2014-06-01,1.059
2014-07-01,1.06
2014-08-01,0.982
2014-09-01,0.982
2014-10-01,0.982
2014-11-01,0.982
2014-12-01,0.982
2015-01-01,0.982
2015-02-01,0.913
2015-03-01,0.913
2015-04-01,0.928
2015-05-01,0.913
2015-06-01,0.913
2015-07-01,0.913
2015-08-01,0.866
2015-09-01,0.866
2015-10-01,0.866
2015-11-01,0.866
2015-12-01,0.866
2016-01-01,0.866
2016-02-01,0.807
2016-03-01,0.807
2016-04-01,0.806
2016-05-01,0.806
2016-06-01,0.806
2016-07-01,0.816
2016-08-01,0.894
2016-09-01,0.894
2016-10-01,0.894
2016-11-01,0.893
2016-12-01,0.893
2017-01-01,0.893
2017-02-01,0.936
2017-03-01,0.936
2017-04-01,0.936
2017-05-01,0.936
2017-06-01,0.954
2017-07-01,0.964
2017-08-01,0.978
2017-09-01,0.979
2017-10-01,0.979
2017-11-01,0.98
2017-12-01,0.98
2018-01-01,0.979
2018-02-01,0.971
2018-03-01,0.971
2018-04-01,0.986
2018-05-01,1.152
2018-06-01,1.152
2018-07-01,1.172
2018-08-01,1.159
2018-09-01,1.14
2018-10-01,1.009
2018-11-01,1.14
2018-12-01,1.14
2019-01-01,1.14
2019-02-01,1.16
2019-03-01,1.16
2019-04-01,1.189
2019-05-01,1.16
2019-06-01,1.16
2019-07-01,1.16
2019-08-01,1.094
2019-09-01,1.094
2019-10-01,1.111
2019-11-01,1.11
2019-12-01,1.11
2020-01-01,1.099
2020-02-01,1.07
2020-03-01,1.07
2020-04-01,1.07
2020-05-01,1.098
2020-06-01,1.07
2020-07-01,1.096
2020-08-01,1.096
2020-09-01,1.092
2020-10-01,1.092
2020-11-01,1.092
2020-12-01,1.092
2021-01-01,1.093
2021-02-01,1.14
2021-03-01,1.14
2021-04-01,1.168
2021-05-01,1.14
2021-06-01,1.14
2021-07-01,1.169
2021-08-01,1.271
2021-09-01,1.271
2021-10-01,1.271
2021-11-01,1.271
2021-12-01,1.271
2022-01-01,1.275
2022-02-01,1.416
2022-03-01,1.416
2022-04-01,1.445
2022-05-01,1.416
2022-06-01,1.417
2022-07-01,NA
2022-08-01,1.906
2022-09-01,1.877
2022-10-01,1.878
2022-11-01,1.878
2022-12-01,1.879
2023-01-01,1.886
2023-02-01,1.418
2023-03-01,1.404
2023-04-01,1.432
2023-05-01,1.405
2023-06-01,1.405
2023-07-01,1.478
2023-08-01,1.433
2023-09-01,1.433
2023-10-01,1.554
2023-11-01,1.554
