"Date","CUURA207SAH"
1976-01-01,47.5
1976-02-01,47.6
1976-03-01,47.8
1976-04-01,47.9
1976-05-01,48.1
1976-06-01,48.3
1976-07-01,48.6
1976-08-01,48.8
1976-09-01,49.1
1976-10-01,49.3
1976-11-01,49.3
1976-12-01,49.9
1977-01-01,50
1977-02-01,50.4
1977-03-01,50.5
1977-04-01,50.9
1977-05-01,51
1977-06-01,51
1977-07-01,51.6
1977-08-01,51.9
1977-09-01,52.4
1977-10-01,52.6
1977-11-01,52.9
1977-12-01,53
1978-01-01,54.2
1978-02-01,55
1978-03-01,56.1
1978-04-01,56.2
1978-05-01,56.6
1978-06-01,57
1978-07-01,57.5
1978-08-01,57
1978-09-01,58.2
1978-10-01,58.9
1978-11-01,60.1
1978-12-01,60.3
1979-01-01,60.3
1979-02-01,61.5
1979-03-01,63.3
1979-04-01,64.1
1979-05-01,63.8
1979-06-01,65.6
1979-07-01,67.2
1979-08-01,68
1979-09-01,68.9
1979-10-01,68.6
1979-11-01,70.6
1979-12-01,71.1
1980-01-01,71.5
1980-02-01,72
1980-03-01,72.3
1980-04-01,74.6
1980-05-01,76.2
1980-06-01,79.6
1980-07-01,78.1
1980-08-01,76.2
1980-09-01,78.7
1980-10-01,80.7
1980-11-01,84.3
1980-12-01,84.1
1981-01-01,81.8
1981-02-01,81.4
1981-03-01,81
1981-04-01,83.3
1981-05-01,83.6
1981-06-01,86.3
1981-07-01,88
1981-08-01,89.3
1981-09-01,89.4
1981-10-01,88.5
1981-11-01,88.8
1981-12-01,86.3
1982-01-01,87.5
1982-02-01,87.2
1982-03-01,88.8
1982-04-01,91
1982-05-01,95.6
1982-06-01,97.1
1982-07-01,98
1982-08-01,97.9
1982-09-01,98.5
1982-10-01,98.5
1982-11-01,98.5
1982-12-01,97.8
1983-01-01,98.2
1983-02-01,98.6
1983-03-01,98.8
1983-04-01,99.1
1983-05-01,99.4
1983-06-01,101.5
1983-07-01,102.1
1983-08-01,102.4
1983-09-01,102.2
1983-10-01,100.8
1983-11-01,101.8
1983-12-01,102.3
1984-01-01,102.5
1984-02-01,102.1
1984-03-01,102.5
1984-04-01,103
1984-05-01,103
1984-06-01,105.1
1984-07-01,105
1984-08-01,106.7
1984-09-01,107.8
1984-10-01,106.1
1984-11-01,106.2
1984-12-01,106.3
1985-01-01,107.1
1985-02-01,107.2
1985-03-01,106.8
1985-04-01,107.6
1985-05-01,108.1
1985-06-01,111.6
1985-07-01,111.7
1985-08-01,113.2
1985-09-01,113.3
1985-10-01,109.4
1985-11-01,109.2
1985-12-01,109.6
1986-01-01,110.3
1986-02-01,110.5
1986-03-01,110.4
1986-04-01,111.3
1986-05-01,111
1986-06-01,115.5
1986-07-01,116
1986-08-01,116.1
1986-09-01,117.1
1986-10-01,112.1
1986-11-01,112.7
1986-12-01,112.1
1987-01-01,113.1
1987-02-01,113.3
1987-03-01,113.3
1987-04-01,113.9
1987-05-01,114.1
1987-06-01,118.7
1987-07-01,119.6
1987-08-01,120.3
1987-09-01,120.6
1987-10-01,115.4
1987-11-01,116.6
1987-12-01,117
1988-01-01,115.7
1988-02-01,118
1988-03-01,118
1988-04-01,118.1
1988-05-01,118.1
1988-06-01,121.9
1988-07-01,122.7
1988-08-01,122.1
1988-09-01,124.6
1988-10-01,123.7
1988-11-01,122.3
1988-12-01,123.1
1989-01-01,123.1
1989-02-01,123.8
1989-03-01,124.2
1989-04-01,124.2
1989-05-01,124.5
1989-06-01,128.2
1989-07-01,128.9
1989-08-01,128.8
1989-09-01,129.9
1989-10-01,126.9
1989-11-01,126.9
1989-12-01,127.2
1990-01-01,128
1990-02-01,129.2
1990-03-01,129.3
1990-04-01,130.2
1990-05-01,129.6
1990-06-01,133.2
1990-07-01,133.4
1990-08-01,134.3
1990-09-01,134.2
1990-10-01,130.8
1990-11-01,131.7
1990-12-01,132.5
1991-01-01,134.2
1991-02-01,134.3
1991-03-01,135.8
1991-04-01,134.9
1991-05-01,136.1
1991-06-01,137.6
1991-07-01,138.3
1991-08-01,137.9
1991-09-01,137.7
1991-10-01,137
1991-11-01,135.6
1991-12-01,137.4
1992-01-01,138.9
1992-02-01,138.3
1992-03-01,138.2
1992-04-01,138.2
1992-05-01,139.1
1992-06-01,141.4
1992-07-01,140.7
1992-08-01,140.6
1992-09-01,141.6
1992-10-01,139.5
1992-11-01,140.5
1992-12-01,141.8
1993-01-01,141.8
1993-02-01,141.3
1993-03-01,141
1993-04-01,142.5
1993-05-01,142.9
1993-06-01,144.3
1993-07-01,143.3
1993-08-01,144.3
1993-09-01,145.2
1993-10-01,145.6
1993-11-01,143.4
1993-12-01,143.4
1994-01-01,143.2
1994-02-01,143.2
1994-03-01,143.6
1994-04-01,144.2
1994-05-01,144.1
1994-06-01,145.3
1994-07-01,144.7
1994-08-01,145.4
1994-09-01,145.9
1994-10-01,144.2
1994-11-01,146.4
1994-12-01,147.9
1995-01-01,149.2
1995-02-01,149.1
1995-03-01,149.1
1995-04-01,149.7
1995-05-01,149.9
1995-06-01,150.7
1995-07-01,151.7
1995-08-01,151.9
1995-09-01,151.3
1995-10-01,151.3
1995-11-01,151.4
1995-12-01,152.1
1996-01-01,152.4
1996-02-01,153
1996-03-01,153.8
1996-04-01,154.1
1996-05-01,154.5
1996-06-01,155.8
1996-07-01,155.9
1996-08-01,156.8
1996-09-01,156.2
1996-10-01,156.3
1996-11-01,156
1996-12-01,156.9
1997-01-01,158.6
1997-02-01,159.2
1997-03-01,158.7
1997-04-01,157.7
1997-05-01,158.1
1997-06-01,159.7
1997-07-01,160.1
1997-08-01,161
1997-09-01,161.4
1997-10-01,161.8
1997-11-01,163.2
1997-12-01,162.3
1998-01-01,162.3
1998-02-01,162.5
1998-03-01,163.5
1998-04-01,164.4
1998-05-01,164.3
1998-06-01,166
1998-07-01,166.3
1998-08-01,164.5
1998-09-01,164
1998-10-01,164.3
1998-11-01,163.9
1998-12-01,164.5
1999-01-01,165.3
1999-02-01,165.1
1999-03-01,165.3
1999-04-01,166.7
1999-05-01,167
1999-06-01,169.2
1999-07-01,169.6
1999-08-01,169.7
1999-09-01,170.4
1999-10-01,169.8
1999-11-01,168.9
1999-12-01,169.3
2000-01-01,169.8
2000-02-01,170.6
2000-03-01,171.4
2000-04-01,171.3
2000-05-01,173.4
2000-06-01,175.9
2000-07-01,177.5
2000-08-01,176.8
2000-09-01,178.2
2000-10-01,178.7
2000-11-01,179.7
2000-12-01,179.9
2001-01-01,183.6
2001-02-01,183.8
2001-03-01,182.2
2001-04-01,180.7
2001-05-01,181.1
2001-06-01,181.2
2001-07-01,181
2001-08-01,181.1
2001-09-01,180.8
2001-10-01,179.5
2001-11-01,180.6
2001-12-01,182.1
2002-01-01,182.4
2002-02-01,183.7
2002-03-01,184.1
2002-04-01,186.4
2002-05-01,187.5
2002-06-01,188.8
2002-07-01,187.4
2002-08-01,186.6
2002-09-01,187.7
2002-10-01,188
2002-11-01,188.9
2002-12-01,189.3
2003-01-01,189.5
2003-02-01,190.3
2003-03-01,191.5
2003-04-01,190.8
2003-05-01,190.2
2003-06-01,191.8
2003-07-01,193.1
2003-08-01,192.9
2003-09-01,193.6
2003-10-01,193.4
2003-11-01,192.9
2003-12-01,192.8
2004-01-01,192.6
2004-02-01,192.7
2004-03-01,192.2
2004-04-01,193.4
2004-05-01,193.8
2004-06-01,196
2004-07-01,196.4
2004-08-01,196.6
2004-09-01,195.9
2004-10-01,196.2
2004-11-01,196.6
2004-12-01,196.2
2005-01-01,196.5
2005-02-01,196
2005-03-01,196.1
2005-04-01,198.1
2005-05-01,199.4
2005-06-01,200.6
2005-07-01,201.6
2005-08-01,202
2005-09-01,203.3
2005-10-01,204.8
2005-11-01,205.8
2005-12-01,205.1
2006-01-01,205.6
2006-02-01,204.9
2006-03-01,203.5
2006-04-01,202.2
2006-05-01,202.5
2006-06-01,203.8
2006-07-01,204.1
2006-08-01,204.2
2006-09-01,204.5
2006-10-01,204.5
2006-11-01,205.2
2006-12-01,205.9
2007-01-01,209.448
2007-02-01,210.305
2007-03-01,211.655
2007-04-01,212.971
2007-05-01,212.715
2007-06-01,213.488
2007-07-01,213.663
2007-08-01,214.865
2007-09-01,213.738
2007-10-01,213.702
2007-11-01,213.62
2007-12-01,213.167
2008-01-01,215.237
2008-02-01,216.041
2008-03-01,218.325
2008-04-01,218.881
2008-05-01,221.094
2008-06-01,222.093
2008-07-01,224.164
2008-08-01,220.573
2008-09-01,219.013
2008-10-01,217.026
2008-11-01,216.779
2008-12-01,215.547
2009-01-01,215.76
2009-02-01,214.973
2009-03-01,213.128
2009-04-01,212.427
2009-05-01,213.175
2009-06-01,213.695
2009-07-01,214.62
2009-08-01,214.608
2009-09-01,213.612
2009-10-01,214.361
2009-11-01,214.003
2009-12-01,212.903
2010-01-01,214.752
2010-02-01,215.056
2010-03-01,214.4
2010-04-01,212.716
2010-05-01,212.114
2010-06-01,213.436
2010-07-01,214.415
2010-08-01,214.048
2010-09-01,213.567
2010-10-01,212.66
2010-11-01,212.67
2010-12-01,212.964
2011-01-01,213.586
2011-02-01,215.059
2011-03-01,215.312
2011-04-01,215.036
2011-05-01,215.425
2011-06-01,216.331
2011-07-01,217.46
2011-08-01,216.98
2011-09-01,217.305
2011-10-01,217.564
2011-11-01,217.317
2011-12-01,217.537
2012-01-01,217.928
2012-02-01,217.462
2012-03-01,218.046
2012-04-01,217.031
2012-05-01,216.864
2012-06-01,218.166
2012-07-01,217.827
2012-08-01,218.018
2012-09-01,217.84
2012-10-01,219.527
2012-11-01,219.952
2012-12-01,219.271
2013-01-01,220.232
2013-02-01,221.651
2013-03-01,221.087
2013-04-01,221.263
2013-05-01,221.921
2013-06-01,222.163
2013-07-01,223.374
2013-08-01,223.749
2013-09-01,223.058
2013-10-01,222.978
2013-11-01,223.443
2013-12-01,223.129
2014-01-01,225.38
2014-02-01,225.723
2014-03-01,228.848
2014-04-01,230.403
2014-05-01,229.203
2014-06-01,230.82
2014-07-01,231.734
2014-08-01,231.602
2014-09-01,231.219
2014-10-01,230.478
2014-11-01,229.412
2014-12-01,231.194
2015-01-01,231.396
2015-02-01,231.163
2015-03-01,232.224
2015-04-01,232.153
2015-05-01,231.959
2015-06-01,231.882
2015-07-01,232.275
2015-08-01,232.65
2015-09-01,232.901
2015-10-01,232.524
2015-11-01,232.702
2015-12-01,231.915
2016-01-01,234.312
2016-02-01,235.109
2016-03-01,234.672
2016-04-01,234.65
2016-05-01,234.952
2016-06-01,236.478
2016-07-01,236.119
2016-08-01,236.599
2016-09-01,238.072
2016-10-01,237.836
2016-11-01,238.965
2016-12-01,237.767
2017-01-01,240.097
2017-02-01,240.382
2017-03-01,239.698
2017-04-01,240.022
2017-05-01,241.575
2017-06-01,243.536
2017-07-01,241.36
2017-08-01,241.825
2017-09-01,242.995
2017-10-01,240.383
2017-11-01,243.512
2017-12-01,242.827
2018-01-01,244.8
2018-02-01,245.31
2018-03-01,245.805
2018-04-01,246.937
2018-05-01,248.217
2018-06-01,248.791
2018-07-01,247.757
2018-08-01,247.963
2018-09-01,248.967
2018-10-01,248.747
2018-11-01,249.225
2018-12-01,250.166
2019-01-01,251.759
2019-02-01,251.967
2019-03-01,251.639
2019-04-01,252.323
2019-05-01,253.55
2019-06-01,253.584
2019-07-01,253.64
2019-08-01,254.162
2019-09-01,254.878
2019-10-01,254.575
2019-11-01,254.463
2019-12-01,254.717
2020-01-01,256.661
2020-02-01,257.24
2020-03-01,256.879
2020-04-01,255.767
2020-05-01,258.551
2020-06-01,258.871
2020-07-01,258.864
2020-08-01,259.549
2020-09-01,259.955
2020-10-01,259.397
2020-11-01,259.836
2020-12-01,260.098
2021-01-01,260.496
2021-02-01,261.111
2021-03-01,262.721
2021-04-01,265.555
2021-05-01,267.273
2021-06-01,268.334
2021-07-01,270.272
2021-08-01,271.127
2021-09-01,272.852
2021-10-01,273.214
2021-11-01,273.651
2021-12-01,274.812
2022-01-01,277.027
2022-02-01,278.544
2022-03-01,280.012
2022-04-01,280.998
2022-05-01,286.126
2022-06-01,288.293
2022-07-01,290.081
2022-08-01,291.956
2022-09-01,293.13
2022-10-01,293.956
2022-11-01,290.838
2022-12-01,292.255
2023-01-01,293.59
2023-02-01,293.66
2023-03-01,297.127
2023-04-01,297.013
2023-05-01,297.965
2023-06-01,298.425
2023-07-01,298.643
2023-08-01,298.148
2023-09-01,301.268
2023-10-01,303.426
2023-11-01,302.005
