"Date","CUURA000SAF1"
1986-12-01,100
1987-01-01,101.2
1987-02-01,101.6
1987-03-01,101.5
1987-04-01,101.8
1987-05-01,102.3
1987-06-01,102.7
1987-07-01,102.5
1987-08-01,102.6
1987-09-01,102.9
1987-10-01,103
1987-11-01,102.9
1987-12-01,103.5
1988-01-01,104.3
1988-02-01,104.4
1988-03-01,104.5
1988-04-01,105.1
1988-05-01,105.5
1988-06-01,106
1988-07-01,107.1
1988-08-01,107.6
1988-09-01,108.3
1988-10-01,108.4
1988-11-01,108.4
1988-12-01,108.9
1989-01-01,110.3
1989-02-01,110.9
1989-03-01,111.5
1989-04-01,112
1989-05-01,112.6
1989-06-01,112.7
1989-07-01,113.1
1989-08-01,113.2
1989-09-01,113.5
1989-10-01,113.8
1989-11-01,114.2
1989-12-01,114.9
1990-01-01,117.6
1990-02-01,118.6
1990-03-01,118.6
1990-04-01,118.5
1990-05-01,118.5
1990-06-01,118.9
1990-07-01,119.6
1990-08-01,119.8
1990-09-01,119.9
1990-10-01,120.4
1990-11-01,120.9
1990-12-01,121.1
1991-01-01,122.6
1991-02-01,122.4
1991-03-01,122.6
1991-04-01,123.3
1991-05-01,123.5
1991-06-01,123.9
1991-07-01,123.1
1991-08-01,122.5
1991-09-01,122.6
1991-10-01,122.5
1991-11-01,123
1991-12-01,123.5
1992-01-01,124
1992-02-01,124.2
1992-03-01,124.8
1992-04-01,124.8
1992-05-01,124.2
1992-06-01,124.2
1992-07-01,123.9
1992-08-01,124.6
1992-09-01,125.1
1992-10-01,125.1
1992-11-01,124.9
1992-12-01,125.4
1993-01-01,126.6
1993-02-01,126.5
1993-03-01,126.7
1993-04-01,127
1993-05-01,127.5
1993-06-01,126.8
1993-07-01,126.8
1993-08-01,127.2
1993-09-01,127.5
1993-10-01,128
1993-11-01,128.5
1993-12-01,129.2
1994-01-01,130.1
1994-02-01,129.4
1994-03-01,129.5
1994-04-01,129.8
1994-05-01,129.6
1994-06-01,129.8
1994-07-01,130.4
1994-08-01,130.9
1994-09-01,131.1
1994-10-01,131.2
1994-11-01,131.5
1994-12-01,132.9
1995-01-01,133.7
1995-02-01,133.5
1995-03-01,133.5
1995-04-01,134.5
1995-05-01,134.2
1995-06-01,133.9
1995-07-01,134
1995-08-01,134.3
1995-09-01,134.7
1995-10-01,135.1
1995-11-01,135.1
1995-12-01,135.5
1996-01-01,136.3
1996-02-01,136.3
1996-03-01,137.1
1996-04-01,137.4
1996-05-01,137.2
1996-06-01,137.8
1996-07-01,138.3
1996-08-01,138.7
1996-09-01,139.4
1996-10-01,140.2
1996-11-01,140.6
1996-12-01,140.8
1997-01-01,141.4
1997-02-01,141.2
1997-03-01,141.5
1997-04-01,141.4
1997-05-01,141.4
1997-06-01,141.4
1997-07-01,141.7
1997-08-01,142.3
1997-09-01,142.4
1997-10-01,142.9
1997-11-01,143.1
1997-12-01,143.3
1998-01-01,144.4
1998-02-01,143.9
1998-03-01,144.1
1998-04-01,144.3
1998-05-01,144.8
1998-06-01,144.8
1998-07-01,145.2
1998-08-01,145.7
1998-09-01,145.6
1998-10-01,146.5
1998-11-01,146.6
1998-12-01,146.7
1999-01-01,148.1
1999-02-01,147.8
1999-03-01,147.7
1999-04-01,148
1999-05-01,148.3
1999-06-01,148.2
1999-07-01,148.3
1999-08-01,148.7
1999-09-01,148.7
1999-10-01,149.3
1999-11-01,149.3
1999-12-01,149.5
2000-01-01,150.2
2000-02-01,150.3
2000-03-01,150.4
2000-04-01,150.5
2000-05-01,151.3
2000-06-01,151.3
2000-07-01,152
2000-08-01,152.6
2000-09-01,152.8
2000-10-01,152.9
2000-11-01,152.6
2000-12-01,153.7
2001-01-01,154.5
2001-02-01,155.1
2001-03-01,155.4
2001-04-01,155.7
2001-05-01,156.2
2001-06-01,156.8
2001-07-01,157.4
2001-08-01,157.6
2001-09-01,157.8
2001-10-01,158.5
2001-11-01,158.2
2001-12-01,158.4
2002-01-01,159.3
2002-02-01,159.4
2002-03-01,159.6
2002-04-01,159.6
2002-05-01,159.3
2002-06-01,159.5
