"Date","CRESTKCPIXSLTRM158SFRBATL"
1980-05-01,11.495401225
1980-06-01,8.436530533
1980-07-01,7.943315416
1980-08-01,8.938949306
1980-09-01,12.395130912
1980-10-01,6.569568794
1980-11-01,8.174446825
1980-12-01,8.414818776
1981-01-01,11.167294638
1981-02-01,9.874818709
1981-03-01,8.752447216
1981-04-01,9.702784322
1981-05-01,9.024386658
1981-06-01,9.81400325
1981-07-01,14.710321117
1981-08-01,8.938170524
1981-09-01,10.912624829
1981-10-01,9.60419828
1981-11-01,9.58449082
1981-12-01,6.119492838
1982-01-01,8.422055586
1982-02-01,6.862258728
1982-03-01,6.998154572
1982-04-01,7.520236885
1982-05-01,7.015902895
1982-06-01,8.691683364
1982-07-01,7.751051812
1982-08-01,4.712710858
1982-09-01,5.873547922
1982-10-01,7.808633625
1982-11-01,2.629282918
1982-12-01,4.174483204
1983-01-01,6.10720217
1983-02-01,4.462012562
1983-03-01,3.092053711
1983-04-01,4.363634457
1983-05-01,2.553731642
1983-06-01,3.54025821
1983-07-01,4.058056787
1983-08-01,4.322335994
1983-09-01,3.266672379
1983-10-01,6.639553809
1983-11-01,6.381708507
1983-12-01,3.099581175
1984-01-01,8.857075393
1984-02-01,5.037120836
1984-03-01,2.547223105
1984-04-01,4.690807513
1984-05-01,4.131634367
1984-06-01,4.686302203
1984-07-01,4.183702799
1984-08-01,6.05615285
1984-09-01,5.300281127
1984-10-01,5.480845426
1984-11-01,4.41768196
1984-12-01,3.670788278
1985-01-01,2.563188114
1985-02-01,5.423522689
1985-03-01,5.577792104
1985-04-01,4.154676065
1985-05-01,2.866463908
1985-06-01,4.701821241
1985-07-01,3.970846352
1985-08-01,3.965872029
1985-09-01,3.736047811
1985-10-01,6.429343892
1985-11-01,5.995252488
1985-12-01,2.68693273
1986-01-01,6.99228162
1986-02-01,5.376174242
1986-03-01,4.442779704
1986-04-01,3.975074698
1986-05-01,3.388225407
1986-06-01,5.45400727
1986-07-01,4.02719579
1986-08-01,3.559338667
1986-09-01,3.898118608
1986-10-01,5.183958716
1986-11-01,3.435373284
1986-12-01,5.320287879
1987-01-01,4.632752687
1987-02-01,3.025932404
1987-03-01,4.579478338
1987-04-01,5.416217668
1987-05-01,2.665541064
1987-06-01,2.020920704
1987-07-01,4.864522495
1987-08-01,3.514616178
1987-09-01,4.787839935
1987-10-01,4.353152461
1987-11-01,3.757892107
1987-12-01,1.630499481
1988-01-01,4.794729239
1988-02-01,4.109219903
1988-03-01,5.152917421
1988-04-01,7.549737408
1988-05-01,4.972115048
1988-06-01,4.651266969
1988-07-01,4.357519842
1988-08-01,4.14932001
1988-09-01,5.84598611
1988-10-01,5.926667208
1988-11-01,4.546725712
1988-12-01,4.964211454
1989-01-01,6.782071573
1989-02-01,4.230061282
1989-03-01,3.243316573
1989-04-01,5.095506881
1989-05-01,5.708654478
1989-06-01,5.746792777
1989-07-01,3.788555701
1989-08-01,4.968100456
1989-09-01,4.705325832
1989-10-01,4.409566957
1989-11-01,4.032048374
1989-12-01,4.473129136
1990-01-01,7.539347247
1990-02-01,6.741934985
1990-03-01,6.50788967
1990-04-01,5.670528787
1990-05-01,5.324818193
1990-06-01,5.786080831
1990-07-01,5.303678254
1990-08-01,6.715184943
1990-09-01,6.639299242
1990-10-01,6.454757425
1990-11-01,4.730236558
1990-12-01,3.815129256
1991-01-01,7.069291811
1991-02-01,7.679627876
1991-03-01,3.168956276
1991-04-01,2.943705141
1991-05-01,4.92733523
1991-06-01,4.837828123
1991-07-01,5.273107724
1991-08-01,6.085411616
1991-09-01,5.592044725
1991-10-01,1.837129795
1991-11-01,3.873513629
1991-12-01,3.445275603
1992-01-01,3.818358244
1992-02-01,4.235795096
1992-03-01,5.195271397
1992-04-01,6.196434185
1992-05-01,1.825050541
1992-06-01,2.165357526
1992-07-01,4.758533719
1992-08-01,2.5871399
1992-09-01,2.324442259
1992-10-01,7.071335891
1992-11-01,4.768301623
1992-12-01,2.930396642
1993-01-01,4.121049208
1993-02-01,4.585979977
1993-03-01,2.09256535
1993-04-01,4.376239086
1993-05-01,4.884954791
1993-06-01,3.400598271
1993-07-01,2.470500053
1993-08-01,4.859884997
1993-09-01,3.80482195
1993-10-01,4.473753695
1993-11-01,4.993068483
1993-12-01,3.619946683
1994-01-01,2.498482524
1994-02-01,2.676113446
1994-03-01,3.563056015
1994-04-01,3.223671788
1994-05-01,1.735046568
1994-06-01,4.186319307
1994-07-01,2.776354758
1994-08-01,2.956522224
1994-09-01,2.543784786
1994-10-01,1.94810073
1994-11-01,3.571978147
1994-12-01,2.609622393
1995-01-01,6.896058392
1995-02-01,4.036403435
1995-03-01,4.161900911
1995-04-01,4.18096176
1995-05-01,1.663266461
1995-06-01,2.761220569
1995-07-01,2.696646387
1995-08-01,3.134880596
1995-09-01,3.989253245
1995-10-01,3.813887362
1995-11-01,2.253628269
1995-12-01,0.318102844
1996-01-01,4.422676095
1996-02-01,4.463886066
1996-03-01,2.065662637
1996-04-01,2.397263333
1996-05-01,3.456292955
1996-06-01,3.463101969
1996-07-01,1.589828302
1996-08-01,3.303260516
1996-09-01,4.558975593
1996-10-01,2.261834509
1996-11-01,3.135374373
1996-12-01,3.283605276
1997-01-01,0.829093981
1997-02-01,0.831270412
1997-03-01,4.172240713
1997-04-01,2.893683222
1997-05-01,2.575838931
1997-06-01,2.098068978
1997-07-01,1.808702935
1997-08-01,0.078988582
1997-09-01,2.021042925
1997-10-01,3.488113144
1997-11-01,1.351702595
1997-12-01,2.384264845
1998-01-01,3.019396403
1998-02-01,2.005033088
1998-03-01,2.474549714
1998-04-01,2.24027911
1998-05-01,1.931612892
1998-06-01,1.159193531
1998-07-01,1.757479756
1998-08-01,0.784486615
1998-09-01,0.999953844
1998-10-01,1.738581932
1998-11-01,1.660951747
1998-12-01,1.532499988
1999-01-01,2.3465597
1999-02-01,1.0807099
1999-03-01,1.7802961
1999-04-01,2.4785249
1999-05-01,0.81395135
1999-06-01,0.46380787
1999-07-01,3.3872006
1999-08-01,1.1157628
1999-09-01,0.92767947
1999-10-01,2.9287116
1999-11-01,2.971066
1999-12-01,2.3992937
2000-01-01,3.1471499
2000-02-01,1.2437634
2000-03-01,3.851621
2000-04-01,0.99501212
2000-05-01,3.5737353
2000-06-01,2.4078297
2000-07-01,3.157655
2000-08-01,3.9820089
2000-09-01,0.58800358
2000-10-01,1.7312492
2000-11-01,2.3566666
2000-12-01,3.1342835
2001-01-01,3.0272025
2001-02-01,2.7062118
2001-03-01,1.7011288
2001-04-01,2.4179178
2001-05-01,1.5170434
2001-06-01,4.464845
2001-07-01,2.7524465
2001-08-01,3.5471942
2001-09-01,3.0528966
2001-10-01,2.7970998
2001-11-01,3.5147339
2001-12-01,1.6495711
2002-01-01,2.6374551
2002-02-01,2.1580325
2002-03-01,1.2176589
2002-04-01,2.8327532
2002-05-01,3.2770518
2002-06-01,0.74558913
2002-07-01,3.5072196
2002-08-01,3.3418406
2002-09-01,0.84578755
2002-10-01,2.7014031
2002-11-01,2.5484656
2002-12-01,2.3821662
2003-01-01,2.3801838
2003-02-01,2.0405129
2003-03-01,1.2427539
2003-04-01,1.3105253
2003-05-01,1.5036293
2003-06-01,1.6349086
2003-07-01,3.2266922
2003-08-01,1.7342822
2003-09-01,2.1368735
2003-10-01,2.1946816
2003-11-01,0.27753302
2003-12-01,2.587014
2004-01-01,3.497568
2004-02-01,3.4942606
2004-03-01,2.5224078
2004-04-01,1.6071047
2004-05-01,0.55200744
2004-06-01,2.754375
2004-07-01,1.0804569
2004-08-01,1.0145465
2004-09-01,2.5556396
2004-10-01,3.2794044
2004-11-01,2.3928444
2004-12-01,1.6518761
2005-01-01,2.6633934
2005-02-01,1.9527235
2005-03-01,2.0222877
2005-04-01,3.2929695
2005-05-01,3.1415388
2005-06-01,0.05166587
2005-07-01,2.8574262
2005-08-01,0.89672562
2005-09-01,3.521917
2005-10-01,2.4497055
2005-11-01,3.5882718
2005-12-01,2.5055802
2006-01-01,2.0323278
2006-02-01,2.6476633
2006-03-01,2.262357
2006-04-01,3.137648
2006-05-01,2.9423364
2006-06-01,2.3864239
2006-07-01,2.7104776
2006-08-01,1.9352818
2006-09-01,2.0715732
2006-10-01,2.1855294
2006-11-01,-0.42572982
2006-12-01,0.8413298
2007-01-01,2.5555535
2007-02-01,2.996729
2007-03-01,1.9043813
2007-04-01,1.9679281
2007-05-01,2.3401685
2007-06-01,1.6186179
2007-07-01,2.4104544
2007-08-01,1.3081366
2007-09-01,2.8677002
2007-10-01,3.8012641
2007-11-01,2.9903913
2007-12-01,2.4681191
2008-01-01,4.1831295
2008-02-01,1.4367561
2008-03-01,4.2740614
2008-04-01,2.2507967
2008-05-01,3.9778639
2008-06-01,4.4185619
2008-07-01,4.4452825
2008-08-01,3.9366271
2008-09-01,2.9599203
2008-10-01,1.439854
2008-11-01,0.49707593
2008-12-01,1.0530933
2009-01-01,2.1717489
2009-02-01,2.055801
2009-03-01,1.6674004
2009-04-01,1.3639614
2009-05-01,1.4722244
2009-06-01,2.3817109
2009-07-01,2.7568747
2009-08-01,1.6137849
2009-09-01,3.3576593
2009-10-01,1.626527
2009-11-01,1.2832142
2009-12-01,0.95495888
2010-01-01,1.7916339
2010-02-01,0.96045027
2010-03-01,1.7554564
2010-04-01,1.7540029
2010-05-01,0.89934892
2010-06-01,1.5781155
2010-07-01,1.2358027
2010-08-01,1.085341
2010-09-01,0.88195918
2010-10-01,0.82082661
2010-11-01,2.089572
2010-12-01,0.15407364
2011-01-01,2.7054927
2011-02-01,2.9629746
2011-03-01,1.5962063
2011-04-01,1.3251367
2011-05-01,1.2219008
2011-06-01,1.4390144
2011-07-01,2.2437227
2011-08-01,4.053541
2011-09-01,1.5620697
2011-10-01,1.6539823
2011-11-01,1.7096817
2011-12-01,3.7356877
2012-01-01,3.5798157
2012-02-01,0.68704367
2012-03-01,2.673459
2012-04-01,1.4093675
2012-05-01,0.91363686
2012-06-01,3.0845037
2012-07-01,3.1766243
2012-08-01,2.1711991
2012-09-01,1.7895842
2012-10-01,1.2419396
2012-11-01,1.3497884
2012-12-01,2.0199246
2013-01-01,2.7219302
2013-02-01,1.6138437
2013-03-01,1.9853179
2013-04-01,-1.8170146
2013-05-01,-0.50210717
2013-06-01,1.3194537
2013-07-01,3.2231795
2013-08-01,2.5938951
2013-09-01,1.6167928
2013-10-01,0.81951276
2013-11-01,1.0477465
2013-12-01,0.28712229
2014-01-01,1.0479478
2014-02-01,0.93477559
2014-03-01,1.7131279
2014-04-01,2.309262
2014-05-01,1.5801871
2014-06-01,1.6303432
2014-07-01,1.0865032
2014-08-01,-0.05329208
2014-09-01,0.92876126
2014-10-01,1.9098505
2014-11-01,0.8689134
2014-12-01,0.49493943
2015-01-01,0.87947276
2015-02-01,0.09427283
2015-03-01,2.1236264
2015-04-01,3.3364946
2015-05-01,1.644262
2015-06-01,1.4139232
2015-07-01,1.268366
2015-08-01,0.49071398
2015-09-01,2.5208848
2015-10-01,3.2583467
2015-11-01,2.6026257
2015-12-01,0.72344195
2016-01-01,1.1576983
2016-02-01,1.9750494
2016-03-01,2.0893684
2016-04-01,3.2695874
2016-05-01,1.2600988
2016-06-01,1.5921634
2016-07-01,1.4886594
2016-08-01,3.5260957
2016-09-01,-0.21122768
2016-10-01,-0.41131898
2016-11-01,1.8377475
2016-12-01,1.904371
2017-01-01,3.212986
2017-02-01,2.377119
2017-03-01,-2.669775
2017-04-01,-0.54422
2017-05-01,0.0913192
2017-06-01,1.474089
2017-07-01,1.999421
2017-08-01,1.45876
2017-09-01,1.145364
2017-10-01,1.673078
2017-11-01,0.6921699
2017-12-01,1.576913
2018-01-01,3.76528
2018-02-01,2.43628
2018-03-01,1.941747
2018-04-01,1.265451
2018-05-01,1.095067
2018-06-01,2.214146
2018-07-01,0.7522299
2018-08-01,-0.0742936
2018-09-01,2.40353
2018-10-01,0.9166066
2018-11-01,1.480623
2018-12-01,2.480458
2019-01-01,2.160272
2019-02-01,1.046017
2019-03-01,2.026558
2019-04-01,0.9681013
2019-05-01,1.103324
2019-06-01,1.843126
2019-07-01,2.096945
2019-08-01,4.38784
2019-09-01,1.140455
2019-10-01,4.80092
2019-11-01,2.993325
2019-12-01,1.754696
2020-01-01,2.623812
2020-02-01,1.929289
2020-03-01,-0.9347208
2020-04-01,-6.754485
2020-05-01,-1.928399
2020-06-01,3.862582
2020-07-01,9.708494
2020-08-01,4.37286
2020-09-01,-1.472899
2020-10-01,-0.6348655
2020-11-01,4.427419
2020-12-01,1.16966
2021-01-01,-0.1744757
2021-02-01,2.449044
2021-03-01,3.680507
2021-04-01,5.717688
2021-05-01,5.794154
2021-06-01,0.8118426
2021-07-01,2.401653
2021-08-01,3.424632
2021-09-01,1.516066
2021-10-01,5.944136
2021-11-01,4.371224
2021-12-01,4.399174
2022-01-01,8.084718
2022-02-01,6.824384
2022-03-01,6.895495
2022-04-01,6.403789
2022-05-01,8.339248
2022-06-01,6.00645
2022-07-01,2.64724
2022-08-01,6.820726
2022-09-01,6.287888
2022-10-01,2.625815
2022-11-01,3.645235
2022-12-01,3.048202
2023-01-01,3.871809244
2023-02-01,4.976113319
2023-03-01,3.158956528
2023-04-01,2.606883287
2023-05-01,1.592125773
2023-06-01,0.117321141
2023-07-01,0.653969646
2023-08-01,4.727293491
2023-09-01,4.132618904
2023-10-01,3.35152626
2023-11-01,0.991407871
