"Date","APU0000720111"
1995-07-01,0.804
1995-08-01,0.82
1995-09-01,0.803
1995-10-01,0.818
1995-11-01,0.807
1995-12-01,0.815
1996-01-01,0.823
1996-02-01,0.831
1996-03-01,0.842
1996-04-01,0.833
1996-05-01,0.841
1996-06-01,0.83
1996-07-01,0.838
1996-08-01,0.834
1996-09-01,0.847
1996-10-01,0.835
1996-11-01,0.844
1996-12-01,0.833
1997-01-01,0.854
1997-02-01,0.842
1997-03-01,0.854
1997-04-01,0.847
1997-05-01,0.853
1997-06-01,0.841
1997-07-01,0.847
1997-08-01,0.837
1997-09-01,0.845
1997-10-01,0.831
1997-11-01,0.839
1997-12-01,0.838
1998-01-01,0.887
1998-02-01,0.839
1998-03-01,0.885
1998-04-01,0.838
1998-05-01,0.888
1998-06-01,0.833
1998-07-01,0.882
1998-08-01,0.831
1998-09-01,0.884
1998-10-01,0.837
1998-11-01,0.884
1998-12-01,0.845
1999-01-01,0.89
1999-02-01,0.852
1999-03-01,0.886
1999-04-01,0.855
1999-05-01,0.895
1999-06-01,0.854
1999-07-01,0.899
1999-08-01,0.851
1999-09-01,0.902
1999-10-01,0.858
1999-11-01,0.921
1999-12-01,0.873
2000-01-01,0.924
2000-02-01,0.881
2000-03-01,0.942
2000-04-01,0.888
2000-05-01,0.935
2000-06-01,0.893
2000-07-01,0.946
2000-08-01,0.9
2000-09-01,0.942
2000-10-01,0.898
2000-11-01,0.957
2000-12-01,0.912
2001-01-01,0.959
2001-02-01,0.919
2001-03-01,0.962
2001-04-01,0.92
2001-05-01,0.97
2001-06-01,0.948
2001-07-01,0.957
2001-08-01,0.954
2001-09-01,0.961
2001-10-01,0.961
2001-11-01,0.98
2001-12-01,0.974
2002-01-01,0.987
2002-02-01,0.982
2002-03-01,0.985
2002-04-01,0.997
2002-05-01,1.003
2002-06-01,0.998
2002-07-01,0.988
2002-08-01,0.996
2002-09-01,0.983
2002-10-01,1.004
2002-11-01,0.974
2002-12-01,1.005
2003-01-01,0.982
2003-02-01,1.014
