"Date","CUURA102SAH"
1976-01-01,57.8
1976-02-01,58.1
1976-03-01,58.3
1976-04-01,58.4
1976-05-01,58.7
1976-06-01,58.7
1976-07-01,59
1976-08-01,59
1976-09-01,59.9
1976-10-01,60.2
1976-11-01,60.5
1976-12-01,60.5
1977-01-01,60.8
1977-02-01,61
1977-03-01,61.7
1977-04-01,62.1
1977-05-01,62.6
1977-06-01,62.7
1977-07-01,63
1977-08-01,63.4
1977-09-01,64.2
1977-10-01,64.1
1977-11-01,64
1977-12-01,63.5
1978-01-01,63.7
1978-02-01,63.8
1978-03-01,64.2
1978-04-01,64.4
1978-05-01,64.5
1978-06-01,64.8
1978-07-01,65.8
1978-08-01,66.3
1978-09-01,67.1
1978-10-01,67.5
1978-11-01,67.8
1978-12-01,68.3
1979-01-01,68.1
1979-02-01,68.2
1979-03-01,68.1
1979-04-01,69.3
1979-05-01,70.7
1979-06-01,72.5
1979-07-01,72.8
1979-08-01,73.4
1979-09-01,74.4
1979-10-01,74.5
1979-11-01,75.4
1979-12-01,75.9
1980-01-01,77.6
1980-02-01,79.3
1980-03-01,80.5
1980-04-01,82.1
1980-05-01,82.9
1980-06-01,84.7
1980-07-01,85.3
1980-08-01,85.5
1980-09-01,85.8
1980-10-01,85.7
1980-11-01,85.9
1980-12-01,86.8
1981-01-01,87.7
1981-02-01,88.8
1981-03-01,90.2
1981-04-01,91.7
1981-05-01,91.8
1981-06-01,94
1981-07-01,95.2
1981-08-01,96.5
1981-09-01,97.8
1981-10-01,97.4
1981-11-01,97.1
1981-12-01,96.6
1982-01-01,97.2
1982-02-01,96.9
1982-03-01,96.4
1982-04-01,96
1982-05-01,96.2
1982-06-01,98.6
1982-07-01,98.7
1982-08-01,98.5
1982-09-01,99.2
1982-10-01,97.9
1982-11-01,98.6
1982-12-01,97.5
1983-01-01,97.3
1983-02-01,97.3
1983-03-01,97.4
1983-04-01,97.1
1983-05-01,97.6
1983-06-01,98.2
1983-07-01,99.4
1983-08-01,99.1
1983-09-01,99.5
1983-10-01,98.6
1983-11-01,99.1
1983-12-01,99.7
1984-01-01,100.9
1984-02-01,102.1
1984-03-01,102.2
1984-04-01,102.7
1984-05-01,103.4
1984-06-01,104.3
1984-07-01,104.3
1984-08-01,104.6
1984-09-01,105.4
1984-10-01,105.4
1984-11-01,106.8
1984-12-01,105.8
1985-01-01,106
1985-02-01,107.2
1985-03-01,107.3
1985-04-01,108.2
1985-05-01,109.6
1985-06-01,109.9
1985-07-01,110.2
1985-08-01,110.3
1985-09-01,109.6
1985-10-01,109.5
1985-11-01,110.6
1985-12-01,111.5
1986-01-01,111.5
1986-02-01,111.7
1986-03-01,111.2
1986-04-01,111.5
1986-05-01,111.7
1986-06-01,113.8
1986-07-01,113.7
1986-08-01,114.1
1986-09-01,114.9
1986-10-01,113.5
1986-11-01,113.3
1986-12-01,113.5
1987-01-01,113.5
1987-02-01,114.9
1987-03-01,115
1987-04-01,116.2
1987-05-01,118.4
1987-06-01,120.6
1987-07-01,120.1
1987-08-01,121.4
1987-09-01,120.8
1987-10-01,120.7
1987-11-01,119.2
1987-12-01,120
1988-01-01,120.4
1988-02-01,120.5
1988-03-01,120.7
1988-04-01,121.5
1988-05-01,122.3
1988-06-01,125.2
1988-07-01,126.5
1988-08-01,128
1988-09-01,129.1
1988-10-01,126.2
1988-11-01,128.2
1988-12-01,128.6
1989-01-01,127.6
1989-02-01,127.2
1989-03-01,128.9
1989-04-01,128.4
1989-05-01,129.5
1989-06-01,131.3
1989-07-01,132.4
1989-08-01,132.7
1989-09-01,134.2
1989-10-01,132.9
1989-11-01,131.9
1989-12-01,132.7
1990-01-01,134.5
1990-02-01,134.6
1990-03-01,136.2
1990-04-01,136.8
1990-05-01,136.9
1990-06-01,138.4
1990-07-01,139.9
1990-08-01,141.4
1990-09-01,141.7
1990-10-01,141.1
1990-11-01,141.1
1990-12-01,141.3
1991-01-01,143.2
1991-02-01,143.4
1991-03-01,144.5
1991-04-01,143.4
1991-05-01,144.2
1991-06-01,146.2
1991-07-01,147.8
1991-08-01,148.1
1991-09-01,147.9
1991-10-01,145.7
1991-11-01,145
1991-12-01,147.2
1992-01-01,147.9
1992-02-01,148
1992-03-01,148.5
1992-04-01,147.3
1992-05-01,147.4
1992-06-01,151.8
1992-07-01,151
1992-08-01,152.2
1992-09-01,151.8
1992-10-01,151
1992-11-01,149.1
1992-12-01,148.9
1993-01-01,148.9
1993-02-01,151.5
1993-03-01,152.6
1993-04-01,151.7
1993-05-01,150.3
1993-06-01,152.8
1993-07-01,152.6
1993-08-01,153.1
1993-09-01,153.2
1993-10-01,153.1
1993-11-01,151.6
1993-12-01,151.6
1994-01-01,152.7
1994-02-01,153.5
1994-03-01,154.2
1994-04-01,152.6
1994-05-01,153.1
1994-06-01,156.1
1994-07-01,156.6
1994-08-01,157.3
1994-09-01,157.4
1994-10-01,157
1994-11-01,156.4
1994-12-01,154
1995-01-01,155.5
1995-02-01,156.9
1995-03-01,157.3
1995-04-01,156.8
1995-05-01,157
1995-06-01,158.3
1995-07-01,160.2
1995-08-01,160.1
1995-09-01,160.3
1995-10-01,160.2
1995-11-01,158.6
1995-12-01,159
1996-01-01,160.6
1996-02-01,161.3
1996-03-01,162.1
1996-04-01,162.1
1996-05-01,160.3
1996-06-01,161.3
1996-07-01,163
1996-08-01,163.6
1996-09-01,164.6
1996-10-01,164.4
1996-11-01,162.3
1996-12-01,162.9
1997-01-01,164.2
1997-02-01,166.7
1997-03-01,166.6
1997-04-01,166.7
1997-05-01,166.5
1997-06-01,167.9
1997-07-01,168.8
1997-08-01,169.1
1997-09-01,170.2
1997-10-01,168.6
1997-11-01,166
1997-12-01,166.6
1998-01-01,NA
1998-02-01,168.5
1998-03-01,NA
1998-04-01,168.6
1998-05-01,NA
1998-06-01,170.4
1998-07-01,NA
1998-08-01,170.8
1998-09-01,NA
1998-10-01,172.7
1998-11-01,NA
1998-12-01,170.4
1999-01-01,NA
1999-02-01,170.7
1999-03-01,NA
1999-04-01,171.7
1999-05-01,NA
1999-06-01,173.8
1999-07-01,NA
1999-08-01,173.8
1999-09-01,NA
1999-10-01,173.8
1999-11-01,NA
1999-12-01,171.7
2000-01-01,NA
2000-02-01,174.7
2000-03-01,NA
2000-04-01,175
2000-05-01,NA
2000-06-01,177.7
2000-07-01,NA
2000-08-01,178.2
2000-09-01,NA
2000-10-01,179.1
2000-11-01,NA
2000-12-01,178.1
2001-01-01,NA
2001-02-01,182
2001-03-01,NA
2001-04-01,183
2001-05-01,NA
2001-06-01,184.8
2001-07-01,NA
2001-08-01,185.1
2001-09-01,NA
2001-10-01,184.5
2001-11-01,NA
2001-12-01,181.5
2002-01-01,NA
2002-02-01,183.9
2002-03-01,NA
2002-04-01,185
2002-05-01,NA
2002-06-01,193.3
2002-07-01,NA
2002-08-01,194.5
2002-09-01,NA
2002-10-01,186.4
2002-11-01,NA
2002-12-01,186.6
2003-01-01,NA
2003-02-01,188
2003-03-01,NA
2003-04-01,188.8
2003-05-01,NA
2003-06-01,196.1
2003-07-01,NA
2003-08-01,196.8
2003-09-01,NA
2003-10-01,190.8
2003-11-01,NA
2003-12-01,190.8
2004-01-01,NA
2004-02-01,192.6
2004-03-01,NA
2004-04-01,198.8
2004-05-01,NA
2004-06-01,202.7
2004-07-01,NA
2004-08-01,205.3
2004-09-01,NA
2004-10-01,203.1
2004-11-01,NA
2004-12-01,200.7
2005-01-01,NA
2005-02-01,203.3
2005-03-01,NA
2005-04-01,205.8
2005-05-01,NA
2005-06-01,211.2
2005-07-01,NA
2005-08-01,211.9
2005-09-01,NA
2005-10-01,209
2005-11-01,NA
2005-12-01,210.2
2006-01-01,NA
2006-02-01,214.7
2006-03-01,NA
2006-04-01,218.6
2006-05-01,NA
2006-06-01,222.1
2006-07-01,NA
2006-08-01,226
2006-09-01,NA
2006-10-01,221
2006-11-01,NA
2006-12-01,221.8
2007-01-01,NA
2007-02-01,222.354
2007-03-01,NA
2007-04-01,223.638
2007-05-01,NA
2007-06-01,227.176
2007-07-01,NA
2007-08-01,229.477
2007-09-01,NA
2007-10-01,228.339
2007-11-01,NA
2007-12-01,227.194
2008-01-01,NA
2008-02-01,228.389
2008-03-01,NA
2008-04-01,230.545
2008-05-01,NA
2008-06-01,234.992
2008-07-01,NA
2008-08-01,236.167
2008-09-01,NA
2008-10-01,232.106
2008-11-01,NA
2008-12-01,229.663
