"Date","CUURA421SEHC01"
2006-05-01,258
2006-06-01,258.7
2006-07-01,260.5
2006-08-01,261.6
2006-09-01,262.9
2006-10-01,264.1
2006-11-01,265.3
2006-12-01,268.1
2007-01-01,269.189
2007-02-01,270.655
2007-03-01,272.191
2007-04-01,272.836
2007-05-01,273.909
2007-06-01,274.691
2007-07-01,275.347
2007-08-01,276.668
2007-09-01,277.193
2007-10-01,277.697
2007-11-01,278.564
2007-12-01,279.382
2008-01-01,280.472
2008-02-01,281.303
2008-03-01,281.97
2008-04-01,282.751
2008-05-01,283.53
2008-06-01,284.777
2008-07-01,285.468
2008-08-01,285.879
2008-09-01,286.983
2008-10-01,287.869
2008-11-01,288.987
2008-12-01,288.779
2009-01-01,288.806
2009-02-01,289.402
2009-03-01,289.547
2009-04-01,288.651
2009-05-01,288.563
2009-06-01,288.147
2009-07-01,288.082
2009-08-01,286.751
2009-09-01,286.697
2009-10-01,285.927
2009-11-01,285.791
2009-12-01,285.19
2010-01-01,285.125
2010-02-01,285.581
2010-03-01,284.464
2010-04-01,284.688
2010-05-01,284.975
2010-06-01,285.264
2010-07-01,285.042
2010-08-01,285.93
2010-09-01,286.521
2010-10-01,286.278
2010-11-01,286.386
2010-12-01,285.885
2011-01-01,286.557
2011-02-01,285.906
2011-03-01,286.268
2011-04-01,286.489
2011-05-01,286.689
2011-06-01,287.267
2011-07-01,287.397
2011-08-01,287.358
2011-09-01,287.523
2011-10-01,287.712
2011-11-01,287.709
2011-12-01,288.61
2012-01-01,288.915
2012-02-01,289.66
2012-03-01,290.936
2012-04-01,291.511
2012-05-01,292.28
2012-06-01,292.729
2012-07-01,293.165
2012-08-01,293.548
2012-09-01,293.979
2012-10-01,294.332
2012-11-01,294.58
2012-12-01,295.019
2013-01-01,295.013
2013-02-01,295.468
2013-03-01,295.811
2013-04-01,296.433
2013-05-01,297.487
2013-06-01,297.973
2013-07-01,298.28
2013-08-01,298.911
2013-09-01,299.477
2013-10-01,299.905
2013-11-01,300.434
2013-12-01,300.73
2014-01-01,301.367
2014-02-01,302.079
2014-03-01,301.907
2014-04-01,302.351
2014-05-01,302.717
2014-06-01,303.586
2014-07-01,304.888
2014-08-01,305.757
2014-09-01,306.388
2014-10-01,307.26
2014-11-01,308.346
2014-12-01,308.746
2015-01-01,309.38
2015-02-01,310.319
2015-03-01,311.712
2015-04-01,312.195
2015-05-01,313.094
2015-06-01,314.217
2015-07-01,315.232
2015-08-01,316.27
2015-09-01,316.513
2015-10-01,317.756
2015-11-01,318.482
2015-12-01,320.054
2016-01-01,321.164
2016-02-01,322.208
2016-03-01,323.991
2016-04-01,324.65
2016-05-01,326.181
2016-06-01,327.527
2016-07-01,329.324
2016-08-01,330.77
2016-09-01,331.974
2016-10-01,332.895
2016-11-01,334.464
2016-12-01,335.713
2017-01-01,337.578
2017-02-01,338.948
2017-03-01,339.298
2017-04-01,340.053
2017-05-01,340.212
2017-06-01,341.127
2017-07-01,343.367
2017-08-01,345.138
2017-09-01,346.393
2017-10-01,347.782
2017-11-01,349.168
2017-12-01,350.535
