"Date","CUURA421SEHC01"
1982-12-01,100
1983-01-01,99.5
1983-02-01,101.1
1983-03-01,101.9
1983-04-01,102
1983-05-01,102.4
1983-06-01,102.1
1983-07-01,102.3
1983-08-01,103.6
1983-09-01,104.9
1983-10-01,104.9
1983-11-01,106.2
1983-12-01,105.8
1984-01-01,106.1
1984-02-01,107.3
1984-03-01,107.8
1984-04-01,108.5
1984-05-01,109.3
1984-06-01,110
1984-07-01,110.8
1984-08-01,112.7
1984-09-01,111.8
1984-10-01,111.7
1984-11-01,112.7
1984-12-01,112.5
1985-01-01,114.1
1985-02-01,114.2
1985-03-01,113.4
1985-04-01,113.2
1985-05-01,116.2
1985-06-01,114.7
1985-07-01,116.9
1985-08-01,120.6
1985-09-01,120.2
1985-10-01,120.6
1985-11-01,120.3
1985-12-01,120.2
1986-01-01,120.1
1986-02-01,121.8
1986-03-01,125.6
1986-04-01,124.6
1986-05-01,123.7
1986-06-01,123.9
1986-07-01,124.7
1986-08-01,125.2
1986-09-01,129.8
1986-10-01,129.6
1986-11-01,129.4
1986-12-01,127.5
1987-01-01,127.4
1987-02-01,130.3
1987-03-01,131.8
1987-04-01,134.1
1987-05-01,134.2
1987-06-01,132.9
1987-07-01,132.6
1987-08-01,133.4
1987-09-01,134.9
1987-10-01,136.7
1987-11-01,136.6
1987-12-01,137.2
1988-01-01,136.3
1988-02-01,138.7
1988-03-01,138.9
1988-04-01,139.5
1988-05-01,140.7
1988-06-01,140.3
1988-07-01,139.2
1988-08-01,141.5
1988-09-01,141.8
1988-10-01,142.1
1988-11-01,144
1988-12-01,144.2
1989-01-01,143.3
1989-02-01,144.9
1989-03-01,144.9
1989-04-01,144.8
1989-05-01,146.1
1989-06-01,148
1989-07-01,148.9
1989-08-01,149.5
1989-09-01,152.4
1989-10-01,152
1989-11-01,152.7
1989-12-01,153.4
1990-01-01,155.4
1990-02-01,155.4
1990-03-01,157.4
1990-04-01,156.2
1990-05-01,156.6
1990-06-01,158.2
1990-07-01,159
1990-08-01,160.4
1990-09-01,160.9
1990-10-01,161.9
1990-11-01,161.8
1990-12-01,161.8
1991-01-01,161.3
1991-02-01,161.9
1991-03-01,161.9
1991-04-01,163.5
1991-05-01,162.8
1991-06-01,163.4
1991-07-01,162.5
1991-08-01,162.5
1991-09-01,163.3
1991-10-01,164.2
1991-11-01,165.7
1991-12-01,165.5
1992-01-01,166.8
1992-02-01,166.7
1992-03-01,166.2
1992-04-01,166
1992-05-01,166.4
1992-06-01,167.2
1992-07-01,167.2
1992-08-01,168.4
1992-09-01,167.8
1992-10-01,168.9
1992-11-01,169.5
1992-12-01,168.6
1993-01-01,169
1993-02-01,170.2
1993-03-01,169.6
1993-04-01,170
1993-05-01,169.9
1993-06-01,170.8
1993-07-01,169.9
1993-08-01,169.5
1993-09-01,167.8
1993-10-01,168.4
1993-11-01,168.8
1993-12-01,170
1994-01-01,170.4
1994-02-01,170.6
1994-03-01,169.9
1994-04-01,169.4
1994-05-01,169.1
1994-06-01,169.4
1994-07-01,170
1994-08-01,170.2
1994-09-01,170.3
1994-10-01,171
1994-11-01,169.7
1994-12-01,170
1995-01-01,170
1995-02-01,170.5
1995-03-01,170.8
1995-04-01,170.9
1995-05-01,171.3
1995-06-01,171.5
1995-07-01,171.4
1995-08-01,171.6
1995-09-01,171.7
1995-10-01,171.7
1995-11-01,171.5
1995-12-01,171.6
1996-01-01,171.5
1996-02-01,171.5
1996-03-01,172.1
1996-04-01,172.1
1996-05-01,172.3
1996-06-01,172.6
1996-07-01,172.8
1996-08-01,173.5
1996-09-01,174.1
1996-10-01,174.8
1996-11-01,174.8
1996-12-01,174.8
1997-01-01,175
1997-02-01,174.8
1997-03-01,174.3
1997-04-01,174.5
1997-05-01,174.8
1997-06-01,175.2
1997-07-01,175.4
1997-08-01,175.7
1997-09-01,176.8
1997-10-01,176.9
1997-11-01,177.3
1997-12-01,177.7
1998-01-01,178
1998-02-01,178.8
1998-03-01,179.3
1998-04-01,179.6
1998-05-01,179.9
1998-06-01,180.2
1998-07-01,180.6
1998-08-01,180.8
1998-09-01,181.4
1998-10-01,182
1998-11-01,182.6
1998-12-01,183.5
1999-01-01,183.8
1999-02-01,184.3
1999-03-01,184.4
1999-04-01,184.8
1999-05-01,185.1
1999-06-01,185.9
1999-07-01,186.5
1999-08-01,186.6
1999-09-01,187.5
1999-10-01,187.8
1999-11-01,188.5
1999-12-01,188.9
2000-01-01,189.9
2000-02-01,190.5
2000-03-01,190.4
2000-04-01,191.3
2000-05-01,191.4
2000-06-01,191.7
2000-07-01,192
2000-08-01,192.5
2000-09-01,193
2000-10-01,193.9
2000-11-01,194.3
2000-12-01,195.3
2001-01-01,196
2001-02-01,196.6
2001-03-01,197.2
2001-04-01,197.9
2001-05-01,199.3
2001-06-01,200.5
2001-07-01,201.2
2001-08-01,202.2
2001-09-01,203.3
2001-10-01,204.2
2001-11-01,204.9
2001-12-01,206.1
2002-01-01,207.2
2002-02-01,208
2002-03-01,208.6
2002-04-01,208.9
2002-05-01,209.6
2002-06-01,210.4
2002-07-01,211.4
2002-08-01,212.2
2002-09-01,213.5
2002-10-01,214.8
2002-11-01,216
2002-12-01,217.3
2003-01-01,218.4
2003-02-01,219
2003-03-01,219.3
2003-04-01,219.6
2003-05-01,220.1
2003-06-01,220.5
2003-07-01,221.3
2003-08-01,222.8
2003-09-01,223.8
2003-10-01,224.4
2003-11-01,225
2003-12-01,225.7
2004-01-01,226.5
2004-02-01,227
2004-03-01,227.9
2004-04-01,229
2004-05-01,230.8
2004-06-01,232.1
2004-07-01,232.9
2004-08-01,234.5
2004-09-01,235.1
2004-10-01,236.1
2004-11-01,237.2
2004-12-01,238.3
2005-01-01,239.5
2005-02-01,240.8
2005-03-01,242.2
2005-04-01,244
2005-05-01,245.3
2005-06-01,245.8
2005-07-01,247
2005-08-01,248.5
2005-09-01,249.8
2005-10-01,250.7
2005-11-01,251.8
2005-12-01,252.5
2006-01-01,253
2006-02-01,254
2006-03-01,255.3
2006-04-01,257.3
