"Date","APU0000FC4101"
1998-01-01,2.228
1998-02-01,2.209
1998-03-01,2.22
1998-04-01,2.2
1998-05-01,2.186
1998-06-01,2.217
1998-07-01,2.189
1998-08-01,2.205
1998-09-01,2.192
1998-10-01,2.179
1998-11-01,2.194
1998-12-01,2.206
1999-01-01,2.176
1999-02-01,2.209
1999-03-01,2.237
1999-04-01,2.222
1999-05-01,2.217
1999-06-01,2.233
1999-07-01,2.215
1999-08-01,2.241
1999-09-01,2.248
1999-10-01,2.288
1999-11-01,2.33
1999-12-01,2.337
2000-01-01,2.467
2000-02-01,2.457
2000-03-01,2.446
2000-04-01,2.473
2000-05-01,2.437
2000-06-01,2.443
2000-07-01,2.5
2000-08-01,2.522
2000-09-01,2.501
2000-10-01,2.47
2000-11-01,2.46
2000-12-01,2.506
2001-01-01,2.622
2001-02-01,2.618
2001-03-01,2.634
2001-04-01,2.627
2001-05-01,2.657
2001-06-01,2.673
2001-07-01,2.683
2001-08-01,2.7
2001-09-01,2.687
2001-10-01,2.649
2001-11-01,2.655
2001-12-01,2.647
2002-01-01,2.62
2002-02-01,2.623
2002-03-01,2.616
2002-04-01,2.626
2002-05-01,2.615
2002-06-01,2.568
2002-07-01,2.54
2002-08-01,2.563
2002-09-01,2.559
2002-10-01,2.54
2002-11-01,2.448
2002-12-01,2.443
2003-01-01,2.452
2003-02-01,2.491
2003-03-01,2.549
2003-04-01,2.523
2003-05-01,2.644
2003-06-01,2.706
2003-07-01,2.728
2003-08-01,2.689
2003-09-01,2.71
2003-10-01,2.835
2003-11-01,3.01
2003-12-01,3.05
2004-01-01,2.985
2004-02-01,2.921
2004-03-01,2.868
2004-04-01,2.875
2004-05-01,2.844
2004-06-01,2.849
2004-07-01,2.819
2004-08-01,2.832
2004-09-01,2.822
2004-10-01,2.789
2004-11-01,2.81
2004-12-01,2.746
2005-01-01,2.775
2005-02-01,2.856
2005-03-01,2.809
2005-04-01,2.79
2005-05-01,2.856
2005-06-01,2.836
2005-07-01,2.795
2005-08-01,2.742
2005-09-01,2.714
2005-10-01,2.708
2005-11-01,2.714
2005-12-01,2.728
2006-01-01,2.812
2006-02-01,2.903
2006-03-01,2.929
2006-04-01,2.922
2006-05-01,2.829
2006-06-01,2.78
2006-07-01,2.71
2006-08-01,2.769
2006-09-01,2.824
2006-10-01,2.868
2006-11-01,2.962
2006-12-01,2.954
2007-01-01,2.98
2007-02-01,2.967
2007-03-01,2.99
2007-04-01,2.952
2007-05-01,2.979
2007-06-01,3.03
2007-07-01,3.053
2007-08-01,3.072
2007-09-01,3.068
2007-10-01,3.041
2007-11-01,2.946
2007-12-01,2.931
2008-01-01,2.989
2008-02-01,3.006
2008-03-01,3.076
2008-04-01,3.02
2008-05-01,3.108
2008-06-01,3.104
2008-07-01,3.123
2008-08-01,3.22
2008-09-01,3.206
2008-10-01,3.261
2008-11-01,3.293
2008-12-01,3.188
2009-01-01,3.201
2009-02-01,3.094
2009-03-01,3.068
2009-04-01,3.085
2009-05-01,3.112
2009-06-01,3.098
2009-07-01,3.068
2009-08-01,3.023
2009-09-01,3.002
2009-10-01,3.086
2009-11-01,3.061
2009-12-01,3.061
2010-01-01,3.016
2010-02-01,3.034
2010-03-01,3.119
2010-04-01,3.233
2010-05-01,3.289
2010-06-01,3.335
2010-07-01,3.274
2010-08-01,3.279
2010-09-01,3.302
2010-10-01,3.305
2010-11-01,3.465
2010-12-01,3.512
2011-01-01,3.458
2011-02-01,3.54
2011-03-01,3.601
2011-04-01,3.803
2011-05-01,3.821
2011-06-01,3.865
2011-07-01,3.821
2011-08-01,3.694
2011-09-01,3.758
2011-10-01,3.761
2011-11-01,3.793
2011-12-01,3.769
2012-01-01,3.874
2012-02-01,3.76
2012-03-01,3.793
2012-04-01,3.712
2012-05-01,3.807
2012-06-01,3.904
2012-07-01,3.847
2012-08-01,3.846
2012-09-01,3.789
2012-10-01,3.855
2012-11-01,3.825
2012-12-01,3.947
2013-01-01,3.942
2013-02-01,3.932
2013-03-01,3.891
2013-04-01,3.92
2013-05-01,4.079
2013-06-01,4.128
2013-07-01,4.096
2013-08-01,4.057
2013-09-01,3.967
2013-10-01,3.934
2013-11-01,4.132
2013-12-01,4.168
2014-01-01,4.205
2014-02-01,4.278
2014-03-01,4.337
2014-04-01,4.433
2014-05-01,4.438
2014-06-01,4.245
2014-07-01,4.337
2014-08-01,4.471
2014-09-01,4.612
2014-10-01,4.699
2014-11-01,4.679
2014-12-01,4.757
2015-01-01,4.734
2015-02-01,4.684
2015-03-01,4.709
2015-04-01,4.702
2015-05-01,4.59
2015-06-01,4.696
2015-07-01,4.738
2015-08-01,4.7
2015-09-01,4.684
2015-10-01,4.648
2015-11-01,4.541
2015-12-01,4.505
2016-01-01,4.437
2016-02-01,4.539
2016-03-01,4.503
2016-04-01,4.53
2016-05-01,4.451
2016-06-01,4.517
2016-07-01,4.521
2016-08-01,4.508
2016-09-01,4.503
2016-10-01,4.497
2016-11-01,4.451
2016-12-01,4.517
2017-01-01,4.447
2017-02-01,4.472
2017-03-01,4.406
2017-04-01,4.497
2017-05-01,4.567
2017-06-01,4.716
2017-07-01,4.733
2017-08-01,4.782
2017-09-01,4.672
2017-10-01,4.549
2017-11-01,4.622
2017-12-01,4.653
2018-01-01,4.431
2018-02-01,4.483
2018-03-01,4.524
2018-04-01,4.451
2018-05-01,4.579
2018-06-01,4.8
2018-07-01,4.764
2018-08-01,4.789
2018-09-01,4.745
2018-10-01,4.78
2018-11-01,4.835
2018-12-01,4.73
2019-01-01,4.778
2019-02-01,4.797
2019-03-01,4.875
2019-04-01,4.931
2019-05-01,4.905
2019-06-01,4.976
2019-07-01,4.998
2019-08-01,5
2019-09-01,5.018
2019-10-01,4.941
2019-11-01,5.032
2019-12-01,5.053
2020-01-01,5.046
2020-02-01,5.148
2020-03-01,5.079
2020-04-01,NA
2020-05-01,5.691
2020-06-01,6.071
2020-07-01,5.672
2020-08-01,5.448
2020-09-01,5.442
2020-10-01,5.375
2020-11-01,5.482
2020-12-01,5.552
2021-01-01,5.632
2021-02-01,5.664
2021-03-01,5.57
2021-04-01,5.703
2021-05-01,5.954
2021-06-01,6.317
2021-07-01,6.37
2021-08-01,6.38
2021-09-01,6.64
2021-10-01,6.751
2021-11-01,7.011
2021-12-01,7.011
2022-01-01,6.771
2022-02-01,6.949
2022-03-01,6.987
2022-04-01,6.876
2022-05-01,6.605
2022-06-01,6.658
2022-07-01,6.805
2022-08-01,6.781
2022-09-01,6.773
2022-10-01,6.609
2022-11-01,6.505
2022-12-01,6.587
2023-01-01,6.596
2023-02-01,6.519
2023-03-01,6.477
2023-04-01,6.564
2023-05-01,6.473
2023-06-01,6.507
2023-07-01,6.769
2023-08-01,6.818
2023-09-01,6.831
2023-10-01,6.787
2023-11-01,6.999
