"Date","APUS49B72621"
1978-11-01,18.838
1978-12-01,18.838
1979-01-01,18.891
1979-02-01,18.838
1979-03-01,18.015
1979-04-01,18.015
1979-05-01,18.239
1979-06-01,18.239
1979-07-01,18.239
1979-08-01,18.239
1979-09-01,18.239
1979-10-01,19.29
1979-11-01,19.29
1979-12-01,19.426
1980-01-01,20.58
1980-02-01,24.191
1980-03-01,24.191
1980-04-01,24.556
1980-05-01,28.716
1980-06-01,29.136
1980-07-01,29.136
1980-08-01,29.136
1980-09-01,29.136
1980-10-01,26.978
1980-11-01,26.784
1980-12-01,26.784
1981-01-01,26.784
1981-02-01,26.324
1981-03-01,26.28
1981-04-01,26.28
1981-05-01,26.336
1981-06-01,26.336
1981-07-01,29.476
1981-08-01,29.476
1981-09-01,29.476
1981-10-01,29.476
1981-11-01,37.578
1981-12-01,37.578
1982-01-01,42.411
1982-02-01,42.418
1982-03-01,41.557
1982-04-01,41.557
1982-05-01,34.812
1982-06-01,34.812
1982-07-01,34.812
1982-08-01,34.812
1982-09-01,33.64
1982-10-01,33.64
1982-11-01,33.64
1982-12-01,33.64
1983-01-01,31.878
1983-02-01,31.798
1983-03-01,31.752
1983-04-01,31.828
1983-05-01,31.828
1983-06-01,30.108
1983-07-01,30.094
1983-08-01,30.094
1983-09-01,30.322
1983-10-01,30.359
1983-11-01,30.507
1983-12-01,30.507
1984-01-01,32.374
1984-02-01,32.433
1984-03-01,32.433
1984-04-01,32.693
1984-05-01,32.666
1984-06-01,33.552
1984-07-01,33.593
1984-08-01,38.229
1984-09-01,38.229
1984-10-01,38.075
1984-11-01,37.136
1984-12-01,36.998
1985-01-01,38.885
1985-02-01,39.173
1985-03-01,39.173
1985-04-01,40.963
1985-05-01,41.12
1985-06-01,42.55
1985-07-01,43.251
1985-08-01,43.251
1985-09-01,NA
1985-10-01,40.475
1985-11-01,39.412
1985-12-01,39.412
1986-01-01,41.228
1986-02-01,40.927
1986-03-01,40.927
1986-04-01,40.837
1986-05-01,40.837
1986-06-01,39.785
1986-07-01,39.785
1986-08-01,39.785
1986-09-01,38.99
1986-10-01,38.99
1986-11-01,37.949
1986-12-01,37.949
1987-01-01,40.18
1987-02-01,40.18
1987-03-01,40.178
1987-04-01,40.741
1987-05-01,41.248
1987-06-01,41.248
1987-07-01,41.488
1987-08-01,41.488
1987-09-01,41.488
1987-10-01,41.488
1987-11-01,40.567
1987-12-01,40.567
1988-01-01,43.858
1988-02-01,43.858
1988-03-01,44.247
1988-04-01,44.247
1988-05-01,46.675
1988-06-01,46.675
1988-07-01,46.913
1988-08-01,46.913
1988-09-01,46.913
1988-10-01,46.913
1988-11-01,45.692
1988-12-01,45.692
1989-01-01,51.006
1989-02-01,51.006
1989-03-01,51.006
1989-04-01,51.006
1989-05-01,51.911
1989-06-01,51.911
1989-07-01,51.911
1989-08-01,51.911
1989-09-01,51.911
1989-10-01,51.911
1989-11-01,50.781
1989-12-01,50.781
1990-01-01,54.749
1990-02-01,54.749
1990-03-01,54.749
1990-04-01,54.749
1990-05-01,55.571
1990-06-01,55.571
1990-07-01,55.571
1990-08-01,55.571
1990-09-01,55.571
1990-10-01,55.571
1990-11-01,54.536
1990-12-01,54.536
1991-01-01,61.117
1991-02-01,61.392
1991-03-01,61.392
1991-04-01,61.392
1991-05-01,62.3
1991-06-01,62.3
1991-07-01,62.3
1991-08-01,62.3
1991-09-01,62.383
1991-10-01,62.383
1991-11-01,61.555
1991-12-01,61.555
1992-01-01,62.502
1992-02-01,62.502
1992-03-01,62.502
1992-04-01,62.502
1992-05-01,63.113
1992-06-01,63.113
1992-07-01,62.172
1992-08-01,63.113
1992-09-01,62.716
1992-10-01,62.716
1992-11-01,62.166
1992-12-01,60.429
1993-01-01,63.08
1993-02-01,63.08
1993-03-01,63.08
1993-04-01,63.08
1993-05-01,63.563
1993-06-01,63.563
1993-07-01,63.294
1993-08-01,63.052
1993-09-01,63.294
1993-10-01,63.294
1993-11-01,62.983
1993-12-01,62.983
1994-01-01,62.983
1994-02-01,62.983
1994-03-01,62.983
1994-04-01,62.903
1994-05-01,63.294
1994-06-01,63.294
1994-07-01,63.294
1994-08-01,63.294
1994-09-01,63.294
1994-10-01,63.294
1994-11-01,62.983
1994-12-01,62.983
1995-01-01,62.983
1995-02-01,62.983
1995-03-01,62.983
1995-04-01,62.983
