"Date","CRESTKCPIXSLTRM157SFRBATL"
1967-01-01,0.13861
1967-02-01,0.25562
1967-03-01,0.28555
1967-04-01,0.25667
1967-05-01,0.24204
1967-06-01,0.2544
1967-07-01,0.32363
1967-08-01,0.26912
1967-09-01,0.36264
1967-10-01,0.39577
1967-11-01,0.38499
1967-12-01,0.29058
1968-01-01,0.58942
1968-02-01,0.29814
1968-03-01,0.58273
1968-04-01,0.28728
1968-05-01,0.36292
1968-06-01,0.33095
1968-07-01,0.22558
1968-08-01,0.36995
1968-09-01,0.36657
1968-10-01,0.5669
1968-11-01,0.52559
1968-12-01,0.57922
1969-01-01,0.45546
1969-02-01,0.31775
1969-03-01,0.55158
1969-04-01,0.48119
1969-05-01,0.38059
1969-06-01,0.37924
1969-07-01,0.28641
1969-08-01,0.43988
1969-09-01,0.41295
1969-10-01,0.16271
1969-11-01,0.3633
1969-12-01,0.57187
1970-01-01,0.81221
1970-02-01,0.46318
1970-03-01,0.52352
1970-04-01,0.45341
1970-05-01,0.42305
1970-06-01,0.52793
1970-07-01,0.50068
1970-08-01,0.44809
1970-09-01,0.40917
1970-10-01,0.35049
1970-11-01,0.84149
1970-12-01,0.41893
1971-01-01,0.68842
1971-02-01,0.56468
1971-03-01,0.37641
1971-04-01,0.53269
1971-05-01,0.43185
1971-06-01,0.45478
1971-07-01,0.38775
1971-08-01,0.25282
1971-09-01,0.22887
1971-10-01,-0.12352
1971-11-01,0.14641
1971-12-01,0.36397
1972-01-01,0.39763
1972-02-01,0.18471
1972-03-01,0.16955
1972-04-01,0.21248
1972-05-01,0.26222
1972-06-01,0.23079
1972-07-01,0.17879
1972-08-01,0.09989
1972-09-01,0.20255
1972-10-01,0.2218
1972-11-01,0.23485
1972-12-01,0.16132
1973-01-01,0.08255
1973-02-01,0.25457
1973-03-01,0.25534
1973-04-01,0.38858
1973-05-01,0.33023
1973-06-01,0.29333
1973-07-01,0.22496
1973-08-01,0.2721
1973-09-01,0.35599
1973-10-01,0.71685
1973-11-01,0.34062
1973-12-01,0.45283
1974-01-01,0.63038
1974-02-01,0.655
1974-03-01,0.78751
1974-04-01,0.70392
1974-05-01,1.2055
1974-06-01,1.23737
1974-07-01,1.03302
1974-08-01,1.08811
1974-09-01,1.05463
1974-10-01,0.93217
1974-11-01,0.88258
1974-12-01,0.83177
1975-01-01,0.73009
1975-02-01,0.80338
1975-03-01,0.66169
1975-04-01,0.78214
1975-05-01,0.34741
1975-06-01,0.52525
1975-07-01,0.5072
1975-08-01,0.40607
1975-09-01,0.96155
1975-10-01,0.62549
1975-11-01,0.76155
1975-12-01,0.67649
1976-01-01,1.07497
1976-02-01,0.75563
1976-03-01,0.75355
1976-04-01,0.43826
1976-05-01,0.40411
1976-06-01,0.54359
1976-07-01,0.59548
1976-08-01,0.56071
1976-09-01,0.53556
1976-10-01,0.57304
1976-11-01,0.74569
1976-12-01,0.42677
1977-01-01,0.43302
1977-02-01,0.4989
1977-03-01,0.57681
1977-04-01,0.5559
1977-05-01,0.54822
1977-06-01,0.7277
1977-07-01,0.44008
1977-08-01,0.50882
1977-09-01,0.49998
1977-10-01,0.45898
1977-11-01,0.46122
1977-12-01,0.50601
1978-01-01,0.43253
1978-02-01,0.47435
1978-03-01,0.45252
1978-04-01,0.52561
1978-05-01,0.51209
1978-06-01,0.52036
1978-07-01,0.53497
1978-08-01,0.54583
1978-09-01,0.61342
1978-10-01,0.69318
1978-11-01,0.65356
1978-12-01,0.59362
1979-01-01,0.53963
1979-02-01,0.49575
1979-03-01,0.57474
1979-04-01,0.59412
1979-05-01,0.61006
1979-06-01,0.50547
1979-07-01,0.63696
1979-08-01,0.69625
1979-09-01,0.54936
1979-10-01,0.58651
1979-11-01,0.97085
1979-12-01,0.82264
1980-01-01,0.84915
1980-02-01,0.94937
1980-03-01,1.07492
1980-04-01,1.00958
1980-05-01,0.9109
1980-06-01,0.67724
1980-07-01,0.639
1980-08-01,0.71603
1980-09-01,0.97851
1980-10-01,0.53164
1980-11-01,0.65694
1980-12-01,0.67556
1981-01-01,0.88612
1981-02-01,0.78785
1981-03-01,0.70165
1981-04-01,0.77469
1981-05-01,0.72261
1981-06-01,0.7832
1981-07-01,1.15023
1981-08-01,0.71597
1981-09-01,0.86684
1981-10-01,0.76714
1981-11-01,0.76563
1981-12-01,0.49619
1982-01-01,0.67612
1982-02-01,0.55462
1982-03-01,0.56527
1982-04-01,0.60607
1982-05-01,0.56666
1982-06-01,0.69696
1982-07-01,0.62405
1982-08-01,0.38449
1982-09-01,0.47676
1982-10-01,0.62853
1982-11-01,0.21651
1982-12-01,0.34139
1983-01-01,0.49522
1983-02-01,0.36444
1983-03-01,0.25409
1983-04-01,0.35656
1983-05-01,0.21036
1983-06-01,0.29034
1983-07-01,0.33204
1983-08-01,0.35325
1983-09-01,0.26823
1983-10-01,0.53714
1983-11-01,0.51686
1983-12-01,0.2547
1984-01-01,0.70972
1984-02-01,0.41037
1984-03-01,0.20983
1984-04-01,0.38274
1984-05-01,0.33795
1984-06-01,0.38238
1984-07-01,0.34213
1984-08-01,0.49119
1984-09-01,0.43131
1984-10-01,0.44565
1984-11-01,0.36089
1984-12-01,0.30087
1985-01-01,0.21113
1985-02-01,0.4411
1985-03-01,0.45334
1985-04-01,0.3398
1985-05-01,0.23579
1985-06-01,0.38362
1985-07-01,0.32503
1985-08-01,0.32463
1985-09-01,0.30613
1985-10-01,0.52061
1985-11-01,0.48638
1985-12-01,0.2212
1986-01-01,0.56481
1986-02-01,0.43734
1986-03-01,0.3629
1986-04-01,0.32537
1986-05-01,0.27806
1986-06-01,0.44352
1986-07-01,0.32956
1986-08-01,0.29188
1986-09-01,0.31918
1986-10-01,0.42206
1986-11-01,0.28187
1986-12-01,0.4329
1987-01-01,0.3781
1987-02-01,0.24873
1987-03-01,0.37384
1987-04-01,0.44052
1987-05-01,0.21946
1987-06-01,0.16687
1987-07-01,0.39661
1987-08-01,0.28827
1987-09-01,0.39049
1987-10-01,0.35572
1987-11-01,0.30789
1987-12-01,0.13487
1988-01-01,0.39104
