"Date","CRESTKCPIXSLTRM157SFRBATL"
1988-02-01,0.33615
1988-03-01,0.41959
1988-04-01,0.60837
1988-05-01,0.40519
1988-06-01,0.37958
1988-07-01,0.35607
1988-08-01,0.33937
1988-09-01,0.47458
1988-10-01,0.48096
1988-11-01,0.37122
1988-12-01,0.40456
1989-01-01,0.54833
1989-02-01,0.34585
1989-03-01,0.26634
1989-04-01,0.41502
1989-05-01,0.46371
1989-06-01,0.46673
1989-07-01,0.31036
1989-08-01,0.40487
1989-09-01,0.3839
1989-10-01,0.36024
1989-11-01,0.32995
1989-12-01,0.36533
1990-01-01,0.60756
1990-02-01,0.54518
1990-03-01,0.52679
1990-04-01,0.46069
1990-05-01,0.43326
1990-06-01,0.46984
1990-07-01,0.43158
1990-08-01,0.54308
1990-09-01,0.53712
1990-10-01,0.52261
1990-11-01,0.38589
1990-12-01,0.3125
1991-01-01,0.57084
1991-02-01,0.61849
1991-03-01,0.26032
1991-04-01,0.24206
1991-05-01,0.40162
1991-06-01,0.39448
1991-07-01,0.42915
1991-08-01,0.4935
1991-09-01,0.45447
1991-10-01,0.15182
1991-11-01,0.3172
1991-12-01,0.28267
1992-01-01,0.31276
1992-02-01,0.34631
1992-03-01,0.42296
1992-04-01,0.50226
1992-05-01,0.15083
1992-06-01,0.17868
1992-07-01,0.38815
1992-08-01,0.21308
1992-09-01,0.19167
1992-10-01,0.571
1992-11-01,0.38893
1992-12-01,0.24098
1993-01-01,0.3371
1993-02-01,0.37436
1993-03-01,0.17273
1993-04-01,0.35757
1993-05-01,0.39824
1993-06-01,0.27906
1993-07-01,0.20358
1993-08-01,0.39624
1993-09-01,0.31167
1993-10-01,0.36538
1993-11-01,0.40686
1993-12-01,0.29677
1994-01-01,0.20586
1994-02-01,0.22032
1994-03-01,0.29218
1994-04-01,0.26475
1994-05-01,0.14345
1994-06-01,0.34234
1994-07-01,0.22847
1994-08-01,0.2431
1994-09-01,0.20955
1994-10-01,0.16091
1994-11-01,0.2929
1994-12-01,0.21491
1995-01-01,0.55727
1995-02-01,0.3303
1995-03-01,0.34038
1995-04-01,0.34191
1995-05-01,0.13756
1995-06-01,0.22724
1995-07-01,0.22199
1995-08-01,0.25756
1995-09-01,0.32651
1995-10-01,0.3124
1995-11-01,0.18589
1995-12-01,0.02647
1996-01-01,0.36129
1996-02-01,0.36459
1996-03-01,0.17053
1996-04-01,0.19761
1996-05-01,0.28356
1996-06-01,0.28411
1996-07-01,0.13153
1996-08-01,0.27119
1996-09-01,0.3722
1996-10-01,0.18656
1996-11-01,0.2576
1996-12-01,0.2696
1997-01-01,0.06883
1997-02-01,0.06901
1997-03-01,0.34121
1997-04-01,0.238
1997-05-01,0.21216
1997-06-01,0.17318
1997-07-01,0.14949
1997-08-01,0.00658
1997-09-01,0.16688
1997-10-01,0.28613
1997-11-01,0.11195
1997-12-01,0.19655
1998-01-01,0.2482
1998-02-01,0.16557
1998-03-01,0.20391
1998-04-01,0.1848
1998-05-01,0.15956
1998-06-01,0.09609
1998-07-01,0.14529
1998-08-01,0.06514
1998-09-01,0.08295
1998-10-01,0.14374
1998-11-01,0.13737
1998-12-01,0.12682
1999-01-01,0.193475
1999-02-01,0.089616
1999-03-01,0.147161
1999-04-01,0.204234
1999-05-01,0.067578
1999-06-01,0.038569
1999-07-01,0.277977
1999-08-01,0.092508
1999-09-01,0.07698
1999-10-01,0.240843
1999-11-01,0.24428
1999-12-01,0.197776
2000-01-01,0.258554
2000-02-01,0.103061
2000-03-01,0.315438
2000-04-01,0.082542
2000-05-01,0.293042
2000-06-01,0.198472
2000-07-01,0.259405
2000-08-01,0.325928
2000-09-01,0.048869
2000-10-01,0.143138
2000-11-01,0.194299
2000-12-01,0.257512
2001-01-01,0.248833
2001-02-01,0.222768
2001-03-01,0.140667
2001-04-01,0.199294
2001-05-01,0.12555
2001-06-01,0.364667
2001-07-01,0.226527
2001-08-01,0.2909
2001-09-01,0.250916
2001-10-01,0.230156
2001-11-01,0.28828
2001-12-01,0.136436
2002-01-01,0.217175
2002-02-01,0.178081
2002-03-01,0.10091
2002-04-01,0.233052
2002-05-01,0.26907
2002-06-01,0.061921
2002-07-01,0.287673
2002-08-01,0.27431
2002-09-01,0.070211
2002-10-01,0.222377
2002-11-01,0.209931
2002-12-01,0.196379
2003-01-01,0.196217
2003-02-01,0.168473
2003-03-01,0.102978
2003-04-01,0.10856
2003-05-01,0.124447
2003-06-01,0.135232
2003-07-01,0.264994
2003-08-01,0.143387
2003-09-01,0.176352
2003-10-01,0.181076
2003-11-01,0.023098
2003-12-01,0.21307
2004-01-01,0.286893
2004-02-01,0.286626
2004-03-01,0.207809
2004-04-01,0.132949
2004-05-01,0.045885
2004-06-01,0.226684
2004-07-01,0.089595
2004-08-01,0.084155
2004-09-01,0.210515
2004-10-01,0.26926
2004-11-01,0.19725
2004-12-01,0.136625
2005-01-01,0.219285
2005-02-01,0.161288
2005-03-01,0.166982
2005-04-01,0.270358
2005-05-01,0.258099
2005-06-01,0.004304
2005-07-01,0.235056
2005-08-01,0.074422
2005-09-01,0.288859
2005-10-01,0.201885
2005-11-01,0.294215
2005-12-01,0.206438
2006-01-01,0.167803
2006-02-01,0.218006
2006-03-01,0.186603
2006-04-01,0.257784
2006-05-01,0.241949
2006-06-01,0.196726
2006-07-01,0.223115
2006-08-01,0.15986
2006-09-01,0.171013
2006-10-01,0.180328
2006-11-01,-0.035547
2006-12-01,0.069842
2007-01-01,0.210508
2007-02-01,0.246362
2007-03-01,0.15733
2007-04-01,0.162533
2007-05-01,0.192953
2007-06-01,0.133894
2007-07-01,0.198686
2007-08-01,0.108363
2007-09-01,0.23589
2007-10-01,0.311383
2007-11-01,0.245848
2007-12-01,0.203386
2008-01-01,0.342084
2008-02-01,0.118948
2008-03-01,0.349379
2008-04-01,0.185659
2008-05-01,0.325594
2008-06-01,0.36096
2008-07-01,0.3631
2008-08-01,0.322278
2008-09-01,0.243376
2008-10-01,0.119203
2008-11-01,0.041329
2008-12-01,0.087337
2009-01-01,0.179202
2009-02-01,0.169723
2009-03-01,0.137899
2009-04-01,0.112959
2009-05-01,0.121865
2009-06-01,0.196342
2009-07-01,0.226887
2009-08-01,0.133498
2009-09-01,0.275589
2009-10-01,0.134544
2009-11-01,0.106311
2009-12-01,0.079234
2010-01-01,0.148091
2010-02-01,0.079687
2010-03-01,0.145124
2010-04-01,0.145005
2010-05-01,0.074639
2010-06-01,0.130568
2010-07-01,0.102405
2010-08-01,0.089998
2010-09-01,0.073201
2010-10-01,0.068146
2010-11-01,0.172485
2010-12-01,0.01283
2011-01-01,0.222709
2011-02-01,0.243624
2011-03-01,0.132054
2011-04-01,0.109763
2011-05-01,0.101259
2011-06-01,0.119134
2011-07-01,0.185081
2011-08-01,0.331677
2011-09-01,0.12925
2011-10-01,0.136798
2011-11-01,0.141369
2011-12-01,0.306101
2012-01-01,0.293532
2012-02-01,0.057074
2012-03-01,0.220104
2012-04-01,0.116695
2012-05-01,0.075819
2012-06-01,0.253478
2012-07-01,0.260941
2012-08-01,0.179157
2012-09-01,0.147923
2012-10-01,0.10291
2012-11-01,0.111792
2012-12-01,0.166788
2013-01-01,0.224046
2013-02-01,0.133502
2013-03-01,0.163957
2013-04-01,-0.152694
2013-05-01,-0.041939
2013-06-01,0.109295
2013-07-01,0.26471
2013-08-01,0.21363
2013-09-01,0.133745
2013-10-01,0.068038
2013-11-01,0.086896
2013-12-01,0.023895
2014-01-01,0.086912
2014-02-01,0.077566
2014-03-01,0.141652
2014-04-01,0.190431
2014-05-01,0.130738
2014-06-01,0.134857
2014-07-01,0.090094
2014-08-01,-0.004442
2014-09-01,0.077069
2014-10-01,0.157778
2014-11-01,0.072123
2014-12-01,0.041152
2015-01-01,0.072996
2015-02-01,0.007853
2015-03-01,0.175269
2015-04-01,0.273878
2015-05-01,0.136
2015-06-01,0.11707
2015-07-01,0.105088
2015-08-01,0.040801
2015-09-01,0.207685
2015-10-01,0.267556
2015-11-01,0.214341
2015-12-01,0.060088
2016-01-01,0.095967
2016-02-01,0.163116
2016-03-01,0.172469
2016-04-01,0.268466
2016-05-01,0.104407
2016-06-01,0.131722
2016-07-01,0.123216
2016-08-01,0.289197
2016-09-01,-0.017619
2016-10-01,-0.034341
2016-11-01,0.151871
2016-12-01,0.15733
2017-01-01,0.26388
2017-02-01,0.19597
2017-03-01,-0.22525
2017-04-01,-0.04547
2017-05-01,0.00761
2017-06-01,0.12202
2017-07-01,0.16511
2017-08-01,0.12076
2017-09-01,0.09495
2017-10-01,0.13837
2017-11-01,0.0575
2017-12-01,0.13047
2018-01-01,0.30849
2018-02-01,0.20079
2018-03-01,0.16039
2018-04-01,0.10485
2018-05-01,0.0908
2018-06-01,0.18267
2018-07-01,0.06247
2018-08-01,-0.00619
2018-09-01,0.19812
2018-10-01,0.07606
2018-11-01,0.12256
2018-12-01,0.20439
2019-01-01,0.17826
2019-02-01,0.08675
2019-03-01,0.16733
2019-04-01,0.08032
2019-05-01,0.09148
2019-06-01,0.15231
2019-07-01,0.17309
2019-08-01,0.3585
2019-09-01,0.09454
2019-10-01,0.39153
2019-11-01,0.24609
2019-12-01,0.14506
2020-01-01,0.21606
2020-02-01,0.15937
2020-03-01,-0.07823
2020-04-01,-0.58109
2020-05-01,-0.16214
2020-06-01,0.31632
2020-07-01,0.77513
2020-08-01,0.3573
2020-09-01,-0.12358
2020-10-01,-0.05306
2020-11-01,0.36167
2020-12-01,0.09695
2021-01-01,-0.01455
2021-02-01,0.20183
2021-03-01,0.30165
2021-04-01,0.46443
2021-05-01,0.47048
2021-06-01,0.0674
2021-07-01,0.19797
2021-08-01,0.281
2021-09-01,0.12547
2021-10-01,0.48234
2021-11-01,0.35717
2021-12-01,0.35941
2022-01-01,0.64998
2022-02-01,0.55165
2022-03-01,0.55723
2022-04-01,0.5186
2022-05-01,0.66971
2022-06-01,0.48726
2022-07-01,0.21797
2022-08-01,0.55136
2022-09-01,0.50947
2022-10-01,0.21623
2022-11-01,0.29881
2022-12-01,0.25054
2023-01-01,0.317062833
2023-02-01,0.405508699
2023-03-01,0.259510148
2023-04-01,0.21468706
2023-05-01,0.13171871
2023-06-01,0.009771508
2023-07-01,0.054334803
2023-08-01,0.385654904
2023-09-01,0.338029047
2023-10-01,0.275093247
2023-11-01,0.082244276
