"Date","CUUR0000SAH21"
2005-12-01,174.7
2006-01-01,182.1
2006-02-01,177.5
2006-03-01,174.8
2006-04-01,173.2
2006-05-01,174.4
2006-06-01,180.4
2006-07-01,181.1
2006-08-01,181.5
2006-09-01,182
2006-10-01,171.5
2006-11-01,172.1
2006-12-01,174.2
2007-01-01,175.718
2007-02-01,176.092
2007-03-01,177.635
2007-04-01,177.515
2007-05-01,179.798
2007-06-01,188.04
2007-07-01,187.624
2007-08-01,185.453
2007-09-01,185.306
2007-10-01,181.509
2007-11-01,182.725
2007-12-01,183.516
2008-01-01,185.107
2008-02-01,185.994
2008-03-01,189.693
2008-04-01,194.121
2008-05-01,201.212
2008-06-01,213.762
2008-07-01,221.742
2008-08-01,217.455
2008-09-01,209.501
2008-10-01,201.176
2008-11-01,195.599
2008-12-01,194.335
2009-01-01,194.149
2009-02-01,192.168
2009-03-01,188.736
2009-04-01,184.903
2009-05-01,183.783
2009-06-01,190.647
2009-07-01,190.534
2009-08-01,189.735
2009-09-01,188.509
2009-10-01,184.146
2009-11-01,185.165
2009-12-01,184.886
2010-01-01,187.33
2010-02-01,186.345
2010-03-01,187.864
2010-04-01,187.054
2010-05-01,188.017
2010-06-01,193.678
2010-07-01,195.268
2010-08-01,194.865
2010-09-01,192.635
2010-10-01,187.271
2010-11-01,184.764
2010-12-01,186.338
2011-01-01,187.704
2011-02-01,189.006
2011-03-01,190.071
2011-04-01,190.622
2011-05-01,193.498
2011-06-01,199.122
2011-07-01,200.587
2011-08-01,200.144
2011-09-01,199.814
2011-10-01,193.058
2011-11-01,190.444
2011-12-01,189.711
2012-01-01,189.945
2012-02-01,188.393
2012-03-01,187.591
2012-04-01,186.517
2012-05-01,186.852
2012-06-01,192.649
2012-07-01,191.913
2012-08-01,192.759
2012-09-01,192.636
2012-10-01,187.657
2012-11-01,187.141
2012-12-01,187.642
2013-01-01,189.19
2013-02-01,189.768
2013-03-01,188.81
2013-04-01,189.969
2013-05-01,193.701
2013-06-01,199.911
2013-07-01,200.01
2013-08-01,198.685
2013-09-01,199.186
2013-10-01,193.28
2013-11-01,191.347
2013-12-01,192.224
2014-01-01,198.266
2014-02-01,200.114
2014-03-01,203.438
2014-04-01,198.267
2014-05-01,202.578
2014-06-01,209.064
2014-07-01,209.55
2014-08-01,207.603
2014-09-01,205.878
2014-10-01,198.754
2014-11-01,195.703
2014-12-01,197.092
2015-01-01,198.143
2015-02-01,197.375
2015-03-01,194.967
2015-04-01,193.157
2015-05-01,193.538
2015-06-01,200.537
2015-07-01,199.142
2015-08-01,198.26
2015-09-01,196.58
2015-10-01,190.269
2015-11-01,187.674
2015-12-01,186.361
2016-01-01,187.209
2016-02-01,186.518
2016-03-01,186.198
2016-04-01,185.549
2016-05-01,188.232
2016-06-01,194.481
2016-07-01,196.422
2016-08-01,196.863
2016-09-01,197.425
2016-10-01,192.498
2016-11-01,190.269
2016-12-01,190.931
2017-01-01,193.787
2017-02-01,194.837
2017-03-01,193.703
2017-04-01,194.763
2017-05-01,197.732
2017-06-01,203.481
2017-07-01,203.569
2017-08-01,203.169
2017-09-01,202.677
2017-10-01,197.585
2017-11-01,196.686
2017-12-01,197.705
2018-01-01,198.873
2018-02-01,200.993
2018-03-01,199.657
2018-04-01,198.418
2018-05-01,200.45
2018-06-01,204.238
2018-07-01,203.747
2018-08-01,204.275
2018-09-01,201.859
2018-10-01,199.381
2018-11-01,197.632
2018-12-01,200.39
2019-01-01,200.575
2019-02-01,199.581
2019-03-01,199.429
2019-04-01,198.366
2019-05-01,198.961
2019-06-01,202.402
2019-07-01,202.787
2019-08-01,201.914
2019-09-01,200.855
2019-10-01,199.089
2019-11-01,198.123
2019-12-01,198.426
2020-01-01,200.219
2020-02-01,199.117
2020-03-01,196.998
2020-04-01,195.534
2020-05-01,195.974
2020-06-01,200.599
2020-07-01,200.788
2020-08-01,200.177
2020-09-01,201.763
2020-10-01,199.995
2020-11-01,200.67
2020-12-01,202.017
2021-01-01,203.476
2021-02-01,205.82
2021-03-01,206.271
2021-04-01,207.988
2021-05-01,210.371
2021-06-01,215.355
2021-07-01,217.106
2021-08-01,218.98
2021-09-01,221.196
2021-10-01,225.447
2021-11-01,225.221
2021-12-01,225.435
2022-01-01,233.373
2022-02-01,233.3
2022-03-01,238.029
2022-04-01,241.059
2022-05-01,250.594
2022-06-01,262.5
2022-07-01,261.643
2022-08-01,265.453
2022-09-01,267.114
2022-10-01,264.11
2022-11-01,260.589
2022-12-01,261.904
2023-01-01,270.214
2023-02-01,263.358
2023-03-01,256.705
2023-04-01,251.991
2023-05-01,249.289
2023-06-01,255.076
2023-07-01,255.436
2023-08-01,256.889
2023-09-01,257.971
2023-10-01,255.594
2023-11-01,256.961
