"Date","CUUR0200SETA01"
2003-05-01,134.5
2003-06-01,133.8
2003-07-01,132.8
2003-08-01,132.5
2003-09-01,132.5
2003-10-01,133.8
2003-11-01,135.4
2003-12-01,135
2004-01-01,134.8
2004-02-01,135.1
2004-03-01,134.7
2004-04-01,134.3
2004-05-01,134.3
2004-06-01,133.7
2004-07-01,132.5
2004-08-01,131.3
2004-09-01,130.1
2004-10-01,131.7
2004-11-01,134.4
2004-12-01,135
2005-01-01,135.4
2005-02-01,135.3
2005-03-01,134.7
2005-04-01,134.6
2005-05-01,134.5
2005-06-01,134.2
2005-07-01,131.4
2005-08-01,131.7
2005-09-01,132
2005-10-01,132.5
2005-11-01,133
2005-12-01,132.5
2006-01-01,134.1
2006-02-01,134
2006-03-01,133.6
2006-04-01,133.3
2006-05-01,132.4
2006-06-01,132.1
2006-07-01,130.9
2006-08-01,131.1
2006-09-01,131.3
2006-10-01,131
2006-11-01,132.1
2006-12-01,132.3
2007-01-01,132.668
2007-02-01,132.339
2007-03-01,132.134
2007-04-01,131.664
2007-05-01,131.148
2007-06-01,130.904
2007-07-01,130.536
2007-08-01,130.312
2007-09-01,130.07
2007-10-01,131.054
2007-11-01,132.739
2007-12-01,133.086
2008-01-01,133.234
2008-02-01,132.374
2008-03-01,132.014
2008-04-01,131.633
2008-05-01,130.48
2008-06-01,130.287
2008-07-01,130.011
2008-08-01,129.273
2008-09-01,127.903
2008-10-01,127.076
2008-11-01,127.354
2008-12-01,127.397
2009-01-01,128.328
2009-02-01,129.942
2009-03-01,130.559
2009-04-01,130.254
2009-05-01,129.582
2009-06-01,130.211
2009-07-01,130.188
2009-08-01,128.686
2009-09-01,128.916
2009-10-01,131.493
2009-11-01,132.885
2009-12-01,132.724
2010-01-01,132.717
2010-02-01,133.034
2010-03-01,132.627
2010-04-01,132.105
2010-05-01,131.641
2010-06-01,131.816
2010-07-01,131.31
2010-08-01,130.966
2010-09-01,131.21
2010-10-01,131.744
2010-11-01,132.534
2010-12-01,132.765
2011-01-01,132.994
2011-02-01,133.61
2011-03-01,134.461
2011-04-01,134.901
2011-05-01,135.745
2011-06-01,136.734
2011-07-01,136.456
2011-08-01,135.988
2011-09-01,136.188
2011-10-01,136.656
2011-11-01,136.96
2011-12-01,137.176
2012-01-01,137.402
2012-02-01,138.361
2012-03-01,138.066
2012-04-01,138.191
2012-05-01,138.201
2012-06-01,137.94
2012-07-01,137.261
2012-08-01,136.943
2012-09-01,137.199
2012-10-01,137.727
2012-11-01,138.863
2012-12-01,138.98
2013-01-01,139.092
2013-02-01,139.476
2013-03-01,139.501
2013-04-01,139.838
2013-05-01,139.374
2013-06-01,139.131
2013-07-01,138.637
2013-08-01,138.271
2013-09-01,138.263
2013-10-01,138.141
2013-11-01,138.405
2013-12-01,139.035
2014-01-01,138.456
2014-02-01,138.646
2014-03-01,138.581
2014-04-01,138.83
2014-05-01,138.672
2014-06-01,138.288
2014-07-01,139.057
2014-08-01,138.519
2014-09-01,138.868
2014-10-01,138.857
2014-11-01,139.254
2014-12-01,139.677
2015-01-01,139.278
2015-02-01,140.017
2015-03-01,140.77
2015-04-01,140.375
2015-05-01,140.597
2015-06-01,140.386
2015-07-01,139.249
2015-08-01,138.725
2015-09-01,138.849
2015-10-01,139.115
2015-11-01,139.507
2015-12-01,139.731
2016-01-01,141.02
2016-02-01,141.195
2016-03-01,140.696
2016-04-01,139.816
2016-05-01,139.611
2016-06-01,139.739
2016-07-01,139.202
2016-08-01,138.376
2016-09-01,138.399
2016-10-01,138.623
2016-11-01,138.778
2016-12-01,138.938
2017-01-01,140.162
2017-02-01,140.337
2017-03-01,139.876
2017-04-01,139.372
2017-05-01,138.683
2017-06-01,138.148
2017-07-01,137.862
2017-08-01,137.058
2017-09-01,136.283
2017-10-01,135.425
2017-11-01,135.939
2017-12-01,137.575
2018-01-01,137.2
2018-02-01,136.898
2018-03-01,136.939
2018-04-01,137.142
2018-05-01,137.585
2018-06-01,137.305
2018-07-01,137.441
2018-08-01,137.207
2018-09-01,135.734
2018-10-01,135.636
2018-11-01,136.792
2018-12-01,136.733
2019-01-01,136.017
2019-02-01,137.174
2019-03-01,138.817
2019-04-01,138.861
2019-05-01,137.761
2019-06-01,137.458
2019-07-01,137.566
2019-08-01,137.052
2019-09-01,135.622
2019-10-01,135.844
2019-11-01,137.122
2019-12-01,138.099
2020-01-01,137.921
2020-02-01,138.832
2020-03-01,137.827
2020-04-01,137.771
2020-05-01,138.248
2020-06-01,138.803
2020-07-01,140.327
2020-08-01,139.697
2020-09-01,140.25
2020-10-01,140.731
2020-11-01,140.923
2020-12-01,141.477
2021-01-01,140.973
2021-02-01,141.16
2021-03-01,139.018
2021-04-01,139.867
2021-05-01,143.518
2021-06-01,145.884
2021-07-01,150.44
2021-08-01,152.843
2021-09-01,154.6
2021-10-01,154.523
2021-11-01,156.811
2021-12-01,159.15
2022-01-01,160.448
2022-02-01,160.118
2022-03-01,160.582
2022-04-01,162.178
2022-05-01,163.564
2022-06-01,164.394
2022-07-01,165.725
2022-08-01,166.648
2022-09-01,167.675
2022-10-01,168.73
2022-11-01,169.169
2022-12-01,169.594
2023-01-01,170.275
2023-02-01,170.87
2023-03-01,171.392
2023-04-01,171.995
2023-05-01,172.525
2023-06-01,173.05
2023-07-01,173.248
2023-08-01,173.413
2023-09-01,173.623
2023-10-01,173.534
2023-11-01,172.951
