"Date","CUUR0200SETA01"
1977-12-01,72.8
1978-01-01,NA
1978-02-01,73
1978-03-01,NA
1978-04-01,73.1
1978-05-01,NA
1978-06-01,74.7
1978-07-01,NA
1978-08-01,74.9
1978-09-01,NA
1978-10-01,75.9
1978-11-01,NA
1978-12-01,77.8
1979-01-01,NA
1979-02-01,79.2
1979-03-01,NA
1979-04-01,80.1
1979-05-01,NA
1979-06-01,81.1
1979-07-01,NA
1979-08-01,81.1
1979-09-01,NA
1979-10-01,82
1979-11-01,NA
1979-12-01,84
1980-01-01,NA
1980-02-01,85.7
1980-03-01,NA
1980-04-01,86.7
1980-05-01,NA
1980-06-01,87.5
1980-07-01,NA
1980-08-01,88.7
1980-09-01,NA
1980-10-01,89.2
1980-11-01,NA
1980-12-01,90.9
1981-01-01,NA
1981-02-01,91.1
1981-03-01,NA
1981-04-01,92
1981-05-01,NA
1981-06-01,95.7
1981-07-01,NA
1981-08-01,95.1
1981-09-01,NA
1981-10-01,95.4
1981-11-01,NA
1981-12-01,97.5
1982-01-01,NA
1982-02-01,96.5
1982-03-01,NA
1982-04-01,97.3
1982-05-01,NA
1982-06-01,98.3
1982-07-01,NA
1982-08-01,98.5
1982-09-01,NA
1982-10-01,97
1982-11-01,NA
1982-12-01,98.9
1983-01-01,NA
1983-02-01,99.5
1983-03-01,NA
1983-04-01,99.3
1983-05-01,NA
1983-06-01,99.5
1983-07-01,NA
1983-08-01,99.8
1983-09-01,NA
1983-10-01,100.4
1983-11-01,NA
1983-12-01,101.8
1984-01-01,NA
1984-02-01,102
1984-03-01,NA
1984-04-01,102.3
1984-05-01,NA
1984-06-01,102.1
1984-07-01,NA
1984-08-01,102.3
1984-09-01,NA
1984-10-01,102.8
1984-11-01,NA
1984-12-01,103.7
1985-01-01,NA
1985-02-01,104.9
1985-03-01,NA
1985-04-01,105.2
1985-05-01,NA
1985-06-01,105.6
1985-07-01,NA
1985-08-01,105.4
1985-09-01,NA
1985-10-01,106.6
1985-11-01,NA
1985-12-01,108.2
1986-01-01,NA
1986-02-01,108.4
1986-03-01,NA
1986-04-01,108.6
1986-05-01,NA
1986-06-01,110.1
1986-07-01,NA
1986-08-01,110.1
1986-09-01,NA
1986-10-01,110.9
1986-11-01,NA
1986-12-01,113.8
1987-01-01,113.9
1987-02-01,112.4
1987-03-01,112
1987-04-01,112.4
1987-05-01,112.6
1987-06-01,112.7
1987-07-01,113
1987-08-01,112.3
1987-09-01,112.1
1987-10-01,113.3
1987-11-01,115
1987-12-01,114.8
1988-01-01,114.2
1988-02-01,114
1988-03-01,113.7
1988-04-01,113.8
1988-05-01,114.2
1988-06-01,114.3
1988-07-01,114.5
1988-08-01,114.3
1988-09-01,114.6
1988-10-01,115.6
1988-11-01,116.9
1988-12-01,117.6
1989-01-01,117.8
1989-02-01,118.2
1989-03-01,118
1989-04-01,117.8
1989-05-01,118
1989-06-01,117.7
1989-07-01,117.1
1989-08-01,116.2
1989-09-01,115.6
1989-10-01,117.4
1989-11-01,119.8
1989-12-01,121
1990-01-01,121.1
1990-02-01,120.6
1990-03-01,120.2
1990-04-01,119.6
1990-05-01,119.4
1990-06-01,119.1
1990-07-01,118.7
1990-08-01,118.3
1990-09-01,118
1990-10-01,119.3
1990-11-01,121
1990-12-01,122.5
1991-01-01,123.4
1991-02-01,124.3
1991-03-01,124.4
1991-04-01,124.3
1991-05-01,124.3
1991-06-01,124
1991-07-01,124
1991-08-01,123.3
1991-09-01,122.7
1991-10-01,124.4
1991-11-01,125.6
1991-12-01,126.5
1992-01-01,127.1
1992-02-01,126.7
1992-03-01,127
1992-04-01,127
1992-05-01,126.9
1992-06-01,126.7
1992-07-01,126.4
1992-08-01,126.5
1992-09-01,126.2
1992-10-01,127
1992-11-01,128.4
1992-12-01,128.9
1993-01-01,129.5
1993-02-01,129.8
1993-03-01,129.9
1993-04-01,129.9
1993-05-01,130.4
1993-06-01,130.5
1993-07-01,130.4
1993-08-01,130.6
1993-09-01,130.5
1993-10-01,131.4
1993-11-01,132.8
1993-12-01,133.5
1994-01-01,133.8
1994-02-01,134.2
1994-03-01,134.8
1994-04-01,134.8
1994-05-01,135.2
1994-06-01,135.7
1994-07-01,135.8
1994-08-01,135.6
1994-09-01,135.8
1994-10-01,136.6
1994-11-01,137.7
1994-12-01,138.6
1995-01-01,138.8
1995-02-01,139
1995-03-01,139.1
1995-04-01,139.5
1995-05-01,139.3
1995-06-01,139
1995-07-01,138.4
1995-08-01,137.6
1995-09-01,137.4
1995-10-01,138.7
1995-11-01,139.6
1995-12-01,139.9
1996-01-01,140.4
1996-02-01,140.9
1996-03-01,140.8
1996-04-01,140.8
1996-05-01,140.8
1996-06-01,140.7
1996-07-01,140.5
1996-08-01,140.2
1996-09-01,140.6
1996-10-01,141.4
1996-11-01,141.8
1996-12-01,142.2
1997-01-01,142.3
1997-02-01,142.3
1997-03-01,142.2
1997-04-01,142
1997-05-01,141.5
1997-06-01,141.3
1997-07-01,140.5
1997-08-01,139.8
1997-09-01,139.7
1997-10-01,140.2
1997-11-01,140.7
1997-12-01,141.2
1998-01-01,141.6
1998-02-01,141.5
1998-03-01,142
1998-04-01,141.5
1998-05-01,140.3
1998-06-01,139.5
1998-07-01,139.6
1998-08-01,139.8
1998-09-01,139.2
1998-10-01,139.5
1998-11-01,141.1
1998-12-01,141.8
1999-01-01,142
1999-02-01,141.5
1999-03-01,140.9
1999-04-01,140.8
1999-05-01,140.3
1999-06-01,139.7
1999-07-01,139.1
1999-08-01,138.4
1999-09-01,138.2
1999-10-01,139.1
1999-11-01,140.2
1999-12-01,140.6
2000-01-01,140.7
2000-02-01,140.1
2000-03-01,140.2
2000-04-01,140.4
2000-05-01,140.4
2000-06-01,139.9
2000-07-01,139.3
2000-08-01,138.6
2000-09-01,138.2
2000-10-01,138.5
2000-11-01,139.5
2000-12-01,140.6
2001-01-01,140.8
2001-02-01,140.1
2001-03-01,139.5
2001-04-01,139.5
2001-05-01,139.3
2001-06-01,138.5
2001-07-01,138
2001-08-01,137.4
2001-09-01,137.9
2001-10-01,139.4
2001-11-01,141.7
2001-12-01,141.5
2002-01-01,139.1
2002-02-01,137.8
2002-03-01,137.7
2002-04-01,137.6
2002-05-01,136.8
2002-06-01,136
2002-07-01,134.9
2002-08-01,134.4
2002-09-01,135.7
2002-10-01,136.3
2002-11-01,136.7
2002-12-01,136.4
2003-01-01,135.6
2003-02-01,135.3
2003-03-01,135.8
2003-04-01,134.8
