"Date","USACPIFODMINMEI"
1976-03-01,28.9109066858788
1976-04-01,29.0035698483336
1976-05-01,29.0962330107883
1976-06-01,29.2352277544704
1976-07-01,29.4205540793799
1976-08-01,29.4668856606073
1976-09-01,29.2815593356978
1976-10-01,29.2352277544704
1976-11-01,29.0962330107883
1976-12-01,29.188896173243
1977-01-01,29.5132172418346
1977-02-01,30.3008541226999
1977-03-01,30.439848866382
1977-04-01,30.810501516201
1977-05-01,30.9031646786557
1977-06-01,31.2274857472473
1977-07-01,31.3664804909294
1977-08-01,31.4591436533842
1977-09-01,31.2738173284747
1977-10-01,31.18115416602
1977-11-01,31.4128120721568
1977-12-01,31.5054752346116
1978-01-01,32.06145420934
1978-02-01,32.5711016028411
1978-03-01,32.94175425266
1978-04-01,33.5903963898432
1978-05-01,34.1463753645716
1978-06-01,34.7950175017548
1978-07-01,34.9340122454369
1978-08-01,34.9340122454369
1978-09-01,34.8413490829822
1978-10-01,35.073006989119
1978-11-01,35.1656701515738
1978-12-01,35.443659638938
1979-01-01,36.323959682258
1979-02-01,37.1115965631233
1979-03-01,37.4359176317149
1979-04-01,37.7139071190791
1979-05-01,37.9918966064433
1979-06-01,38.1308913501254
1979-07-01,38.3162176750349
1979-08-01,38.0845597688981
1979-09-01,38.1772229313528
1979-10-01,38.3162176750349
1979-11-01,38.4088808374897
1979-12-01,38.8721966497634
1980-01-01,39.1501861371276
1980-02-01,39.2891808808097
1980-03-01,39.6598335306286
1980-04-01,39.9378230179929
1980-05-01,40.1231493429024
1980-06-01,40.3548072490392
1980-07-01,40.957117804995
1980-08-01,41.6984231046329
1980-09-01,42.1617389169066
1980-10-01,42.3007336605887
1980-11-01,42.6713863104077
1980-12-01,42.9493757977719
1981-01-01,43.2273652851361
1981-02-01,43.5053547725004
1981-03-01,43.7370126786372
1981-04-01,43.7370126786372
1981-05-01,43.5516863537277
1981-06-01,43.7370126786372
1981-07-01,44.2003284909109
1981-08-01,44.3856548158204
1981-09-01,44.4783179782751
1981-10-01,44.2929916533656
1981-11-01,44.1076653284562
1981-12-01,44.2003284909109
1982-01-01,44.8026390468667
1982-02-01,45.2659548591404
1982-03-01,45.0806285342309
1982-04-01,45.219623277913
1982-05-01,45.5439443465046
1982-06-01,46.0072601587783
1982-07-01,46.0072601587783
1982-08-01,45.6829390901867
1982-09-01,45.6829390901867
1982-10-01,45.4976127652773
1982-11-01,45.3122864403678
1982-12-01,45.219623277913
1983-01-01,45.4512811840499
1983-02-01,45.6366075089594
1983-03-01,45.8682654150962
1983-04-01,46.1462549024604
1983-05-01,46.1925864836878
1983-06-01,46.0535917400057
1983-07-01,46.0072601587783
1983-08-01,45.960928577551
1983-09-01,45.960928577551
1983-10-01,45.960928577551
1983-11-01,45.8219338338689
1983-12-01,46.0535917400057
1984-01-01,47.21188127069
1984-02-01,47.7678602454184
1984-03-01,47.721528664191
1984-04-01,47.6751970829636
1984-05-01,47.3045444331447
1984-06-01,47.4435391768268
1984-07-01,47.6288655017363
1984-08-01,47.9068549891005
1984-09-01,47.7678602454184
1984-10-01,47.7678602454184
1984-11-01,47.5825339205089
1984-12-01,47.721528664191
1985-01-01,48.1848444764647
1985-02-01,48.601828707511
1985-03-01,48.5554971262837
1985-04-01,48.4628339638289
1985-05-01,48.2311760576921
1985-06-01,48.1848444764647
1985-07-01,48.2311760576921
1985-08-01,48.1385128952374
1985-09-01,48.09218131401
1985-10-01,48.0458497327826
1985-11-01,48.2775076389195
1985-12-01,48.6944918699658
1986-01-01,49.2504708446942
1986-02-01,49.0651445197847
1986-03-01,49.0188129385574
1986-04-01,49.0651445197847
1986-05-01,49.1578076822395
1986-06-01,49.1114761010121
1986-07-01,49.7137866569679
1986-08-01,50.2697656316964
1986-09-01,50.3160972129237
1986-10-01,50.3624287941511
1986-11-01,50.4550919566058
1986-12-01,50.5014235378332
1987-01-01,51.2890604186985
1987-02-01,51.5207183248354
1987-03-01,51.3817235811532
1987-04-01,51.5670499060627
1987-05-01,51.8913709746543
1987-06-01,52.1693604620185
1987-07-01,51.9377025558817
1987-08-01,51.9377025558817
1987-09-01,52.0766972995638
1987-10-01,52.0766972995638
1987-11-01,51.9377025558817
1987-12-01,52.2620236244733
1988-01-01,52.8643341804291
1988-02-01,52.7716710179743
1988-03-01,52.7716710179743
1988-04-01,53.0959920865659
1988-05-01,53.3276499927028
1988-06-01,53.6519710612944
1988-07-01,54.3469447797049
1988-08-01,54.7175974295239
1988-09-01,55.1345816605702
1988-10-01,55.1345816605702
1988-11-01,54.9955869168881
1988-12-01,55.1809132417976
1989-01-01,56.1538764475723
1989-02-01,56.5245290973913
1989-03-01,56.8488501659829
1989-04-01,57.2195028158019
1989-05-01,57.6364870468482
1989-06-01,57.5901554656208
1989-07-01,57.8218133717577
1989-08-01,57.868144952985
1989-09-01,57.9144765342124
1989-10-01,58.0998028591219
1989-11-01,58.2851291840314
1989-12-01,58.609450252623
1990-01-01,60.6943714078546
1990-02-01,61.2040188013557
1990-03-01,61.1113556389009
1990-04-01,60.740702989082
1990-05-01,60.6480398266272
1990-06-01,61.0186924764462
1990-07-01,61.3893451262652
1990-08-01,61.4820082887199
1990-09-01,61.5746714511746
1990-10-01,61.8063293573115
1990-11-01,61.991655682221
1990-12-01,61.991655682221
1991-01-01,63.1962767941326
1991-02-01,62.871955725541
1991-03-01,63.0109504692231
1991-04-01,63.4742662814968
1991-05-01,63.4279347002694
1991-06-01,63.6595926064063
1991-07-01,63.0109504692231
1991-08-01,62.501303075722
1991-09-01,62.501303075722
1991-10-01,62.2696451695852
1991-11-01,62.5476346569494
1991-12-01,62.7792925630862
1992-01-01,63.1962767941326
1992-02-01,63.2889399565873
1992-03-01,63.7059241876336
1992-04-01,63.6595926064063
1992-05-01,63.1036136316778
1992-06-01,63.0572820504505
1992-07-01,62.871955725541
1992-08-01,63.4279347002694
1992-09-01,63.6595926064063
1992-10-01,63.5669294439515
1992-11-01,63.4742662814968
1992-12-01,63.7059241876336
1993-01-01,64.4472294872716
1993-02-01,64.4472294872716
1993-03-01,64.5862242309537
1993-04-01,64.8642137183179
1993-05-01,65.1885347869095
1993-06-01,64.5398926497263
1993-07-01,64.4472294872716
1993-08-01,64.7252189746358
1993-09-01,64.8642137183179
1993-10-01,65.2348663681368
1993-11-01,65.4201926930463
1993-12-01,65.9298400865474
1994-01-01,66.624813804958
1994-02-01,66.0688348302295
1994-03-01,66.1614979926843
1994-04-01,66.254161155139
1994-05-01,66.254161155139
1994-06-01,66.2078295739116
1994-07-01,66.7174769674127
1994-08-01,67.0417980360043
1994-09-01,67.1807927796864
1994-10-01,67.0881296172316
1994-11-01,67.2271243609138
1994-12-01,68.2464191479159
1995-01-01,68.6634033789622
1995-02-01,68.5244086352801
1995-03-01,68.385413891598
1995-04-01,69.1267191912359
1995-05-01,68.8950612850991
1995-06-01,68.6170717977348
1995-07-01,68.6634033789622
1995-08-01,68.756066541417
1995-09-01,69.1267191912359
1995-10-01,69.3583770973728
1995-11-01,69.265713934918
1995-12-01,69.636366584737
1996-01-01,70.3776718843749
1996-02-01,70.1460139782381
1996-03-01,70.6556613717391
1996-04-01,71.0263140215581
1996-05-01,70.7019929529665
1996-06-01,71.0726456027855
1996-07-01,71.396966671377
1996-08-01,71.7212877399686
1996-09-01,72.2309351334697
1996-10-01,72.647919364516
1996-11-01,72.8332456894255
1996-12-01,73.0649035955624
1997-01-01,73.1575667580171
1997-02-01,73.0649035955624
1997-03-01,73.0649035955624
1997-04-01,72.9722404331076
1997-05-01,72.9722404331076
1997-06-01,72.8795772706529
1997-07-01,73.0649035955624
1997-08-01,73.4355562453813
1997-09-01,73.4818878266087
1997-10-01,73.6672141515182
1997-11-01,73.7135457327456
1997-12-01,73.7598773139729
1998-01-01,74.5938457760656
1998-02-01,74.1305299637919
1998-03-01,74.2231931262466
1998-04-01,74.2231931262466
1998-05-01,74.4548510323834
1998-06-01,74.3621878699287
1998-07-01,74.5011826136108
1998-08-01,74.7791721009751
1998-09-01,74.6865089385203
1998-10-01,75.2888194944761
1998-11-01,75.2888194944761
1998-12-01,75.3351510757035
1999-01-01,76.1227879565688
1999-02-01,75.8911300504319
1999-03-01,75.7058037255224
1999-04-01,75.7521353067498
1999-05-01,75.9374616316593
1999-06-01,75.8447984692046
1999-07-01,75.8447984692046
1999-08-01,76.030124794114
1999-09-01,76.2154511190235
1999-10-01,76.4934406063877
1999-11-01,76.4934406063877
1999-12-01,76.6324353500699
2000-01-01,77.0494195811162
2000-02-01,77.0494195811162
2000-03-01,77.0957511623436
2000-04-01,77.1420827435709
2000-05-01,77.6053985558446
2000-06-01,77.5127353933899
2000-07-01,77.9760512056636
2000-08-01,78.2540406930278
2000-09-01,78.3003722742552
2000-10-01,78.3467038554826
2000-11-01,78.2077091118004
2000-12-01,78.8563512489836
2001-01-01,79.3659986424847
2001-02-01,79.5976565486215
2001-03-01,79.6903197110762
2001-04-01,79.782982873531
2001-05-01,80.0609723608952
2001-06-01,80.2926302670321
2001-07-01,80.5706197543963
2001-08-01,80.7096144980784
2001-09-01,80.7559460793058
2001-10-01,81.1729303103521
2001-11-01,80.9412724042152
2001-12-01,80.9412724042152
2002-01-01,81.6362461226258
2002-02-01,81.5435829601711
2002-03-01,81.6825777038532
2002-04-01,81.7289092850806
2002-05-01,81.3119250540342
2002-06-01,81.0802671478974
2002-07-01,81.1729303103521
2002-08-01,81.03393556667
2002-09-01,81.1729303103521
2002-10-01,81.1265987291247
2002-11-01,81.3119250540342
2002-12-01,81.5899145413984
2003-01-01,81.8679040287626
2003-02-01,82.284888259809
2003-03-01,82.3312198410364
2003-04-01,82.1458935161269
2003-05-01,82.3775514222637
2003-06-01,82.8871988157648
2003-07-01,82.8871988157648
2003-08-01,83.2578514655837
2003-09-01,83.4431777904932
2003-10-01,84.0918199276764
2003-11-01,84.5088041587227
2003-12-01,85.296441039588
2004-01-01,85.2501094583606
2004-02-01,85.2501094583606
2004-03-01,85.3891042020428
2004-04-01,85.296441039588
2004-05-01,86.4547305702723
2004-06-01,86.547393732727
2004-07-01,86.6863884764091
2004-08-01,86.5010621514996
2004-09-01,86.2230726641354
2004-10-01,87.0570411262281
2004-11-01,87.1497042886828
2004-12-01,87.3350306135923
2005-01-01,87.5203569385018
2005-02-01,87.1033727074555
2005-03-01,87.1497042886828
2005-04-01,87.9373411695481
2005-05-01,88.168999075685
2005-06-01,87.7520148446386
2005-07-01,87.9373411695481
2005-08-01,87.798346425866
2005-09-01,88.0300043320028
2005-10-01,88.4006569818218
2005-11-01,88.4933201442766
2005-12-01,88.8176412128681
2006-01-01,89.6052780937334
2006-02-01,89.2346254439145
2006-03-01,89.0956307002324
2006-04-01,88.7249780504134
2006-05-01,88.9103043753229
2006-06-01,89.049299119005
2006-07-01,89.2346254439145
2006-08-01,89.4662833500513
2006-09-01,89.929599162325
2006-10-01,90.3929149745987
2006-11-01,90.0222623247798
2006-12-01,90.0222623247798
2007-01-01,91.1207841156807
2007-02-01,91.8259507819613
2007-03-01,92.0914307423941
2007-04-01,92.2091129587116
2007-05-01,92.8179099360393
2007-06-01,93.1033124763998
2007-07-01,93.3122679077353
2007-08-01,93.6481718716338
2007-09-01,94.1425298433298
2007-10-01,94.6707098693218
2007-11-01,94.8615959839786
2007-12-01,95.0761112050613
2008-01-01,96.3618125841208
2008-02-01,96.5221198551675
2008-03-01,96.463742062821
2008-04-01,97.6906023337218
2008-05-01,98.1594779357428
2008-06-01,98.7654950181967
2008-07-01,99.9766025514802
2008-08-01,100.659530058772
2008-09-01,101.294272721587
2008-10-01,101.771951324041
2008-11-01,101.506008047796
2008-12-01,101.319291775449
2009-01-01,101.810869852272
2009-02-01,101.183076926641
2009-03-01,100.590496002743
2009-04-01,99.9756759198556
2009-05-01,99.6536714303254
2009-06-01,99.5313560558852
2009-07-01,99.063870401301
2009-08-01,99.0207820307596
2009-09-01,98.7914407036841
2009-10-01,98.9665740807235
2009-11-01,98.6010179048396
2009-12-01,98.8525983909042
2010-01-01,99.8000792270039
2010-02-01,99.6675709046936
2010-03-01,99.9015453898918
2010-04-01,99.954363392491
2010-05-01,99.9803090779784
2010-06-01,99.7801566470761
2010-07-01,99.7315084867874
2010-08-01,99.7898862791339
2010-09-01,100.150809296895
2010-10-01,100.399609888086
2010-11-01,100.325479358122
2010-12-01,100.51868205184
2011-01-01,101.93689175321
2011-02-01,102.504453623246
2011-03-01,103.518651936313
2011-04-01,103.890694533568
2011-05-01,104.410998190752
2011-06-01,104.518487459199
2011-07-01,105.122187962592
2011-08-01,105.800018995948
2011-09-01,106.441711395947
2011-10-01,106.653446722156
2011-11-01,106.275381019341
2011-12-01,106.55429713833
2012-01-01,107.347493808942
2012-02-01,107.109349481434
2012-03-01,107.203402591325
2012-04-01,107.355370177751
2012-05-01,107.265950225982
2012-06-01,107.264560278545
2012-07-01,107.16772727378
2012-08-01,107.353980230314
2012-09-01,107.310891859773
2012-10-01,107.700540457895
2012-11-01,107.625946612119
2012-12-01,107.906715994357
2013-01-01,108.527095866991
2013-02-01,108.431189493851
2013-03-01,108.312580645909
2013-04-01,108.453891968652
2013-05-01,108.092505635079
2013-06-01,108.183778850096
2013-07-01,108.226403904826
2013-08-01,108.415436756233
2013-09-01,108.436749283598
2013-10-01,108.609566081576
2013-11-01,108.248643063815
2013-12-01,108.324163541215
2014-01-01,109.044156313489
2014-02-01,109.395349699192
2014-03-01,109.793337981935
2014-04-01,110.316884849805
2014-05-01,110.9659903028
2014-06-01,110.800586557818
2014-07-01,111.112398099479
2014-08-01,111.530772277962
2014-09-01,111.926907297456
2014-10-01,112.17848778352
2014-11-01,111.925980665831
2014-12-01,112.334161896444
2015-01-01,112.642730227419
2015-02-01,112.542190696155
2015-03-01,111.931540455578
2015-04-01,111.800422080705
2015-05-01,111.667913758395
2015-06-01,111.887988769225
2015-07-01,112.119183359549
2015-08-01,112.468060166191
2015-09-01,112.785894813411
2015-10-01,112.94666540027
2015-11-01,112.233622365181
2015-12-01,111.832854187564
2016-01-01,112.130302939044
2016-02-01,112.151152150596
2016-03-01,111.348225847926
2016-04-01,111.490000486482
2016-05-01,110.896492930959
2016-06-01,110.468389120418
2016-07-01,110.365069694281
2016-08-01,110.309935112621
2016-09-01,110.324761218613
2016-10-01,110.33634411392
2016-11-01,109.773415402008
2016-12-01,109.557510233488
2017-01-01,109.974957780347
2017-02-01,110.231171424534
2017-03-01,110.387772169082
2017-04-01,110.647692339768
2017-05-01,110.715799764172
2017-06-01,110.408158064823
2017-07-01,110.710703290237
2017-08-01,110.659738550887
2017-09-01,110.791783557385
2017-10-01,110.984059619479
2017-11-01,110.455879593487
2017-12-01,110.537423176447
2018-01-01,111.116104625977
2018-02-01,110.820509137746
2018-03-01,110.805683031753
2018-04-01,111.255562685471
2018-05-01,110.865450771537
