"Date","USACPIFODMINMEI"
1955-01-01,13.6214848808468
1955-02-01,NA
1955-03-01,NA
1955-04-01,NA
1955-05-01,NA
1955-06-01,13.7604796245289
1955-07-01,NA
1955-08-01,NA
1955-09-01,13.7604796245289
1955-10-01,13.6214848808468
1955-11-01,NA
1955-12-01,NA
1956-01-01,NA
1956-02-01,NA
1956-03-01,NA
1956-04-01,NA
1956-05-01,NA
1956-06-01,NA
1956-07-01,14.1774638555752
1956-08-01,NA
1956-09-01,NA
1956-10-01,NA
1956-11-01,NA
1956-12-01,NA
1957-01-01,NA
1957-02-01,NA
1957-03-01,NA
1957-04-01,NA
1957-05-01,NA
1957-06-01,NA
1957-07-01,14.5017849241668
1957-08-01,NA
1957-09-01,NA
1957-10-01,NA
1957-11-01,NA
1957-12-01,NA
1958-01-01,NA
1958-02-01,NA
1958-03-01,NA
1958-04-01,NA
1958-05-01,NA
1958-06-01,NA
1958-07-01,NA
1958-08-01,NA
1958-09-01,NA
1958-10-01,NA
1958-11-01,NA
1958-12-01,NA
1959-01-01,NA
1959-02-01,14.5017849241668
1959-03-01,NA
1959-04-01,NA
1959-05-01,NA
1959-06-01,NA
1959-07-01,NA
1959-08-01,NA
1959-09-01,14.5017849241668
1959-10-01,NA
1959-11-01,NA
1959-12-01,NA
1960-01-01,14.3164585992573
1960-02-01,14.2701270180299
1960-03-01,14.3164585992573
1960-04-01,14.5481165053942
1960-05-01,14.5944480866215
1960-06-01,14.6871112490763
1960-07-01,14.7334428303036
1960-08-01,14.6407796678489
1960-09-01,14.6407796678489
1960-10-01,14.7334428303036
1960-11-01,14.779774411531
1960-12-01,14.8261059927584
1961-01-01,14.779774411531
1961-02-01,14.779774411531
1961-03-01,14.779774411531
1961-04-01,14.779774411531
1961-05-01,14.6871112490763
1961-06-01,14.6871112490763
1961-07-01,14.8261059927584
1961-08-01,14.7334428303036
1961-09-01,14.6871112490763
1961-10-01,14.6871112490763
1961-11-01,14.5481165053942
1961-12-01,14.5944480866215
1962-01-01,14.6871112490763
1962-02-01,14.779774411531
1962-03-01,14.779774411531
1962-04-01,14.779774411531
1962-05-01,14.779774411531
1962-06-01,14.779774411531
1962-07-01,14.8261059927584
1962-08-01,14.8261059927584
1962-09-01,15.0114323176679
1962-10-01,14.9187691552131
1962-11-01,14.8724375739857
1962-12-01,14.779774411531
1963-01-01,14.9651007364405
1963-02-01,15.0114323176679
1963-03-01,14.9187691552131
1963-04-01,14.8724375739857
1963-05-01,14.8724375739857
1963-06-01,15.0114323176679
1963-07-01,15.1967586425773
1963-08-01,15.15042706135
1963-09-01,15.0577638988952
1963-10-01,14.9651007364405
1963-11-01,15.0114323176679
1963-12-01,15.0114323176679
1964-01-01,15.1040954801226
1964-02-01,15.15042706135
1964-03-01,15.0577638988952
1964-04-01,15.0577638988952
1964-05-01,15.0114323176679
1964-06-01,15.15042706135
1964-07-01,15.3357533862594
1964-08-01,15.2894218050321
1964-09-01,15.2894218050321
1964-10-01,15.2894218050321
1964-11-01,15.2430902238047
1964-12-01,15.2430902238047
1965-01-01,15.1967586425773
1965-02-01,15.1967586425773
1965-03-01,15.1967586425773
1965-04-01,15.2894218050321
1965-05-01,15.3820849674868
1965-06-01,15.7527376173058
1965-07-01,15.8917323609879
1965-08-01,15.7527376173058
1965-09-01,15.660074454851
1965-10-01,15.6137428736237
1965-11-01,15.6137428736237
1965-12-01,15.7990691985331
1966-01-01,15.9380639422153
1966-02-01,16.2160534295795
1966-03-01,16.3087165920342
1966-04-01,16.3550481732616
1966-05-01,16.2160534295795
1966-06-01,16.2623850108068
1966-07-01,16.3550481732616
1966-08-01,16.5867060793984
1966-09-01,16.5403744981711
1966-10-01,16.4940429169437
1966-11-01,16.3550481732616
1966-12-01,16.3087165920342
1967-01-01,16.2623850108068
1967-02-01,16.2160534295795
1967-03-01,16.1697218483521
1967-04-01,16.0770586858974
1967-05-01,16.0770586858974
1967-06-01,16.2623850108068
1967-07-01,16.401379754489
1967-08-01,16.4940429169437
1967-09-01,16.3550481732616
1967-10-01,16.3087165920342
1967-11-01,16.2623850108068
1967-12-01,16.3550481732616
1968-01-01,16.4940429169437
1968-02-01,16.5403744981711
1968-03-01,16.6330376606258
1968-04-01,16.6793692418532
1968-05-01,16.7257008230805
1968-06-01,16.7720324043079
1968-07-01,16.91102714799
1968-08-01,16.9573587292174
1968-09-01,16.91102714799
1968-10-01,17.0036903104448
1968-11-01,16.91102714799
1968-12-01,17.0036903104448
1969-01-01,17.1426850541269
1969-02-01,17.1426850541269
1969-03-01,17.1890166353542
1969-04-01,17.281679797809
1969-05-01,17.3743429602637
1969-06-01,17.6523324476279
1969-07-01,17.8376587725374
1969-08-01,17.9303219349922
1969-09-01,17.9303219349922
1969-10-01,17.79132719131
1969-11-01,17.9303219349922
1969-12-01,18.2083114223564
1970-01-01,18.3473061660385
1970-02-01,18.4399693284932
1970-03-01,18.4399693284932
1970-04-01,18.4399693284932
1970-05-01,18.532632490948
1970-06-01,18.532632490948
1970-07-01,18.6716272346301
1970-08-01,18.6252956534027
1970-09-01,18.5789640721753
1970-10-01,18.532632490948
1970-11-01,18.3936377472659
1970-12-01,18.4399693284932
1971-01-01,18.4399693284932
1971-02-01,18.532632490948
1971-03-01,18.7179588158574
1971-04-01,18.9032851407669
1971-05-01,18.9496167219943
1971-06-01,19.0886114656764
1971-07-01,19.2276062093585
1971-08-01,19.2276062093585
1971-09-01,19.042279884449
1971-10-01,18.9959483032217
1971-11-01,18.9959483032217
1971-12-01,19.2276062093585
1972-01-01,19.2276062093585
1972-02-01,19.5982588591775
1972-03-01,19.6445904404048
1972-04-01,19.5982588591775
1972-05-01,19.5519272779501
1972-06-01,19.6909220216322
1972-07-01,19.9225799277691
1972-08-01,19.9689115089964
1972-09-01,19.9689115089964
1972-10-01,19.9689115089964
1972-11-01,20.1079062526785
1972-12-01,20.2005694151333
1973-01-01,20.7102168086344
1973-02-01,21.1735326209081
1973-03-01,21.8221747580912
1973-04-01,22.1928274079102
1973-05-01,22.3781537328197
1973-06-01,22.7488063826386
1973-07-01,22.9341327075481
1973-08-01,24.6484012129608
1973-09-01,24.2777485631418
1973-10-01,24.1850854006871
1973-11-01,24.416743306824
1973-12-01,24.6484012129608
1974-01-01,25.1117170252345
1974-02-01,25.8993539060998
1974-03-01,26.1310118122366
1974-04-01,25.9456854873272
1974-05-01,26.0846802310093
1974-06-01,26.177343393464
1974-07-01,26.1310118122366
1974-08-01,26.547996043283
1974-09-01,26.9186486931019
1974-10-01,27.1039750180114
1974-11-01,27.3819645053756
1974-12-01,27.7062855739672
1975-01-01,27.8916118988767
1975-02-01,27.9842750613314
1975-03-01,27.8916118988767
1975-04-01,27.8452803176493
1975-05-01,27.9379434801041
1975-06-01,28.4475908736051
1975-07-01,29.2815593356978
1975-08-01,29.1425645920157
1975-09-01,29.0035698483336
1975-10-01,29.188896173243
1975-11-01,29.2815593356978
1975-12-01,29.4205540793799
1976-01-01,29.4205540793799
1976-02-01,29.2352277544704
