"Date","APU0400703111"
1980-01-01,1.779
1980-02-01,1.762
1980-03-01,1.828
1980-04-01,1.782
1980-05-01,1.771
1980-06-01,1.829
1980-07-01,1.787
1980-08-01,1.851
1980-09-01,1.92
1980-10-01,1.885
1980-11-01,1.875
1980-12-01,1.902
1981-01-01,1.891
1981-02-01,1.886
1981-03-01,1.885
1981-04-01,1.834
1981-05-01,1.806
1981-06-01,1.855
1981-07-01,1.784
1981-08-01,1.876
1981-09-01,1.833
1981-10-01,1.788
1981-11-01,1.82
1981-12-01,1.865
1982-01-01,NA
1982-02-01,NA
1982-03-01,1.7
1982-04-01,1.72
1982-05-01,1.749
1982-06-01,1.753
1982-07-01,1.71
1982-08-01,1.699
1982-09-01,1.718
1982-10-01,1.72
1982-11-01,1.686
1982-12-01,1.759
1983-01-01,1.741
1983-02-01,1.81
1983-03-01,1.747
1983-04-01,1.762
1983-05-01,1.793
1983-06-01,1.815
1983-07-01,NA
1983-08-01,NA
1983-09-01,NA
1983-10-01,1.704
1983-11-01,1.677
1983-12-01,1.699
1984-01-01,1.786
1984-02-01,1.798
1984-03-01,1.808
1984-04-01,NA
1984-05-01,1.807
1984-06-01,1.754
1984-07-01,1.746
1984-08-01,1.757
1984-09-01,1.736
1984-10-01,1.736
1984-11-01,1.671
1984-12-01,1.737
1985-01-01,1.721
1985-02-01,1.803
1985-03-01,1.871
1985-04-01,1.856
1985-05-01,1.907
1985-06-01,1.854
1985-07-01,1.821
1985-08-01,1.733
1985-09-01,1.787
1985-10-01,1.801
1985-11-01,1.842
1985-12-01,1.911
1986-01-01,1.77
1986-02-01,NA
1986-03-01,NA
1986-04-01,NA
1986-05-01,NA
1986-06-01,NA
1986-07-01,NA
1986-08-01,NA
1986-09-01,NA
1986-10-01,NA
1986-11-01,NA
1986-12-01,NA
1987-01-01,1.752
1987-02-01,1.643
1987-03-01,1.776
1987-04-01,1.771
1987-05-01,1.83
1987-06-01,1.682
1987-07-01,1.857
1987-08-01,1.811
1987-09-01,1.75
1987-10-01,1.837
1987-11-01,1.913
1987-12-01,1.864
1988-01-01,1.834
1988-02-01,1.867
