"Date","STICKCPIM158SFRBATL"
1975-10-01,7.846308414
1975-11-01,9.670130939
1975-12-01,7.723299227
1976-01-01,9.342523911
1976-02-01,5.927932251
1976-03-01,6.258836025
1976-04-01,3.263829879
1976-05-01,4.803623318
1976-06-01,6.786914382
1976-07-01,8.348286729
1976-08-01,6.855882531
1976-09-01,6.914301527
1976-10-01,5.228964653
1976-11-01,6.221289428
1976-12-01,3.612136464
1977-01-01,7.37681623
1977-02-01,5.911993726
1977-03-01,6.980153634
1977-04-01,9.109365494
1977-05-01,7.17652651
1977-06-01,8.896902404
1977-07-01,7.939068078
1977-08-01,6.46187421
1977-09-01,7.184326911
1977-10-01,6.112270329
1977-11-01,7.121554837
1977-12-01,7.265430751
1978-01-01,7.910113041
1978-02-01,6.610409476
1978-03-01,8.282953832
1978-04-01,8.692849115
1978-05-01,9.73022005
1978-06-01,9.824725455
1978-07-01,10.702740548
1978-08-01,9.89692918
1978-09-01,11.864950357
1978-10-01,11.25578814
1978-11-01,9.167222192
1978-12-01,5.908578614
1979-01-01,8.477380115
1979-02-01,12.288990964
1979-03-01,9.764458206
1979-04-01,11.513169147
1979-05-01,11.880112105
1979-06-01,11.598862866
1979-07-01,13.175498578
1979-08-01,14.292687984
1979-09-01,12.152945975
1979-10-01,14.754557232
1979-11-01,16.504711009
1979-12-01,14.650593152
1980-01-01,16.400259801
1980-02-01,13.032024621
1980-03-01,17.390252871
1980-04-01,15.823809829
1980-05-01,15.176605372
1980-06-01,18.880018312
1980-07-01,-3.202566477
1980-08-01,5.304181541
1980-09-01,10.610833279
1980-10-01,14.240887007
1980-11-01,14.208759523
1980-12-01,12.685582296
1981-01-01,9.143165993
1981-02-01,5.465094576
1981-03-01,6.831783659
1981-04-01,8.983218445
1981-05-01,13.744043313
1981-06-01,13.933508114
1981-07-01,18.170316133
1981-08-01,11.131069291
1981-09-01,14.674943481
1981-10-01,3.695349235
1981-11-01,5.743761458
1981-12-01,4.711459125
1982-01-01,4.58673019
1982-02-01,5.138970424
1982-03-01,0.269732891
1982-04-01,10.708273018
1982-05-01,13.266397935
1982-06-01,11.912569896
1982-07-01,6.913791191
1982-08-01,4.901002342
1982-09-01,-0.151454763
1982-10-01,3.533568423
1982-11-01,-1.46463504
1982-12-01,-3.320836173
1983-01-01,6.316194166
1983-02-01,4.33755604
1983-03-01,2.797029147
1983-04-01,6.439635703
1983-05-01,2.773401585
1983-06-01,3.536789382
1983-07-01,3.956048381
1983-08-01,3.941873985
1983-09-01,4.164890636
1983-10-01,5.386750396
1983-11-01,5.374537544
1983-12-01,3.581520652
1984-01-01,6.907922484
1984-02-01,4.887963535
1984-03-01,4.033790378
1984-04-01,6.034371906
1984-05-01,3.746721201
1984-06-01,4.404074052
1984-07-01,5.473788778
1984-08-01,5.37567064
1984-09-01,4.686427348
1984-10-01,4.798612484
1984-11-01,3.965125899
1984-12-01,4.85587434
1985-01-01,2.906001824
1985-02-01,6.600357012
1985-03-01,4.94401586
1985-04-01,3.892401823
1985-05-01,6.695317462
1985-06-01,4.863269099
1985-07-01,3.94697159
1985-08-01,5.41357286
1985-09-01,3.613376146
1985-10-01,6.26797082
1985-11-01,6.695572152
1985-12-01,3.243316573
1986-01-01,6.004872865
1986-02-01,4.454893528
1986-03-01,6.019304932
1986-04-01,5.5113452
1986-05-01,3.195754908
1986-06-01,4.914795004
1986-07-01,3.394164212
1986-08-01,3.695473294
1986-09-01,4.79310082
1986-10-01,5.08696685
1986-11-01,3.661982365
1986-12-01,4.043994082
1987-01-01,4.484496642
1987-02-01,3.912411831
1987-03-01,4.046731817
1987-04-01,6.193264257
1987-05-01,3.666323223
1987-06-01,2.23660531
1987-07-01,3.514120737
1987-08-01,5.025070646
1987-09-01,4.996707494
1987-10-01,5.720650265
1987-11-01,3.242575198
1987-12-01,3.804946129
1988-01-01,5.025823746
1988-02-01,4.176974913
1988-03-01,4.946775297
1988-04-01,5.838527852
1988-05-01,4.181086351
1988-06-01,4.910782422
1988-07-01,3.985895008
1988-08-01,4.800115711
1988-09-01,5.458542857
1988-10-01,4.549850557
1988-11-01,4.635004264
1988-12-01,4.401951865
1989-01-01,4.811390544
1989-02-01,4.599359517
1989-03-01,4.489618636
1989-04-01,4.36712867
1989-05-01,5.838275038
1989-06-01,4.773311128
1989-07-01,5.567576708
1989-08-01,4.340051324
1989-09-01,3.712718788
1989-10-01,5.998670162
1989-11-01,4.686051913
1989-12-01,4.739751635
1990-01-01,5.50390856
1990-02-01,4.861639704
1990-03-01,7.688874572
1990-04-01,5.311353616
1990-05-01,4.697440654
1990-06-01,6.966367559
1990-07-01,6.962793657
1990-08-01,7.794492622
1990-09-01,4.380232923
1990-10-01,4.630501155
1990-11-01,3.385132404
1990-12-01,4.375490257
1991-01-01,8.329173764
1991-02-01,5.750455728
1991-03-01,3.047886287
1991-04-01,3.159078205
1991-05-01,3.911168871
1991-06-01,3.76372624
1991-07-01,4.59260703
1991-08-01,4.236667658
1991-09-01,4.895736491
1991-10-01,2.710173134
1991-11-01,3.779740619
1991-12-01,4.223330652
1992-01-01,3.824816495
1992-02-01,2.879641666
1992-03-01,4.262722959
1992-04-01,3.759257515
1992-05-01,2.23293163
1992-06-01,2.983023715
1992-07-01,3.26790827
1992-08-01,2.576453085
1992-09-01,1.859827705
1992-10-01,5.765361348
1992-11-01,3.821090536
1992-12-01,2.432587618
1993-01-01,4.45102196
1993-02-01,3.152904851
1993-03-01,1.762357136
1993-04-01,4.636255159
1993-05-01,3.525392555
1993-06-01,3.39762866
1993-07-01,1.774551523
1993-08-01,3.526135791
1993-09-01,3.151917146
1993-10-01,3.439210329
1993-11-01,3.908931576
1993-12-01,3.71023726
1994-01-01,2.463628237
1994-02-01,3.436487251
1994-03-01,3.41656127
1994-04-01,2.318192158
1994-05-01,2.202934446
1994-06-01,3.014587135
1994-07-01,2.104918318
1994-08-01,4.313354626
1994-09-01,2.653740514
1994-10-01,2.475776913
1994-11-01,3.732200673
1994-12-01,1.3291085
1995-01-01,5.09261827
1995-02-01,3.351486003
1995-03-01,4.222458192
1995-04-01,3.779244015
1995-05-01,2.798259885
1995-06-01,2.776231708
1995-07-01,2.828047878
1995-08-01,2.915980881
1995-09-01,3.750941192
1995-10-01,3.835746683
1995-11-01,2.646242894
1995-12-01,1.269244338
1996-01-01,4.006543519
1996-02-01,3.368679049
1996-03-01,2.710788025
1996-04-01,2.536417316
1996-05-01,3.327617991
1996-06-01,2.891589195
1996-07-01,3.386369595
1996-08-01,2.745596355
1996-09-01,3.778126664
1996-10-01,2.797398367
1996-11-01,3.194272789
1996-12-01,2.210402378
1997-01-01,2.504865472
1997-02-01,2.13525617
1997-03-01,3.26790827
1997-04-01,2.96391736
1997-05-01,2.672425292
1997-06-01,2.386472029
1997-07-01,2.580138078
1997-08-01,1.70018659
1997-09-01,2.534084384
1997-10-01,3.326134137
1997-11-01,2.361950215
1997-12-01,3.021246176
1998-01-01,2.96699881
1998-02-01,2.327383604
1998-03-01,2.997078205
1998-04-01,2.670458327
1998-05-01,2.48989067
1998-06-01,2.195344601
1998-07-01,2.494063774
1998-08-01,2.058326662
1998-09-01,2.273838753
1998-10-01,2.574487805
1998-11-01,2.186653639
1998-12-01,2.109321687
1999-01-01,2.5313637
1999-02-01,1.6405347
1999-03-01,2.162756
1999-04-01,2.5738905
1999-05-01,1.5757749
1999-06-01,1.2173937
1999-07-01,3.0494186
1999-08-01,1.9410034
1999-09-01,1.7506929
1999-10-01,2.4264946
1999-11-01,3.2948634
1999-12-01,2.2704983
2000-01-01,4.3425502
2000-02-01,2.1365707
2000-03-01,3.2935175
2000-04-01,1.6760637
2000-05-01,3.2116702
2000-06-01,2.9666294
2000-07-01,3.1759077
2000-08-01,3.6242695
2000-09-01,2.118768
2000-10-01,2.660492
2000-11-01,2.6110408
2000-12-01,3.3781053
2001-01-01,3.4411031
2001-02-01,3.1929695
2001-03-01,3.1721292
2001-04-01,3.206029
2001-05-01,3.1717233
2001-06-01,4.4667662
2001-07-01,3.2226042
2001-08-01,4.2105991
2001-09-01,3.5580743
2001-10-01,3.7920993
2001-11-01,3.93961
2001-12-01,2.8030625
2002-01-01,3.2521086
2002-02-01,3.0228547
2002-03-01,2.2665678
2002-04-01,2.987638
2002-05-01,3.0092049
2002-06-01,2.198118
2002-07-01,3.3045995
2002-08-01,2.7586057
2002-09-01,2.1973307
2002-10-01,2.7935023
2002-11-01,2.6932828
2002-12-01,2.5269191
2003-01-01,2.7204919
2003-02-01,2.1684184
2003-03-01,1.6281732
2003-04-01,1.1466175
2003-05-01,1.8016648
2003-06-01,1.2582443
2003-07-01,2.9900469
2003-08-01,1.9443545
2003-09-01,2.3605995
2003-10-01,2.5589173
2003-11-01,1.5444361
2003-12-01,2.068825
2004-01-01,2.976029
2004-02-01,2.9881911
2004-03-01,2.5966565
2004-04-01,2.7199045
2004-05-01,1.6106278
2004-06-01,2.7363287
2004-07-01,1.9544474
2004-08-01,2.0952732
2004-09-01,2.3512138
2004-10-01,2.5058515
2004-11-01,2.051557
2004-12-01,2.0609843
2005-01-01,3.1249254
2005-02-01,2.6848808
2005-03-01,2.1117015
2005-04-01,2.5669539
2005-05-01,2.8543974
2005-06-01,1.174353
2005-07-01,2.8164954
2005-08-01,1.6745087
2005-09-01,3.0268988
2005-10-01,2.4507886
2005-11-01,3.3061958
2005-12-01,2.4313529
2006-01-01,2.8693869
2006-02-01,3.2431617
2006-03-01,3.0517382
2006-04-01,3.6231649
2006-05-01,4.1781986
2006-06-01,3.8262997
2006-07-01,3.4825849
2006-08-01,2.9831993
2006-09-01,2.7776023
2006-10-01,3.312167
2006-11-01,1.7686675
2006-12-01,2.2850393
2007-01-01,3.3185403
2007-02-01,3.4565891
2007-03-01,2.442404
2007-04-01,2.2715109
2007-05-01,2.0505054
2007-06-01,2.2819473
2007-07-01,2.7481967
2007-08-01,2.5001655
2007-09-01,3.3263436
2007-10-01,3.4457604
2007-11-01,3.4709864
2007-12-01,2.7912479
2008-01-01,3.5702849
2008-02-01,2.1039624
2008-03-01,3.3825211
2008-04-01,2.6525375
2008-05-01,2.9306077
2008-06-01,3.962329
2008-07-01,3.7604033
2008-08-01,3.1739146
2008-09-01,3.3670959
2008-10-01,2.1739793
2008-11-01,2.086231
2008-12-01,1.3441634
2009-01-01,2.5199012
2009-02-01,1.9929841
2009-03-01,2.0339574
2009-04-01,1.761651
2009-05-01,1.6040308
2009-06-01,1.3545168
2009-07-01,1.3202837
2009-08-01,1.2885595
2009-09-01,1.2268519
2009-10-01,0.71075285
2009-11-01,0.28751354
2009-12-01,0.49576157
2010-01-01,0.61277018
2010-02-01,0.41569656
2010-03-01,0.53431724
2010-04-01,0.95770914
2010-05-01,0.85288603
2010-06-01,1.2101244
2010-07-01,0.85893637
2010-08-01,0.84728726
2010-09-01,1.0535847
2010-10-01,0.77402479
2010-11-01,1.7634394
2010-12-01,0.64270166
2011-01-01,2.1433558
2011-02-01,2.3702002
2011-03-01,1.5421171
2011-04-01,1.54326
2011-05-01,1.45772
2011-06-01,1.7834837
2011-07-01,2.3547445
2011-08-01,3.508972
2011-09-01,1.7154998
2011-10-01,2.0791609
2011-11-01,1.8973604
2011-12-01,2.9832744
2012-01-01,3.1708793
2012-02-01,1.2750001
2012-03-01,2.5602175
2012-04-01,2.1594051
2012-05-01,1.4359614
2012-06-01,2.3641106
2012-07-01,2.5940589
2012-08-01,2.3660137
2012-09-01,2.2485417
2012-10-01,1.8151444
2012-11-01,1.6790079
2012-12-01,2.0287497
2013-01-01,2.3970534
2013-02-01,2.0871331
2013-03-01,2.106121
2013-04-01,0.48620106
2013-05-01,1.0354519
2013-06-01,1.9033173
2013-07-01,2.5096064
2013-08-01,2.7855353
2013-09-01,1.8315836
2013-10-01,1.6506271
2013-11-01,2.067188
2013-12-01,1.7845768
2014-01-01,1.7513937
2014-02-01,1.8293614
2014-03-01,2.5348806
2014-04-01,2.6045611
2014-05-01,2.1760612
2014-06-01,2.0895383
2014-07-01,2.1450171
2014-08-01,1.4320686
2014-09-01,1.9590786
2014-10-01,2.2747989
2014-11-01,2.244204
2014-12-01,1.4671082
2015-01-01,1.9613709
2015-02-01,1.8138734
2015-03-01,2.5947771
2015-04-01,3.263953
2015-05-01,2.3066558
2015-06-01,2.5756233
2015-07-01,2.1855338
2015-08-01,1.7373864
2015-09-01,3.2578408
2015-10-01,3.0672601
2015-11-01,2.5907872
2015-12-01,1.782602
2016-01-01,2.4867325
2016-02-01,2.5543329
2016-03-01,2.4960089
2016-04-01,3.3537294
2016-05-01,2.6199585
2016-06-01,2.5555599
2016-07-01,2.4275153
2016-08-01,3.3262344
2016-09-01,1.9466819
2016-10-01,1.6370633
2016-11-01,2.6878879
2016-12-01,2.609863
2017-01-01,3.231335
2017-02-01,2.707037
2017-03-01,0.0977373
2017-04-01,1.168073
2017-05-01,1.488438
2017-06-01,2.224052
2017-07-01,2.49875
2017-08-01,2.810081
2017-09-01,2.279997
2017-10-01,2.546467
2017-11-01,1.971894
2017-12-01,2.797983
2018-01-01,3.627949
2018-02-01,2.406381
2018-03-01,2.596553
2018-04-01,2.530939
2018-05-01,2.206806
2018-06-01,2.504411
2018-07-01,2.053766
2018-08-01,1.717522
2018-09-01,2.560093
2018-10-01,2.020341
2018-11-01,2.753624
2018-12-01,2.83939
2019-01-01,2.752686
2019-02-01,2.420542
2019-03-01,2.881355
2019-04-01,2.644585
2019-05-01,2.032583
2019-06-01,2.887646
2019-07-01,2.630884
2019-08-01,3.585469
2019-09-01,2.268577
2019-10-01,3.441552
2019-11-01,2.921079
2019-12-01,2.497578
2020-01-01,3.381675
2020-02-01,2.471723
2020-03-01,1.15397
2020-04-01,-1.927667
2020-05-01,0.7280737
2020-06-01,2.789758
2020-07-01,6.01127
2020-08-01,3.029807
2020-09-01,0.3317826
2020-10-01,1.057373
2020-11-01,2.514937
2020-12-01,1.671074
2021-01-01,1.127378
2021-02-01,2.328596
2021-03-01,3.0621
2021-04-01,4.181406
2021-05-01,4.771491
2021-06-01,2.678011
2021-07-01,3.427678
2021-08-01,3.504994
2021-09-01,3.542058
2021-10-01,5.880283
2021-11-01,4.915395
2021-12-01,4.85689
2022-01-01,6.987323
2022-02-01,6.337591
2022-03-01,5.997262
2022-04-01,6.268226
2022-05-01,7.879935
2022-06-01,7.591799
2022-07-01,5.496955
2022-08-01,7.910135
2022-09-01,8.235652
2022-10-01,5.760393
2022-11-01,6.030972
2022-12-01,6.286058
2023-01-01,6.253373623
2023-02-01,6.814134121
2023-03-01,4.69798708
2023-04-01,4.686515808
2023-05-01,4.110977173
2023-06-01,2.931061029
2023-07-01,3.126574755
2023-08-01,4.729459286
2023-09-01,5.473301411
2023-10-01,4.311795712
2023-11-01,3.625787258
