"Date","CPGRLE01USM659N"
1960-01-01,2.00668896321071
1960-02-01,2.34113712374583
1960-03-01,2.00000000000001
1960-04-01,2.00000000000001
1960-05-01,1.66112956810632
1960-06-01,1.66112956810632
1960-07-01,1.32450331125828
1960-08-01,1.32450331125828
1960-09-01,0.990099009901006
1960-10-01,0.983606557377042
1960-11-01,0.983606557377042
1960-12-01,0.983606557377042
1961-01-01,0.983606557377042
1961-02-01,0.653594771241826
1961-03-01,0.653594771241826
1961-04-01,0.980392156862738
1961-05-01,0.980392156862738
1961-06-01,0.980392156862738
1961-07-01,1.30718954248365
1961-08-01,1.30718954248365
1961-09-01,1.63398692810456
1961-10-01,1.29870129870129
1961-11-01,1.29870129870129
1961-12-01,1.29870129870129
1962-01-01,1.29870129870129
1962-02-01,1.29870129870129
1962-03-01,1.62337662337663
1962-04-01,1.29449838187704
1962-05-01,1.61812297734629
1962-06-01,1.61812297734629
1962-07-01,1.29032258064517
1962-08-01,1.29032258064517
1962-09-01,1.28617363344053
1962-10-01,1.28205128205129
1962-11-01,1.28205128205129
1962-12-01,1.28205128205129
1963-01-01,0.961538461538476
1963-02-01,0.961538461538476
1963-03-01,0.958466453674115
1963-04-01,1.27795527156549
1963-05-01,0.955414012738847
1963-06-01,1.27388535031846
1963-07-01,1.27388535031846
1963-08-01,1.59235668789808
1963-09-01,1.26984126984126
1963-10-01,1.26582278481012
1963-11-01,1.58227848101267
1963-12-01,1.58227848101267
1964-01-01,1.90476190476191
1964-02-01,1.90476190476191
1964-03-01,1.8987341772152
1964-04-01,1.57728706624607
1964-05-01,1.57728706624607
1964-06-01,1.57232704402517
1964-07-01,1.57232704402517
1964-08-01,0.940438871473369
1964-09-01,1.25391849529782
1964-10-01,1.25000000000001
1964-11-01,1.24610591900311
1964-12-01,1.24610591900311
1965-01-01,1.55763239875388
1965-02-01,1.55763239875388
1965-03-01,1.24223602484471
1965-04-01,1.55279503105589
1965-05-01,1.55279503105589
1965-06-01,1.23839009287925
1965-07-01,1.23839009287925
1965-08-01,1.55279503105589
1965-09-01,1.54798761609906
1965-10-01,1.5432098765432
1965-11-01,1.23076923076922
1965-12-01,1.53846153846155
1966-01-01,0.920245398773
1966-02-01,1.22699386503069
1966-03-01,1.53374233128835
1966-04-01,1.83486238532111
1966-05-01,2.14067278287462
1966-06-01,2.44648318042814
1966-07-01,2.75229357798165
1966-08-01,3.05810397553517
1966-09-01,3.0487804878049
1966-10-01,3.34346504559272
1966-11-01,3.64741641337388
1966-12-01,3.33333333333333
1967-01-01,3.64741641337388
1967-02-01,3.63636363636363
1967-03-01,3.62537764350453
1967-04-01,3.30330330330328
1967-05-01,3.29341317365269
1967-06-01,3.28358208955224
1967-07-01,3.27380952380952
1967-08-01,3.26409495548961
1967-09-01,3.55029585798814
1967-10-01,3.52941176470586
1967-11-01,3.51906158357769
1967-12-01,3.81231671554251
1968-01-01,4.10557184750732
1968-02-01,4.09356725146198
1968-03-01,4.37317784256559
1968-04-01,4.36046511627908
1968-05-01,4.34782608695651
1968-06-01,4.62427745664741
1968-07-01,4.89913544668588
1968-08-01,4.88505747126437
1968-09-01,4.85714285714286
1968-10-01,4.82954545454546
1968-11-01,5.09915014164308
1968-12-01,5.08474576271187
1969-01-01,5.07042253521127
1969-02-01,5.33707865168539
1969-03-01,5.58659217877095
1969-04-01,6.12813370473539
1969-05-01,6.11111111111112
1969-06-01,5.80110497237569
1969-07-01,5.76923076923076
1969-08-01,5.75342465753424
1969-09-01,5.99455040871936
1969-10-01,5.96205962059622
1969-11-01,5.9299191374663
1969-12-01,6.18279569892472
1970-01-01,6.1662198391421
1970-02-01,6.13333333333334
1970-03-01,6.0846560846561
1970-04-01,5.77427821522309
1970-05-01,6.02094240837697
1970-06-01,6.52741514360312
1970-07-01,6.23376623376622
1970-08-01,6.21761658031087
1970-09-01,6.16966580976863
1970-10-01,6.39386189258311
1970-11-01,6.61577608142492
1970-12-01,6.58227848101266
1971-01-01,6.3131313131313
1971-02-01,5.7788944723618
1971-03-01,5.23690773067331
1971-04-01,4.96277915632754
1971-05-01,5.18518518518516
1971-06-01,4.90196078431372
1971-07-01,4.88997555012226
1971-08-01,4.63414634146343
1971-09-01,4.35835351089589
1971-10-01,3.84615384615385
1971-11-01,3.34128878281624
1971-12-01,3.08788598574821
1972-01-01,3.08788598574821
1972-02-01,3.32541567695961
1972-03-01,3.31753554502369
1972-04-01,3.30969267139479
1972-05-01,3.05164319248827
1972-06-01,2.80373831775702
1972-07-01,2.79720279720279
1972-08-01,3.26340326340326
1972-09-01,2.78422273781902
1972-10-01,3.00925925925925
1972-11-01,3.00230946882218
1972-12-01,2.99539170506913
1973-01-01,2.76497695852536
1973-02-01,2.75862068965518
1973-03-01,2.9816513761468
1973-04-01,3.20366132723113
1973-05-01,3.18906605922551
1973-06-01,3.18181818181817
1973-07-01,3.17460317460318
1973-08-01,3.16027088036118
1973-09-01,3.83747178329572
1973-10-01,4.26966292134833
1973-11-01,4.48430493273542
1973-12-01,4.6979865771812
1974-01-01,4.93273542600896
1974-02-01,5.36912751677852
1974-03-01,5.79064587973273
1974-04-01,6.20842572062084
1974-05-01,6.84326710816777
1974-06-01,7.92951541850221
1974-07-01,8.79120879120877
1974-08-01,9.62800875273522
1974-09-01,10.2173913043478
1974-10-01,10.5603448275862
1974-11-01,11.1587982832618
1974-12-01,11.1111111111111
1975-01-01,11.5384615384615
1975-02-01,11.6772823779193
1975-03-01,11.3684210526316
1975-04-01,11.2734864300626
1975-05-01,10.5371900826446
1975-06-01,9.59183673469388
1975-07-01,9.09090909090911
1975-08-01,8.18363273453095
1975-09-01,7.69230769230769
1975-10-01,7.01754385964913
1975-11-01,6.75675675675676
1975-12-01,6.73076923076925
1976-01-01,6.70498084291188
1976-02-01,6.4638783269962
1976-03-01,6.61625708884687
1976-04-01,6.37898686679172
1976-05-01,6.54205607476635
1976-06-01,6.51769087523277
1976-07-01,6.66666666666664
1976-08-01,6.82656826568265
1976-09-01,6.77655677655677
1976-10-01,6.73952641165754
1976-11-01,6.50994575045207
1976-12-01,6.12612612612611
1977-01-01,6.28366247755833
1977-02-01,6.24999999999999
1977-03-01,6.20567375886525
1977-04-01,6.34920634920635
1977-05-01,6.3157894736842
1977-06-01,6.64335664335666
1977-07-01,6.25000000000002
1977-08-01,6.21761658031087
1977-09-01,6.17495711835336
1977-10-01,5.9726962457338
1977-11-01,5.94227504244481
1977-12-01,6.45161290322581
1978-01-01,6.41891891891893
1978-02-01,6.21848739495798
1978-03-01,6.34390651085143
1978-04-01,6.46766169154231
1978-05-01,6.76567656765678
1978-06-01,7.04918032786886
1978-07-01,7.35294117647059
1978-08-01,7.47967479674798
1978-09-01,7.91599353796446
1978-10-01,8.37359098228664
1978-11-01,8.65384615384618
1978-12-01,8.45295055821373
1979-01-01,8.57142857142858
1979-02-01,9.17721518987342
1979-03-01,9.26216640502353
1979-04-01,9.34579439252334
1979-05-01,9.42812982998455
1979-06-01,9.34150076569677
1979-07-01,9.5890410958904
1979-08-01,9.98487140695914
1979-09-01,9.88023952095808
1979-10-01,10.1040118870728
1979-11-01,10.6194690265487
1979-12-01,11.3235294117647
1980-01-01,11.9883040935672
1980-02-01,12.0289855072464
1980-03-01,12.5
1980-04-01,12.962962962963
1980-05-01,13.2768361581921
1980-06-01,13.5854341736695
1980-07-01,12.3611111111111
1980-08-01,11.8294360385144
1980-09-01,11.9891008174387
1980-10-01,12.280701754386
1980-11-01,12.1333333333333
1980-12-01,12.1532364597094
1981-01-01,11.3577023498694
1981-02-01,10.8667529107374
1981-03-01,9.96168582375479
1981-04-01,9.4577553593947
1981-05-01,9.47630922693267
1981-06-01,9.3711467324291
1981-07-01,11.1248454882571
1981-08-01,11.5621156211562
1981-09-01,11.8004866180049
1981-10-01,10.9375
1981-11-01,10.2259215219976
1981-12-01,9.54063604240283
1982-01-01,9.26143024618992
1982-02-01,9.1015169194866
1982-03-01,8.82694541231128
1982-04-01,8.87096774193548
1982-05-01,8.65603644646923
1982-06-01,8.56820744081171
1982-07-01,7.56395995550612
1982-08-01,7.05622932745314
1982-09-01,5.87595212187159
1982-10-01,5.85048754062837
1982-11-01,5.28586839266451
1982-12-01,4.51612903225805
1983-01-01,4.72103004291845
1983-02-01,4.70588235294116
1983-03-01,4.69583778014939
1983-04-01,4.33862433862434
1983-05-01,3.56394129979036
1983-06-01,2.90758047767394
1983-07-01,2.99896587383661
1983-08-01,2.98661174047374
1983-09-01,3.49434737923946
1983-10-01,3.6847492323439
1983-11-01,4.30327868852459
1983-12-01,4.83539094650206
1984-01-01,4.81557377049179
1984-02-01,4.80081716036774
1984-03-01,4.99490316004079
1984-04-01,4.96957403651116
1984-05-01,5.16194331983805
1984-06-01,5.146316851665
1984-07-01,5.02008032128515
1984-08-01,5.1
1984-09-01,5.06454816285999
1984-10-01,4.93583415597237
1984-11-01,4.61689587426326
1984-12-01,4.71050049067714
1985-01-01,4.49657869012709
1985-02-01,4.67836257309941
