"Date","CUUR0100SAF11"
1977-12-01,68.4
1978-01-01,69.7
1978-02-01,70.8
1978-03-01,71.6
1978-04-01,72.7
1978-05-01,73.8
1978-06-01,75.6
1978-07-01,76
1978-08-01,75.6
1978-09-01,75.2
1978-10-01,75.7
1978-11-01,76
1978-12-01,76.4
1979-01-01,78.2
1979-02-01,79.9
1979-03-01,80.6
1979-04-01,81
1979-05-01,81.8
1979-06-01,82.1
1979-07-01,83.1
1979-08-01,82.2
1979-09-01,82.2
1979-10-01,82.5
1979-11-01,82.6
1979-12-01,83.4
1980-01-01,84.6
1980-02-01,84.7
1980-03-01,85.5
1980-04-01,86.2
1980-05-01,86.6
1980-06-01,87.5
1980-07-01,88.7
1980-08-01,89.9
1980-09-01,90.7
1980-10-01,90.9
1980-11-01,91.8
1980-12-01,92.2
1981-01-01,93
1981-02-01,93.5
1981-03-01,94.1
1981-04-01,94.2
1981-05-01,94
1981-06-01,94.4
1981-07-01,95.5
1981-08-01,95.5
1981-09-01,95.9
1981-10-01,95.3
1981-11-01,94.8
1981-12-01,95
1982-01-01,96.8
1982-02-01,97.7
1982-03-01,97.6
1982-04-01,97.9
1982-05-01,98.3
1982-06-01,99.6
1982-07-01,99.6
1982-08-01,98.5
1982-09-01,98.5
1982-10-01,98.1
1982-11-01,97.2
1982-12-01,97.4
1983-01-01,97.9
1983-02-01,98.5
1983-03-01,99.2
1983-04-01,99.5
1983-05-01,99.5
1983-06-01,99.5
1983-07-01,99.6
1983-08-01,99.6
1983-09-01,99.5
1983-10-01,99.2
1983-11-01,99
1983-12-01,99.6
1984-01-01,101.8
1984-02-01,103.1
1984-03-01,103
1984-04-01,102.9
1984-05-01,102.1
1984-06-01,102.6
1984-07-01,102.7
1984-08-01,103.4
1984-09-01,102.9
1984-10-01,102.9
1984-11-01,102.2
1984-12-01,102.4
1985-01-01,104
1985-02-01,105.1
1985-03-01,105.5
1985-04-01,105
1985-05-01,104.4
1985-06-01,104.8
1985-07-01,104.9
1985-08-01,104.7
1985-09-01,104.5
1985-10-01,104.4
1985-11-01,104.6
1985-12-01,105.3
1986-01-01,107
1986-02-01,106.6
1986-03-01,106.5
1986-04-01,106.9
1986-05-01,106.9
1986-06-01,106.6
1986-07-01,108.4
1986-08-01,109.3
1986-09-01,109.2
1986-10-01,109.6
1986-11-01,109.4
1986-12-01,109.7
1987-01-01,111.8
1987-02-01,112.3
1987-03-01,112.4
1987-04-01,112.9
1987-05-01,113.9
1987-06-01,114.8
1987-07-01,114.2
1987-08-01,114.3
1987-09-01,114.1
1987-10-01,114.3
1987-11-01,113.8
1987-12-01,115
1988-01-01,116.3
1988-02-01,116.4
1988-03-01,115.5
1988-04-01,117.3
1988-05-01,117.4
1988-06-01,118.7
1988-07-01,120
1988-08-01,121
1988-09-01,121.8
1988-10-01,121
1988-11-01,120.9
1988-12-01,121.4
1989-01-01,123.9
1989-02-01,124.4
1989-03-01,125.3
1989-04-01,126.1
1989-05-01,127.2
1989-06-01,127.8
1989-07-01,128.5
1989-08-01,128.5
1989-09-01,128.2
1989-10-01,128.1
1989-11-01,129
1989-12-01,129.2
1990-01-01,133.8
1990-02-01,135.3
1990-03-01,135
1990-04-01,134.4
1990-05-01,134.5
1990-06-01,135.4
1990-07-01,136.4
1990-08-01,136.5
1990-09-01,136.1
1990-10-01,136.3
1990-11-01,136.5
1990-12-01,136.7
1991-01-01,139.2
1991-02-01,139.1
1991-03-01,139.5
1991-04-01,141
1991-05-01,140.8
1991-06-01,141.5
1991-07-01,139.7
1991-08-01,138.5
1991-09-01,138.1
1991-10-01,137.4
1991-11-01,138.1
1991-12-01,138.7
1992-01-01,140.2
1992-02-01,140.7
1992-03-01,141.7
1992-04-01,141.8
1992-05-01,141
1992-06-01,141.2
1992-07-01,140.6
1992-08-01,141.6
1992-09-01,142
1992-10-01,142.3
1992-11-01,141.9
1992-12-01,142.7
1993-01-01,144.7
1993-02-01,144.4
1993-03-01,144.8
1993-04-01,145.8
1993-05-01,145.9
1993-06-01,144.4
1993-07-01,144.3
1993-08-01,145.1
1993-09-01,145.2
1993-10-01,145.6
1993-11-01,146.3
1993-12-01,147.3
1994-01-01,148.8
1994-02-01,147.4
1994-03-01,147.3
1994-04-01,147.8
1994-05-01,147.8
1994-06-01,148.4
1994-07-01,149.5
1994-08-01,150.5
1994-09-01,150.6
1994-10-01,150.5
1994-11-01,150.3
1994-12-01,152.1
1995-01-01,153.6
1995-02-01,152.8
1995-03-01,152.4
1995-04-01,154.2
1995-05-01,153.6
1995-06-01,153.4
1995-07-01,153.6
1995-08-01,154.3
1995-09-01,154.8
1995-10-01,154.7
1995-11-01,154.6
1995-12-01,155
1996-01-01,156.7
1996-02-01,156.8
1996-03-01,157
1996-04-01,157.8
1996-05-01,157.4
1996-06-01,157.9
1996-07-01,158.2
1996-08-01,157.9
1996-09-01,159.3
1996-10-01,159.6
1996-11-01,160.9
1996-12-01,161.3
1997-01-01,160.9
1997-02-01,161
1997-03-01,161.4
1997-04-01,161.1
1997-05-01,161.3
1997-06-01,160.9
1997-07-01,161.4
1997-08-01,161.4
1997-09-01,161.5
1997-10-01,161.1
1997-11-01,161.8
1997-12-01,161.1
1998-01-01,163.3
1998-02-01,161.8
1998-03-01,161.8
1998-04-01,162.2
1998-05-01,162.8
1998-06-01,163.1
1998-07-01,163.5
1998-08-01,163.8
1998-09-01,163.5
1998-10-01,165.6
1998-11-01,165.5
1998-12-01,165.7
1999-01-01,166.6
1999-02-01,166.2
1999-03-01,165.1
1999-04-01,166.2
1999-05-01,167.1
1999-06-01,167.5
1999-07-01,167.1
1999-08-01,167.7
1999-09-01,167.4
1999-10-01,167.8
1999-11-01,168.3
1999-12-01,168
2000-01-01,168.9
2000-02-01,168.8
2000-03-01,168.3
2000-04-01,168.4
2000-05-01,170
2000-06-01,169
2000-07-01,170.4
2000-08-01,170.7
2000-09-01,170.5
2000-10-01,170.6
2000-11-01,169.9
2000-12-01,172.1
2001-01-01,173
2001-02-01,173.4
2001-03-01,174
2001-04-01,174.1
2001-05-01,174.3
2001-06-01,175.2
2001-07-01,175.9
2001-08-01,175.9
2001-09-01,175.9
2001-10-01,176.8
2001-11-01,176.7
2001-12-01,176.7
2002-01-01,178
2002-02-01,177.5
2002-03-01,177.9
2002-04-01,178.1
2002-05-01,176.3
2002-06-01,176.6
2002-07-01,176.8
2002-08-01,176.5
2002-09-01,176.7
2002-10-01,176.3
2002-11-01,177.4
2002-12-01,177.5
2003-01-01,177.7
2003-02-01,179.5
2003-03-01,178.7
2003-04-01,178.9
2003-05-01,179.5
2003-06-01,180
2003-07-01,180.5
2003-08-01,180.9
2003-09-01,181.9
2003-10-01,183.8
2003-11-01,185
2003-12-01,186.4
2004-01-01,186
2004-02-01,184.9
2004-03-01,186.4
2004-04-01,186.5
2004-05-01,189.1
2004-06-01,189.5
2004-07-01,190.1
2004-08-01,189
2004-09-01,189.9
2004-10-01,191.9
2004-11-01,192.5
2004-12-01,192.8
2005-01-01,193.8
2005-02-01,191.9
2005-03-01,192.9
2005-04-01,194.3
2005-05-01,194.2
2005-06-01,193.6
2005-07-01,194.3
2005-08-01,192.7
2005-09-01,193.9
2005-10-01,194.8
2005-11-01,195.9
2005-12-01,196.9
2006-01-01,198.4
2006-02-01,198
2006-03-01,198.1
2006-04-01,197
2006-05-01,197.1
2006-06-01,197.8
2006-07-01,198.5
2006-08-01,198.3
2006-09-01,199.9
2006-10-01,200.4
2006-11-01,198.8
2006-12-01,199.1
2007-01-01,202.339
2007-02-01,203.781
2007-03-01,203.819
2007-04-01,204.368
2007-05-01,205.546
2007-06-01,206.387
2007-07-01,206.314
2007-08-01,206.783
2007-09-01,207.754
2007-10-01,208.979
2007-11-01,208.98
2007-12-01,209.944
2008-01-01,212.737
2008-02-01,212.638
2008-03-01,213.097
2008-04-01,215.925
2008-05-01,216.798
2008-06-01,216.993
2008-07-01,219.811
2008-08-01,221.916
2008-09-01,223.897
2008-10-01,225.238
2008-11-01,224.86
2008-12-01,224.44
2009-01-01,225.544
2009-02-01,223.87
2009-03-01,222.341
2009-04-01,221.907
2009-05-01,221.287
2009-06-01,220.534
2009-07-01,219.104
2009-08-01,219.108
2009-09-01,219.395
2009-10-01,220.36
2009-11-01,220.25
2009-12-01,220.609
2010-01-01,222.823
2010-02-01,222.023
2010-03-01,221.77
2010-04-01,223.648
2010-05-01,223.623
2010-06-01,223.343
2010-07-01,222.658
2010-08-01,222.442
2010-09-01,223.44
2010-10-01,224.191
2010-11-01,224.834
2010-12-01,224.616
2011-01-01,227.203
2011-02-01,228.583
2011-03-01,229.71
2011-04-01,229.242
2011-05-01,231.099
2011-06-01,232.427
2011-07-01,234.223
2011-08-01,235.239
2011-09-01,236.477
2011-10-01,237.219
2011-11-01,235.977
2011-12-01,237.276
2012-01-01,238.932
2012-02-01,238.798
2012-03-01,238.56
2012-04-01,238.223
2012-05-01,239.676
2012-06-01,239.056
2012-07-01,238.95
2012-08-01,239.199
2012-09-01,239.214
2012-10-01,239.749
2012-11-01,240.353
2012-12-01,240.583
2013-01-01,243.016
2013-02-01,242.105
2013-03-01,241.071
2013-04-01,242.12
2013-05-01,240.781
2013-06-01,241.384
2013-07-01,241.172
2013-08-01,241.176
2013-09-01,241.8
2013-10-01,240.601
2013-11-01,239.698
2013-12-01,240.331
2014-01-01,241.79
2014-02-01,241.934
2014-03-01,243.235
2014-04-01,243.573
2014-05-01,246.166
2014-06-01,245.405
2014-07-01,246.682
2014-08-01,245.799
2014-09-01,247.131
2014-10-01,247.358
2014-11-01,246.92
2014-12-01,248.691
2015-01-01,248.942
2015-02-01,248.881
2015-03-01,248.385
2015-04-01,248.741
2015-05-01,248.838
2015-06-01,249.264
2015-07-01,248.52
2015-08-01,249.021
2015-09-01,249.251
2015-10-01,249.465
2015-11-01,248.12
2015-12-01,247.883
2016-01-01,249.096
2016-02-01,248.472
2016-03-01,246.278
2016-04-01,247.349
2016-05-01,245.302
