"Date","CUSR0000SETC"
1991-01-01,101.6
1991-02-01,101.7
1991-03-01,101.3
1991-04-01,101.3
1991-05-01,101.7
1991-06-01,101.7
1991-07-01,102.7
1991-08-01,102.5
1991-09-01,102.5
1991-10-01,102.7
1991-11-01,102.9
1991-12-01,103.2
1992-01-01,103.1
1992-02-01,103
1992-03-01,103.4
1992-04-01,103.2
1992-05-01,103.1
1992-06-01,103.2
1992-07-01,103
1992-08-01,103.1
1992-09-01,103.2
1992-10-01,103
1992-11-01,102.8
1992-12-01,102.6
1993-01-01,102.8
1993-02-01,102.5
1993-03-01,102.1
1993-04-01,102.2
1993-05-01,101.9
1993-06-01,101.5
1993-07-01,101.4
1993-08-01,101
1993-09-01,101.2
1993-10-01,101
1993-11-01,100.7
1993-12-01,101.1
1994-01-01,101.2
1994-02-01,101.2
1994-03-01,101.4
1994-04-01,101.4
1994-05-01,101.5
1994-06-01,101.8
1994-07-01,101.4
1994-08-01,101.4
1994-09-01,101
1994-10-01,100.9
1994-11-01,101.4
1994-12-01,101.7
1995-01-01,101.4
1995-02-01,101.7
1995-03-01,101.9
1995-04-01,101.9
1995-05-01,102.2
1995-06-01,102.3
1995-07-01,102.3
1995-08-01,102.4
1995-09-01,102.3
1995-10-01,102.4
1995-11-01,102.3
1995-12-01,102.2
1996-01-01,102.3
1996-02-01,102.2
1996-03-01,102.3
1996-04-01,102.3
1996-05-01,102.2
1996-06-01,102.5
1996-07-01,102
1996-08-01,102
1996-09-01,102.1
1996-10-01,102.2
1996-11-01,102.1
1996-12-01,102.1
1997-01-01,102.4
1997-02-01,102.6
1997-03-01,102.2
1997-04-01,101.8
1997-05-01,101.7
1997-06-01,101.7
1997-07-01,102.3
1997-08-01,101.8
1997-09-01,101.7
1997-10-01,101.4
1997-11-01,101.6
1997-12-01,101.4
1998-01-01,101.3
1998-02-01,101.4
1998-03-01,101.2
1998-04-01,100.5
1998-05-01,100.6
1998-06-01,101
1998-07-01,101.1
1998-08-01,101.2
1998-09-01,101.2
1998-10-01,101.4
1998-11-01,101.4
1998-12-01,101.2
1999-01-01,101.2
1999-02-01,100.9
1999-03-01,100.1
1999-04-01,100.3
1999-05-01,100.2
1999-06-01,100.1
1999-07-01,100
1999-08-01,100.1
1999-09-01,100.6
1999-10-01,100.5
1999-11-01,101.2
1999-12-01,100.8
2000-01-01,100.8
2000-02-01,100.9
2000-03-01,101.4
2000-04-01,101
2000-05-01,101.1
2000-06-01,101.2
2000-07-01,101.5
2000-08-01,101.5
2000-09-01,101.7
2000-10-01,101.7
2000-11-01,102.5
2000-12-01,103.1
2001-01-01,103.6
2001-02-01,104
2001-03-01,104.7
2001-04-01,104.2
2001-05-01,104.4
2001-06-01,104.4
2001-07-01,105.1
2001-08-01,104.9
2001-09-01,105.2
2001-10-01,105.5
2001-11-01,105.8
2001-12-01,105.8
2002-01-01,106.2
2002-02-01,106.1
2002-03-01,106.5
2002-04-01,106.8
2002-05-01,106.8
2002-06-01,106.7
2002-07-01,107.4
2002-08-01,107.7
2002-09-01,107.4
2002-10-01,106.9
2002-11-01,107.2
2002-12-01,107
2003-01-01,107.8
2003-02-01,108.2
2003-03-01,107.9
2003-04-01,107.7
2003-05-01,107.8
2003-06-01,107.7
2003-07-01,107.6
2003-08-01,107.9
2003-09-01,107.7
2003-10-01,107.9
2003-11-01,107.9
2003-12-01,107.7
2004-01-01,108
2004-02-01,108
2004-03-01,107.8
2004-04-01,107.9
2004-05-01,107.9
2004-06-01,108.2
2004-07-01,108.8
2004-08-01,109
2004-09-01,109.3
2004-10-01,109.5
2004-11-01,109.9
2004-12-01,109.9
2005-01-01,110.6
2005-02-01,110.9
2005-03-01,110.9
2005-04-01,110.8
2005-05-01,111
2005-06-01,111.2
2005-07-01,111.9
2005-08-01,112.4
2005-09-01,112.7
2005-10-01,113
2005-11-01,113.6
2005-12-01,114
2006-01-01,114.4
2006-02-01,114.9
2006-03-01,115.4
2006-04-01,115.8
2006-05-01,117
2006-06-01,117
2006-07-01,117.9
2006-08-01,118.2
2006-09-01,118.7
2006-10-01,118.9
2006-11-01,119.5
2006-12-01,119.5
2007-01-01,119.759
2007-02-01,120.196
2007-03-01,120.485
2007-04-01,120.714
2007-05-01,120.99
2007-06-01,120.885
2007-07-01,121.514
2007-08-01,121.73
2007-09-01,122.292
2007-10-01,123.017
2007-11-01,123.487
2007-12-01,123.928
2008-01-01,124.282
2008-02-01,125.225
2008-03-01,126.325
2008-04-01,126.049
2008-05-01,126.824
2008-06-01,127.824
2008-07-01,129.118
2008-08-01,130.327
2008-09-01,131.048
2008-10-01,131.917
2008-11-01,132.947
2008-12-01,133.077
2009-01-01,133.414
2009-02-01,134.108
2009-03-01,134.484
2009-04-01,134.64
2009-05-01,134.347
2009-06-01,134.27
2009-07-01,133.729
2009-08-01,133.531
2009-09-01,133.406
2009-10-01,133.65
2009-11-01,134.234
2009-12-01,134.781
2010-01-01,135.277
2010-02-01,135.649
2010-03-01,135.523
2010-04-01,135.701
2010-05-01,136.135
2010-06-01,136.686
2010-07-01,137.236
2010-08-01,137.646
2010-09-01,137.802
2010-10-01,138.289
2010-11-01,138.768
2010-12-01,139.223
2011-01-01,140.487
2011-02-01,140.912
2011-03-01,140.686
2011-04-01,141.59
2011-05-01,143.328
2011-06-01,144.618
2011-07-01,144.96
2011-08-01,145.537
2011-09-01,145.646
2011-10-01,145.308
2011-11-01,146.338
2011-12-01,147.499
2012-01-01,148.126
2012-02-01,148.23
2012-03-01,148.298
2012-04-01,148.327
2012-05-01,148.54
2012-06-01,148.542
2012-07-01,149.048
2012-08-01,148.854
2012-09-01,148.798
2012-10-01,148.683
2012-11-01,148.509
2012-12-01,148.761
2013-01-01,147.931
2013-02-01,147.659
2013-03-01,147.916
2013-04-01,147.22
2013-05-01,146.763
2013-06-01,146.384
2013-07-01,146.141
2013-08-01,145.673
2013-09-01,145.379
2013-10-01,145.246
2013-11-01,145.088
2013-12-01,145.664
2014-01-01,145.438
2014-02-01,145.204
2014-03-01,145.136
2014-04-01,145.325
2014-05-01,144.995
2014-06-01,144.558
2014-07-01,144.71
2014-08-01,144.878
2014-09-01,144.472
2014-10-01,144.376
2014-11-01,144.091
2014-12-01,144.693
2015-01-01,144.913
2015-02-01,145.14
2015-03-01,144.504
2015-04-01,144.281
2015-05-01,144.581
2015-06-01,143.88
2015-07-01,143.823
2015-08-01,143.793
2015-09-01,144.496
2015-10-01,143.209
2015-11-01,143.967
2015-12-01,144.245
2016-01-01,144.784
2016-02-01,144.617
2016-03-01,144.179
2016-04-01,144.612
2016-05-01,143.694
2016-06-01,143.822
2016-07-01,142.932
2016-08-01,143.676
2016-09-01,142.739
2016-10-01,143.017
2016-11-01,141.855
2016-12-01,142.735
2017-01-01,142.993
2017-02-01,143.256
2017-03-01,143.797
2017-04-01,143.915
2017-05-01,143.302
2017-06-01,143.432
2017-07-01,143.592
2017-08-01,143.368
2017-09-01,143.165
2017-10-01,142.213
2017-11-01,141.474
2017-12-01,141.979
2018-01-01,142.562
2018-02-01,142.807
2018-03-01,143.254
2018-04-01,142.847
2018-05-01,143.655
2018-06-01,143.813
2018-07-01,143.763
2018-08-01,143.927
2018-09-01,143.731
2018-10-01,143.99
2018-11-01,144.493
2018-12-01,145.105
2019-01-01,145.591
2019-02-01,145.466
2019-03-01,145.823
2019-04-01,145.555
2019-05-01,146.445
2019-06-01,146.554
2019-07-01,145.808
2019-08-01,146.368
2019-09-01,147.314
2019-10-01,146.957
2019-11-01,147.608
2019-12-01,147.757
2020-01-01,148.335
2020-02-01,148.457
2020-03-01,148.19
2020-04-01,147.403
2020-05-01,148.642
2020-06-01,147.643
2020-07-01,148.123
2020-08-01,148.096
2020-09-01,148.193
2020-10-01,147.723
2020-11-01,147.439
2020-12-01,148.363
2021-01-01,149.198
2021-02-01,149.324
2021-03-01,149.147
2021-04-01,150.454
2021-05-01,151.777
2021-06-01,152.863
2021-07-01,154.484
2021-08-01,157.12
2021-09-01,158.454
2021-10-01,160.727
2021-11-01,162.524
2021-12-01,165.122
2022-01-01,167.991
2022-02-01,170.629
2022-03-01,170.323
2022-04-01,172.308
2022-05-01,174.963
2022-06-01,175.693
2022-07-01,176.316
2022-08-01,178.179
2022-09-01,179.653
2022-10-01,180.275
2022-11-01,181.299
2022-12-01,181.39
2023-01-01,181.894
2023-02-01,181.037
2023-03-01,181.282
2023-04-01,182.321
2023-05-01,182.357
2023-06-01,182.104
2023-07-01,181.454
2023-08-01,181.785
2023-09-01,179.115
2023-10-01,178.518
2023-11-01,178.625
