"Date","APU0300712408"
1980-01-01,0.84
1980-02-01,0.738
1980-03-01,0.843
1980-04-01,0.736
1980-05-01,0.786
1980-06-01,0.815
1980-07-01,0.77
1980-08-01,0.728
1980-09-01,0.905
1980-10-01,0.908
1980-11-01,0.754
1980-12-01,0.83
1981-01-01,0.759
1981-02-01,0.707
1981-03-01,0.769
1981-04-01,0.741
1981-05-01,0.778
1981-06-01,0.758
1981-07-01,0.784
1981-08-01,0.817
1981-09-01,0.786
1981-10-01,0.844
1981-11-01,0.803
1981-12-01,0.914
1982-01-01,0.902
1982-02-01,1.055
1982-03-01,0.817
1982-04-01,0.89
1982-05-01,1.032
1982-06-01,0.767
1982-07-01,0.756
1982-08-01,0.752
1982-09-01,0.753
1982-10-01,0.685
1982-11-01,0.7
1982-12-01,0.818
1983-01-01,0.752
1983-02-01,0.828
1983-03-01,1.012
1983-04-01,1.264
1983-05-01,1.054
1983-06-01,0.913
1983-07-01,0.821
1983-08-01,0.843
1983-09-01,0.956
1983-10-01,0.886
1983-11-01,0.741
1983-12-01,0.823
1984-01-01,1.047
1984-02-01,0.973
1984-03-01,0.88
1984-04-01,0.83
1984-05-01,0.899
1984-06-01,0.885
1984-07-01,0.763
1984-08-01,0.758
1984-09-01,0.72
1984-10-01,0.825
1984-11-01,NA
1984-12-01,0.782
1985-01-01,0.781
1985-02-01,0.914
1985-03-01,0.893
1985-04-01,0.839
1985-05-01,0.811
1985-06-01,0.835
1985-07-01,0.845
1985-08-01,0.81
1985-09-01,0.755
1985-10-01,0.994
1985-11-01,0.916
1985-12-01,0.903
1986-01-01,1.032
1986-02-01,0.805
1986-03-01,0.848
1986-04-01,0.876
1986-05-01,0.767
1986-06-01,0.888
1986-07-01,0.885
1986-08-01,1.275
1986-09-01,1.14
1986-10-01,1.028
1986-11-01,0.992
1986-12-01,1.007
1987-01-01,1.111
1987-02-01,1.066
1987-03-01,0.972
1987-04-01,0.902
1987-05-01,0.876
1987-06-01,0.976
1987-07-01,0.867
1987-08-01,0.94
1987-09-01,1
1987-10-01,0.916
1987-11-01,0.847
1987-12-01,1.28
1988-01-01,1.053
1988-02-01,0.912
