"Date","APUS23A72620"
1978-11-01,0.279
1978-12-01,0.297
1979-01-01,0.309
1979-02-01,0.308
1979-03-01,0.327
1979-04-01,0.324
1979-05-01,0.322
1979-06-01,0.324
1979-07-01,0.339
1979-08-01,0.343
1979-09-01,0.367
1979-10-01,0.366
1979-11-01,0.363
1979-12-01,0.357
1980-01-01,0.382
1980-02-01,0.376
1980-03-01,0.361
1980-04-01,0.338
1980-05-01,0.339
1980-06-01,0.34
1980-07-01,0.342
1980-08-01,0.341
1980-09-01,0.347
1980-10-01,0.346
1980-11-01,0.348
1980-12-01,0.363
1981-01-01,0.374
1981-02-01,0.374
1981-03-01,0.403
1981-04-01,0.393
1981-05-01,0.387
1981-06-01,0.389
1981-07-01,0.4
1981-08-01,0.408
1981-09-01,0.408
1981-10-01,0.424
1981-11-01,0.417
1981-12-01,0.411
1982-01-01,0.421
1982-02-01,0.417
1982-03-01,0.426
1982-04-01,0.433
1982-05-01,0.43
1982-06-01,0.427
1982-07-01,0.441
1982-08-01,0.427
1982-09-01,0.437
1982-10-01,0.46
1982-11-01,0.474
1982-12-01,0.475
1983-01-01,0.496
1983-02-01,0.498
1983-03-01,0.514
1983-04-01,0.515
1983-05-01,0.523
1983-06-01,0.524
1983-07-01,0.517
1983-08-01,0.529
1983-09-01,0.518
1983-10-01,0.495
1983-11-01,0.518
1983-12-01,0.514
1984-01-01,0.513
1984-02-01,0.495
1984-03-01,0.486
1984-04-01,0.472
1984-05-01,0.467
1984-06-01,0.469
1984-07-01,0.467
1984-08-01,0.475
1984-09-01,0.485
1984-10-01,0.528
1984-11-01,0.53
1984-12-01,0.529
1985-01-01,0.541
1985-02-01,0.538
1985-03-01,0.538
1985-04-01,0.51
1985-05-01,0.504
1985-06-01,0.501
1985-07-01,0.503
1985-08-01,0.49
1985-09-01,NA
1985-10-01,0.485
1985-11-01,0.487
1985-12-01,0.483
1986-01-01,0.477
1986-02-01,0.475
1986-03-01,0.463
1986-04-01,0.473
1986-05-01,0.467
1986-06-01,0.464
1986-07-01,0.474
1986-08-01,0.469
1986-09-01,0.471
1986-10-01,0.467
1986-11-01,0.459
1986-12-01,0.46
1987-01-01,0.473
1987-02-01,0.465
1987-03-01,0.457
1987-04-01,0.464
1987-05-01,0.456
1987-06-01,0.441
1987-07-01,0.436
1987-08-01,0.435
1987-09-01,0.436
1987-10-01,0.427
1987-11-01,0.422
1987-12-01,0.437
1988-01-01,0.407
1988-02-01,0.441
1988-03-01,0.453
1988-04-01,0.455
1988-05-01,0.433
1988-06-01,0.416
1988-07-01,0.412
1988-08-01,0.412
1988-09-01,0.414
1988-10-01,0.417
1988-11-01,0.447
1988-12-01,0.466
1989-01-01,0.493
1989-02-01,0.525
1989-03-01,0.504
1989-04-01,0.475
1989-05-01,0.451
1989-06-01,0.446
1989-07-01,0.455
1989-08-01,0.455
1989-09-01,0.45
1989-10-01,0.454
1989-11-01,0.453
1989-12-01,0.479
1990-01-01,0.499
1990-02-01,0.538
1990-03-01,0.49
1990-04-01,0.458
1990-05-01,0.449
1990-06-01,0.438
1990-07-01,0.441
1990-08-01,0.435
1990-09-01,0.432
1990-10-01,0.435
1990-11-01,0.471
1990-12-01,0.528
1991-01-01,0.542
1991-02-01,0.521
1991-03-01,0.473
1991-04-01,0.464
1991-05-01,0.445
1991-06-01,0.437
1991-07-01,0.435
1991-08-01,0.428
1991-09-01,0.434
1991-10-01,0.444
