"Date","APUS49B72611"
1978-11-01,18.164
1978-12-01,18.164
1979-01-01,18.164
1979-02-01,18.164
1979-03-01,18.164
1979-04-01,18.164
1979-05-01,26.179
1979-06-01,26.179
1979-07-01,30.34
1979-08-01,30.34
1979-09-01,30.34
1979-10-01,30.34
1979-11-01,25.124
1979-12-01,25.124
1980-01-01,25.124
1980-02-01,25.124
1980-03-01,29.089
1980-04-01,29.089
1980-05-01,56.898
1980-06-01,56.898
1980-07-01,56.898
1980-08-01,56.898
1980-09-01,56.898
1980-10-01,56.898
1980-11-01,30.984
1980-12-01,30.984
1981-01-01,30.984
1981-02-01,30.984
1981-03-01,31.66
1981-04-01,31.66
1981-05-01,50.698
1981-06-01,50.802
1981-07-01,50.802
1981-08-01,50.843
1981-09-01,50.843
1981-10-01,50.843
1981-11-01,35.08
1981-12-01,35.08
1982-01-01,38.526
1982-02-01,38.526
1982-03-01,38.526
1982-04-01,38.526
1982-05-01,59.022
1982-06-01,59.022
1982-07-01,59.028
1982-08-01,59.028
1982-09-01,61.328
1982-10-01,61.328
1982-11-01,42.901
1982-12-01,42.901
1983-01-01,43.228
1983-02-01,43.005
1983-03-01,43.005
1983-04-01,43.077
1983-05-01,61.756
1983-06-01,61.756
1983-07-01,67.316
1983-08-01,67.316
1983-09-01,67.316
1983-10-01,67.386
1983-11-01,47.17
1983-12-01,47.17
1984-01-01,49.295
1984-02-01,49.844
1984-03-01,49.844
1984-04-01,49.844
1984-05-01,69.152
1984-06-01,66.535
1984-07-01,66.211
1984-08-01,66.196
1984-09-01,69.776
1984-10-01,69.735
1984-11-01,58.008
1984-12-01,53.388
1985-01-01,50.162
1985-02-01,50.162
1985-03-01,50.162
1985-04-01,50.222
1985-05-01,71.28
1985-06-01,71.26
1985-07-01,71.258
1985-08-01,71.258
1985-09-01,NA
1985-10-01,70.275
1985-11-01,46.876
1985-12-01,46.876
1986-01-01,45.953
1986-02-01,45.95
1986-03-01,45.964
1986-04-01,45.964
1986-05-01,64.18
1986-06-01,64.18
1986-07-01,65.095
1986-08-01,65.095
1986-09-01,65.095
1986-10-01,65.095
