"Date","TRMMEANCPIM159SFRBCLE"
1983-12-01,3.87556837560323
1984-01-01,4.02646756100844
1984-02-01,4.07395653614893
1984-03-01,4.14683084176317
1984-04-01,4.1544031880234
1984-05-01,4.03771670216992
1984-06-01,4.03709405885704
1984-07-01,4.09964071728044
1984-08-01,4.18368250346424
1984-09-01,4.22950169818941
1984-10-01,4.20488301585435
1984-11-01,4.06999891462421
1984-12-01,4.05266713599099
1985-01-01,3.80566019509696
1985-02-01,3.87702027384598
1985-03-01,3.96099172668063
1985-04-01,3.80868683798972
1985-05-01,3.78413718792332
1985-06-01,3.8894178277727
1985-07-01,3.74770395707245
1985-08-01,3.49777023486064
1985-09-01,3.41915548108314
1985-10-01,3.40626884496043
1985-11-01,3.63118954706378
1985-12-01,3.74478510171914
1986-01-01,3.81596745869253
1986-02-01,3.48821407624909
1986-03-01,3.28949557129639
1986-04-01,3.26209209912618
1986-05-01,3.25580519505908
1986-06-01,3.24325268655254
1986-07-01,3.27230236313152
1986-08-01,3.37704791290876
1986-09-01,3.42345504036572
1986-10-01,3.39973968040403
1986-11-01,3.21104294191479
1986-12-01,3.14553967715558
1987-01-01,3.27464971916314
1987-02-01,3.43411395556401
1987-03-01,3.48902384590331
1987-04-01,3.70026704538868
1987-05-01,3.83358488780647
1987-06-01,3.780293839142
1987-07-01,3.82667067186708
1987-08-01,3.96045002979644
1987-09-01,4.03083681833587
1987-10-01,4.07388873968064
1987-11-01,4.09745244556969
1987-12-01,3.93389534424242
1988-01-01,3.77085690163066
1988-02-01,3.76019823215461
1988-03-01,3.79693522575126
1988-04-01,3.79001120567717
1988-05-01,3.74376271637549
1988-06-01,3.83903215690926
1988-07-01,3.94463484222851
1988-08-01,3.94318547820736
1988-09-01,4.05401078914425
1988-10-01,4.11810955835938
1988-11-01,4.10575433531979
1988-12-01,4.26531986572001
1989-01-01,4.37498050037408
1989-02-01,4.49906206954871
1989-03-01,4.61710314218742
1989-04-01,4.56929065711091
1989-05-01,4.74939516700956
1989-06-01,4.65996877914101
1989-07-01,4.64318542373834
1989-08-01,4.4723592163372
1989-09-01,4.23858633031153
1989-10-01,4.34979871441445
1989-11-01,4.49924150462817
1989-12-01,4.57988047611577
1990-01-01,4.64747238517929
1990-02-01,4.62443465160483
1990-03-01,4.62693527456992
1990-04-01,4.56137829610481
1990-05-01,4.36056878061446
1990-06-01,4.60185998194746
1990-07-01,4.69616403671247
1990-08-01,4.98997944821054
1990-09-01,5.09377790273711
1990-10-01,4.95259479035737
1990-11-01,4.88695605391847
1990-12-01,4.85623582008849
1991-01-01,4.96194793455216
1991-02-01,4.90505674793971
1991-03-01,4.6881795076912
1991-04-01,4.64435230357148
1991-05-01,4.74132448571913
1991-06-01,4.42886348223892
1991-07-01,4.29062682718484
1991-08-01,4.06268065320707
1991-09-01,4.05573184560688
1991-10-01,3.87822071549977
1991-11-01,3.88453513585492
1991-12-01,3.84861288569547
1992-01-01,3.48414521716609
1992-02-01,3.34858917251792
1992-03-01,3.42655699094629
1992-04-01,3.37282306854672
1992-05-01,3.2600166450683
1992-06-01,3.3491308667378
1992-07-01,3.23778889912818
1992-08-01,3.13485793053618
1992-09-01,2.98611265477584
1992-10-01,3.1309521244151
1992-11-01,3.02736582499483
1992-12-01,2.89929437426433
1993-01-01,2.94898430985799
1993-02-01,3.01300629648795
1993-03-01,2.88820192947659
1993-04-01,3.0008118442737
1993-05-01,3.00574436043199
1993-06-01,2.88396595560223
1993-07-01,2.78368078304354
1993-08-01,2.84379294173676
1993-09-01,2.85857506166534
1993-10-01,2.81387442007233
1993-11-01,2.83366681697372
1993-12-01,2.89032308410144
1994-01-01,2.75826835549471
1994-02-01,2.7755925150899
1994-03-01,2.82463876658241
1994-04-01,2.63854047062162
1994-05-01,2.63966682019907
1994-06-01,2.70840145957816
1994-07-01,2.79435584488128
1994-08-01,2.83126705648327
1994-09-01,2.84430060307888
1994-10-01,2.70021111461403
1994-11-01,2.71035051728299
1994-12-01,2.52664222081984
1995-01-01,2.69730189882373
1995-02-01,2.6987359549248
1995-03-01,2.7120585421385
1995-04-01,2.81665998658009
1995-05-01,2.8148136907941
1995-06-01,2.71575786893774
1995-07-01,2.68746995849543
1995-08-01,2.65378438429988
1995-09-01,2.67365699338136
1995-10-01,2.80960947871913
1995-11-01,2.69725069811504
1995-12-01,2.85047594173415
1996-01-01,2.85539730055069
1996-02-01,2.82246652369775
1996-03-01,2.82790390331298
1996-04-01,2.78093066636365
1996-05-01,2.78944128798002
1996-06-01,2.80934876438714
1996-07-01,2.86978846035189
1996-08-01,2.79991566939539
1996-09-01,2.82842795666598
1996-10-01,2.81140516184704
1996-11-01,2.90233631217831
1996-12-01,2.87132670925798
1997-01-01,2.7755506898844
1997-02-01,2.73709772903612
1997-03-01,2.63080403687332
1997-04-01,2.57929087876596
1997-05-01,2.50080546586666
1997-06-01,2.52024395109003
1997-07-01,2.44405622047987
1997-08-01,2.38004894388903
1997-09-01,2.31632922386815
1997-10-01,2.26111840674292
1997-11-01,2.16004476628993
1997-12-01,2.12598649126776
1998-01-01,2.05384427032393
1998-02-01,2.00169231835761
1998-03-01,2.06373286571149
1998-04-01,2.06831823593718
1998-05-01,2.10663113165772
1998-06-01,2.04488270723149
1998-07-01,2.06057021395889
1998-08-01,2.14741370159786
1998-09-01,2.0324181808445
1998-10-01,2.00920209357822
1998-11-01,2.00910025184193
1998-12-01,1.97406240797591
1999-01-01,1.93170688893667
1999-02-01,1.86198114270146
