"Date","CRESTKCPIXSLTRM159SFRBATL"
1967-12-01,3.514721125
1968-01-01,3.980729905
1968-02-01,4.024829783
1968-03-01,4.333090534
1968-04-01,4.364945132
1968-05-01,4.490796866
1968-06-01,4.570581598
1968-07-01,4.468380895
1968-08-01,4.573433646
1968-09-01,4.577528532
1968-10-01,4.755786565
1968-11-01,4.902508336
1968-12-01,5.204421637
1969-01-01,5.064315607
1969-02-01,5.084857475
1969-03-01,5.052313188
1969-04-01,5.255436595
1969-05-01,5.273967977
1969-06-01,5.324637086
1969-07-01,5.388561862
1969-08-01,5.461988441
1969-09-01,5.510723065
1969-10-01,5.086663269
1969-11-01,4.917009804
1969-12-01,4.909342813
1970-01-01,5.281909999
1970-02-01,5.43453651
1970-03-01,5.405113868
1970-04-01,5.375972553
1970-05-01,5.42054555
1970-06-01,5.576703147
1970-07-01,5.802276285
1970-08-01,5.81092461
1970-09-01,5.806941406
1970-10-01,6.005302926
1970-11-01,6.510374758
1970-12-01,6.348404053
1971-01-01,6.217816013
1971-02-01,6.325130039
1971-03-01,6.169529739
1971-04-01,6.253321024
1971-05-01,6.262631926
1971-06-01,6.185309022
1971-07-01,6.065991352
1971-08-01,5.859800213
1971-09-01,5.669712774
1971-10-01,5.170577188
1971-11-01,4.445657666
1971-12-01,4.388493809
1972-01-01,4.087017928
1972-02-01,3.693739252
1972-03-01,3.480042758
1972-04-01,3.150445047
1972-05-01,2.976223324
1972-06-01,2.746611111
1972-07-01,2.532741074
1972-08-01,2.376333183
1972-09-01,2.349449262
1972-10-01,2.70331948
1972-11-01,2.794017505
1972-12-01,2.586460873
1973-01-01,2.264511619
1973-02-01,2.335821889
1973-03-01,2.423467188
1973-04-01,2.603452481
1973-05-01,2.673050589
1973-06-01,2.737114462
1973-07-01,2.784463532
1973-08-01,2.961292023
1973-09-01,3.11895648
1973-10-01,3.628317112
1973-11-01,3.737667973
1973-12-01,4.039586593
1974-01-01,4.609076547
1974-02-01,5.026899021
1974-03-01,5.584397154
1974-04-01,5.916058223
1974-05-01,6.840058381
1974-06-01,7.845721356
1974-07-01,8.715223461
1974-08-01,9.599943233
1974-09-01,10.362936098
1974-10-01,10.598878221
1974-11-01,11.19624515
1974-12-01,11.615712727
1975-01-01,11.726307586
1975-02-01,11.891008291
1975-03-01,11.751327029
1975-04-01,11.838127908
1975-05-01,10.889887158
1975-06-01,10.109869795
1975-07-01,9.536809901
1975-08-01,8.797766646
1975-09-01,8.697554552
1975-10-01,8.367279615
1975-11-01,8.237270134
1975-12-01,8.070585732
1976-01-01,8.440598145
1976-02-01,8.389230437
1976-03-01,8.488142294
1976-04-01,8.117968547
1976-05-01,8.1790592
1976-06-01,8.198795575
1976-07-01,8.293831449
1976-08-01,8.460619753
1976-09-01,8.00298871
1976-10-01,7.946693265
1976-11-01,7.929702314
1976-12-01,7.6619913
1977-01-01,6.978205637
1977-02-01,6.705620227
1977-03-01,6.518439216
1977-04-01,6.643200729
1977-05-01,6.796265694
1977-06-01,6.991825257
1977-07-01,6.826544176
1977-08-01,6.771420964
1977-09-01,6.733634064
1977-10-01,6.612587327
1977-11-01,6.311551295
1977-12-01,6.39543458
1978-01-01,6.39491549
1978-02-01,6.368925204
1978-03-01,6.23747747
1978-04-01,6.205476034
1978-05-01,6.167313212
1978-06-01,5.948776199
1978-07-01,6.048870498
1978-08-01,6.08792049
1978-09-01,6.207667914
1978-10-01,6.455269829
1978-11-01,6.659085855
1978-12-01,6.752059424
1979-01-01,6.865898492
1979-02-01,6.888659826
1979-03-01,7.01871064
1979-04-01,7.091645804
1979-05-01,7.196028954
1979-06-01,7.180150092
1979-07-01,7.288881447
1979-08-01,7.449389283
1979-09-01,7.38097686
1979-10-01,7.267222097
1979-11-01,7.60536033
1979-12-01,7.850343855
1980-01-01,8.182370523
