"Date","APU0100FD3101"
1998-01-01,2.938
1998-02-01,3.031
1998-03-01,2.789
1998-04-01,2.921
1998-05-01,2.909
1998-06-01,2.955
1998-07-01,3.071
1998-08-01,2.993
1998-09-01,2.972
1998-10-01,2.847
1998-11-01,2.788
1998-12-01,2.789
1999-01-01,2.722
1999-02-01,2.974
1999-03-01,2.758
1999-04-01,2.859
1999-05-01,3.03
1999-06-01,2.946
1999-07-01,2.952
1999-08-01,2.969
1999-09-01,3.036
1999-10-01,3.035
1999-11-01,2.997
1999-12-01,3.105
2000-01-01,2.943
2000-02-01,3.023
2000-03-01,3.004
2000-04-01,3.171
2000-05-01,3.087
2000-06-01,3.032
2000-07-01,3.115
2000-08-01,3.218
2000-09-01,3.199
2000-10-01,3.116
2000-11-01,3.093
2000-12-01,3.17
2001-01-01,3.018
2001-02-01,3.209
2001-03-01,3.217
2001-04-01,3.277
2001-05-01,3.215
2001-06-01,3.221
2001-07-01,3.25
2001-08-01,3.294
2001-09-01,3.256
2001-10-01,3.252
2001-11-01,3.155
2001-12-01,3.216
2002-01-01,3.176
2002-02-01,3.182
2002-03-01,3.145
2002-04-01,3.137
2002-05-01,3.08
2002-06-01,3.091
2002-07-01,3.101
2002-08-01,3.076
2002-09-01,2.96
2002-10-01,2.802
2002-11-01,2.866
2002-12-01,2.721
2003-01-01,2.723
2003-02-01,2.658
2003-03-01,2.805
2003-04-01,2.883
2003-05-01,2.943
2003-06-01,2.791
2003-07-01,2.909
2003-08-01,2.937
2003-09-01,2.996
2003-10-01,2.974
2003-11-01,3.001
2003-12-01,2.821
2004-01-01,3.041
2004-02-01,3.05
2004-03-01,3.117
2004-04-01,2.973
2004-05-01,3.206
2004-06-01,3.222
2004-07-01,3.358
2004-08-01,3.13
2004-09-01,3.225
2004-10-01,3.19
2004-11-01,3.324
2004-12-01,3.151
2005-01-01,3.297
2005-02-01,3.204
2005-03-01,3.297
2005-04-01,3.187
2005-05-01,3.195
2005-06-01,3.455
2005-07-01,3.331
2005-08-01,3.226
2005-09-01,3.217
2005-10-01,3.18
2005-11-01,3.219
2005-12-01,3.25
2006-01-01,3.116
2006-02-01,3.393
2006-03-01,3.357
2006-04-01,3.166
2006-05-01,3.159
2006-06-01,3.264
2006-07-01,3.159
2006-08-01,3.123
2006-09-01,3.146
2006-10-01,2.979
2006-11-01,3.042
2006-12-01,2.96
2007-01-01,2.861
2007-02-01,2.865
2007-03-01,2.96
2007-04-01,2.93
2007-05-01,3.077
2007-06-01,3.091
2007-07-01,3.114
2007-08-01,3.076
2007-09-01,2.991
2007-10-01,3.059
2007-11-01,2.902
2007-12-01,2.994
2008-01-01,3.076
2008-02-01,3.019
2008-03-01,3.003
2008-04-01,3.045
2008-05-01,3.075
2008-06-01,3.158
2008-07-01,3.06
2008-08-01,3.142
2008-09-01,3.153
2008-10-01,3.071
2008-11-01,2.914
2008-12-01,2.996
2009-01-01,2.872
2009-02-01,2.962
2009-03-01,2.854
2009-04-01,2.876
2009-05-01,2.889
2009-06-01,2.909
2009-07-01,2.734
2009-08-01,2.688
2009-09-01,2.887
2009-10-01,2.69
2009-11-01,2.826
2009-12-01,2.856
2010-01-01,2.836
2010-02-01,2.909
2010-03-01,2.891
2010-04-01,2.872
2010-05-01,3.008
2010-06-01,3.033
2010-07-01,3.096
2010-08-01,3.086
2010-09-01,3.129
2010-10-01,3.234
2010-11-01,3.169
2010-12-01,3.116
2011-01-01,3.205
2011-02-01,3.295
2011-03-01,3.258
2011-04-01,3.247
2011-05-01,3.425
2011-06-01,3.378
2011-07-01,3.397
2011-08-01,3.421
2011-09-01,3.526
2011-10-01,3.49
2011-11-01,3.363
2011-12-01,3.403
2012-01-01,3.544
2012-02-01,3.283
2012-03-01,3.265
2012-04-01,3.404
2012-05-01,3.508
2012-06-01,3.423
2012-07-01,3.334
2012-08-01,3.538
2012-09-01,3.341
2012-10-01,3.524
2012-11-01,3.374
2012-12-01,3.176
2013-01-01,3.377
2013-02-01,3.432
2013-03-01,3.402
2013-04-01,3.228
2013-05-01,3.382
2013-06-01,3.198
2013-07-01,3.204
2013-08-01,3.168
2013-09-01,3.431
2013-10-01,3.141
2013-11-01,3.345
2013-12-01,3.561
2014-01-01,3.549
2014-02-01,3.312
2014-03-01,3.67
2014-04-01,3.856
2014-05-01,3.841
2014-06-01,3.73
2014-07-01,3.87
2014-08-01,4.064
2014-09-01,4.065
2014-10-01,3.926
2014-11-01,3.889
2014-12-01,3.933
2015-01-01,3.768
2015-02-01,3.873
2015-03-01,3.855
2015-04-01,3.8
2015-05-01,3.734
2015-06-01,3.539
2015-07-01,3.734
2015-08-01,3.568
2015-09-01,3.808
2015-10-01,3.862
2015-11-01,3.739
