"Date","STICKCPIXSHLTRM679SFRBATL"
1967-03-01,2.944565715
1967-04-01,3.394465936
1967-05-01,3.181084465
1967-06-01,3.300756433
1967-07-01,3.41664746
1967-08-01,3.505103208
1967-09-01,3.925046045
1967-10-01,4.104276896
1967-11-01,4.715427393
1967-12-01,4.469281716
1968-01-01,5.119797777
1968-02-01,4.821229404
1968-03-01,5.749078381
1968-04-01,4.722587042
1968-05-01,4.877418157
1968-06-01,4.186624763
1968-07-01,4.035027157
1968-08-01,4.054056171
1968-09-01,4.05442943
1968-10-01,5.317363697
1968-11-01,5.783092456
1968-12-01,6.579033225
1969-01-01,5.846005753
1969-02-01,5.252538136
1969-03-01,5.042454934
1969-04-01,5.511429044
1969-05-01,5.71920193
1969-06-01,5.398589139
1969-07-01,4.678371857
1969-08-01,4.87237569
1969-09-01,4.979649585
1969-10-01,4.821888549
1969-11-01,4.708028939
1969-12-01,5.179210945
1970-01-01,7.173732746
1970-02-01,7.505112718
1970-03-01,7.331470714
1970-04-01,6.389025704
1970-05-01,6.149445858
1970-06-01,5.907062994
1970-07-01,5.664253662
1970-08-01,5.601530524
1970-09-01,5.302053751
1970-10-01,4.754147026
1970-11-01,6.172672816
1970-12-01,6.151352939
1971-01-01,7.697664213
1971-02-01,6.687649683
1971-03-01,6.591053047
1971-04-01,5.673096246
1971-05-01,5.219619944
1971-06-01,5.619464812
1971-07-01,5.07539071
1971-08-01,4.467644585
1971-09-01,3.524641709
1971-10-01,1.829492345
1971-11-01,1.396629904
1971-12-01,1.837536418
1972-01-01,3.514003888
1972-02-01,3.591609039
1972-03-01,3.122363656
1972-04-01,2.685140571
1972-05-01,2.94007978
1972-06-01,2.868160446
1972-07-01,2.672879322
1972-08-01,2.264987963
1972-09-01,2.264702211
1972-10-01,2.310760205
1972-11-01,2.754371069
1972-12-01,2.744773396
1973-01-01,2.33056781
1973-02-01,2.566329388
1973-03-01,3.001096771
1973-04-01,4.273552617
1973-05-01,4.863138663
1973-06-01,5.159632689
1973-07-01,4.567817893
1973-08-01,4.050016785
1973-09-01,4.856132881
1973-10-01,7.231385543
1973-11-01,7.863009729
1973-12-01,7.694045366
1974-01-01,6.781608654
1974-02-01,7.577927564
1974-03-01,8.445095665
1974-04-01,9.203683464
1974-05-01,11.152202624
1974-06-01,13.080589077
1974-07-01,14.245715131
1974-08-01,14.207035002
1974-09-01,13.412825488
1974-10-01,12.84035181
1974-11-01,11.738393554
1974-12-01,11.117377972
1975-01-01,10.545780273
1975-02-01,10.135437298
1975-03-01,9.027480478
1975-04-01,8.494401425
1975-05-01,6.546139026
1975-06-01,6.043656731
1975-07-01,5.266272509
1975-08-01,5.942604212
