"Date","CUURA103SEFV"
2006-08-01,NA
2006-09-01,217.7
2006-10-01,NA
2006-11-01,219
2006-12-01,NA
2007-01-01,219.424
2007-02-01,NA
2007-03-01,221.522
2007-04-01,NA
2007-05-01,223.218
2007-06-01,NA
2007-07-01,226.511
2007-08-01,NA
2007-09-01,226.866
2007-10-01,NA
2007-11-01,228.366
2007-12-01,NA
2008-01-01,230.392
2008-02-01,NA
2008-03-01,232.837
2008-04-01,NA
2008-05-01,233.481
2008-06-01,NA
2008-07-01,236.645
2008-08-01,NA
2008-09-01,239.263
2008-10-01,NA
2008-11-01,241.068
2008-12-01,NA
2009-01-01,241.449
2009-02-01,NA
2009-03-01,241.039
2009-04-01,NA
2009-05-01,240.793
2009-06-01,NA
2009-07-01,241.444
2009-08-01,NA
2009-09-01,245.134
2009-10-01,NA
2009-11-01,245.748
2009-12-01,NA
2010-01-01,246.513
2010-02-01,NA
2010-03-01,246.679
2010-04-01,NA
2010-05-01,246.042
2010-06-01,NA
2010-07-01,245.094
2010-08-01,NA
2010-09-01,246.319
2010-10-01,NA
2010-11-01,247.098
2010-12-01,NA
2011-01-01,250.339
2011-02-01,NA
2011-03-01,251.046
2011-04-01,NA
2011-05-01,253.188
2011-06-01,NA
2011-07-01,255.279
2011-08-01,NA
2011-09-01,255.909
2011-10-01,NA
2011-11-01,256.651
2011-12-01,NA
2012-01-01,257.4
2012-02-01,NA
2012-03-01,256.447
2012-04-01,NA
2012-05-01,259.674
2012-06-01,NA
2012-07-01,260.767
2012-08-01,NA
2012-09-01,262.102
2012-10-01,NA
2012-11-01,262.073
2012-12-01,NA
2013-01-01,263.004
2013-02-01,NA
2013-03-01,263.316
2013-04-01,NA
2013-05-01,263.135
2013-06-01,NA
2013-07-01,263.767
2013-08-01,NA
2013-09-01,263.511
2013-10-01,NA
2013-11-01,264.089
2013-12-01,NA
2014-01-01,265.322
2014-02-01,NA
2014-03-01,265.504
2014-04-01,NA
2014-05-01,264.415
2014-06-01,NA
2014-07-01,265.821
2014-08-01,NA
2014-09-01,266.983
2014-10-01,NA
2014-11-01,266.552
2014-12-01,NA
2015-01-01,268.272
2015-02-01,NA
2015-03-01,267.776
2015-04-01,NA
2015-05-01,269.653
2015-06-01,NA
2015-07-01,273.106
2015-08-01,NA
2015-09-01,274.794
2015-10-01,NA
2015-11-01,275.599
2015-12-01,NA
2016-01-01,278.801
2016-02-01,NA
2016-03-01,278.988
2016-04-01,NA
2016-05-01,279.749
2016-06-01,NA
2016-07-01,281.457
2016-08-01,NA
2016-09-01,283.647
2016-10-01,NA
2016-11-01,285.071
2016-12-01,NA
2017-01-01,285.291
2017-02-01,NA
2017-03-01,284.807
2017-04-01,NA
2017-05-01,284.485
2017-06-01,NA
2017-07-01,287.624
2017-08-01,NA
2017-09-01,287.974
2017-10-01,NA
2017-11-01,287.884
2017-12-01,NA
2018-01-01,291.574
2018-02-01,NA
2018-03-01,291.045
2018-04-01,NA
2018-05-01,291.991
2018-06-01,NA
2018-07-01,294.08
2018-08-01,NA
2018-09-01,294.499
2018-10-01,NA
2018-11-01,295.534
2018-12-01,NA
2019-01-01,298.58
2019-02-01,NA
2019-03-01,298.802
2019-04-01,NA
2019-05-01,297.931
2019-06-01,NA
2019-07-01,300.065
2019-08-01,NA
2019-09-01,301.568
2019-10-01,NA
2019-11-01,301.331
2019-12-01,NA
2020-01-01,306.598
2020-02-01,NA
2020-03-01,307.221
2020-04-01,NA
2020-05-01,316.048
2020-06-01,NA
2020-07-01,315.781
2020-08-01,NA
2020-09-01,316.585
2020-10-01,NA
2020-11-01,318.495
2020-12-01,NA
2021-01-01,325.397
2021-02-01,NA
2021-03-01,334.016
2021-04-01,NA
2021-05-01,337.021
2021-06-01,NA
2021-07-01,345.397
2021-08-01,NA
2021-09-01,349.016
2021-10-01,NA
2021-11-01,349.756
2021-12-01,NA
2022-01-01,356.507
2022-02-01,NA
2022-03-01,362.937
2022-04-01,NA
2022-05-01,362.55
2022-06-01,NA
2022-07-01,377.96
2022-08-01,NA
2022-09-01,383.666
2022-10-01,NA
2022-11-01,378.348
2022-12-01,NA
2023-01-01,380.46
2023-02-01,NA
2023-03-01,385.111
2023-04-01,NA
2023-05-01,391.442
2023-06-01,NA
2023-07-01,397.441
2023-08-01,NA
2023-09-01,409.225
2023-10-01,NA
2023-11-01,411.791
