"Date","APUA42572511"
1978-11-01,0.487
1978-12-01,0.497
1979-01-01,0.509
1979-02-01,0.538
1979-03-01,0.565
1979-04-01,0.581
1979-05-01,0.623
1979-06-01,0.689
1979-07-01,0.737
1979-08-01,0.795
1979-09-01,0.856
1979-10-01,0.854
1979-11-01,0.855
1979-12-01,0.861
1980-01-01,0.921
1980-02-01,1.009
1980-03-01,1.031
1980-04-01,1.031
1980-05-01,1.033
1980-06-01,1.033
1980-07-01,1.029
1980-08-01,1.013
1980-09-01,1.013
1980-10-01,1.004
1980-11-01,1.007
1980-12-01,1.045
1981-01-01,1.065
1981-02-01,1.1
1981-03-01,1.146
1981-04-01,1.153
1981-05-01,1.155
1981-06-01,1.17
1981-07-01,1.169
1981-08-01,1.168
1981-09-01,1.168
1981-10-01,1.162
1981-11-01,1.168
1981-12-01,1.174
1982-01-01,1.179
1982-02-01,1.176
1982-03-01,1.173
1982-04-01,1.136
1982-05-01,1.136
1982-06-01,1.138
1982-07-01,1.138
1982-08-01,1.138
1982-09-01,1.138
1982-10-01,1.142
1982-11-01,1.176
1982-12-01,1.185
1983-01-01,1.175
1983-02-01,1.141
1983-03-01,1.036
1983-04-01,0.992
1983-05-01,0.995
1983-06-01,0.997
1983-07-01,0.996
1983-08-01,0.996
1983-09-01,0.997
1983-10-01,1.021
1983-11-01,1.037
1983-12-01,1.043
1984-01-01,1.037
1984-02-01,1.036
1984-03-01,1.066
1984-04-01,1.028
1984-05-01,1.029
1984-06-01,1.02
1984-07-01,1.021
1984-08-01,1.015
1984-09-01,0.999
1984-10-01,0.994
1984-11-01,0.994
1984-12-01,1.005
1985-01-01,1.006
1985-02-01,1.005
1985-03-01,1.002
1985-04-01,0.991
1985-05-01,1.004
1985-06-01,1.004
1985-07-01,1.002
1985-08-01,1.003
1985-09-01,NA
1985-10-01,0.995
1985-11-01,1.025
1985-12-01,1.04
1986-01-01,1.061
1986-02-01,0.919
1986-03-01,0.687
1986-04-01,0.666
1986-05-01,0.681
1986-06-01,0.691
1986-07-01,0.606
1986-08-01,0.57
1986-09-01,0.665
1986-10-01,0.652
1986-11-01,0.649
1986-12-01,0.653
