"Date","CUURA103SAF11"
1953-01-01,31.3
1953-02-01,30.6
1953-03-01,30.6
1953-04-01,30.2
1953-05-01,30.3
1953-06-01,31.2
1953-07-01,31.3
1953-08-01,31.5
1953-09-01,31.3
1953-10-01,31
1953-11-01,30.5
1953-12-01,30.3
1954-01-01,30.5
1954-02-01,30.4
1954-03-01,30.3
1954-04-01,30.4
1954-05-01,30.7
1954-06-01,30.9
1954-07-01,31.5
1954-08-01,31
1954-09-01,30.7
1954-10-01,30.6
1954-11-01,30.1
1954-12-01,30
1955-01-01,29.9
1955-02-01,30.3
1955-03-01,30.2
1955-04-01,30.2
1955-05-01,30.1
1955-06-01,30.3
1955-07-01,30.8
1955-08-01,30.6
1955-09-01,30.8
1955-10-01,30.3
1955-11-01,30.1
1955-12-01,29.8
1956-01-01,29.7
1956-02-01,29.4
1956-03-01,29.5
1956-04-01,29.5
1956-05-01,30.1
1956-06-01,31
1956-07-01,31.7
1956-08-01,31.2
1956-09-01,31.5
1956-10-01,31.2
1956-11-01,30.7
1956-12-01,30.7
1957-01-01,30.8
1957-02-01,30.9
1957-03-01,30.8
1957-04-01,31.2
1957-05-01,31.3
1957-06-01,31.8
1957-07-01,32.7
1957-08-01,32.5
1957-09-01,32.5
1957-10-01,32.2
1957-11-01,31.9
1957-12-01,31.7
1958-01-01,32.3
1958-02-01,32.6
1958-03-01,33.3
1958-04-01,33.4
1958-05-01,33.2
1958-06-01,33.3
1958-07-01,33.8
1958-08-01,33.5
1958-09-01,33.2
1958-10-01,33.1
1958-11-01,32.8
1958-12-01,32.7
1959-01-01,32.6
1959-02-01,32.5
1959-03-01,32.3
1959-04-01,32
1959-05-01,32.1
1959-06-01,32.3
1959-07-01,32.5
1959-08-01,32.5
1959-09-01,32.8
1959-10-01,32.7
1959-11-01,32.6
1959-12-01,32.3
1960-01-01,32
1960-02-01,32
1960-03-01,32.3
1960-04-01,32.5
1960-05-01,32.4
1960-06-01,32.5
1960-07-01,32.9
1960-08-01,32.7
1960-09-01,32.9
1960-10-01,32.9
1960-11-01,33
1960-12-01,33
1961-01-01,32.9
1961-02-01,33
1961-03-01,32.7
1961-04-01,32.7
1961-05-01,32.5
1961-06-01,32.5
1961-07-01,33.2
1961-08-01,33.1
1961-09-01,32.7
1961-10-01,32.7
1961-11-01,32.5
1961-12-01,32.6
1962-01-01,33
1962-02-01,32.9
1962-03-01,33.1
1962-04-01,32.9
1962-05-01,33
1962-06-01,33.2
1962-07-01,33.2
1962-08-01,33.6
1962-09-01,33.7
1962-10-01,33.6
1962-11-01,33.9
1962-12-01,33.6
1963-01-01,33.8
1963-02-01,33.8
1963-03-01,33.9
1963-04-01,33.8
1963-05-01,33.7
1963-06-01,33.9
1963-07-01,34.6
1963-08-01,34.6
1963-09-01,34.1
1963-10-01,34
1963-11-01,34.1
1963-12-01,34.2
1964-01-01,34.2
1964-02-01,34.2
1964-03-01,34.4
1964-04-01,34.2
1964-05-01,34.4
1964-06-01,34.5
1964-07-01,35.2
1964-08-01,35.2
1964-09-01,35.1
1964-10-01,35
1964-11-01,35.1
1964-12-01,35
1965-01-01,35
1965-02-01,35.2
1965-03-01,35.3
1965-04-01,35.2
1965-05-01,35.3
1965-06-01,35.8
1965-07-01,36.6
1965-08-01,36.5
1965-09-01,35.9
1965-10-01,35.7
1965-11-01,35.6
1965-12-01,35.6
1966-01-01,35.9
1966-02-01,36.6
1966-03-01,36.8
1966-04-01,37
1966-05-01,36.5
1966-06-01,36.5
1966-07-01,36.9
1966-08-01,37.6
1966-09-01,37.8
1966-10-01,37.7
1966-11-01,37.3
1966-12-01,37.3
1967-01-01,37.3
1967-02-01,37
1967-03-01,37
1967-04-01,36.7
1967-05-01,36.9
1967-06-01,37.2
1967-07-01,37.5
1967-08-01,37.9
1967-09-01,37.9
1967-10-01,37.6
1967-11-01,37.3
1967-12-01,37.3
1968-01-01,37.6
1968-02-01,37.8
1968-03-01,37.9
1968-04-01,37.8
1968-05-01,38.2
1968-06-01,37.9
1968-07-01,38.4
1968-08-01,38.4
1968-09-01,38.4
1968-10-01,38.5
1968-11-01,38.3
1968-12-01,38.7
1969-01-01,38.8
1969-02-01,39.2
1969-03-01,39.2
1969-04-01,39.7
1969-05-01,39.7
1969-06-01,40.3
1969-07-01,40.6
1969-08-01,41.1
1969-09-01,40.9
1969-10-01,40.6
1969-11-01,40.7
1969-12-01,41.2
1970-01-01,41.6
1970-02-01,41.9
1970-03-01,42
1970-04-01,42.2
1970-05-01,42.3
1970-06-01,42.5
1970-07-01,42.8
1970-08-01,43.1
1970-09-01,42.9
1970-10-01,42.8
1970-11-01,42.8
1970-12-01,43
1971-01-01,43.1
1971-02-01,43.4
1971-03-01,43.6
1971-04-01,43.8
1971-05-01,43.4
1971-06-01,43.7
1971-07-01,43.8
1971-08-01,43.9
1971-09-01,43.5
1971-10-01,43.4
1971-11-01,43.5
1971-12-01,44.1
1972-01-01,43.8
1972-02-01,44.7
1972-03-01,45.2
1972-04-01,45.1
1972-05-01,45.3
1972-06-01,45.3
1972-07-01,45.8
1972-08-01,46.3
1972-09-01,46.3
1972-10-01,46.5
1972-11-01,46.4
1972-12-01,46.5
1973-01-01,47.3
1973-02-01,48.5
1973-03-01,49.9
1973-04-01,50.6
1973-05-01,50.9
1973-06-01,51.9
1973-07-01,52.2
1973-08-01,55.3
1973-09-01,54.6
1973-10-01,55.4
1973-11-01,56.1
1973-12-01,56.4
1974-01-01,57.6
1974-02-01,59.2
1974-03-01,59.6
1974-04-01,59.1
1974-05-01,59.7
1974-06-01,60
1974-07-01,60.5
1974-08-01,61
1974-09-01,61.7
1974-10-01,61.8
1974-11-01,62.7
1974-12-01,63.5
1975-01-01,64
1975-02-01,64
1975-03-01,63.7
1975-04-01,63.6
1975-05-01,63.5
1975-06-01,64.4
1975-07-01,66.8
1975-08-01,66.7
1975-09-01,66.4
1975-10-01,66.6
1975-11-01,67
1975-12-01,67.2
1976-01-01,68.4
1976-02-01,67.9
1976-03-01,67.6
1976-04-01,67.6
1976-05-01,67.8
1976-06-01,67.8
1976-07-01,68.4
1976-08-01,68.4
1976-09-01,67.8
1976-10-01,67.3
1976-11-01,66.9
1976-12-01,66.3
1977-01-01,67
1977-02-01,68.9
1977-03-01,68.8
1977-04-01,69.7
1977-05-01,69.7
1977-06-01,70.9
1977-07-01,71.7
1977-08-01,71.1
1977-09-01,71.3
1977-10-01,70.9
1977-11-01,71.2
1977-12-01,71.3
1978-01-01,72.4
1978-02-01,73.8
1978-03-01,74.2
1978-04-01,75.2
1978-05-01,76.3
1978-06-01,78
1978-07-01,79.1
1978-08-01,78.7
1978-09-01,78.7
1978-10-01,78.8
1978-11-01,78.7
1978-12-01,79.2
1979-01-01,80.4
1979-02-01,82.7
1979-03-01,83.7
1979-04-01,84.7
1979-05-01,85.7
1979-06-01,86.6
1979-07-01,88
1979-08-01,87
1979-09-01,86.8
1979-10-01,86.1
1979-11-01,86.3
1979-12-01,87.8
1980-01-01,88.8
1980-02-01,88.6
1980-03-01,89.7
1980-04-01,90
1980-05-01,90.3
1980-06-01,89.7
1980-07-01,90.9
1980-08-01,92.4
1980-09-01,92.3
1980-10-01,92.7
1980-11-01,93.5
1980-12-01,95.3
1981-01-01,96.3
1981-02-01,97.2
1981-03-01,97.1
1981-04-01,97.5
1981-05-01,96.7
1981-06-01,96.2
1981-07-01,97.2
1981-08-01,96.4
1981-09-01,95.8
1981-10-01,96.2
1981-11-01,95.2
1981-12-01,95.3
1982-01-01,97.8
1982-02-01,97.6
1982-03-01,97.1
1982-04-01,97.2
1982-05-01,98.2
1982-06-01,99.5
1982-07-01,99.5
1982-08-01,98.8
1982-09-01,98.9
1982-10-01,97.6
1982-11-01,97.9
1982-12-01,98.1
1983-01-01,98.5
1983-02-01,100.2
1983-03-01,100
1983-04-01,100
1983-05-01,99.1
1983-06-01,99.4
1983-07-01,99.1
1983-08-01,98.9
1983-09-01,98.6
1983-10-01,98.6
1983-11-01,98.6
1983-12-01,99.3
1984-01-01,101.4
1984-02-01,102.9
1984-03-01,103.1
1984-04-01,103.1
1984-05-01,101.9
1984-06-01,103.4
1984-07-01,102.6
1984-08-01,103.5
1984-09-01,102.9
1984-10-01,102.5
1984-11-01,102.2
1984-12-01,102.1
1985-01-01,104.3
1985-02-01,105.3
1985-03-01,105.1
1985-04-01,105.2
1985-05-01,104.5
1985-06-01,106.2
1985-07-01,106.7
1985-08-01,106.1
1985-09-01,106.3
1985-10-01,104.7
1985-11-01,106.3
1985-12-01,105.5
1986-01-01,109
1986-02-01,106.7
1986-03-01,107.3
1986-04-01,107.6
1986-05-01,108.3
1986-06-01,107.7
1986-07-01,110.3
1986-08-01,110.7
1986-09-01,111.4
1986-10-01,109.7
1986-11-01,109.7
1986-12-01,111.4
1987-01-01,116.1
1987-02-01,113
1987-03-01,113.5
1987-04-01,112.9
1987-05-01,114.6
1987-06-01,116.3
1987-07-01,114.4
1987-08-01,114.8
1987-09-01,114.9
1987-10-01,115.6
1987-11-01,113.5
1987-12-01,115.5
1988-01-01,117
1988-02-01,116.7
1988-03-01,114.3
1988-04-01,116.1
1988-05-01,118.4
1988-06-01,118.5
1988-07-01,120.6
1988-08-01,122.7
1988-09-01,123.4
1988-10-01,121.7
1988-11-01,121.4
1988-12-01,122.8
1989-01-01,125.2
1989-02-01,124.9
1989-03-01,127.2
1989-04-01,127.6
1989-05-01,128.5
1989-06-01,131.4
1989-07-01,130.9
1989-08-01,131
1989-09-01,129.6
1989-10-01,128.9
1989-11-01,129.8
1989-12-01,129.5
1990-01-01,136
1990-02-01,137.2
1990-03-01,136
1990-04-01,133.7
1990-05-01,135.2
1990-06-01,134.8
1990-07-01,135
1990-08-01,135.7
1990-09-01,136.2
1990-10-01,134.5
1990-11-01,137.7
1990-12-01,136.1
1991-01-01,139.6
1991-02-01,139.9
1991-03-01,138.9
1991-04-01,139.9
1991-05-01,141.3
1991-06-01,139.8
1991-07-01,139.9
1991-08-01,139
1991-09-01,137.2
1991-10-01,137
1991-11-01,139
1991-12-01,138.2
1992-01-01,140
1992-02-01,140.1
1992-03-01,141.2
1992-04-01,141
1992-05-01,139.2
1992-06-01,139.5
1992-07-01,140.1
1992-08-01,139.7
1992-09-01,140.5
1992-10-01,140.4
1992-11-01,140.8
1992-12-01,140
1993-01-01,143.5
1993-02-01,142.2
1993-03-01,143.1
1993-04-01,143.6
1993-05-01,143.6
1993-06-01,144.4
1993-07-01,143.8
1993-08-01,142.8
1993-09-01,143.4
1993-10-01,143.5
1993-11-01,144.3
1993-12-01,142.6
1994-01-01,145.8
1994-02-01,145.6
1994-03-01,148.1
1994-04-01,148.4
1994-05-01,146.9
1994-06-01,147.6
1994-07-01,148.8
1994-08-01,149.6
1994-09-01,149.9
1994-10-01,149.5
1994-11-01,148.3
1994-12-01,150.6
1995-01-01,156.2
1995-02-01,152.9
1995-03-01,151.8
1995-04-01,151.9
1995-05-01,152.2
1995-06-01,150.5
1995-07-01,149.4
1995-08-01,150.8
1995-09-01,150.5
1995-10-01,151.8
1995-11-01,151.3
1995-12-01,153.2
1996-01-01,155
1996-02-01,153.4
1996-03-01,156.2
1996-04-01,156.3
1996-05-01,154.8
1996-06-01,152.8
1996-07-01,155.2
1996-08-01,155.2
1996-09-01,155.8
1996-10-01,158.6
1996-11-01,157.5
1996-12-01,155.9
1997-01-01,157
1997-02-01,157.2
1997-03-01,158.4
1997-04-01,157.1
1997-05-01,157.8
1997-06-01,156.8
1997-07-01,157.5
1997-08-01,159.1
1997-09-01,157.4
1997-10-01,159.1
1997-11-01,157.4
1997-12-01,157.6
1998-01-01,162.7
1998-02-01,160.3
1998-03-01,160.5
1998-04-01,160.1
1998-05-01,161.3
1998-06-01,161.7
1998-07-01,162.3
1998-08-01,163.6
1998-09-01,162.2
1998-10-01,167.9
1998-11-01,166.4
1998-12-01,167.3
1999-01-01,165.2
1999-02-01,164.4
1999-03-01,163.4
1999-04-01,165.8
1999-05-01,166.2
1999-06-01,166
1999-07-01,167.4
1999-08-01,164.9
1999-09-01,166
1999-10-01,167.7
1999-11-01,169.1
1999-12-01,170.3
2000-01-01,169.2
2000-02-01,171
2000-03-01,166.8
2000-04-01,168.5
2000-05-01,167.9
2000-06-01,168.6
2000-07-01,170.8
2000-08-01,171.5
2000-09-01,169.8
2000-10-01,170.6
2000-11-01,171.4
2000-12-01,173.6
2001-01-01,172.8
2001-02-01,174.5
2001-03-01,173.2
2001-04-01,175.7
2001-05-01,172.3
2001-06-01,175.6
2001-07-01,176.4
2001-08-01,177.3
2001-09-01,176.1
2001-10-01,177
2001-11-01,178.9
2001-12-01,178.4
2002-01-01,181.9
2002-02-01,177.3
2002-03-01,176.9
2002-04-01,180
2002-05-01,176.5
2002-06-01,177
2002-07-01,177.1
2002-08-01,179.4
2002-09-01,178.3
2002-10-01,176
2002-11-01,177.2
2002-12-01,177.5
2003-01-01,179.8
2003-02-01,178.5
2003-03-01,177.8
2003-04-01,179.1
2003-05-01,182.5
2003-06-01,182.9
2003-07-01,180
2003-08-01,183.7
2003-09-01,185.6
2003-10-01,184.6
2003-11-01,185.3
2003-12-01,185.5
2004-01-01,187.5
2004-02-01,185.4
2004-03-01,185.2
2004-04-01,185.8
2004-05-01,189.6
2004-06-01,188.6
2004-07-01,190
2004-08-01,187.4
2004-09-01,190.7
2004-10-01,190.9
2004-11-01,193.1
2004-12-01,193.7
2005-01-01,195.1
2005-02-01,193.3
2005-03-01,193.9
2005-04-01,195.4
2005-05-01,195.5
2005-06-01,195.2
2005-07-01,194.3
2005-08-01,196.7
2005-09-01,196.2
2005-10-01,197.5
2005-11-01,195.6
2005-12-01,196.4
2006-01-01,200.2
2006-02-01,199.1
2006-03-01,200
2006-04-01,197.9
2006-05-01,200.9
2006-06-01,203
2006-07-01,203.3
2006-08-01,200.9
2006-09-01,204.2
2006-10-01,200.8
2006-11-01,201.4
2006-12-01,201.6
2007-01-01,205.313
2007-02-01,206.744
2007-03-01,207.782
2007-04-01,208.56
2007-05-01,207.953
2007-06-01,209.084
2007-07-01,207.777
2007-08-01,209.673
2007-09-01,209.289
2007-10-01,208.341
2007-11-01,209.144
2007-12-01,209.011
2008-01-01,211.066
2008-02-01,212.839
2008-03-01,210.534
2008-04-01,214.226
2008-05-01,215.264
2008-06-01,215.394
2008-07-01,218.626
2008-08-01,222.748
2008-09-01,223.698
2008-10-01,225.647
2008-11-01,225.606
2008-12-01,226.234
2009-01-01,225.159
2009-02-01,223.59
2009-03-01,223.256
2009-04-01,220.535
2009-05-01,222.447
2009-06-01,220.584
2009-07-01,220.109
2009-08-01,219.47
2009-09-01,221.292
2009-10-01,221.306
2009-11-01,220.589
2009-12-01,220.59
2010-01-01,224.417
2010-02-01,222.548
2010-03-01,222.801
2010-04-01,223.865
2010-05-01,224.208
2010-06-01,223.578
2010-07-01,222.796
2010-08-01,221.09
2010-09-01,223.808
2010-10-01,224.415
