"Date","CUURA210SAF1"
1943-06-01,18.7
1943-07-01,18.2
1943-08-01,18.2
1943-09-01,18.1
1943-10-01,18.1
1943-11-01,18
1943-12-01,17.9
1944-01-01,17.7
1944-02-01,17.7
1944-03-01,17.6
1944-04-01,17.8
1944-05-01,17.8
1944-06-01,17.7
1944-07-01,18.1
1944-08-01,18.1
1944-09-01,17.9
1944-10-01,17.8
1944-11-01,17.9
1944-12-01,17.7
1945-01-01,17.7
1945-02-01,17.6
1945-03-01,17.6
1945-04-01,17.7
1945-05-01,18.1
1945-06-01,18.4
1945-07-01,18.3
1945-08-01,18.3
1945-09-01,17.9
1945-10-01,18
1945-11-01,18.1
1945-12-01,18.2
1946-01-01,18.1
1946-02-01,17.9
1946-03-01,17.9
1946-04-01,18.1
1946-05-01,18.4
1946-06-01,18.7
1946-07-01,21.5
1946-08-01,22.4
1946-09-01,22.5
1946-10-01,23
1946-11-01,24.3
1946-12-01,24
1947-01-01,23.8
1947-02-01,23.5
1947-03-01,24.5
1947-04-01,24.5
1947-05-01,24.4
1947-06-01,24.9
1947-07-01,25.1
1947-08-01,25.6
1947-09-01,26.5
1947-10-01,26.2
1947-11-01,25.9
1947-12-01,26.7
1948-01-01,27.3
1948-02-01,26.7
1948-03-01,26.3
1948-04-01,26.8
1948-05-01,27.4
1948-06-01,28.1
1948-07-01,28.4
1948-08-01,28.8
1948-09-01,28.3
1948-10-01,27.7
1948-11-01,27.3
1948-12-01,26.8
1949-01-01,26.7
1949-02-01,26
1949-03-01,26.4
1949-04-01,26.3
1949-05-01,26.1
1949-06-01,26.5
1949-07-01,26.2
1949-08-01,26.4
1949-09-01,26.5
1949-10-01,26.3
1949-11-01,25.8
1949-12-01,25.5
1950-01-01,25.4
1950-02-01,25.3
1950-03-01,25.3
1950-04-01,25.5
1950-05-01,25.8
1950-06-01,26.5
1950-07-01,27.2
1950-08-01,27.4
1950-09-01,27.3
1950-10-01,27.5
1950-11-01,27.4
1950-12-01,27.7
1951-01-01,28.5
1951-02-01,29.2
1951-03-01,29.3
1951-04-01,29.1
1951-05-01,29.6
1951-06-01,29.7
1951-07-01,29.7
1951-08-01,29.6
1951-09-01,29.5
1951-10-01,29.8
1951-11-01,30
1951-12-01,30
1952-01-01,30.3
1952-02-01,29.8
1952-03-01,29.6
1952-04-01,29.9
1952-05-01,30.2
1952-06-01,30.5
1952-07-01,30.9
1952-08-01,30.9
1952-09-01,30.6
1952-10-01,30.3
1952-11-01,30
1952-12-01,29.4
1953-01-01,29.1
1953-02-01,28.4
1953-03-01,28.6
1953-04-01,28.5
1953-05-01,28.7
1953-06-01,29.1
1953-07-01,29.3
1953-08-01,29.5
1953-09-01,29.3
1953-10-01,29.3
1953-11-01,29.1
1953-12-01,29
1954-01-01,29.3
1954-02-01,29.1
1954-03-01,29
1954-04-01,29
1954-05-01,29.3
1954-06-01,29.5
1954-07-01,29.7
1954-08-01,29.4
1954-09-01,29.1
1954-10-01,29.1
1954-11-01,28.8
1954-12-01,28.6
1955-01-01,28.7
1955-02-01,28.6
1955-03-01,28.5
1955-04-01,28.4
1955-05-01,28.8
1955-06-01,28.7
1955-07-01,28.8
1955-08-01,28.8
1955-09-01,28.8
1955-10-01,28.8
1955-11-01,28.2
1955-12-01,28.2
1956-01-01,28.2
1956-02-01,28
1956-03-01,28
1956-04-01,28.3
1956-05-01,28.7
1956-06-01,29.4
1956-07-01,29.7
1956-08-01,29.3
1956-09-01,29.4
1956-10-01,29.4
1956-11-01,29.1
1956-12-01,29.1
1957-01-01,29.2
1957-02-01,29.4
1957-03-01,29.2
1957-04-01,29.2
1957-05-01,29.6
1957-06-01,30.1
1957-07-01,30.3
1957-08-01,30.5
1957-09-01,30.3
1957-10-01,30.1
1957-11-01,29.9
1957-12-01,29.9
1958-01-01,30.4
1958-02-01,30.5
1958-03-01,31.1
1958-04-01,31.1
1958-05-01,31.2
1958-06-01,31.1
1958-07-01,31.3
1958-08-01,31.1
1958-09-01,30.8
1958-10-01,30.5
1958-11-01,30.5
1958-12-01,30.3
1959-01-01,30.3
1959-02-01,30.1
1959-03-01,30
1959-04-01,30.1
1959-05-01,30
1959-06-01,30.1
1959-07-01,30.1
1959-08-01,29.9
1959-09-01,30
1959-10-01,29.9
1959-11-01,29.7
1959-12-01,29.8
1960-01-01,29.7
1960-02-01,29.7
1960-03-01,29.8
1960-04-01,30.5
1960-05-01,30.6
1960-06-01,30.8
1960-07-01,30.8
1960-08-01,30.7
1960-09-01,30.6
1960-10-01,30.8
1960-11-01,30.8
1960-12-01,30.7
1961-01-01,30.7
1961-02-01,30.7
1961-03-01,30.5
1961-04-01,30.6
1961-05-01,30.4
1961-06-01,30.5
1961-07-01,30.7
1961-08-01,30.7
1961-09-01,30.6
1961-10-01,30.4
1961-11-01,30
1961-12-01,29.9
1962-01-01,30
1962-02-01,30.3
1962-03-01,30.3
1962-04-01,30.4
1962-05-01,30.6
1962-06-01,30.6
1962-07-01,30.6
1962-08-01,30.7
1962-09-01,30.9
1962-10-01,30.7
1962-11-01,30.6
1962-12-01,30.5
1963-01-01,30.7
1963-02-01,30.9
1963-03-01,30.7
1963-04-01,30.5
1963-05-01,30.4
1963-06-01,30.7
1963-07-01,31
1963-08-01,31
1963-09-01,30.9
1963-10-01,30.7
1963-11-01,30.7
1963-12-01,30.8
1964-01-01,30.9
1964-02-01,30.9
1964-03-01,30.7
1964-04-01,30.7
1964-05-01,30.5
1964-06-01,30.6
1964-07-01,30.9
1964-08-01,31
1964-09-01,31.1
1964-10-01,30.9
1964-11-01,30.9
1964-12-01,31.1
1965-01-01,30.9
1965-02-01,30.9
1965-03-01,30.9
1965-04-01,31
1965-05-01,31.1
1965-06-01,32
1965-07-01,32.3
1965-08-01,32.2
1965-09-01,32.1
1965-10-01,32
1965-11-01,32.2
1965-12-01,32.4
1966-01-01,32.3
1966-02-01,33.2
1966-03-01,33.2
1966-04-01,33.3
1966-05-01,33.2
1966-06-01,33.6
1966-07-01,33.6
1966-08-01,34.2
1966-09-01,34
1966-10-01,33.9
1966-11-01,33.8
1966-12-01,33.7
1967-01-01,33.5
1967-02-01,33.2
1967-03-01,33.3
1967-04-01,33.1
1967-05-01,33.2
1967-06-01,33.7
1967-07-01,33.9
1967-08-01,34.1
1967-09-01,34
1967-10-01,33.9
1967-11-01,34
1967-12-01,33.9
1968-01-01,34.2
1968-02-01,34.5
1968-03-01,34.6
1968-04-01,34.8
1968-05-01,35
1968-06-01,35.3
1968-07-01,35.4
1968-08-01,35.9
1968-09-01,35.9
1968-10-01,35.7
1968-11-01,35.8
1968-12-01,36
1969-01-01,36.2
1969-02-01,36.2
1969-03-01,36.1
1969-04-01,36.3
1969-05-01,37
1969-06-01,37.2
1969-07-01,37.3
1969-08-01,37.8
1969-09-01,37.8
1969-10-01,37.8
1969-11-01,38
1969-12-01,38.8
1970-01-01,39
1970-02-01,38.8
1970-03-01,39.1
1970-04-01,39.2
1970-05-01,39.5
1970-06-01,39.6
1970-07-01,39.9
1970-08-01,39.8
1970-09-01,39.8
1970-10-01,39.6
1970-11-01,40
1970-12-01,40.1
1971-01-01,39.6
1971-02-01,39.9
1971-03-01,40.1
1971-04-01,40.2
1971-05-01,40.1
1971-06-01,40.2
1971-07-01,40.5
1971-08-01,40
1971-09-01,39.8
1971-10-01,39.7
1971-11-01,39.8
1971-12-01,40.1
1972-01-01,40
1972-02-01,41
1972-03-01,41.1
1972-04-01,41
1972-05-01,40.9
1972-06-01,41.4
1972-07-01,41.9
1972-08-01,42
1972-09-01,42.2
1972-10-01,42
1972-11-01,42.3
1972-12-01,42.4
1973-01-01,43.1
1973-02-01,44
1973-03-01,45.6
1973-04-01,46.4
1973-05-01,46.9
1973-06-01,47.2
1973-07-01,47.8
1973-08-01,51.2
1973-09-01,50.5
1973-10-01,49.7
1973-11-01,50.2
1973-12-01,51.1
1974-01-01,51.7
1974-02-01,53.4
1974-03-01,53.2
1974-04-01,52.8
1974-05-01,53.8
1974-06-01,53.4
1974-07-01,53.6
1974-08-01,54.8
1974-09-01,55.8
1974-10-01,55.6
1974-11-01,55.7
1974-12-01,56.7
1975-01-01,57.3
1975-02-01,57.1
1975-03-01,57
1975-04-01,57.3
1975-05-01,57.5
1975-06-01,58.9
1975-07-01,60.1
1975-08-01,60.1
1975-09-01,59.8
1975-10-01,60.9
1975-11-01,61.6
1975-12-01,62
1976-01-01,62.1
1976-02-01,61.5
1976-03-01,61.3
1976-04-01,61.5
1976-05-01,62.4
1976-06-01,62.9
1976-07-01,63.3
1976-08-01,62.7
1976-09-01,63.2
1976-10-01,63.1
1976-11-01,63.2
1976-12-01,63.5
1977-01-01,64.4
1977-02-01,65.1
1977-03-01,65.7
1977-04-01,66.9
1977-05-01,67.4
1977-06-01,67.4
1977-07-01,64.8
1977-08-01,64.7
1977-09-01,65.2
1977-10-01,66.4
1977-11-01,67.1
1977-12-01,66.8
1978-01-01,67.6
1978-02-01,69.2
1978-03-01,NA
1978-04-01,70.3
1978-05-01,NA
1978-06-01,72.8
1978-07-01,NA
1978-08-01,73
1978-09-01,NA
1978-10-01,73.5
1978-11-01,NA
1978-12-01,74.8
1979-01-01,NA
1979-02-01,77.9
1979-03-01,NA
1979-04-01,79.5
1979-05-01,NA
1979-06-01,79.7
1979-07-01,NA
1979-08-01,80.1
1979-09-01,NA
1979-10-01,80.4
1979-11-01,NA
1979-12-01,81.3
1980-01-01,NA
1980-02-01,83.1
1980-03-01,NA
1980-04-01,83.6
1980-05-01,NA
1980-06-01,83.4
1980-07-01,NA
1980-08-01,86.6
1980-09-01,NA
1980-10-01,89.1
1980-11-01,NA
1980-12-01,89.6
1981-01-01,NA
1981-02-01,91.6
1981-03-01,NA
1981-04-01,91.6
1981-05-01,NA
1981-06-01,93.8
1981-07-01,NA
1981-08-01,93.8
1981-09-01,NA
1981-10-01,94.2
1981-11-01,NA
1981-12-01,94
1982-01-01,NA
1982-02-01,95.2
1982-03-01,NA
1982-04-01,95.4
1982-05-01,NA
1982-06-01,96.6
1982-07-01,NA
1982-08-01,96.6
1982-09-01,NA
1982-10-01,97.1
1982-11-01,NA
1982-12-01,97.2
1983-01-01,NA
1983-02-01,98.7
1983-03-01,NA
1983-04-01,99.2
1983-05-01,NA
1983-06-01,99.3
1983-07-01,NA
1983-08-01,100.3
1983-09-01,NA
1983-10-01,100.8
1983-11-01,NA
1983-12-01,101.2
1984-01-01,NA
1984-02-01,103.8
1984-03-01,NA
1984-04-01,103.3
1984-05-01,NA
1984-06-01,103.4
1984-07-01,NA
1984-08-01,104.3
1984-09-01,NA
1984-10-01,105
1984-11-01,NA
1984-12-01,105.5
1985-01-01,NA
1985-02-01,107.2
1985-03-01,NA
1985-04-01,106.4
1985-05-01,NA
1985-06-01,105.5
1985-07-01,NA
1985-08-01,106
1985-09-01,NA
1985-10-01,106
1985-11-01,NA
1985-12-01,106.4
1986-01-01,NA
1986-02-01,106.9
1986-03-01,NA
1986-04-01,106.8
1986-05-01,NA
1986-06-01,106.1
1986-07-01,NA
1986-08-01,108.1
1986-09-01,NA
1986-10-01,108.6
1986-11-01,108.9
1986-12-01,109.3
1987-01-01,110.7
1987-02-01,NA
1987-03-01,110.6
1987-04-01,NA
1987-05-01,110.9
1987-06-01,NA
1987-07-01,110.6
1987-08-01,NA
1987-09-01,111.7
1987-10-01,NA
1987-11-01,112.7
1987-12-01,NA
1988-01-01,113.3
1988-02-01,NA
1988-03-01,114.9
1988-04-01,NA
1988-05-01,114.2
1988-06-01,NA
1988-07-01,116.6
1988-08-01,NA
1988-09-01,119.2
1988-10-01,NA
1988-11-01,119.3
1988-12-01,NA
1989-01-01,121.5
1989-02-01,NA
1989-03-01,122
1989-04-01,NA
1989-05-01,123.6
1989-06-01,NA
1989-07-01,125.2
1989-08-01,NA
1989-09-01,125.7
1989-10-01,NA
1989-11-01,125.9
1989-12-01,NA
1990-01-01,129.9
1990-02-01,NA
1990-03-01,130.6
1990-04-01,NA
1990-05-01,129.3
1990-06-01,NA
1990-07-01,131.9
1990-08-01,NA
1990-09-01,132.2
1990-10-01,NA
1990-11-01,132.2
1990-12-01,NA
1991-01-01,134.7
1991-02-01,NA
1991-03-01,135.2
1991-04-01,NA
1991-05-01,136.8
1991-06-01,NA
1991-07-01,135.5
1991-08-01,NA
1991-09-01,134.7
1991-10-01,NA
1991-11-01,134.8
1991-12-01,NA
1992-01-01,136.4
1992-02-01,NA
1992-03-01,136.2
1992-04-01,NA
1992-05-01,136
1992-06-01,NA
1992-07-01,134.5
1992-08-01,NA
1992-09-01,136.6
1992-10-01,NA
1992-11-01,135.4
1992-12-01,NA
1993-01-01,136.9
1993-02-01,NA
1993-03-01,137.6
1993-04-01,NA
1993-05-01,139.1
1993-06-01,NA
1993-07-01,138.9
1993-08-01,NA
1993-09-01,141.8
1993-10-01,NA
1993-11-01,142.2
1993-12-01,NA
1994-01-01,143.1
1994-02-01,NA
1994-03-01,141.9
1994-04-01,NA
1994-05-01,144.2
1994-06-01,NA
1994-07-01,144.1
1994-08-01,NA
1994-09-01,146.6
1994-10-01,NA
1994-11-01,147.2
1994-12-01,NA
1995-01-01,149.8
1995-02-01,NA
1995-03-01,147.7
1995-04-01,NA
1995-05-01,148.9
1995-06-01,NA
1995-07-01,149.2
1995-08-01,NA
1995-09-01,150.2
1995-10-01,NA
1995-11-01,151.5
1995-12-01,NA
1996-01-01,151.6
1996-02-01,NA
1996-03-01,152.4
1996-04-01,NA
1996-05-01,154.2
1996-06-01,NA
1996-07-01,154.8
1996-08-01,NA
1996-09-01,157.3
1996-10-01,NA
1996-11-01,158.7
1996-12-01,NA
1997-01-01,159
1997-02-01,NA
1997-03-01,157.9
1997-04-01,NA
1997-05-01,158.5
1997-06-01,NA
1997-07-01,158.7
1997-08-01,NA
1997-09-01,159.6
1997-10-01,NA
1997-11-01,160.9
1997-12-01,NA
1998-01-01,163.3
1998-02-01,NA
1998-03-01,162.4
1998-04-01,NA
1998-05-01,164.8
1998-06-01,NA
1998-07-01,164.9
1998-08-01,NA
1998-09-01,166.1
1998-10-01,NA
1998-11-01,167.2
1998-12-01,NA
1999-01-01,169.1
1999-02-01,NA
1999-03-01,169.9
1999-04-01,NA
1999-05-01,171.6
1999-06-01,NA
1999-07-01,170.4
1999-08-01,NA
1999-09-01,173.2
1999-10-01,NA
1999-11-01,173
1999-12-01,NA
2000-01-01,173.7
2000-02-01,NA
2000-03-01,174.2
2000-04-01,NA
2000-05-01,172.9
2000-06-01,NA
2000-07-01,174.4
2000-08-01,NA
2000-09-01,176.6
2000-10-01,NA
2000-11-01,175.8
2000-12-01,NA
2001-01-01,176.9
2001-02-01,NA
2001-03-01,177.4
2001-04-01,NA
2001-05-01,177.6
2001-06-01,NA
2001-07-01,178.5
2001-08-01,NA
2001-09-01,179.2
2001-10-01,NA
2001-11-01,180.3
2001-12-01,NA
2002-01-01,183.1
2002-02-01,NA
2002-03-01,182.3
2002-04-01,NA
2002-05-01,182
2002-06-01,NA
2002-07-01,181.7
2002-08-01,NA
2002-09-01,181.1
2002-10-01,NA
2002-11-01,184.4
2002-12-01,NA
2003-01-01,185.7
2003-02-01,NA
2003-03-01,187.8
2003-04-01,NA
2003-05-01,186.9
2003-06-01,NA
2003-07-01,186
2003-08-01,NA
2003-09-01,185.8
2003-10-01,NA
2003-11-01,184.2
2003-12-01,NA
2004-01-01,189.2
2004-02-01,NA
2004-03-01,188.7
2004-04-01,NA
2004-05-01,191.5
2004-06-01,NA
2004-07-01,190.4
2004-08-01,NA
2004-09-01,192
2004-10-01,NA
2004-11-01,190.2
2004-12-01,NA
2005-01-01,193.3
2005-02-01,NA
2005-03-01,193.5
2005-04-01,NA
2005-05-01,197.4
2005-06-01,NA
2005-07-01,195.5
2005-08-01,NA
2005-09-01,196.7
2005-10-01,NA
2005-11-01,196
2005-12-01,NA
2006-01-01,201.2
2006-02-01,NA
2006-03-01,197.5
2006-04-01,NA
2006-05-01,200.6
2006-06-01,NA
2006-07-01,201.2
2006-08-01,NA
2006-09-01,200.1
2006-10-01,NA
2006-11-01,202.1
2006-12-01,NA
2007-01-01,202.422
2007-02-01,NA
2007-03-01,204.803
2007-04-01,NA
2007-05-01,206.567
2007-06-01,NA
2007-07-01,207.96
2007-08-01,NA
2007-09-01,208.498
2007-10-01,NA
2007-11-01,209.653
2007-12-01,NA
2008-01-01,213.787
2008-02-01,NA
2008-03-01,212.219
2008-04-01,NA
2008-05-01,216.764
2008-06-01,NA
2008-07-01,216.67
2008-08-01,NA
2008-09-01,222.877
2008-10-01,NA
2008-11-01,224.077
2008-12-01,NA
2009-01-01,226.048
2009-02-01,NA
2009-03-01,225.232
2009-04-01,NA
2009-05-01,223.542
2009-06-01,NA
2009-07-01,222.169
2009-08-01,NA
2009-09-01,222.658
2009-10-01,NA
2009-11-01,221.779
2009-12-01,NA
2010-01-01,224.687
2010-02-01,NA
2010-03-01,223.788
2010-04-01,NA
2010-05-01,224.92
2010-06-01,NA
2010-07-01,224.666
2010-08-01,NA
2010-09-01,225.889
2010-10-01,NA
2010-11-01,228.317
2010-12-01,NA
2011-01-01,230.802
2011-02-01,NA
2011-03-01,233.323
2011-04-01,NA
2011-05-01,233.873
2011-06-01,NA
2011-07-01,238.208
2011-08-01,NA
2011-09-01,239.72
2011-10-01,NA
2011-11-01,238.562
2011-12-01,NA
2012-01-01,240.343
2012-02-01,NA
2012-03-01,242.148
2012-04-01,NA
2012-05-01,244.054
2012-06-01,NA
2012-07-01,245.54
2012-08-01,NA
2012-09-01,245.187
2012-10-01,NA
2012-11-01,243.034
2012-12-01,NA
2013-01-01,248.714
2013-02-01,NA
2013-03-01,246.295
2013-04-01,NA
2013-05-01,245.149
2013-06-01,NA
2013-07-01,245.299
2013-08-01,NA
2013-09-01,245.349
2013-10-01,NA
2013-11-01,246.136
2013-12-01,NA
2014-01-01,247.112
2014-02-01,NA
2014-03-01,250.389
2014-04-01,NA
2014-05-01,251.137
2014-06-01,NA
2014-07-01,251.439
2014-08-01,NA
2014-09-01,252.398
2014-10-01,NA
2014-11-01,252.222
2014-12-01,NA
2015-01-01,255.913
2015-02-01,NA
2015-03-01,254.798
2015-04-01,NA
2015-05-01,255.98
2015-06-01,NA
2015-07-01,256.23
2015-08-01,NA
2015-09-01,256.584
2015-10-01,NA
2015-11-01,254.979
2015-12-01,NA
2016-01-01,257.113
2016-02-01,NA
2016-03-01,255.587
2016-04-01,NA
2016-05-01,254
2016-06-01,NA
2016-07-01,254.788
2016-08-01,NA
2016-09-01,254.365
2016-10-01,NA
2016-11-01,251.196
2016-12-01,NA
2017-01-01,253.402
2017-02-01,NA
2017-03-01,254.614
2017-04-01,NA
2017-05-01,254.531
2017-06-01,NA
2017-07-01,254.521
2017-08-01,NA
2017-09-01,254.365
2017-10-01,NA
2017-11-01,256.409
