"Date","APUS24B74714"
1978-01-01,0.637
1978-02-01,0.634
1978-03-01,0.632
1978-04-01,0.628
1978-05-01,0.642
1978-06-01,0.646
1978-07-01,0.654
1978-08-01,0.665
1978-09-01,0.675
1978-10-01,0.681
1978-11-01,0.681
1978-12-01,0.694
1979-01-01,0.703
1979-02-01,0.717
1979-03-01,0.745
1979-04-01,0.781
1979-05-01,0.824
1979-06-01,0.893
1979-07-01,0.981
1979-08-01,0.999
1979-09-01,1.005
1979-10-01,1.017
1979-11-01,1.033
1979-12-01,1.062
1980-01-01,1.125
1980-02-01,1.191
1980-03-01,1.236
1980-04-01,1.247
1980-05-01,1.246
1980-06-01,1.246
1980-07-01,1.236
1980-08-01,1.209
1980-09-01,1.191
1980-10-01,1.188
1980-11-01,1.186
1980-12-01,1.197
1981-01-01,1.242
1981-02-01,1.325
1981-03-01,1.357
1981-04-01,1.344
1981-05-01,1.325
1981-06-01,1.307
1981-07-01,1.291
1981-08-01,1.287
1981-09-01,1.275
1981-10-01,1.271
1981-11-01,1.278
1981-12-01,1.281
1982-01-01,1.26
1982-02-01,1.234
1982-03-01,1.161
1982-04-01,1.124
1982-05-01,1.17
1982-06-01,1.258
1982-07-01,1.267
1982-08-01,1.252
1982-09-01,1.233
1982-10-01,1.219
1982-11-01,1.201
1982-12-01,1.181
1983-01-01,1.13
1983-02-01,1.101
1983-03-01,1.068
1983-04-01,1.151
1983-05-01,1.183
1983-06-01,1.196
1983-07-01,1.205
1983-08-01,1.214
1983-09-01,1.208
1983-10-01,1.19
1983-11-01,1.174
1983-12-01,1.152
1984-01-01,1.135
1984-02-01,1.135
1984-03-01,1.146
1984-04-01,1.17
1984-05-01,1.169
1984-06-01,1.163
1984-07-01,1.148
1984-08-01,1.127
1984-09-01,1.131
1984-10-01,1.128
1984-11-01,1.13
1984-12-01,1.119
1985-01-01,1.063
1985-02-01,1.033
1985-03-01,1.063
1985-04-01,1.139
1985-05-01,1.157
1985-06-01,1.165
1985-07-01,1.172
1985-08-01,1.201
1985-09-01,1.172
1985-10-01,1.15
1985-11-01,1.167
1985-12-01,1.165
1986-01-01,1.123
1986-02-01,1.045
1986-03-01,0.913
1986-04-01,0.837
1986-05-01,0.864
1986-06-01,0.888
1986-07-01,0.826
1986-08-01,0.773
1986-09-01,0.791
1986-10-01,0.767
1986-11-01,0.773
1986-12-01,0.782
1987-01-01,0.807
1987-02-01,0.839
1987-03-01,0.838
1987-04-01,0.852
1987-05-01,0.86
1987-06-01,0.92
1987-07-01,0.937
1987-08-01,0.954
1987-09-01,0.955
1987-10-01,0.937
1987-11-01,0.937
1987-12-01,0.929
1988-01-01,0.914
1988-02-01,0.896
1988-03-01,0.879
1988-04-01,0.886
1988-05-01,0.915
1988-06-01,0.912
1988-07-01,0.919
1988-08-01,0.932
1988-09-01,0.916
1988-10-01,0.902
1988-11-01,0.887
1988-12-01,0.876
1989-01-01,0.859
1989-02-01,0.876
1989-03-01,0.863
1989-04-01,0.996
1989-05-01,1.08
1989-06-01,1.072
1989-07-01,1.043
1989-08-01,0.979
1989-09-01,0.944
1989-10-01,0.946
1989-11-01,0.931
1989-12-01,0.909
1990-01-01,0.982
1990-02-01,0.97
1990-03-01,0.936
1990-04-01,0.991
1990-05-01,0.998
1990-06-01,1.032
1990-07-01,1.007
1990-08-01,1.09
1990-09-01,1.222
1990-10-01,1.281
1990-11-01,1.266
1990-12-01,1.227
1991-01-01,1.148
1991-02-01,1.042
1991-03-01,0.982
1991-04-01,1.028
1991-05-01,1.057
1991-06-01,1.035
1991-07-01,0.988
1991-08-01,1.057
1991-09-01,1.029
1991-10-01,0.998
1991-11-01,1.029
1991-12-01,1.011
1992-01-01,0.936
1992-02-01,0.906
1992-03-01,0.917
1992-04-01,0.984
1992-05-01,1.052
1992-06-01,1.079
1992-07-01,1.066
1992-08-01,1.03
1992-09-01,1.045
1992-10-01,1.058
1992-11-01,1.017
1992-12-01,0.971
1993-01-01,0.947
1993-02-01,0.964
1993-03-01,0.954
1993-04-01,0.989
1993-05-01,1.017
1993-06-01,1.029
1993-07-01,0.988
1993-08-01,0.964
1993-09-01,0.947
1993-10-01,0.986
1993-11-01,0.981
1993-12-01,0.902
1994-01-01,0.883
1994-02-01,0.943
1994-03-01,0.916
1994-04-01,0.963
1994-05-01,0.972
1994-06-01,1.023
1994-07-01,1.076
1994-08-01,1.132
1994-09-01,1.106
1994-10-01,1.028
1994-11-01,1.029
1994-12-01,0.973
1995-01-01,0.947
1995-02-01,0.939
1995-03-01,0.977
1995-04-01,1.029
1995-05-01,1.098
1995-06-01,1.111
1995-07-01,1.05
1995-08-01,0.995
1995-09-01,1.024
1995-10-01,0.947
1995-11-01,0.91
1995-12-01,0.945
1996-01-01,1.045
1996-02-01,1.02
1996-03-01,1.096
1996-04-01,1.183
1996-05-01,1.207
1996-06-01,1.165
1996-07-01,1.17
1996-08-01,1.14
1996-09-01,1.138
1996-10-01,1.155
1996-11-01,1.226
1996-12-01,1.237
1997-01-01,1.209
1997-02-01,1.149
1997-03-01,1.089
1997-04-01,1.117
1997-05-01,1.146
1997-06-01,1.201
1997-07-01,1.163
1997-08-01,1.219
1997-09-01,1.206
1997-10-01,1.106
1997-11-01,1.112
1997-12-01,1.045
1998-01-01,NA
1998-02-01,NA
1998-03-01,NA
1998-04-01,NA
