"Date","APUS48A72610"
2018-01-01,0.131
2018-02-01,0.132
2018-03-01,0.13
2018-04-01,0.13
2018-05-01,0.15
2018-06-01,0.149
2018-07-01,0.153
2018-08-01,0.153
2018-09-01,0.149
2018-10-01,0.148
2018-11-01,0.128
2018-12-01,0.128
2019-01-01,0.128
2019-02-01,0.127
2019-03-01,0.127
2019-04-01,0.126
2019-05-01,0.147
2019-06-01,0.147
2019-07-01,0.152
2019-08-01,0.151
2019-09-01,0.147
2019-10-01,0.147
2019-11-01,0.124
2019-12-01,0.115
2020-01-01,0.123
2020-02-01,0.122
2020-03-01,0.122
2020-04-01,0.122
2020-05-01,0.146
2020-06-01,0.14
2020-07-01,0.151
2020-08-01,0.151
2020-09-01,0.147
2020-10-01,0.147
2020-11-01,0.124
2020-12-01,0.123
2021-01-01,0.124
2021-02-01,0.124
2021-03-01,0.125
2021-04-01,0.126
2021-05-01,0.148
2021-06-01,0.148
2021-07-01,0.154
2021-08-01,0.153
2021-09-01,0.148
2021-10-01,0.149
2021-11-01,0.13
2021-12-01,0.138
2022-01-01,0.138
2022-02-01,0.14
2022-03-01,0.141
2022-04-01,0.141
2022-05-01,0.16
2022-06-01,0.161
2022-07-01,0.157
2022-08-01,0.156
2022-09-01,0.153
2022-10-01,0.153
2022-11-01,0.137
2022-12-01,0.137
2023-01-01,0.136
2023-02-01,0.137
2023-03-01,0.141
2023-04-01,0.141
2023-05-01,0.161
2023-06-01,0.161
2023-07-01,0.165
2023-08-01,0.165
2023-09-01,0.16
2023-10-01,0.16
2023-11-01,0.149
