"Date","APU0000717411"
1980-01-01,7.84
1980-02-01,7.984
1980-03-01,7.609
1980-04-01,7.589
1980-05-01,7.964
1980-06-01,7.839
1980-07-01,7.958
1980-08-01,7.942
1980-09-01,7.674
1980-10-01,7.378
1980-11-01,7.425
1980-12-01,7.292
1981-01-01,7.315
1981-02-01,7.209
1981-03-01,7.105
1981-04-01,6.956
1981-05-01,6.872
1981-06-01,6.8
1981-07-01,6.635
1981-08-01,6.654
1981-09-01,6.631
1981-10-01,6.562
1981-11-01,6.684
1981-12-01,6.63
1982-01-01,6.622
1982-02-01,6.74
1982-03-01,6.691
1982-04-01,6.734
1982-05-01,6.864
1982-06-01,6.756
1982-07-01,6.783
1982-08-01,6.815
1982-09-01,6.633
1982-10-01,6.648
1982-11-01,6.673
1982-12-01,6.75
