"Date","APU0000703511"
1980-01-01,2.724
1980-02-01,2.725
1980-03-01,2.737
1980-04-01,2.73
1980-05-01,2.713
1980-06-01,2.705
1980-07-01,2.769
1980-08-01,2.793
1980-09-01,2.832
1980-10-01,2.814
1980-11-01,2.867
1980-12-01,2.813
1981-01-01,2.826
1981-02-01,2.836
1981-03-01,2.798
1981-04-01,2.801
1981-05-01,2.822
1981-06-01,2.855
1981-07-01,2.891
1981-08-01,2.897
1981-09-01,2.864
1981-10-01,2.939
1981-11-01,2.916
1981-12-01,2.905
1982-01-01,2.877
1982-02-01,2.838
1982-03-01,2.902
1982-04-01,2.949
1982-05-01,2.992
1982-06-01,3.137
1982-07-01,3.018
1982-08-01,2.958
1982-09-01,2.998
1982-10-01,2.93
1982-11-01,2.941
1982-12-01,2.899
1983-01-01,2.92
1983-02-01,2.942
1983-03-01,2.907
1983-04-01,2.961
1983-05-01,3.039
1983-06-01,2.946
1983-07-01,2.944
1983-08-01,2.854
1983-09-01,2.81
1983-10-01,2.815
1983-11-01,2.831
1983-12-01,2.814
1984-01-01,2.928
1984-02-01,2.96
1984-03-01,2.977
1984-04-01,2.959
1984-05-01,2.903
1984-06-01,2.898
1984-07-01,2.826
1984-08-01,2.894
1984-09-01,2.866
1984-10-01,2.89
1984-11-01,2.852
1984-12-01,2.921
1985-01-01,2.939
1985-02-01,2.941
1985-03-01,2.947
1985-04-01,2.904
1985-05-01,2.877
1985-06-01,2.844
1985-07-01,2.762
1985-08-01,2.678
1985-09-01,2.672
1985-10-01,2.686
1985-11-01,2.781
1985-12-01,2.834
1986-01-01,2.909
1986-02-01,2.817
1986-03-01,2.825
1986-04-01,2.75
1986-05-01,2.737
1986-06-01,2.741
1986-07-01,2.661
1986-08-01,2.693
1986-09-01,2.755
1986-10-01,2.788
1986-11-01,2.747
1986-12-01,2.802
1987-01-01,2.804
1987-02-01,2.796
1987-03-01,2.756
1987-04-01,2.813
1987-05-01,2.938
1987-06-01,2.958
1987-07-01,2.909
1987-08-01,2.926
1987-09-01,2.921
1987-10-01,2.958
1987-11-01,2.923
1987-12-01,2.933
1988-01-01,2.883
1988-02-01,2.944
1988-03-01,2.944
1988-04-01,3.009
1988-05-01,3.004
1988-06-01,3.047
1988-07-01,2.989
1988-08-01,2.989
1988-09-01,3.044
1988-10-01,2.978
1988-11-01,2.995
1988-12-01,3.008
1989-01-01,3.071
1989-02-01,3.089
1989-03-01,3.116
1989-04-01,3.144
1989-05-01,3.101
1989-06-01,3.062
1989-07-01,3.114
1989-08-01,3.116
1989-09-01,3.1
1989-10-01,3.123
1989-11-01,3.185
1989-12-01,3.168
1990-01-01,3.303
1990-02-01,3.314
1990-03-01,3.266
1990-04-01,3.292
1990-05-01,3.318
1990-06-01,3.345
1990-07-01,3.293
1990-08-01,3.315
1990-09-01,3.278
1990-10-01,3.332
1990-11-01,3.394
1990-12-01,3.424
1991-01-01,3.389
1991-02-01,3.386
1991-03-01,3.473
1991-04-01,3.482
1991-05-01,3.488
1991-06-01,3.447
1991-07-01,3.412
1991-08-01,3.355
1991-09-01,3.362
1991-10-01,3.328
1991-11-01,3.384
1991-12-01,3.38
1992-01-01,3.404
1992-02-01,3.416
1992-03-01,3.452
1992-04-01,3.451
1992-05-01,3.388
1992-06-01,3.395
1992-07-01,3.334
1992-08-01,3.342
1992-09-01,3.322
1992-10-01,3.385
1992-11-01,3.383
1992-12-01,3.342
1993-01-01,3.425
1993-02-01,3.442
1993-03-01,3.427
1993-04-01,3.492
1993-05-01,3.467
1993-06-01,3.456
1993-07-01,3.372
1993-08-01,3.329
1993-09-01,3.354
1993-10-01,3.33
1993-11-01,3.363
1993-12-01,3.322
1994-01-01,3.319
1994-02-01,3.267
1994-03-01,3.293
1994-04-01,3.35
1994-05-01,3.309
1994-06-01,3.22
1994-07-01,3.162
1994-08-01,3.163
1994-09-01,3.295
1994-10-01,3.204
1994-11-01,3.227
1994-12-01,3.244
1995-01-01,3.288
1995-02-01,3.254
1995-03-01,3.253
1995-04-01,3.291
1995-05-01,3.207
1995-06-01,3.136
1995-07-01,3.209
1995-08-01,3.113
1995-09-01,3.153
1995-10-01,3.149
1995-11-01,3.221
1995-12-01,3.197
1996-01-01,3.225
1996-02-01,3.124
1996-03-01,3.084
1996-04-01,3.119
1996-05-01,3.074
1996-06-01,3.079
1996-07-01,3.076
1996-08-01,3.029
1996-09-01,3.139
1996-10-01,3.137
1996-11-01,3.126
1996-12-01,3.222
1997-01-01,3.132
1997-02-01,3.139
1997-03-01,3.145
1997-04-01,3.079
1997-05-01,3.168
1997-06-01,3.032
1997-07-01,3.056
1997-08-01,3.069
1997-09-01,3.082
1997-10-01,3.08
1997-11-01,3.093
1997-12-01,3.093
1998-01-01,3.1
1998-02-01,3.099
1998-03-01,3.154
1998-04-01,3.204
1998-05-01,3.041
1998-06-01,2.995
1998-07-01,3.096
1998-08-01,3.083
1998-09-01,3.129
1998-10-01,3.001
1998-11-01,3.087
1998-12-01,3.083
1999-01-01,3.064
1999-02-01,3.114
1999-03-01,3.125
1999-04-01,3.118
1999-05-01,3.085
1999-06-01,3.129
1999-07-01,3.168
1999-08-01,3.123
1999-09-01,3.102
1999-10-01,3.138
1999-11-01,3.182
1999-12-01,3.155
2000-01-01,3.177
2000-02-01,3.244
2000-03-01,3.152
2000-04-01,3.222
2000-05-01,3.215
2000-06-01,3.261
2000-07-01,3.269
2000-08-01,3.288
2000-09-01,3.258
2000-10-01,3.218
2000-11-01,3.255
2000-12-01,3.278
2001-01-01,3.405
2001-02-01,3.518
2001-03-01,3.552
2001-04-01,3.504
2001-05-01,3.527
2001-06-01,3.531
2001-07-01,3.518
2001-08-01,3.393
2001-09-01,3.511
2001-10-01,3.501
2001-11-01,3.543
2001-12-01,3.464
2002-01-01,3.524
2002-02-01,3.555
2002-03-01,3.534
2002-04-01,3.434
2002-05-01,3.502
2002-06-01,3.309
2002-07-01,3.455
2002-08-01,3.604
2002-09-01,3.483
2002-10-01,3.367
2002-11-01,3.697
2002-12-01,3.552
2003-01-01,3.72
2003-02-01,3.879
2003-03-01,3.8
2003-04-01,3.737
2003-05-01,3.712
2003-06-01,3.773
2003-07-01,3.605
2003-08-01,3.641
2003-09-01,3.74
2003-10-01,3.864
2003-11-01,4.279
2003-12-01,4.271
2004-01-01,4.038
2004-02-01,4.172
2004-03-01,4.022
2004-04-01,4.055
2004-05-01,4.165
2004-06-01,4.115
2004-07-01,4.17
2004-08-01,4.108
2004-09-01,4.103
2004-10-01,4.145
2004-11-01,4.253
2004-12-01,4.261
2005-01-01,4.241
2005-02-01,4.401
2005-03-01,4.267
2005-04-01,4.177
2005-05-01,4.113
2005-06-01,4.149
2005-07-01,3.901
2005-08-01,3.995
2005-09-01,3.801
2005-10-01,4.056
2005-11-01,3.935
2005-12-01,4.115
2006-01-01,4.089
2006-02-01,4.11
2006-03-01,4.014
2006-04-01,3.995
