"Date","CUUR0100SETA02"
2016-12-01,143.634
2017-01-01,143.346
2017-02-01,143.816
2017-03-01,145.372
2017-04-01,146.63
2017-05-01,146.746
2017-06-01,145.717
2017-07-01,145.077
2017-08-01,144.782
2017-09-01,142.316
2017-10-01,140.983
2017-11-01,140.03
2017-12-01,141.272
2018-01-01,141.69
2018-02-01,143.053
2018-03-01,145.718
2018-04-01,145.294
2018-05-01,144.337
2018-06-01,144.905
2018-07-01,146.608
2018-08-01,147.009
2018-09-01,140.686
2018-10-01,141.893
2018-11-01,143.578
2018-12-01,143.692
2019-01-01,144.452
2019-02-01,145.124
2019-03-01,146.118
2019-04-01,146.485
2019-05-01,144.998
2019-06-01,147.068
2019-07-01,149.21
2019-08-01,150.275
2019-09-01,144.821
2019-10-01,144.517
2019-11-01,143.758
2019-12-01,143.268
2020-01-01,142.295
2020-02-01,143.849
2020-03-01,146.882
2020-04-01,145.373
2020-05-01,144.269
2020-06-01,142.665
2020-07-01,147.569
2020-08-01,156.307
2020-09-01,159.375
2020-10-01,161.126
2020-11-01,159.067
2020-12-01,157.746
2021-01-01,156.32
2021-02-01,157.018
2021-03-01,160.571
2021-04-01,176.132
2021-05-01,187.664
2021-06-01,208.303
2021-07-01,210.163
2021-08-01,207.501
2021-09-01,200.592
2021-10-01,205.923
2021-11-01,211.265
2021-12-01,218.646
2022-01-01,221.939
2022-02-01,223.773
2022-03-01,219.614
2022-04-01,217.988
2022-05-01,219.444
2022-06-01,224.188
2022-07-01,224.831
2022-08-01,224.905
2022-09-01,215.905
2022-10-01,210.817
2022-11-01,204.87
2022-12-01,199.703
2023-01-01,196.267
2023-02-01,193.092
2023-03-01,194.785
2023-04-01,203.997
2023-05-01,210.671
2023-06-01,213.212
2023-07-01,212.904
2023-08-01,209.769
2023-09-01,199.216
2023-10-01,196.51
2023-11-01,198.124
