"Date","APU0000FD3101"
2019-09-01,3.335
2019-10-01,3.238
2019-11-01,3.399
2019-12-01,3.391
2020-01-01,3.368
2020-02-01,3.419
2020-03-01,3.415
2020-04-01,3.673
2020-05-01,3.972
2020-06-01,4.189
2020-07-01,3.91
2020-08-01,3.788
2020-09-01,3.799
2020-10-01,3.632
2020-11-01,3.737
2020-12-01,3.741
2021-01-01,3.694
2021-02-01,3.676
2021-03-01,3.765
2021-04-01,3.844
2021-05-01,3.875
2021-06-01,4.089
2021-07-01,4.081
2021-08-01,4.057
2021-09-01,4.051
2021-10-01,4.147
2021-11-01,4.072
2021-12-01,4.023
2022-01-01,4.019
2022-02-01,4.031
2022-03-01,4.126
2022-04-01,4.178
2022-05-01,4.13
2022-06-01,4.068
2022-07-01,4.174
2022-08-01,4.248
2022-09-01,4.187
2022-10-01,4.273
2022-11-01,4.163
2022-12-01,4.314
2023-01-01,4.14
2023-02-01,4.256
2023-03-01,4.165
2023-04-01,4.099
2023-05-01,4.189
2023-06-01,4.241
2023-07-01,4.238
2023-08-01,4.359
2023-09-01,4.327
2023-10-01,4.452
2023-11-01,4.343
