"Date","CUURA316SEHA"
1963-11-01,40.2
1963-12-01,NA
1964-01-01,NA
1964-02-01,40.3
1964-03-01,NA
1964-04-01,NA
1964-05-01,40.3
1964-06-01,NA
1964-07-01,NA
1964-08-01,40.2
1964-09-01,NA
1964-10-01,NA
1964-11-01,40.3
1964-12-01,NA
1965-01-01,NA
1965-02-01,40.3
1965-03-01,NA
1965-04-01,NA
1965-05-01,40.3
1965-06-01,NA
1965-07-01,NA
1965-08-01,39.9
1965-09-01,NA
1965-10-01,NA
1965-11-01,40
1965-12-01,NA
1966-01-01,NA
1966-02-01,40.1
1966-03-01,NA
1966-04-01,NA
1966-05-01,40
1966-06-01,NA
1966-07-01,NA
1966-08-01,40.3
1966-09-01,NA
1966-10-01,NA
1966-11-01,40.2
1966-12-01,NA
1967-01-01,NA
1967-02-01,40.5
1967-03-01,NA
1967-04-01,NA
1967-05-01,40.6
1967-06-01,NA
1967-07-01,NA
1967-08-01,40.8
1967-09-01,NA
1967-10-01,NA
1967-11-01,41.1
1967-12-01,NA
1968-01-01,NA
1968-02-01,41.4
1968-03-01,NA
1968-04-01,NA
1968-05-01,41.6
1968-06-01,NA
1968-07-01,NA
1968-08-01,42
1968-09-01,NA
1968-10-01,NA
1968-11-01,42.3
1968-12-01,NA
1969-01-01,NA
1969-02-01,42.5
1969-03-01,NA
1969-04-01,NA
1969-05-01,43
1969-06-01,NA
1969-07-01,NA
1969-08-01,43.4
1969-09-01,NA
1969-10-01,NA
1969-11-01,43.9
1969-12-01,NA
1970-01-01,NA
1970-02-01,44.5
1970-03-01,NA
1970-04-01,NA
1970-05-01,44.8
1970-06-01,NA
1970-07-01,NA
1970-08-01,45
1970-09-01,NA
1970-10-01,NA
1970-11-01,45.3
1970-12-01,NA
1971-01-01,NA
1971-02-01,45.4
1971-03-01,NA
1971-04-01,NA
1971-05-01,45.5
1971-06-01,NA
1971-07-01,NA
1971-08-01,45.5
1971-09-01,NA
1971-10-01,NA
1971-11-01,45.4
1971-12-01,NA
1972-01-01,NA
1972-02-01,45.5
1972-03-01,NA
1972-04-01,NA
1972-05-01,45.5
1972-06-01,NA
1972-07-01,NA
1972-08-01,45.5
1972-09-01,NA
1972-10-01,NA
1972-11-01,45.7
1972-12-01,NA
1973-01-01,NA
1973-02-01,45.8
1973-03-01,NA
1973-04-01,NA
1973-05-01,46
1973-06-01,NA
1973-07-01,NA
1973-08-01,46.3
1973-09-01,NA
1973-10-01,NA
1973-11-01,46.7
1973-12-01,NA
1974-01-01,NA
1974-02-01,47.1
1974-03-01,NA
1974-04-01,NA
1974-05-01,47.4
1974-06-01,NA
1974-07-01,NA
1974-08-01,47.7
1974-09-01,NA
1974-10-01,NA
1974-11-01,48.3
1974-12-01,NA
1975-01-01,NA
1975-02-01,48.8
1975-03-01,NA
1975-04-01,NA
1975-05-01,49.4
1975-06-01,NA
1975-07-01,NA
1975-08-01,50
1975-09-01,NA
1975-10-01,NA
1975-11-01,50.8
1975-12-01,NA
1976-01-01,NA
1976-02-01,51.5
1976-03-01,NA
1976-04-01,NA
1976-05-01,52.2
1976-06-01,NA
1976-07-01,NA
1976-08-01,53
1976-09-01,NA
1976-10-01,NA
1976-11-01,53.8
1976-12-01,NA
1977-01-01,NA
1977-02-01,55.2
1977-03-01,NA
1977-04-01,NA
1977-05-01,56.6
1977-06-01,NA
1977-07-01,NA
1977-08-01,57.8
1977-09-01,NA
1977-10-01,NA
1977-11-01,59.1
1977-12-01,NA
1978-01-01,NA
