"Date","STICKCPIXSHLTRM158SFRBATL"
1967-01-01,2.342949512
1967-02-01,3.686293312
1967-03-01,2.808967881
1967-04-01,3.690635103
1967-05-01,3.045666037
1967-06-01,3.167104071
1967-07-01,4.04001204
1967-08-01,3.310307569
1967-09-01,4.427920173
1967-10-01,4.579228282
1967-11-01,5.140478125
1967-12-01,3.693240257
1968-01-01,6.545020397
1968-02-01,4.247138928
1968-03-01,6.471279204
1968-04-01,3.47238765
1968-05-01,4.710207406
1968-06-01,4.381231405
1968-07-01,3.021369495
1968-08-01,4.76767545
1968-09-01,4.382354706
1968-10-01,6.81827007
1968-11-01,6.163724697
1968-12-01,6.756331599
1969-01-01,4.629375406
1969-02-01,4.387971381
1969-03-01,6.118352412
1969-04-01,6.037030988
1969-05-01,5.005868275
1969-06-01,5.155807551
1969-07-01,3.878111123
1969-08-01,5.59078336
1969-09-01,5.478829197
1969-10-01,3.410497539
1969-11-01,5.247072578
1969-12-01,6.909198265
1970-01-01,9.405706097
1970-02-01,6.226362581
1970-03-01,6.391996095
1970-04-01,6.548963054
1970-05-01,5.510336814
1970-06-01,5.664848886
1970-07-01,5.817798952
1970-08-01,5.322553014
1970-09-01,4.768426858
1970-10-01,4.174607788
1970-11-01,9.65942257
1970-12-01,4.705325832
1971-01-01,8.793794791
1971-02-01,6.603029101
1971-03-01,4.421177831
1971-04-01,6.007151493
1971-05-01,5.236509275
1971-06-01,5.61613945
1971-07-01,4.377362339
1971-08-01,3.421016463
1971-09-01,2.781769111
1971-10-01,-0.66647542
1971-11-01,2.107731561
1971-12-01,4.128396449
1972-01-01,4.320464817
1972-02-01,2.337556353
1972-03-01,2.719765818
1972-04-01,2.999174201
1972-05-01,3.101679083
1972-06-01,2.504619967
1972-07-01,2.413697548
1972-08-01,1.877769656
1972-09-01,2.503760705
1972-10-01,2.552135173
1972-11-01,3.208724279
1972-12-01,2.475040592
1973-01-01,1.316841598
1973-02-01,3.923723398
1973-03-01,3.783713529
1973-04-01,5.118367153
1973-05-01,5.696533686
1973-06-01,4.666530999
1973-07-01,3.353588609
1973-08-01,4.134125136
1973-09-01,7.118103989
1973-10-01,10.537541988
1973-11-01,5.985126639
1973-12-01,6.615499663
1974-01-01,7.751694311
1974-02-01,8.373990791
1974-03-01,9.21456858
1974-04-01,10.028760765
1974-05-01,14.279261057
1974-06-01,14.998067307
1974-07-01,13.464968396
1974-08-01,14.163225892
1974-09-01,12.615581136
1974-10-01,11.755416174
1974-11-01,10.851151125
1974-12-01,10.748325112
1975-01-01,10.039633189
1975-02-01,9.621298112
1975-03-01,7.439469085
1975-04-01,8.43342861
1975-05-01,3.821214733
1975-06-01,5.926540705
1975-07-01,6.066158262
1975-08-01,5.835241315
1975-09-01,11.180121533
1975-10-01,8.015414813
1975-11-01,9.41339446
1975-12-01,7.883737983
1976-01-01,11.956614549
1976-02-01,7.965713003
1976-03-01,8.482681253
1976-04-01,5.132186011
1976-05-01,4.784458065
1976-06-01,6.49759181
1976-07-01,7.548711178
1976-08-01,6.660812141
1976-09-01,6.776082062
1976-10-01,6.884705714
1976-11-01,8.450490197
1976-12-01,5.668383014
1977-01-01,4.837828123
1977-02-01,5.296758286
1977-03-01,6.979770665
1977-04-01,7.625703319
1977-05-01,7.34595056
1977-06-01,8.723680915
1977-07-01,5.957791277
1977-08-01,6.316448026
1977-09-01,6.170950417
1977-10-01,5.819189189
1977-11-01,6.136473846
1977-12-01,6.024749074
1978-01-01,5.423270784
1978-02-01,6.746011722
1978-03-01,6.206451728
1978-04-01,7.00773067
1978-05-01,7.151466448
1978-06-01,7.412558847
1978-07-01,7.306003764
1978-08-01,7.750280819
1978-09-01,7.853381819
1978-10-01,8.678342806
1978-11-01,8.484491452
1978-12-01,7.660237863
1979-01-01,7.317397454
1979-02-01,7.462155371
1979-03-01,8.163614503
1979-04-01,8.064751068
1979-05-01,8.87251164
1979-06-01,6.832803616
1979-07-01,8.1845063
1979-08-01,8.741561849
1979-09-01,6.762447513
1979-10-01,8.399571233
1979-11-01,11.861625664
1979-12-01,10.383210247
1980-01-01,10.599514302
1980-02-01,11.077280081
1980-03-01,13.000745818
1980-04-01,11.990024562
1980-05-01,11.036590599
1980-06-01,8.800536201
1980-07-01,7.595157059
1980-08-01,8.978024731
1980-09-01,11.920818743
1980-10-01,6.93931074
1980-11-01,8.627196327
1980-12-01,8.936483182
1981-01-01,10.996310906
1981-02-01,10.853525065
1981-03-01,7.897117761
1981-04-01,9.316739563
1981-05-01,8.612180288
1981-06-01,9.200909037
1981-07-01,13.174692078
1981-08-01,8.482164058
1981-09-01,9.930691493
1981-10-01,8.694792059
1981-11-01,8.853962444
1981-12-01,5.4964724
1982-01-01,7.82740522
1982-02-01,6.345899574
1982-03-01,6.666031846
1982-04-01,6.836756034
1982-05-01,6.635735358
1982-06-01,8.166064584
1982-07-01,7.51036228
1982-08-01,4.821789431
1982-09-01,5.617401093
1982-10-01,6.985004677
1982-11-01,2.90784973
1982-12-01,4.26022937
1983-01-01,5.691104994
1983-02-01,4.310111529
1983-03-01,3.575571983
1983-04-01,4.702447053
1983-05-01,2.532610979
1983-06-01,3.336892525
1983-07-01,3.532205737
1983-08-01,4.289283068
1983-09-01,3.630237161
1983-10-01,6.438746251
1983-11-01,5.699690019
1983-12-01,2.835927017
1984-01-01,8.506474649
1984-02-01,4.994072337
1984-03-01,2.949004335
1984-04-01,4.483622178
1984-05-01,4.328448719
1984-06-01,4.32370821
1984-07-01,4.180463397
1984-08-01,5.708401948
1984-09-01,4.359266841
1984-10-01,5.186975322
1984-11-01,4.118434203
1984-12-01,3.898740015
1985-01-01,2.514808867
1985-02-01,5.560640845
1985-03-01,5.369124014
1985-04-01,4.136366875
1985-05-01,3.205265634
1985-06-01,4.725103753
1985-07-01,3.418293824
1985-08-01,4.100255355
1985-09-01,3.988506961
1985-10-01,6.505601178
1985-11-01,5.385239457
1985-12-01,2.538750295
1986-01-01,6.595903666
1986-02-01,5.033982643
1986-03-01,4.377362339
1986-04-01,4.193047746
1986-05-01,3.615359664
1986-06-01,5.399216397
1986-07-01,3.688154059
1986-08-01,3.351486003
1986-09-01,3.916389396
1986-10-01,4.739626432
1986-11-01,3.638668611
1986-12-01,5.035865549
1987-01-01,5.040259114
1987-02-01,2.9287948
1987-03-01,4.345166827
1987-04-01,4.812392805
1987-05-01,2.803675296
1987-06-01,2.401800897
1987-07-01,4.694937536
1987-08-01,3.482912345
1987-09-01,4.79310082
1987-10-01,4.154800627
1987-11-01,3.714704049
1987-12-01,1.867882916
1988-01-01,4.627374101
1988-02-01,4.19367077
1988-03-01,5.153420047
1988-04-01,7.084878824
1988-05-01,4.519480694
1988-06-01,4.777694625
1988-07-01,4.6111148
1988-08-01,4.085316016
1988-09-01,5.610840701
1988-10-01,5.517395703
1988-11-01,4.286414777
1988-12-01,4.736120789
1989-01-01,6.628480648
1989-02-01,4.365880724
1989-03-01,3.411363766
1989-04-01,5.021430734
1989-05-01,5.671286128
1989-06-01,5.389394586
1989-07-01,4.101375885
1989-08-01,4.682547913
1989-09-01,4.986292701
1989-10-01,4.335310332
1989-11-01,4.064653169
1989-12-01,4.343794352
1990-01-01,7.005943072
1990-02-01,6.577455908
1990-03-01,6.495557773
1990-04-01,5.55231836
1990-05-01,5.417225229
1990-06-01,5.423900548
1990-07-01,5.031848722
1990-08-01,6.133178829
1990-09-01,6.040323268
1990-10-01,6.027407935
1990-11-01,4.452770394
1990-12-01,3.74436304
1991-01-01,8.368306999
1991-02-01,8.053542325
1991-03-01,2.902306101
1991-04-01,3.156608823
1991-05-01,4.728483867
1991-06-01,4.452645505
1991-07-01,5.074534707
1991-08-01,5.493951776
1991-09-01,5.130427155
1991-10-01,1.816632443
1991-11-01,3.367442052
1991-12-01,3.252213451
1992-01-01,3.558966939
1992-02-01,3.863697981
1992-03-01,4.578728172
1992-04-01,5.253234954
1992-05-01,1.869469618
1992-06-01,2.079724608
1992-07-01,4.055941047
1992-08-01,2.38966026
1992-09-01,2.400819786
1992-10-01,5.931600953
1992-11-01,4.262722959
1992-12-01,2.543661991
1993-01-01,3.957043142
1993-02-01,4.016993596
1993-03-01,1.921721363
1993-04-01,4.004055548
1993-05-01,4.227069841
1993-06-01,3.207859608
1993-07-01,2.292827693
1993-08-01,4.304498694
1993-09-01,3.413714988
1993-10-01,3.95977878
1993-11-01,4.384102087
1993-12-01,3.236273708
1994-01-01,2.409159501
1994-02-01,2.216401571
1994-03-01,3.155003754
1994-04-01,3.029138884
1994-05-01,1.689340789
1994-06-01,3.757147345
1994-07-01,2.422651534
1994-08-01,2.747687659
1994-09-01,2.470377339
1994-10-01,1.862756805
1994-11-01,3.585610544
1994-12-01,2.461542233
1995-01-01,5.99791067
1995-02-01,3.543107684
1995-03-01,4.184201177
1995-04-01,3.782223671
1995-05-01,1.830906985
1995-06-01,2.5563106
1995-07-01,2.589228247
1995-08-01,3.188715018
1995-09-01,3.472759093
1995-10-01,3.680835298
1995-11-01,2.196568734
1995-12-01,0.428519335
1996-01-01,4.036403435
1996-02-01,4.215603382
1996-03-01,2.211626677
1996-04-01,2.567609597
1996-05-01,3.408270128
1996-06-01,3.298562726
1996-07-01,1.952253607
1996-08-01,3.165004943
1996-09-01,4.33830462
1996-10-01,2.811921991
1996-11-01,3.189209031
1996-12-01,3.143151643
1997-01-01,1.122574709
1997-02-01,1.123665823
1997-03-01,3.923847708
1997-04-01,2.6802935
1997-05-01,2.337556353
1997-06-01,2.078868611
1997-07-01,2.172088616
1997-08-01,0.4706924
1997-09-01,2.150428195
1997-10-01,3.355320196
1997-11-01,1.569498308
1997-12-01,2.474181557
1998-01-01,2.801582947
1998-02-01,2.123389172
1998-03-01,2.421424918
1998-04-01,2.225951973
1998-05-01,2.023120706
1998-06-01,1.16258927
1998-07-01,1.931857138
1998-08-01,1.102088023
1998-09-01,1.589341313
1998-10-01,1.713836745
1998-11-01,1.757357824
1998-12-01,1.776624702
1999-01-01,2.5249467
1999-02-01,1.3991049
1999-03-01,1.8708705
1999-04-01,2.4504914
1999-05-01,0.87113043
1999-06-01,0.42050706
1999-07-01,3.4204145
1999-08-01,1.5118276
1999-09-01,1.0704208
1999-10-01,2.8193665
1999-11-01,2.9083751
1999-12-01,2.4149377
2000-01-01,3.1416753
2000-02-01,1.5584801
2000-03-01,3.5982055
2000-04-01,1.0516023
2000-05-01,3.2066134
2000-06-01,2.4171448
2000-07-01,3.2861677
2000-08-01,3.7907414
2000-09-01,0.98709977
2000-10-01,1.8161863
2000-11-01,2.1436812
2000-12-01,3.0311827
2001-01-01,3.2565642
2001-02-01,2.7434704
2001-03-01,1.9415471
2001-04-01,2.4670183
2001-05-01,1.7352041
2001-06-01,4.3183646
2001-07-01,2.8961518
2001-08-01,3.6054129
2001-09-01,3.0046592
2001-10-01,2.893707
2001-11-01,3.1804652
2001-12-01,1.5106282
2002-01-01,2.7467052
2002-02-01,2.5532614
2002-03-01,1.0840662
2002-04-01,2.4884742
2002-05-01,3.1770288
2002-06-01,1.2848563
2002-07-01,3.2357781
2002-08-01,3.1179727
2002-09-01,1.0639496
2002-10-01,2.7710685
2002-11-01,2.361033
2002-12-01,2.2284787
2003-01-01,1.8848021
2003-02-01,2.5164149
2003-03-01,1.4152182
2003-04-01,1.175009
2003-05-01,1.6992147
