"Date","STICKCPIXSHLTRM158SFRBATL"
2003-06-01,1.8058642
2003-07-01,3.1058321
2003-08-01,1.7294779
2003-09-01,2.0545447
2003-10-01,2.3824845
2003-11-01,0.82718131
2003-12-01,2.7342894
2004-01-01,3.5320496
2004-02-01,3.4936598
2004-03-01,2.4844677
2004-04-01,1.9050659
2004-05-01,0.96169866
2004-06-01,2.6541099
2004-07-01,1.7180721
2004-08-01,1.5220552
2004-09-01,2.7109837
2004-10-01,3.2340547
2004-11-01,2.2507672
2004-12-01,1.7153771
2005-01-01,3.0751397
2005-02-01,2.2639965
2005-03-01,1.9820759
2005-04-01,3.1347969
2005-05-01,3.0314758
2005-06-01,0.68671221
2005-07-01,2.760519
2005-08-01,1.3765458
2005-09-01,3.36388
2005-10-01,2.6265398
2005-11-01,3.4153509
2005-12-01,2.3575117
2006-01-01,2.4504444
2006-02-01,2.8976189
2006-03-01,2.2802623
2006-04-01,2.9757712
2006-05-01,3.2300858
2006-06-01,2.5450668
2006-07-01,2.6839994
2006-08-01,2.0676768
2006-09-01,1.9886056
2006-10-01,2.4354305
2006-11-01,0.11577761
2006-12-01,1.1953453
2007-01-01,3.2693209
2007-02-01,3.261274
2007-03-01,1.9068786
2007-04-01,2.3362564
2007-05-01,2.4714308
2007-06-01,2.1031557
2007-07-01,2.977662
2007-08-01,1.9640569
2007-09-01,3.3196502
2007-10-01,3.6159782
2007-11-01,3.0079496
2007-12-01,2.3490321
2008-01-01,4.3829756
2008-02-01,2.078499
2008-03-01,4.1208065
2008-04-01,2.5526455
2008-05-01,4.0592471
2008-06-01,4.6171489
2008-07-01,4.9706065
2008-08-01,3.9623696
2008-09-01,3.6155789
2008-10-01,2.2413601
2008-11-01,1.2403032
2008-12-01,1.5833268
2009-01-01,2.3778598
2009-02-01,2.2444739
2009-03-01,1.6362075
2009-04-01,1.7207184
2009-05-01,1.3323263
2009-06-01,2.1307138
2009-07-01,2.447246
2009-08-01,1.6456069
2009-09-01,3.0768393
2009-10-01,1.5909157
2009-11-01,1.513666
2009-12-01,0.88532361
2010-01-01,1.5210999
2010-02-01,0.89036888
2010-03-01,1.4092219
2010-04-01,1.6883238
2010-05-01,0.99081794
2010-06-01,1.521082
2010-07-01,1.0796066
2010-08-01,1.4740137
2010-09-01,1.3068187
2010-10-01,0.90919889
2010-11-01,1.9193586
2010-12-01,0.27177615
2011-01-01,2.6206726
2011-02-01,2.8549725
2011-03-01,1.8751141
2011-04-01,1.8074035
2011-05-01,1.4508367
2011-06-01,1.6986135
2011-07-01,2.1671828
2011-08-01,4.1454027
2011-09-01,1.7071026
2011-10-01,1.7216799
2011-11-01,1.8559113
2011-12-01,3.4131265
2012-01-01,3.8588169
2012-02-01,0.89847576
2012-03-01,2.5262989
2012-04-01,1.6436907
2012-05-01,1.2316371
2012-06-01,3.1167473
2012-07-01,2.963295
2012-08-01,2.2958878
2012-09-01,1.916407
2012-10-01,1.1551856
2012-11-01,1.380532
2012-12-01,1.9612102
2013-01-01,2.5735767
2013-02-01,1.620225
2013-03-01,2.0382907
2013-04-01,-0.87889007
2013-05-01,-0.13073679
2013-06-01,1.4301843
2013-07-01,3.0210356
2013-08-01,2.4930364
2013-09-01,1.4932802
2013-10-01,0.92829906
2013-11-01,1.3474756
2013-12-01,0.50431958
2014-01-01,0.98882304
2014-02-01,1.2247627
2014-03-01,1.9566891
2014-04-01,2.4102564
2014-05-01,1.6515938
2014-06-01,1.7281507
2014-07-01,1.4143437
2014-08-01,0.54985942
2014-09-01,1.3078111
2014-10-01,1.9418791
2014-11-01,1.5432354
2014-12-01,0.75570504
2015-01-01,0.94158111
2015-02-01,0.56853588
2015-03-01,2.074756
2015-04-01,3.1905449
2015-05-01,1.8650883
2015-06-01,1.4863876
2015-07-01,1.1254486
2015-08-01,0.80665195
2015-09-01,3.0262774
2015-10-01,3.1776901
2015-11-01,2.4650707
2015-12-01,0.7661262
2016-01-01,1.6562888
2016-02-01,1.9587332
2016-03-01,2.1070102
2016-04-01,3.1747301
2016-05-01,1.4559262
2016-06-01,1.6381677
2016-07-01,1.5999239
2016-08-01,3.3204681
2016-09-01,0.15765401
2016-10-01,-0.06464049
2016-11-01,1.6816325
2016-12-01,1.888339
2017-01-01,3.412278
2017-02-01,2.31584
2017-03-01,-1.914772
2017-04-01,-0.0082888
2017-05-01,0.3306533
2017-06-01,1.286792
2017-07-01,1.993546
2017-08-01,1.790831
2017-09-01,1.564552
2017-10-01,1.628004
2017-11-01,0.9643119
2017-12-01,1.75215
2018-01-01,3.775559
2018-02-01,2.500271
2018-03-01,1.840473
2018-04-01,1.541643
2018-05-01,1.457601
2018-06-01,2.2481
2018-07-01,0.8176625
2018-08-01,0.2486447
2018-09-01,2.549194
2018-10-01,0.9766739
2018-11-01,1.821393
2018-12-01,2.818837
2019-01-01,2.418844
2019-02-01,1.541085
2019-03-01,1.970553
2019-04-01,1.339682
2019-05-01,1.363968
2019-06-01,2.147761
2019-07-01,2.206774
2019-08-01,4.017729
2019-09-01,1.415696
2019-10-01,4.274376
2019-11-01,2.700689
2019-12-01,2.029367
2020-01-01,2.942137
2020-02-01,2.063432
2020-03-01,-0.3855968
2020-04-01,-5.275814
2020-05-01,-0.7581183
2020-06-01,4.152733
2020-07-01,8.770961
2020-08-01,4.180384
2020-09-01,-0.1652657
2020-10-01,0.0836587
2020-11-01,4.004181
2020-12-01,1.659492
2021-01-01,0.4827125
2021-02-01,2.04602
2021-03-01,3.342554
2021-04-01,5.339322
2021-05-01,5.873779
2021-06-01,2.087597
2021-07-01,3.52149
2021-08-01,3.708472
2021-09-01,2.390497
2021-10-01,6.424164
2021-11-01,4.778368
2021-12-01,4.817547
2022-01-01,8.025655
2022-02-01,6.644107
2022-03-01,6.370058
2022-04-01,6.46503
2022-05-01,8.374458
2022-06-01,6.740472
2022-07-01,3.505388
2022-08-01,7.304258
2022-09-01,6.976214
2022-10-01,3.966681
2022-11-01,4.095944
2022-12-01,3.353733
2023-01-01,4.363259315
2023-02-01,5.146454811
2023-03-01,3.649445057
2023-04-01,2.914701223
2023-05-01,2.214575052
2023-06-01,0.685965419
2023-07-01,0.853854179
2023-08-01,4.552384377
2023-09-01,4.351613522
2023-10-01,3.478365183
2023-11-01,1.474667192
