"Date","APU0400711311"
1980-01-01,0.305
1980-02-01,0.28
1980-03-01,0.301
1980-04-01,0.301
1980-05-01,0.312
1980-06-01,NA
1980-07-01,NA
1980-08-01,NA
1980-09-01,NA
1980-10-01,NA
1980-11-01,NA
1980-12-01,0.42
1981-01-01,0.358
1981-02-01,0.355
1981-03-01,0.347
1981-04-01,0.332
1981-05-01,0.296
1981-06-01,0.33
1981-07-01,NA
1981-08-01,NA
1981-09-01,NA
1981-10-01,NA
1981-11-01,NA
1981-12-01,0.352
1982-01-01,0.366
1982-02-01,0.369
1982-03-01,0.372
1982-04-01,0.407
1982-05-01,NA
1982-06-01,NA
1982-07-01,NA
1982-08-01,NA
1982-09-01,NA
1982-10-01,NA
1982-11-01,0.647
1982-12-01,0.455
1983-01-01,0.334
1983-02-01,0.316
1983-03-01,0.331
1983-04-01,0.34
1983-05-01,0.337
1983-06-01,0.343
1983-07-01,NA
1983-08-01,NA
1983-09-01,NA
1983-10-01,NA
1983-11-01,NA
1983-12-01,0.309
1984-01-01,0.311
1984-02-01,0.266
1984-03-01,0.305
1984-04-01,0.315
1984-05-01,0.387
1984-06-01,NA
1984-07-01,NA
1984-08-01,NA
1984-09-01,NA
1984-10-01,NA
1984-11-01,0.553
1984-12-01,0.506
1985-01-01,0.485
1985-02-01,0.453
1985-03-01,0.448
1985-04-01,0.472
1985-05-01,0.619
1985-06-01,NA
1985-07-01,NA
1985-08-01,NA
1985-09-01,NA
1985-10-01,NA
1985-11-01,NA
1985-12-01,0.452
1986-01-01,0.404
1986-02-01,0.379
1986-03-01,0.388
1986-04-01,0.408
1986-05-01,0.46
1986-06-01,NA
1986-07-01,NA
1986-08-01,NA
1986-09-01,NA
1986-10-01,NA
1986-11-01,0.449
1986-12-01,0.429
1987-01-01,NA
1987-02-01,NA
1987-03-01,0.422
1987-04-01,0.443
1987-05-01,0.495
1987-06-01,NA
1987-07-01,NA
1987-08-01,NA
1987-09-01,NA
1987-10-01,NA
1987-11-01,0.659
1987-12-01,0.417
1988-01-01,0.42
1988-02-01,0.407
1988-03-01,0.406
1988-04-01,0.433
1988-05-01,0.541
1988-06-01,NA
1988-07-01,NA
1988-08-01,NA
1988-09-01,NA
1988-10-01,NA
1988-11-01,NA
1988-12-01,0.501
1989-01-01,0.47
1989-02-01,0.467
1989-03-01,0.462
1989-04-01,0.459
1989-05-01,0.484
1989-06-01,NA
1989-07-01,NA
1989-08-01,NA
1989-09-01,NA
1989-10-01,NA
1989-11-01,0.545
1989-12-01,0.482
1990-01-01,0.51
1990-02-01,0.512
1990-03-01,0.509
1990-04-01,0.502
1990-05-01,0.527
1990-06-01,0.565
1990-07-01,NA
1990-08-01,NA
1990-09-01,NA
1990-10-01,NA
1990-11-01,NA
1990-12-01,0.529
1991-01-01,0.875
1991-02-01,0.958
1991-03-01,NA
1991-04-01,NA
1991-05-01,NA
1991-06-01,NA
1991-07-01,NA
1991-08-01,NA
1991-09-01,NA
1991-10-01,NA
1991-11-01,NA
1991-12-01,0.629
1992-01-01,0.529
1992-02-01,0.563
1992-03-01,0.45
1992-04-01,0.447
1992-05-01,0.497
1992-06-01,0.593
1992-07-01,NA
1992-08-01,NA
1992-09-01,NA
1992-10-01,NA
1992-11-01,0.58
1992-12-01,0.484
1993-01-01,0.469
1993-02-01,0.455
1993-03-01,0.434
1993-04-01,0.476
1993-05-01,0.524
1993-06-01,NA
1993-07-01,NA
1993-08-01,NA
1993-09-01,NA
1993-10-01,NA
1993-11-01,0.723
1993-12-01,0.533
1994-01-01,0.421
1994-02-01,0.441
1994-03-01,0.468
1994-04-01,0.512
1994-05-01,0.598
1994-06-01,NA
1994-07-01,NA
1994-08-01,NA
1994-09-01,NA
1994-10-01,NA
1994-11-01,NA
1994-12-01,0.557
1995-01-01,0.544
1995-02-01,0.557
1995-03-01,0.531
1995-04-01,0.591
1995-05-01,0.653
1995-06-01,NA
1995-07-01,NA
1995-08-01,NA
1995-09-01,NA
1995-10-01,NA
1995-11-01,NA
1995-12-01,0.678
1996-01-01,0.542
1996-02-01,0.52
1996-03-01,0.544
1996-04-01,0.612
1996-05-01,0.755
1996-06-01,NA
1996-07-01,NA
1996-08-01,NA
1996-09-01,NA
1996-10-01,NA
1996-11-01,0.767
1996-12-01,0.598
1997-01-01,0.553
1997-02-01,0.498
1997-03-01,0.526
1997-04-01,0.567
1997-05-01,0.735
1997-06-01,NA
1997-07-01,NA
1997-08-01,NA
1997-09-01,NA
1997-10-01,NA
1997-11-01,0.647
1997-12-01,0.538
1998-01-01,0.475
1998-02-01,0.415
1998-03-01,0.391
1998-04-01,0.448
1998-05-01,0.575
1998-06-01,0.717
1998-07-01,NA
1998-08-01,NA
1998-09-01,NA
1998-10-01,NA
1998-11-01,NA
1998-12-01,0.552
1999-01-01,0.8
1999-02-01,0.831
1999-03-01,0.83
1999-04-01,0.885
1999-05-01,NA
1999-06-01,NA
1999-07-01,NA
1999-08-01,NA
1999-09-01,1.221
1999-10-01,NA
1999-11-01,NA
1999-12-01,0.578
2000-01-01,0.527
2000-02-01,0.531
2000-03-01,0.497
2000-04-01,0.514
2000-05-01,0.657
2000-06-01,0.739
2000-07-01,0.833
2000-08-01,1.083
2000-09-01,1.244
2000-10-01,NA
2000-11-01,0.837
