"Date","CUURA400SEHF01"
1977-12-01,53.8
1978-01-01,54.3
1978-02-01,55.2
1978-03-01,55.3
1978-04-01,54.7
1978-05-01,55
1978-06-01,54.9
1978-07-01,54.8
1978-08-01,54.7
1978-09-01,53.6
1978-10-01,53.5
1978-11-01,53.2
1978-12-01,54.5
1979-01-01,55.1
1979-02-01,55.1
1979-03-01,55
1979-04-01,55.2
1979-05-01,55.3
1979-06-01,55.6
1979-07-01,55.7
1979-08-01,55.7
1979-09-01,55.8
1979-10-01,57
1979-11-01,60.6
1979-12-01,60.9
1980-01-01,63.2
1980-02-01,69.3
1980-03-01,69.5
1980-04-01,71
1980-05-01,79.3
1980-06-01,84.6
1980-07-01,85.7
1980-08-01,85.3
1980-09-01,85.7
1980-10-01,81.9
1980-11-01,82.5
1980-12-01,82.7
1981-01-01,85.7
1981-02-01,85.4
1981-03-01,85.4
1981-04-01,85
1981-05-01,84.5
1981-06-01,84.8
1981-07-01,87.2
1981-08-01,87.3
1981-09-01,86.7
1981-10-01,86.6
1981-11-01,95.7
1981-12-01,96.5
1982-01-01,108.4
1982-02-01,108.7
1982-03-01,107.9
1982-04-01,107.2
1982-05-01,95.4
1982-06-01,94.9
1982-07-01,94.2
1982-08-01,94.2
1982-09-01,93.7
1982-10-01,96.9
1982-11-01,97.3
1982-12-01,98.3
1983-01-01,98.9
1983-02-01,98.8
1983-03-01,98.2
1983-04-01,97.4
1983-05-01,97.3
1983-06-01,95.7
1983-07-01,94.6
1983-08-01,96.1
1983-09-01,95
1983-10-01,97.1
1983-11-01,98.6
1983-12-01,99.6
1984-01-01,101.8
1984-02-01,101.1
1984-03-01,100.6
1984-04-01,98.7
1984-05-01,99.1
1984-06-01,99.5
1984-07-01,101.1
1984-08-01,105.1
1984-09-01,105.1
1984-10-01,107.3
1984-11-01,107.4
1984-12-01,108.6
1985-01-01,112.1
1985-02-01,112
1985-03-01,112
1985-04-01,110
1985-05-01,109.5
1985-06-01,108.9
1985-07-01,110
1985-08-01,110
1985-09-01,108.4
1985-10-01,110.9
1985-11-01,110.6
1985-12-01,111.6
1986-01-01,113.5
1986-02-01,113.3
1986-03-01,113.6
1986-04-01,112.4
1986-05-01,111.5
1986-06-01,110.7
1986-07-01,110.7
1986-08-01,110.8
1986-09-01,110.2
1986-10-01,110
1986-11-01,109.3
1986-12-01,111.3
1987-01-01,111.7
1987-02-01,111.3
1987-03-01,111.6
1987-04-01,111.1
1987-05-01,110.9
1987-06-01,110.9
1987-07-01,111.4
1987-08-01,111.6
1987-09-01,111.3
1987-10-01,110
1987-11-01,110.9
1987-12-01,111.7
1988-01-01,116.7
1988-02-01,116.6
1988-03-01,117.2
1988-04-01,115.4
1988-05-01,116.5
1988-06-01,116.9
1988-07-01,118
1988-08-01,118.4
1988-09-01,117.8
1988-10-01,121
1988-11-01,120.6
1988-12-01,122.4
1989-01-01,126.1
1989-02-01,125.7
1989-03-01,125.5
1989-04-01,123.9
1989-05-01,123.8
1989-06-01,123.7
1989-07-01,126.6
1989-08-01,126.3
1989-09-01,126.1
1989-10-01,125.9
1989-11-01,125.2
1989-12-01,126.9
1990-01-01,129.4
1990-02-01,130.1
1990-03-01,130.6
1990-04-01,129.6
1990-05-01,129.9
1990-06-01,130.3
1990-07-01,130.4
1990-08-01,130.5
1990-09-01,130.1
1990-10-01,131.4
