"Date","APUS12A74714"
1978-01-01,0.658
1978-02-01,0.658
1978-03-01,0.658
1978-04-01,0.658
1978-05-01,0.661
1978-06-01,0.666
1978-07-01,0.671
1978-08-01,0.679
1978-09-01,0.69
1978-10-01,0.691
1978-11-01,0.699
1978-12-01,0.713
1979-01-01,0.722
1979-02-01,0.741
1979-03-01,0.763
1979-04-01,0.808
1979-05-01,0.853
1979-06-01,0.919
1979-07-01,0.992
1979-08-01,1.026
1979-09-01,1.061
1979-10-01,1.064
1979-11-01,1.075
1979-12-01,1.097
1980-01-01,1.168
1980-02-01,1.251
1980-03-01,1.302
1980-04-01,1.317
1980-05-01,1.311
1980-06-01,1.316
1980-07-01,1.312
1980-08-01,1.304
1980-09-01,1.296
1980-10-01,1.288
1980-11-01,1.28
1980-12-01,1.288
1981-01-01,1.331
1981-02-01,1.425
1981-03-01,1.455
1981-04-01,1.447
1981-05-01,1.435
1981-06-01,1.43
1981-07-01,1.419
1981-08-01,1.416
1981-09-01,1.407
1981-10-01,1.401
1981-11-01,1.397
1981-12-01,1.39
1982-01-01,1.392
1982-02-01,1.375
1982-03-01,1.317
1982-04-01,1.255
1982-05-01,1.249
1982-06-01,1.302
1982-07-01,1.329
1982-08-01,1.328
1982-09-01,1.329
1982-10-01,1.322
1982-11-01,1.319
1982-12-01,1.309
1983-01-01,1.289
1983-02-01,1.25
1983-03-01,1.198
1983-04-01,1.247
1983-05-01,1.272
1983-06-01,1.279
1983-07-01,1.287
1983-08-01,1.289
1983-09-01,1.261
1983-10-01,1.252
1983-11-01,1.242
1983-12-01,1.221
1984-01-01,1.218
1984-02-01,1.211
1984-03-01,1.206
1984-04-01,1.202
1984-05-01,1.2
1984-06-01,1.197
1984-07-01,1.187
1984-08-01,1.168
1984-09-01,1.176
1984-10-01,1.17
1984-11-01,1.166
1984-12-01,1.164
1985-01-01,1.137
1985-02-01,1.131
1985-03-01,1.143
1985-04-01,1.168
1985-05-01,1.188
1985-06-01,1.209
1985-07-01,1.214
1985-08-01,1.209
1985-09-01,1.2
1985-10-01,1.198
1985-11-01,1.208
1985-12-01,1.212
