"Date","CUURA316SAH1"
2009-01-01,190.202
2009-02-01,189.816
2009-03-01,190.162
2009-04-01,188.983
2009-05-01,188.974
2009-06-01,188.69
2009-07-01,189.142
2009-08-01,188.93
2009-09-01,189.1
2009-10-01,189.303
2009-11-01,187.649
2009-12-01,187.161
2010-01-01,187.192
2010-02-01,187.093
2010-03-01,186.529
2010-04-01,185.615
2010-05-01,186.146
2010-06-01,186.061
2010-07-01,186.173
2010-08-01,185.676
2010-09-01,185.741
2010-10-01,185.565
2010-11-01,185.166
2010-12-01,185.077
2011-01-01,185.015
2011-02-01,185.476
2011-03-01,185.717
2011-04-01,186.358
2011-05-01,186.663
2011-06-01,186.957
2011-07-01,187.617
2011-08-01,188.283
2011-09-01,188.842
2011-10-01,189.937
2011-11-01,190.051
2011-12-01,189.952
2012-01-01,189.926
2012-02-01,191.33
2012-03-01,192.123
2012-04-01,192.166
2012-05-01,192.791
2012-06-01,193.381
2012-07-01,194.494
2012-08-01,194.898
2012-09-01,196.398
2012-10-01,197.335
2012-11-01,197.326
2012-12-01,197.996
2013-01-01,198.321
2013-02-01,198.562
2013-03-01,198.999
2013-04-01,198.585
2013-05-01,198.107
2013-06-01,197.706
2013-07-01,198.296
2013-08-01,199.682
2013-09-01,200.024
2013-10-01,200.564
2013-11-01,201.377
2013-12-01,201.7
2014-01-01,202.499
2014-02-01,203.782
2014-03-01,204.81
2014-04-01,204.997
2014-05-01,205.541
2014-06-01,206.242
2014-07-01,206.614
2014-08-01,206.782
2014-09-01,206.879
2014-10-01,207.058
2014-11-01,207.262
2014-12-01,207.868
2015-01-01,209.221
2015-02-01,210.13
2015-03-01,212.118
2015-04-01,212.848
2015-05-01,213.661
2015-06-01,213.496
2015-07-01,214.699
2015-08-01,215.027
2015-09-01,214.909
2015-10-01,214.959
2015-11-01,215.773
2015-12-01,216.219
2016-01-01,219.36
2016-02-01,219.343
2016-03-01,220.225
2016-04-01,221.322
2016-05-01,223.471
2016-06-01,224.901
2016-07-01,225.099
2016-08-01,225.505
2016-09-01,226.648
2016-10-01,228.168
2016-11-01,228.629
2016-12-01,229.413
2017-01-01,230.769
2017-02-01,232.394
2017-03-01,233.22
2017-04-01,233.387
2017-05-01,235.256
2017-06-01,237.281
2017-07-01,239.285
2017-08-01,240.436
2017-09-01,241.939
2017-10-01,243.012
2017-11-01,243.824
2017-12-01,244.686
2018-01-01,244.428
2018-02-01,244.772
2018-03-01,245.915
2018-04-01,249.076
2018-05-01,250.028
2018-06-01,248.655
2018-07-01,249.86
2018-08-01,251.428
2018-09-01,250.989
2018-10-01,251.187
2018-11-01,252.334
2018-12-01,252.281
2019-01-01,253.551
2019-02-01,254.041
2019-03-01,254.399
2019-04-01,254.976
2019-05-01,254.749
2019-06-01,257.774
2019-07-01,260.098
2019-08-01,259.828
2019-09-01,261.558
2019-10-01,261.164
2019-11-01,261.578
2019-12-01,263.203
2020-01-01,263.105
2020-02-01,265.418
2020-03-01,266.409
2020-04-01,267.105
2020-05-01,268.233
2020-06-01,266.467
2020-07-01,267.427
2020-08-01,266.733
2020-09-01,267.555
2020-10-01,268.908
2020-11-01,268.961
2020-12-01,270.003
2021-01-01,270.006
2021-02-01,271.298
2021-03-01,271.998
2021-04-01,272.942
2021-05-01,274.691
2021-06-01,275.845
2021-07-01,277.107
2021-08-01,278.263
2021-09-01,279.353
2021-10-01,281.78
2021-11-01,281.895
2021-12-01,284.089
2022-01-01,285.456
2022-02-01,288.498
2022-03-01,290.198
2022-04-01,294.24
2022-05-01,294.629
2022-06-01,296.339
2022-07-01,298.028
2022-08-01,301.169
2022-09-01,303.312
2022-10-01,306.991
2022-11-01,310.51
2022-12-01,314.161
2023-01-01,316.18
2023-02-01,319.578
2023-03-01,321.058
2023-04-01,320.943
2023-05-01,323.771
2023-06-01,323.924
2023-07-01,324.522
2023-08-01,326.623
2023-09-01,330.116
2023-10-01,331.666
2023-11-01,335.035
