"Date","CUUR0400SETA02"
1989-11-01,119.9
1989-12-01,119.6
1990-01-01,118.9
1990-02-01,117.3
1990-03-01,116.5
1990-04-01,116.1
1990-05-01,116.8
1990-06-01,117.5
1990-07-01,118.2
1990-08-01,118.3
1990-09-01,118.3
1990-10-01,118.1
1990-11-01,117.4
1990-12-01,117.1
1991-01-01,115.9
1991-02-01,114.8
1991-03-01,114.1
1991-04-01,114.6
1991-05-01,116.5
1991-06-01,118.1
1991-07-01,120.1
1991-08-01,119.7
1991-09-01,119.5
1991-10-01,119.8
1991-11-01,120.2
1991-12-01,119.7
1992-01-01,117.4
1992-02-01,115.6
1992-03-01,115.2
1992-04-01,117.2
1992-05-01,119.7
1992-06-01,122.1
1992-07-01,123.8
1992-08-01,125.4
1992-09-01,126.7
1992-10-01,128
1992-11-01,128.7
1992-12-01,127.8
1993-01-01,126.2
1993-02-01,124.9
1993-03-01,125.5
1993-04-01,127.6
1993-05-01,130.3
1993-06-01,133
1993-07-01,134.8
1993-08-01,136
1993-09-01,137.2
1993-10-01,138.4
1993-11-01,139.3
1993-12-01,138.1
1994-01-01,135.8
1994-02-01,133.2
1994-03-01,132.8
1994-04-01,134.6
1994-05-01,137.1
1994-06-01,140
1994-07-01,141.7
1994-08-01,143
1994-09-01,144.5
1994-10-01,146.8
1994-11-01,149
1994-12-01,150.2
1995-01-01,150.7
1995-02-01,151.2
1995-03-01,152.2
1995-04-01,153.7
1995-05-01,154.3
1995-06-01,154.6
1995-07-01,153.7
1995-08-01,153.1
1995-09-01,152.7
1995-10-01,153.6
1995-11-01,154.4
1995-12-01,154.9
1996-01-01,154.7
1996-02-01,154.5
1996-03-01,154.4
1996-04-01,154.7
1996-05-01,155
1996-06-01,154.8
1996-07-01,154.7
1996-08-01,154.5
1996-09-01,155
1996-10-01,155
1996-11-01,154.5
1996-12-01,153.6
1997-01-01,152.6
1997-02-01,152.3
1997-03-01,152.2
1997-04-01,152.1
1997-05-01,151.5
1997-06-01,149.5
1997-07-01,147.7
1997-08-01,146.4
1997-09-01,146.1
1997-10-01,145.7
1997-11-01,145.4
1997-12-01,145.6
1998-01-01,145.9
1998-02-01,146.2
1998-03-01,145
1998-04-01,145.6
1998-05-01,147
1998-06-01,147.8
1998-07-01,148.1
1998-08-01,147.9
1998-09-01,148.8
1998-10-01,149.7
1998-11-01,150.3
1998-12-01,149.3
1999-01-01,146.7
1999-02-01,144.4
1999-03-01,143.4
1999-04-01,144.3
1999-05-01,145.8
1999-06-01,147.2
1999-07-01,148.6
1999-08-01,150.1
1999-09-01,152.6
1999-10-01,153.4
1999-11-01,153.4
1999-12-01,152.3
2000-01-01,151.4
2000-02-01,150.4
2000-03-01,150.2
2000-04-01,151
2000-05-01,152.3
2000-06-01,152.6
2000-07-01,152
2000-08-01,151.9
2000-09-01,153
2000-10-01,154.8
2000-11-01,156.3
2000-12-01,157.3
2001-01-01,157.8
2001-02-01,158
2001-03-01,157.8
2001-04-01,157.8
2001-05-01,157.3
2001-06-01,157.3
2001-07-01,156.8
2001-08-01,156.5
2001-09-01,155.8
2001-10-01,156.2
2001-11-01,155.8
2001-12-01,155.5
2002-01-01,154
2002-02-01,152.3
2002-03-01,150.4
2002-04-01,150.1
2002-05-01,150.2
2002-06-01,150.4
2002-07-01,150.9
2002-08-01,151.6
2002-09-01,150.4
2002-10-01,149
2002-11-01,147.2
2002-12-01,146.8
2003-01-01,146.6
2003-02-01,146.5
2003-03-01,146.5
2003-04-01,146.4
2003-05-01,146
2003-06-01,145.5
2003-07-01,143.8
2003-08-01,141.5
2003-09-01,137.2
2003-10-01,133.4
2003-11-01,130.3
2003-12-01,129.2
2004-01-01,129
2004-02-01,129.1
2004-03-01,129.2
2004-04-01,129.4
2004-05-01,129.9
2004-06-01,128.6
2004-07-01,130.2
2004-08-01,131.9
2004-09-01,134.5
2004-10-01,134.8
2004-11-01,134.6
2004-12-01,135.1
2005-01-01,135.3
2005-02-01,135.4
2005-03-01,135.5
2005-04-01,135.9
2005-05-01,136.4
2005-06-01,137.5
2005-07-01,138.6
2005-08-01,139.8
2005-09-01,139.3
2005-10-01,138.4
2005-11-01,137.2
2005-12-01,137
2006-01-01,137.1
2006-02-01,137.3
2006-03-01,137.6
2006-04-01,138
2006-05-01,138.4
2006-06-01,138.8
2006-07-01,139.3
2006-08-01,139.6
2006-09-01,138.3
2006-10-01,136.5
2006-11-01,134.5
2006-12-01,133.5
2007-01-01,132.638
2007-02-01,131.999
2007-03-01,131.778
2007-04-01,131.751
2007-05-01,131.898
2007-06-01,132.509
2007-07-01,133.521
2007-08-01,134.676
2007-09-01,134.777
2007-10-01,134.66
2007-11-01,134.369
2007-12-01,134.615
2008-01-01,134.747
2008-02-01,134.737
2008-03-01,134.7
2008-04-01,134.302
2008-05-01,133.892
2008-06-01,133.631
2008-07-01,133.558
2008-08-01,133.153
2008-09-01,130.71
2008-10-01,127.642
2008-11-01,124.935
2008-12-01,124.065
2009-01-01,123.082
2009-02-01,121.091
2009-03-01,119.327
2009-04-01,119.675
2009-05-01,120.926
2009-06-01,122.439
2009-07-01,123.1
2009-08-01,125.906
2009-09-01,127.274
2009-10-01,130.574
2009-11-01,132.082
2009-12-01,135.198
2010-01-01,136.899
2010-02-01,137.923
2010-03-01,138.64
2010-04-01,139.326
2010-05-01,140.703
2010-06-01,142.759
2010-07-01,144.805
2010-08-01,146.369
2010-09-01,143.904
2010-10-01,141.278
2010-11-01,138.934
2010-12-01,139.162
2011-01-01,139.231
2011-02-01,139.587
2011-03-01,140.723
2011-04-01,142.835
2011-05-01,145.373
2011-06-01,148.585
2011-07-01,150.525
2011-08-01,152.014
2011-09-01,148.97
2011-10-01,146.111
2011-11-01,143.238
2011-12-01,142.239
2012-01-01,141.316
2012-02-01,141.212
2012-03-01,142.963
2012-04-01,145.363
2012-05-01,147.844
2012-06-01,149.624
2012-07-01,150.209
2012-08-01,149.417
2012-09-01,145.426
2012-10-01,142.764
2012-11-01,140.404
2012-12-01,139.635
2013-01-01,139.573
2013-02-01,141.166
2013-03-01,143.423
2013-04-01,145.178
2013-05-01,146.458
2013-06-01,147.333
2013-07-01,148.442
2013-08-01,149.537
2013-09-01,148.031
2013-10-01,146.752
2013-11-01,145.088
2013-12-01,144.436
2014-01-01,143.538
2014-02-01,143.715
2014-03-01,144.914
2014-04-01,146.421
2014-05-01,147.301
2014-06-01,147.832
2014-07-01,148.716
2014-08-01,149.067
2014-09-01,146.904
2014-10-01,143.669
2014-11-01,139.972
2014-12-01,137.692
2015-01-01,137.029
2015-02-01,138.644
2015-03-01,142.077
2015-04-01,144.846
2015-05-01,145.806
2015-06-01,146.081
2015-07-01,146.251
2015-08-01,146.008
2015-09-01,143.52
2015-10-01,140.675
2015-11-01,138.05
2015-12-01,137.111
2016-01-01,137.043
2016-02-01,138.133
2016-03-01,140.089
2016-04-01,141.238
2016-05-01,140.987
2016-06-01,140.147
2016-07-01,139.344
2016-08-01,138.69
2016-09-01,136.44
2016-10-01,134.005
2016-11-01,131.976
2016-12-01,131.799
2017-01-01,131.723
2017-02-01,132.307
2017-03-01,133.733
2017-04-01,135.176
2017-05-01,135.515
2017-06-01,134.856
2017-07-01,134.446
2017-08-01,134.351
2017-09-01,132.279
2017-10-01,131.139
2017-11-01,130.151
2017-12-01,131.27
2018-01-01,131.703
2018-02-01,132.834
2018-03-01,134.616
2018-04-01,134.162
2018-05-01,133.079
2018-06-01,133.492
2018-07-01,134.821
2018-08-01,135.579
2018-09-01,130.452
2018-10-01,131.485
2018-11-01,132.754
2018-12-01,132.951
2019-01-01,133.58
2019-02-01,134.124
2019-03-01,135.391
2019-04-01,135.162
2019-05-01,134.113
2019-06-01,135.604
2019-07-01,137.543
2019-08-01,138.797
2019-09-01,133.329
2019-10-01,133.071
2019-11-01,132.086
2019-12-01,131.779
2020-01-01,130.773
2020-02-01,132.052
2020-03-01,135.137
2020-04-01,133.884
2020-05-01,132.932
2020-06-01,131.43
2020-07-01,135.518
2020-08-01,143.303
2020-09-01,146.17
2020-10-01,147.731
2020-11-01,146.016
2020-12-01,145.018
2021-01-01,144.269
2021-02-01,145.121
2021-03-01,148.563
2021-04-01,162.09
2021-05-01,172.779
2021-06-01,190.639
2021-07-01,191.889
2021-08-01,189.367
2021-09-01,182.374
2021-10-01,186.515
2021-11-01,191.477
2021-12-01,198.068
2022-01-01,200.995
2022-02-01,202.981
2022-03-01,199.731
2022-04-01,198.827
2022-05-01,200.407
2022-06-01,204.799
2022-07-01,205.52
2022-08-01,204.65
2022-09-01,195.855
2022-10-01,191.64
2022-11-01,186.239
2022-12-01,181.812
2023-01-01,178.847
2023-02-01,176.567
2023-03-01,178.001
2023-04-01,185.323
2023-05-01,191.043
2023-06-01,193.589
2023-07-01,193.51
2023-08-01,191.354
2023-09-01,180.132
2023-10-01,177.941
2023-11-01,178.979
