"Date","CUURA101SAH1"
2010-06-01,314.102
2010-07-01,314.962
2010-08-01,315.262
2010-09-01,313.982
2010-10-01,314.034
2010-11-01,313.426
2010-12-01,313.63
2011-01-01,314.168
2011-02-01,314.227
2011-03-01,315.119
2011-04-01,315.673
2011-05-01,316.755
2011-06-01,318.664
2011-07-01,319.961
2011-08-01,320.827
2011-09-01,320.128
2011-10-01,320.655
2011-11-01,320.318
2011-12-01,319.315
2012-01-01,320.412
2012-02-01,320.751
2012-03-01,322.08
2012-04-01,321.721
2012-05-01,323.014
2012-06-01,324.138
2012-07-01,324.246
2012-08-01,325.299
2012-09-01,325.264
2012-10-01,325.92
2012-11-01,326.465
2012-12-01,327.068
2013-01-01,327.598
2013-02-01,328.725
2013-03-01,329.511
2013-04-01,329.241
2013-05-01,330.174
2013-06-01,331.114
2013-07-01,331.731
2013-08-01,334.052
2013-09-01,334.162
2013-10-01,334.321
2013-11-01,335.492
2013-12-01,336.321
2014-01-01,337.998
2014-02-01,337.637
2014-03-01,338.359
2014-04-01,339.551
2014-05-01,340.876
2014-06-01,340.982
2014-07-01,341.523
2014-08-01,343.008
2014-09-01,342.474
2014-10-01,343.159
2014-11-01,343.026
2014-12-01,343.223
2015-01-01,344.56
2015-02-01,345.326
2015-03-01,346.221
2015-04-01,347.22
2015-05-01,347.827
2015-06-01,348.425
2015-07-01,349.931
2015-08-01,351.038
2015-09-01,353.08
2015-10-01,353.807
2015-11-01,353.678
2015-12-01,353.825
2016-01-01,354.211
2016-02-01,355.645
2016-03-01,356.133
2016-04-01,356.781
2016-05-01,358.177
2016-06-01,359.395
2016-07-01,360.664
2016-08-01,361.869
2016-09-01,361.8
2016-10-01,363.532
2016-11-01,365.114
2016-12-01,365.319
2017-01-01,365.684
2017-02-01,365.599
2017-03-01,366.03
2017-04-01,366.709
2017-05-01,367.192
2017-06-01,367.964
2017-07-01,368.84
2017-08-01,370.744
2017-09-01,370.662
2017-10-01,371.091
2017-11-01,371.403
2017-12-01,372.257
2018-01-01,373.008
2018-02-01,373.327
2018-03-01,374.763
2018-04-01,375.314
2018-05-01,375.974
2018-06-01,375.65
2018-07-01,376.707
2018-08-01,377.549
2018-09-01,378.195
2018-10-01,378.368
2018-11-01,378.954
2018-12-01,379.546
2019-01-01,380.188
2019-02-01,381.584
2019-03-01,382.414
2019-04-01,384.22
2019-05-01,384.085
2019-06-01,384.598
2019-07-01,385.269
2019-08-01,385.875
2019-09-01,387.167
2019-10-01,386.148
2019-11-01,387.012
2019-12-01,387.979
2020-01-01,389.79
2020-02-01,390.984
2020-03-01,392.352
2020-04-01,391.605
2020-05-01,391.742
2020-06-01,391.894
2020-07-01,392.217
2020-08-01,392.469
2020-09-01,393.526
2020-10-01,392.135
2020-11-01,393.007
2020-12-01,392.874
2021-01-01,392.787
2021-02-01,393.648
2021-03-01,394.286
2021-04-01,395.644
2021-05-01,396.656
2021-06-01,398.824
2021-07-01,399.091
2021-08-01,397.863
2021-09-01,398.191
2021-10-01,397.565
2021-11-01,398.601
2021-12-01,397.582
2022-01-01,398.68
2022-02-01,401.151
2022-03-01,402.69
2022-04-01,404.237
2022-05-01,405.41
2022-06-01,407.236
2022-07-01,408.155
2022-08-01,409.148
2022-09-01,411.946
2022-10-01,413.77
2022-11-01,416.435
2022-12-01,419.48
2023-01-01,421.894
2023-02-01,423.779
2023-03-01,426.174
2023-04-01,427.234
2023-05-01,428.969
2023-06-01,430.019
2023-07-01,431.935
2023-08-01,434.382
2023-09-01,436.675
2023-10-01,437.792
2023-11-01,439.95
