"Date","APUS48A72620"
2018-01-01,1.838
2018-02-01,1.826
2018-03-01,1.832
2018-04-01,1.83
2018-05-01,1.858
2018-06-01,1.803
2018-07-01,1.8
2018-08-01,1.766
2018-09-01,1.759
2018-10-01,1.746
2018-11-01,1.726
2018-12-01,1.708
2019-01-01,1.694
2019-02-01,1.683
2019-03-01,1.663
2019-04-01,1.633
2019-05-01,1.665
2019-06-01,1.625
2019-07-01,1.606
2019-08-01,1.593
2019-09-01,1.577
2019-10-01,1.568
2019-11-01,1.569
2019-12-01,1.577
2020-01-01,1.577
2020-02-01,1.581
2020-03-01,1.581
2020-04-01,1.68
2020-05-01,1.522
2020-06-01,1.532
2020-07-01,1.535
2020-08-01,1.536
2020-09-01,1.546
2020-10-01,1.554
2020-11-01,1.559
2020-12-01,1.557
2021-01-01,1.754
2021-02-01,1.786
2021-03-01,1.815
2021-04-01,1.856
2021-05-01,1.965
2021-06-01,1.98
2021-07-01,1.994
2021-08-01,2.008
2021-09-01,2.024
2021-10-01,2.04
2021-11-01,2.063
2021-12-01,2.079
2022-01-01,2.09
2022-02-01,2.093
2022-03-01,2.133
2022-04-01,2.157
2022-05-01,2.258
2022-06-01,2.275
2022-07-01,2.255
2022-08-01,2.257
2022-09-01,2.261
2022-10-01,2.267
2022-11-01,2.234
2022-12-01,2.234
2023-01-01,2.237
2023-02-01,2.391
2023-03-01,2.405
2023-04-01,2.41
2023-05-01,2.48
2023-06-01,2.479
2023-07-01,2.482
2023-08-01,2.624
2023-09-01,2.625
2023-10-01,2.63
2023-11-01,2.646
