"Date","STICKCPIXSHLTRM157SFRBATL"
1967-01-01,0.19318
1967-02-01,0.30212
1967-03-01,0.23112
1967-04-01,0.30247
1967-05-01,0.25033
1967-06-01,0.26017
1967-07-01,0.33059
1967-08-01,0.27176
1967-09-01,0.36171
1967-10-01,0.37382
1967-11-01,0.4186
1967-12-01,0.30268
1968-01-01,0.52971
1968-02-01,0.34722
1968-03-01,0.52391
1968-04-01,0.28486
1968-05-01,0.38429
1968-06-01,0.35797
1968-07-01,0.24836
1968-08-01,0.38888
1968-09-01,0.35806
1968-10-01,0.55117
1968-11-01,0.49968
1968-12-01,0.54631
1969-01-01,0.37783
1969-02-01,0.35851
1969-03-01,0.4961
1969-04-01,0.48968
1969-05-01,0.40788
1969-06-01,0.41982
1969-07-01,0.31757
1969-08-01,0.45437
1969-09-01,0.44549
1969-10-01,0.27986
1969-11-01,0.42708
1969-12-01,0.5583
1970-01-01,0.75192
1970-02-01,0.50462
1970-03-01,0.51767
1970-04-01,0.53002
1970-05-01,0.44799
1970-06-01,0.46024
1970-07-01,0.47235
1970-08-01,0.43308
1970-09-01,0.38894
1970-10-01,0.3414
1970-11-01,0.77137
1970-12-01,0.3839
1971-01-01,0.70484
1971-02-01,0.53427
1971-03-01,0.36117
1971-04-01,0.48732
1971-05-01,0.42624
1971-06-01,0.45638
1971-07-01,0.35766
1971-08-01,0.28071
1971-09-01,0.22891
1971-10-01,-0.05571
1971-11-01,0.17397
1971-12-01,0.33769
1972-01-01,0.3531
1972-02-01,0.19274
1972-03-01,0.22387
1972-04-01,0.24656
1972-05-01,0.25487
1972-06-01,0.20636
1972-07-01,0.19895
1972-08-01,0.15515
1972-09-01,0.20629
1972-10-01,0.21023
1972-11-01,0.26354
1972-12-01,0.20395
1973-01-01,0.10908
1973-02-01,0.32124
1973-03-01,0.30997
1973-04-01,0.41684
1973-05-01,0.46275
1973-06-01,0.3808
1973-07-01,0.27526
1973-08-01,0.33815
1973-09-01,0.57466
1973-10-01,0.83837
1973-11-01,0.48558
1973-12-01,0.53525
1974-01-01,0.6241
1974-02-01,0.6724
1974-03-01,0.73724
1974-04-01,0.79961
1974-05-01,1.1185
1974-06-01,1.17135
1974-07-01,1.05826
1974-08-01,1.10994
1974-09-01,0.995
1974-10-01,0.93049
1974-11-01,0.86218
1974-12-01,0.85438
1975-01-01,0.80044
1975-02-01,0.76845
1975-03-01,0.59977
1975-04-01,0.677
1975-05-01,0.31299
1975-06-01,0.48095
1975-07-01,0.49198
1975-08-01,0.47373
1975-09-01,0.88709
1975-10-01,0.6446
1975-11-01,0.75251
1975-12-01,0.63437
1976-01-01,0.94562
1976-02-01,0.64074
1976-03-01,0.68081
1976-04-01,0.41794
1976-05-01,0.39022
1976-06-01,0.52598
1976-07-01,0.60829
1976-08-01,0.53881
1976-09-01,0.54786
1976-10-01,0.55638
1976-11-01,0.67832
1976-12-01,0.46052
1977-01-01,0.39448
1977-02-01,0.43103
1977-03-01,0.56383
1977-04-01,0.61429
1977-05-01,0.59247
1977-06-01,0.69943
1977-07-01,0.48342
1977-08-01,0.51172
1977-09-01,0.50025
1977-10-01,0.47246
1977-11-01,0.49753
1977-12-01,0.48871
1978-01-01,0.44108
1978-02-01,0.5455
1978-03-01,0.50305
1978-04-01,0.56602
1978-05-01,0.57727
1978-06-01,0.59767
1978-07-01,0.58935
1978-08-01,0.62399
1978-09-01,0.63201
1978-10-01,0.69593
1978-11-01,0.68095
1978-12-01,0.61698
1979-01-01,0.59024
1979-02-01,0.60154
1979-03-01,0.6561
1979-04-01,0.64843
1979-05-01,0.71091
1979-06-01,0.55231
1979-07-01,0.65772
1979-08-01,0.70081
1979-09-01,0.54679
1979-10-01,0.67438
1979-11-01,0.93848
1979-12-01,0.82663
1980-01-01,0.84308
1980-02-01,0.87931
1980-03-01,1.02374
1980-04-01,0.94813
1980-05-01,0.87623
1980-06-01,0.70536
1980-07-01,0.61191
1980-08-01,0.71904
1980-09-01,0.94293
1980-10-01,0.56066
1980-11-01,0.69198
1980-12-01,0.71584
1981-01-01,0.87318
1981-02-01,0.86236
1981-03-01,0.63541
1981-04-01,0.74509
1981-05-01,0.69082
1981-06-01,0.73619
1981-07-01,1.03669
1981-08-01,0.68077
1981-09-01,0.79212
1981-10-01,0.6972
1981-11-01,0.70948
1981-12-01,0.44689
1982-01-01,0.62999
1982-02-01,0.51404
1982-03-01,0.53922
1982-04-01,0.55262
1982-05-01,0.53684
1982-06-01,0.65629
1982-07-01,0.6053
1982-08-01,0.3932
1982-09-01,0.45648
1982-10-01,0.56424
1982-11-01,0.23915
1982-12-01,0.34827
1983-01-01,0.46232
1983-02-01,0.35227
1983-03-01,0.29319
1983-04-01,0.38367
1983-05-01,0.20864
1983-06-01,0.27391
1983-07-01,0.28969
1983-08-01,0.3506
1983-09-01,0.2976
1983-10-01,0.52135
1983-11-01,0.463
1983-12-01,0.23331
1984-01-01,0.68265
1984-02-01,0.40694
1984-03-01,0.24249
1984-04-01,0.36617
1984-05-01,0.35374
1984-06-01,0.35336
1984-07-01,0.34187
1984-08-01,0.46369
1984-09-01,0.35621
1984-10-01,0.4223
1984-11-01,0.33689
1984-12-01,0.31923
1985-01-01,0.20719
1985-02-01,0.45198
1985-03-01,0.43678
1985-04-01,0.33833
1985-05-01,0.26326
1985-06-01,0.38548
1985-07-01,0.28049
1985-08-01,0.33543
1985-09-01,0.32645
1985-10-01,0.52661
1985-11-01,0.43806
1985-12-01,0.20914
1986-01-01,0.53371
1986-02-01,0.41012
1986-03-01,0.35766
1986-04-01,0.34288
1986-05-01,0.2964
1986-06-01,0.43917
1986-07-01,0.30227
1986-08-01,0.27509
1986-09-01,0.32065
1986-10-01,0.38664
1986-11-01,0.29828
1986-12-01,0.41027
1987-01-01,0.41062
1987-02-01,0.24085
1987-03-01,0.35508
1987-04-01,0.39245
1987-05-01,0.23069
1987-06-01,0.19798
1987-07-01,0.38307
1987-08-01,0.28571
1987-09-01,0.39091
1987-10-01,0.33981
1987-11-01,0.30441
1987-12-01,0.15434
1988-01-01,0.37767
1988-02-01,0.34293
1988-03-01,0.41963
1988-04-01,0.57206
1988-05-01,0.36904
1988-06-01,0.38968
1988-07-01,0.37637
1988-08-01,0.33423
1988-09-01,0.45596
1988-10-01,0.44855
1988-11-01,0.35037
1988-12-01,0.38636
1989-01-01,0.53627
1989-02-01,0.35674
1989-03-01,0.27993
1989-04-01,0.40912
1989-05-01,0.46075
1989-06-01,0.43839
1989-07-01,0.33552
1989-08-01,0.38208
1989-09-01,0.40632
1989-10-01,0.35429
1989-11-01,0.33257
1989-12-01,0.35497
1990-01-01,0.56588
1990-02-01,0.53226
1990-03-01,0.52582
1990-04-01,0.45132
1990-05-01,0.4406
1990-06-01,0.44113
1990-07-01,0.40995
1990-08-01,0.49727
1990-09-01,0.48994
1990-10-01,0.48892
1990-11-01,0.3637
1990-12-01,0.3068
1991-01-01,0.67196
1991-02-01,0.64756
1991-03-01,0.2387
1991-04-01,0.25932
1991-05-01,0.38575
1991-06-01,0.36369
1991-07-01,0.41335
1991-08-01,0.44669
1991-09-01,0.4178
1991-10-01,0.15014
1991-11-01,0.27638
1991-12-01,0.26706
1992-01-01,0.29185
1992-02-01,0.31641
1992-03-01,0.37378
1992-04-01,0.42757
1992-05-01,0.15447
1992-06-01,0.17168
1992-07-01,0.33187
1992-08-01,0.19699
1992-09-01,0.1979
1992-10-01,0.48135
1992-11-01,0.34847
1992-12-01,0.20954
1993-01-01,0.32392
1993-02-01,0.32874
1993-03-01,0.15875
1993-04-01,0.3277
1993-05-01,0.34561
1993-06-01,0.26347
1993-07-01,0.18909
1993-08-01,0.35182
1993-09-01,0.28012
1993-10-01,0.32414
1993-11-01,0.3582
1993-12-01,0.26577
1994-01-01,0.19858
1994-02-01,0.18285
1994-03-01,0.25919
1994-04-01,0.24899
1994-05-01,0.1397
1994-06-01,0.30783
1994-07-01,0.19968
1994-08-01,0.22614
1994-09-01,0.20357
1994-10-01,0.15392
1994-11-01,0.294
1994-12-01,0.20285
1995-01-01,0.48659
1995-02-01,0.29057
1995-03-01,0.34217
1995-04-01,0.30985
1995-05-01,0.15131
1995-06-01,0.21057
1995-07-01,0.21325
1995-08-01,0.26192
1995-09-01,0.28489
1995-10-01,0.30168
1995-11-01,0.18123
1995-12-01,0.03564
1996-01-01,0.3303
1996-02-01,0.34469
1996-03-01,0.18246
1996-04-01,0.21149
1996-05-01,0.27968
1996-06-01,0.27081
1996-07-01,0.16125
1996-08-01,0.26
1996-09-01,0.35453
1996-10-01,0.23136
1996-11-01,0.26196
1996-12-01,0.25823
1997-01-01,0.09307
1997-02-01,0.09316
1997-03-01,0.32125
1997-04-01,0.22066
1997-05-01,0.19274
1997-06-01,0.17161
1997-07-01,0.17923
1997-08-01,0.03914
1997-09-01,0.17746
1997-10-01,0.2754
1997-11-01,0.12986
1997-12-01,0.20388
1998-01-01,0.23052
1998-02-01,0.17525
1998-03-01,0.19958
1998-04-01,0.18363
1998-05-01,0.16705
1998-06-01,0.09637
1998-07-01,0.15958
1998-08-01,0.09138
1998-09-01,0.13149
1998-10-01,0.14171
1998-11-01,0.14528
1998-12-01,0.14686
1999-01-01,0.208016
1999-02-01,0.115851
1999-03-01,0.154585
1999-04-01,0.201949
1999-05-01,0.072306
1999-06-01,0.034975
1999-07-01,0.280661
1999-08-01,0.125121
1999-09-01,0.088767
1999-10-01,0.231965
1999-11-01,0.239193
1999-12-01,0.199051
2000-01-01,0.25811
2000-02-01,0.128955
2000-03-01,0.295016
2000-04-01,0.087214
