"Date","STICKCPIXSHLTRM157SFRBATL"
2000-05-01,0.263369
2000-06-01,0.199231
2000-07-01,0.269807
2000-08-01,0.310536
2000-09-01,0.081888
2000-10-01,0.150103
2000-11-01,0.176909
2000-12-01,0.249156
2001-01-01,0.267412
2001-02-01,0.225797
2001-03-01,0.160373
2001-04-01,0.203296
2001-05-01,0.143463
2001-06-01,0.352932
2001-07-01,0.2382
2001-08-01,0.295598
2001-09-01,0.247005
2001-10-01,0.238002
2001-11-01,0.261252
2001-12-01,0.125022
2002-01-01,0.22606
2002-02-01,0.210322
2002-03-01,0.089893
2002-04-01,0.205045
2002-05-01,0.260974
2002-06-01,0.106446
2002-07-01,0.26573
2002-08-01,0.25619
2002-09-01,0.088233
2002-10-01,0.22804
2002-11-01,0.194655
2002-12-01,0.183836
2003-01-01,0.155726
2003-02-01,0.207321
2003-03-01,0.117177
2003-04-01,0.097394
2003-05-01,0.14051
2003-06-01,0.149257
2003-07-01,0.255207
2003-08-01,0.142993
2003-09-01,0.169621
2003-10-01,0.196405
2003-11-01,0.068672
2003-12-01,0.225051
2004-01-01,0.289677
2004-02-01,0.286578
2004-03-01,0.204718
2004-04-01,0.157386
2004-05-01,0.07979
2004-06-01,0.21853
2004-07-01,0.142057
2004-08-01,0.125962
2004-09-01,0.223156
2004-10-01,0.26559
2004-11-01,0.185656
2004-12-01,0.141836
2005-01-01,0.252719
2005-02-01,0.186737
2005-03-01,0.163691
2005-04-01,0.257553
2005-05-01,0.249179
2005-06-01,0.057047
2005-07-01,0.227183
2005-08-01,0.113995
2005-09-01,0.276092
2005-10-01,0.216287
2005-11-01,0.280252
2005-12-01,0.194368
2006-01-01,0.201946
2006-02-01,0.23832
2006-03-01,0.188064
2006-04-01,0.244662
2006-05-01,0.265269
2006-06-01,0.209654
2006-07-01,0.220961
2006-08-01,0.170695
2006-09-01,0.164226
2006-10-01,0.200722
2006-11-01,0.009643
2006-12-01,0.09907
2007-01-01,0.268444
2007-02-01,0.267793
2007-03-01,0.157534
2007-04-01,0.192634
2007-05-01,0.203656
2007-06-01,0.173596
2007-07-01,0.244815
2007-08-01,0.162216
2007-09-01,0.272516
2007-10-01,0.29645
2007-11-01,0.247272
2007-12-01,0.193676
2008-01-01,0.35811
2008-02-01,0.17158
2008-03-01,0.337081
2008-04-01,0.210272
2008-05-01,0.332136
2008-06-01,0.376852
2008-07-01,0.40507
2008-08-01,0.324348
2008-09-01,0.296418
2008-10-01,0.184888
2008-11-01,0.102776
2008-12-01,0.130996
2009-01-01,0.196028
2009-02-01,0.185143
2009-03-01,0.135339
2009-04-01,0.142275
2009-05-01,0.110355
2009-06-01,0.175849
2009-07-01,0.201685
2009-08-01,0.13611
2009-09-01,0.252857
2009-10-01,0.131619
2009-11-01,0.125272
2009-12-01,0.073479
2010-01-01,0.125883
2010-02-01,0.073896
2010-03-01,0.116683
2010-04-01,0.139617
2010-05-01,0.082196
2010-06-01,0.125882
2010-07-01,0.089525
2010-08-01,0.122012
2010-09-01,0.108255
2010-10-01,0.075453
2010-11-01,0.158557
2010-12-01,0.02262
2011-01-01,0.215809
2011-02-01,0.234857
2011-03-01,0.154932
2011-04-01,0.149383
2011-05-01,0.120106
2011-06-01,0.140461
2011-07-01,0.178829
2011-08-01,0.339055
2011-09-01,0.141157
2011-10-01,0.142353
2011-11-01,0.153359
2011-12-01,0.280072
2012-01-01,0.316017
2012-02-01,0.074566
2012-03-01,0.208126
2012-04-01,0.135953
2012-05-01,0.102062
2012-06-01,0.256091
2012-07-01,0.24365
2012-08-01,0.18934
2012-09-01,0.158315
2012-10-01,0.09576
2012-11-01,0.114323
2012-12-01,0.161983
2013-01-01,0.211976
2013-02-01,0.134026
2013-03-01,0.168291
2013-04-01,-0.073538
2013-05-01,-0.010901
2013-06-01,0.118408
2013-07-01,0.248333
2013-08-01,0.205416
2013-09-01,0.123596
2013-10-01,0.077031
2013-11-01,0.111602
2013-12-01,0.04193
2014-01-01,0.082031
2014-02-01,0.101495
2014-03-01,0.161613
2014-04-01,0.198669
2014-05-01,0.136602
2014-06-01,0.142884
2014-07-01,0.117105
2014-08-01,0.045707
2014-09-01,0.108336
2014-10-01,0.160401
2014-11-01,0.127702
2014-12-01,0.062758
2015-01-01,0.078128
2015-02-01,0.047255
2015-03-01,0.171274
2015-04-01,0.262068
2015-05-01,0.154111
2015-06-01,0.12303
2015-07-01,0.093307
2015-08-01,0.066974
2015-09-01,0.248758
2015-10-01,0.261027
2015-11-01,0.203138
2015-12-01,0.063621
2016-01-01,0.136987
2016-02-01,0.16178
2016-03-01,0.173911
2016-04-01,0.260788
2016-05-01,0.120525
2016-06-01,0.1355
2016-07-01,0.132359
2016-08-01,0.272582
2016-09-01,0.013128
2016-10-01,-0.005388
2016-11-01,0.139067
2016-12-01,0.15602
2017-01-01,0.28
2017-02-01,0.19097
2017-03-01,-0.16098
2017-04-01,-0.000691
2017-05-01,0.02751
2017-06-01,0.10661
2017-07-01,0.16463
2017-08-01,0.14802
2017-09-01,0.12945
2017-10-01,0.13467
2017-11-01,0.08001
2017-12-01,0.14485
2018-01-01,0.30931
2018-02-01,0.20601
2018-03-01,0.15209
2018-04-01,0.12757
2018-05-01,0.12066
2018-06-01,0.18544
2018-07-01,0.06788
2018-08-01,0.0207
2018-09-01,0.20999
2018-10-01,0.08103
2018-11-01,0.15053
2018-12-01,0.23192
2019-01-01,0.19937
2019-02-01,0.12753
2019-03-01,0.16275
2019-04-01,0.11096
2019-05-01,0.11296
2019-06-01,0.17724
2019-07-01,0.18206
2019-08-01,0.3288
2019-09-01,0.11722
2019-10-01,0.3494
2019-11-01,0.22232
2019-12-01,0.16756
2020-01-01,0.24193
2020-02-01,0.17035
2020-03-01,-0.03219
2020-04-01,-0.45066
2020-05-01,-0.0634
2020-06-01,0.33964
2020-07-01,0.70308
2020-08-01,0.34186
2020-09-01,-0.01378
2020-10-01,0.00697
2020-11-01,0.32771
2020-12-01,0.13725
2021-01-01,0.04014
2021-02-01,0.16892
2021-03-01,0.27437
2021-04-01,0.43441
2021-05-01,0.47678
2021-06-01,0.17232
2021-07-01,0.28882
2021-08-01,0.30391
2021-09-01,0.19706
2021-10-01,0.5202
2021-11-01,0.38973
2021-12-01,0.39286
2022-01-01,0.6454
2022-02-01,0.5375
2022-03-01,0.51594
2022-04-01,0.52342
2022-05-01,0.67244
2022-06-01,0.54507
2022-07-01,0.28752
2022-08-01,0.58921
2022-09-01,0.56355
2022-10-01,0.3247
2022-11-01,0.33508
2022-12-01,0.27527
2023-01-01,0.356529932
2023-02-01,0.419075694
2023-03-01,0.299149053
2023-04-01,0.239706133
2023-05-01,0.182700821
2023-06-01,0.056984846
2023-07-01,0.070877559
2023-08-01,0.371672702
2023-09-01,0.355596654
2023-10-01,0.285342778
2023-11-01,0.122066087
