"Date","CUUR0100SETA01"
1990-01-01,120
1990-02-01,119.9
1990-03-01,119.6
1990-04-01,118.9
1990-05-01,118.8
1990-06-01,118.3
1990-07-01,118
1990-08-01,117.7
1990-09-01,117.1
1990-10-01,119.4
1990-11-01,121.1
1990-12-01,122.4
1991-01-01,122.7
1991-02-01,123.7
1991-03-01,124
1991-04-01,123.6
1991-05-01,123.6
1991-06-01,123.7
1991-07-01,123.1
1991-08-01,122.8
1991-09-01,122.9
1991-10-01,124.3
1991-11-01,125.7
1991-12-01,126.4
1992-01-01,126.6
1992-02-01,126.7
1992-03-01,126.8
1992-04-01,126.8
1992-05-01,127
1992-06-01,126.9
1992-07-01,126.2
1992-08-01,125.9
1992-09-01,125.8
1992-10-01,126.9
1992-11-01,128.3
1992-12-01,128.9
1993-01-01,129.2
1993-02-01,129.3
1993-03-01,129.3
1993-04-01,129.7
1993-05-01,129.7
1993-06-01,129.3
1993-07-01,129.3
1993-08-01,129.1
1993-09-01,129.2
1993-10-01,131.5
1993-11-01,133.4
1993-12-01,134
1994-01-01,134.7
1994-02-01,134.7
1994-03-01,135
1994-04-01,135.5
1994-05-01,135.7
1994-06-01,136.1
1994-07-01,135.9
1994-08-01,135.7
1994-09-01,136.2
1994-10-01,137.4
1994-11-01,138.1
1994-12-01,138.9
1995-01-01,139.5
1995-02-01,139.7
1995-03-01,139
1995-04-01,139.1
1995-05-01,138.9
1995-06-01,138.8
1995-07-01,138.2
1995-08-01,138
1995-09-01,138.1
1995-10-01,139.3
1995-11-01,141.1
1995-12-01,142.1
1996-01-01,142.5
1996-02-01,142.2
1996-03-01,142.4
1996-04-01,142.2
1996-05-01,142.2
1996-06-01,142.2
1996-07-01,142.2
1996-08-01,141.7
1996-09-01,142.6
1996-10-01,143.2
1996-11-01,144.1
1996-12-01,144.7
1997-01-01,144.3
1997-02-01,144.2
1997-03-01,144.2
1997-04-01,144
1997-05-01,143.5
1997-06-01,143
1997-07-01,142.5
1997-08-01,141.4
1997-09-01,141.4
1997-10-01,142.9
1997-11-01,144
1997-12-01,143.7
1998-01-01,143.8
1998-02-01,143.3
1998-03-01,143
1998-04-01,142.7
1998-05-01,141.5
1998-06-01,140.8
1998-07-01,141.4
1998-08-01,141.4
1998-09-01,141.7
1998-10-01,142.1
1998-11-01,142.5
1998-12-01,142.9
1999-01-01,142.9
1999-02-01,142.5
1999-03-01,142.4
1999-04-01,142.4
1999-05-01,142.1
1999-06-01,141.6
1999-07-01,141.2
1999-08-01,140.7
1999-09-01,141
1999-10-01,141.8
1999-11-01,142.6
1999-12-01,143
2000-01-01,142.2
2000-02-01,142.6
2000-03-01,142.7
2000-04-01,142.6
2000-05-01,142.7
2000-06-01,142.1
2000-07-01,142.1
2000-08-01,141
2000-09-01,140.4
2000-10-01,141.3
2000-11-01,141.7
2000-12-01,143
2001-01-01,142.6
2001-02-01,141.9
2001-03-01,141.8
2001-04-01,141.9
2001-05-01,141.3
2001-06-01,140.5
2001-07-01,140.2
2001-08-01,139.5
2001-09-01,139.5
2001-10-01,139.8
2001-11-01,141.6
2001-12-01,142.5
2002-01-01,142
2002-02-01,140.5
2002-03-01,140.1
2002-04-01,139.5
2002-05-01,138.9
2002-06-01,138.5
2002-07-01,137.9
2002-08-01,136.9
2002-09-01,137.9
2002-10-01,139.5
2002-11-01,140.6
2002-12-01,140.8
2003-01-01,140
2003-02-01,139.3
2003-03-01,138.8
2003-04-01,137.9
2003-05-01,137.4
2003-06-01,136.9
2003-07-01,135.6
2003-08-01,135.9
2003-09-01,135
2003-10-01,135.6
2003-11-01,136.7
2003-12-01,137.9
2004-01-01,137.5
2004-02-01,137
2004-03-01,136.8
2004-04-01,136.4
2004-05-01,136.1
2004-06-01,136.2
2004-07-01,134.7
2004-08-01,133.8
2004-09-01,134.1
2004-10-01,135.5
2004-11-01,138.1
2004-12-01,138.3
2005-01-01,138.5
2005-02-01,138.5
2005-03-01,137.5
2005-04-01,137.3
2005-05-01,137.4
2005-06-01,137
2005-07-01,135.9
2005-08-01,134.2
2005-09-01,135.7
2005-10-01,137.1
2005-11-01,137.8
2005-12-01,138
2006-01-01,138.8
2006-02-01,138.5
2006-03-01,137.8
2006-04-01,136.9
2006-05-01,136.3
2006-06-01,135.9
2006-07-01,135.6
2006-08-01,134.9
2006-09-01,134.8
2006-10-01,136.1
2006-11-01,136.6
2006-12-01,136.5
2007-01-01,136.534
2007-02-01,136.155
2007-03-01,135.934
2007-04-01,135.57
2007-05-01,134.915
2007-06-01,135.091
2007-07-01,134.415
2007-08-01,133.779
2007-09-01,133.906
2007-10-01,135.075
2007-11-01,135.44
2007-12-01,135.889
2008-01-01,135.613
2008-02-01,134.954
2008-03-01,134.602
2008-04-01,134.63
2008-05-01,134.606
2008-06-01,134.544
2008-07-01,134.549
2008-08-01,133.435
2008-09-01,132.905
2008-10-01,132.473
2008-11-01,133.072
2008-12-01,132.544
2009-01-01,132.874
2009-02-01,133.606
2009-03-01,133.613
2009-04-01,135.176
2009-05-01,135.293
2009-06-01,134.775
2009-07-01,135.272
2009-08-01,133.283
2009-09-01,134.583
2009-10-01,136.482
2009-11-01,138.06
2009-12-01,138.885
2010-01-01,138.631
2010-02-01,138.33
2010-03-01,137.88
2010-04-01,137.311
2010-05-01,137.564
2010-06-01,137.244
2010-07-01,137.564
2010-08-01,137.442
2010-09-01,136.991
2010-10-01,137.435
2010-11-01,137.556
2010-12-01,137.715
2011-01-01,137.765
2011-02-01,138.824
2011-03-01,139.188
2011-04-01,139.888
2011-05-01,140.948
2011-06-01,141.582
2011-07-01,141.788
2011-08-01,141.701
2011-09-01,141.726
2011-10-01,141.854
2011-11-01,142.078
2011-12-01,142.341
2012-01-01,142.721
2012-02-01,142.675
2012-03-01,142.784
2012-04-01,143.557
2012-05-01,142.829
2012-06-01,142.576
2012-07-01,142.371
2012-08-01,142.275
2012-09-01,141.999
2012-10-01,142.7
2012-11-01,143.698
2012-12-01,143.947
2013-01-01,144.976
2013-02-01,144.761
2013-03-01,144.646
2013-04-01,144.574
2013-05-01,144.034
2013-06-01,143.444
2013-07-01,143.389
2013-08-01,143.82
2013-09-01,143.97
2013-10-01,143.496
2013-11-01,144.205
2013-12-01,144.129
2014-01-01,144.426
2014-02-01,144.676
2014-03-01,144.42
2014-04-01,144.921
2014-05-01,144.771
2014-06-01,144.637
2014-07-01,144.529
2014-08-01,144.379
2014-09-01,144.073
2014-10-01,144.345
2014-11-01,144.366
2014-12-01,144.186
2015-01-01,144.923
2015-02-01,145.396
2015-03-01,145.298
2015-04-01,145.555
2015-05-01,145.38
2015-06-01,145.957
2015-07-01,145.426
2015-08-01,145.295
2015-09-01,145.681
2015-10-01,145.103
2015-11-01,145.486
2015-12-01,145.024
2016-01-01,145.381
2016-02-01,145.899
2016-03-01,145.652
2016-04-01,145.41
2016-05-01,145.39
2016-06-01,145.22
2016-07-01,145.629
2016-08-01,145.616
2016-09-01,145.498
2016-10-01,146.02
2016-11-01,145.323
2016-12-01,144.96
2017-01-01,146.615
2017-02-01,146.839
2017-03-01,146.23
2017-04-01,145.318
2017-05-01,145.82
2017-06-01,145.076
2017-07-01,143.794
2017-08-01,143.595
2017-09-01,142.569
2017-10-01,143.005
2017-11-01,144.217
2017-12-01,145.987
2018-01-01,146.725
2018-02-01,145.661
2018-03-01,145.485
2018-04-01,145.056
2018-05-01,144.405
2018-06-01,144.753
2018-07-01,143.208
2018-08-01,142.147
2018-09-01,142.888
2018-10-01,142.613
2018-11-01,141.826
2018-12-01,142.086
2019-01-01,144.093
2019-02-01,145.594
2019-03-01,144.836
2019-04-01,145.414
2019-05-01,146.834
2019-06-01,146.411
2019-07-01,145.271
2019-08-01,143.365
2019-09-01,142.589
2019-10-01,142.586
2019-11-01,142.643
2019-12-01,142.726
2020-01-01,144.655
2020-02-01,145.294
2020-03-01,144.375
2020-04-01,144.03
2020-05-01,145.786
2020-06-01,145.161
2020-07-01,145.364
2020-08-01,144.638
2020-09-01,143.211
2020-10-01,143.979
2020-11-01,144.085
2020-12-01,145.75
2021-01-01,146.504
2021-02-01,145.605
2021-03-01,146.136
2021-04-01,147.518
2021-05-01,148.67
2021-06-01,151.77
2021-07-01,152.527
2021-08-01,154.521
2021-09-01,157.135
2021-10-01,159.984
2021-11-01,163.24
2021-12-01,163.153
2022-01-01,163.541
2022-02-01,164.588
2022-03-01,163.078
2022-04-01,164.492
2022-05-01,166.089
2022-06-01,167.365
2022-07-01,168.573
2022-08-01,169.702
2022-09-01,170.617
2022-10-01,171.359
2022-11-01,171.645
2022-12-01,171.762
2023-01-01,172.314
2023-02-01,172.869
2023-03-01,173.452
2023-04-01,174.076
2023-05-01,174.665
2023-06-01,174.87
2023-07-01,175.216
2023-08-01,175.463
2023-09-01,175.567
2023-10-01,175.536
2023-11-01,175
