"Date","STICKCPIM679SFRBATL"
1983-05-01,3.989197023
1983-06-01,4.238047523
1983-07-01,3.420919746
1983-08-01,3.81138843
1983-09-01,4.020887726
1983-10-01,4.495913278
1983-11-01,4.973824244
1983-12-01,4.777490476
1984-01-01,5.279210164
1984-02-01,5.116915496
1984-03-01,5.269684614
1984-04-01,4.982178628
1984-05-01,4.600033455
1984-06-01,4.723986205
1984-07-01,4.539108225
1984-08-01,5.083399701
1984-09-01,5.178044593
1984-10-01,4.953136292
1984-11-01,4.482734845
1984-12-01,4.539076888
1985-01-01,3.905942228
1985-02-01,4.77653773
1985-03-01,4.805887785
1985-04-01,5.139693904
1985-05-01,5.170904398
1985-06-01,5.143923699
1985-07-01,5.162329521
1985-08-01,4.739522354
1985-09-01,4.321718633
1985-10-01,5.092465806
1985-11-01,5.516781675
1985-12-01,5.391012604
1986-01-01,5.303965133
1986-02-01,4.561592534
1986-03-01,5.490461178
1986-04-01,5.326495551
1986-05-01,4.901568459
1986-06-01,4.536007585
1986-07-01,3.832074709
1986-08-01,3.999404811
1986-09-01,3.959178456
1986-10-01,4.523461108
1986-11-01,4.512207114
1986-12-01,4.262578418
1987-01-01,4.062948455
1987-02-01,4.14668044
1987-03-01,4.147593912
1987-04-01,4.712279275
1987-05-01,4.629552976
1987-06-01,4.019244615
1987-07-01,3.137018171
1987-08-01,3.585666992
1987-09-01,4.509576248
1987-10-01,5.246944463
1987-11-01,4.648123456
1987-12-01,4.250680998
1988-01-01,4.021790332
1988-02-01,4.334665667
1988-03-01,4.715823502
1988-04-01,4.985231547
1988-05-01,4.986612642
1988-06-01,4.97460909
1988-07-01,4.358496596
1988-08-01,4.564783061
1988-09-01,4.746451884
1988-10-01,4.935470701
1988-11-01,4.880333503
1988-12-01,4.528891207
1989-01-01,4.615981145
1989-02-01,4.604100373
1989-03-01,4.633371021
1989-04-01,4.485325883
1989-05-01,4.896229448
1989-06-01,4.991075813
1989-07-01,5.392083828
1989-08-01,4.89241612
1989-09-01,4.537282433
1989-10-01,4.679384568
1989-11-01,4.794965519
1989-12-01,5.139746587
1990-01-01,4.975907251
1990-02-01,5.034565788
1990-03-01,6.011263473
1990-04-01,5.946730559
1990-05-01,5.891402285
1990-06-01,5.654054887
1990-07-01,6.203464333
1990-08-01,7.24050555
1990-09-01,6.369191251
1990-10-01,5.590386592
1990-11-01,4.130563476
1990-12-01,4.128986345
1991-01-01,5.341787267
1991-02-01,6.139100373
1991-03-01,5.68716673
1991-04-01,3.978351913
1991-05-01,3.372001122
1991-06-01,3.610812815
1991-07-01,4.088542133
1991-08-01,4.197113647
1991-09-01,4.574656786
1991-10-01,3.943484662
1991-11-01,3.791381576
1991-12-01,3.569130447
1992-01-01,3.942438281
1992-02-01,3.641061946
1992-03-01,3.654117712
1992-04-01,3.632296054
1992-05-01,3.414692362
1992-06-01,2.989852563
1992-07-01,2.82702669
1992-08-01,2.942070504
1992-09-01,2.566451817
1992-10-01,3.38670418
1992-11-01,3.8031805
1992-12-01,3.997379434
1993-01-01,3.56479295
1993-02-01,3.342135872
1993-03-01,3.116248556
1993-04-01,3.177167931
1993-05-01,3.301210516
1993-06-01,3.851606146
1993-07-01,2.896093605
1993-08-01,2.896339844
1993-09-01,2.81476844
1993-10-01,3.372297337
1993-11-01,3.49954961
1993-12-01,3.685947617
1994-01-01,3.358947696
1994-02-01,3.202061782
1994-03-01,3.104557359
1994-04-01,3.055752324
1994-05-01,2.644442153
1994-06-01,2.511278486
1994-07-01,2.440003503
1994-08-01,3.140310277
1994-09-01,3.019740383
1994-10-01,3.144316795
1994-11-01,2.952412982
1994-12-01,2.507665789
1995-01-01,3.37289407
1995-02-01,3.24627372
1995-03-01,4.219763484
1995-04-01,3.783786923
1995-05-01,3.598275468
1995-06-01,3.116853391
1995-07-01,2.800844298
1995-08-01,2.840070646
1995-09-01,3.164153257
1995-10-01,3.500055899
1995-11-01,3.409553845
1995-12-01,2.578380721
1996-01-01,2.634592787
1996-02-01,2.874814816
1996-03-01,3.360649676
1996-04-01,2.871338075
1996-05-01,2.857715104
1996-06-01,2.918032994
1996-07-01,3.201622712
1996-08-01,3.007487103
1996-09-01,3.302486814
1996-10-01,3.105948673
1996-11-01,3.255814085
1996-12-01,2.73322905
1997-01-01,2.635686369
1997-02-01,2.283383719
1997-03-01,2.634927753
1997-04-01,2.78791106
1997-05-01,2.967796627
1997-06-01,2.674000924
1997-07-01,2.546275878
1997-08-01,2.221567404
1997-09-01,2.270668685
1997-10-01,2.517985293
1997-11-01,2.739866408
1997-12-01,2.90232256
1998-01-01,2.78296341
1998-02-01,2.771392514
1998-03-01,2.763355433
1998-04-01,2.664609244
1998-05-01,2.718928038
1998-06-01,2.451710666
1998-07-01,2.393004123
1998-08-01,2.249083247
1998-09-01,2.275255023
1998-10-01,2.301998809
1998-11-01,2.344858639
1998-12-01,2.289952085
1999-01-01,2.2756901
1999-02-01,2.0926019
1999-03-01,2.1108971
1999-04-01,2.1250126
1999-05-01,2.1033185
1999-06-01,1.7874046
1999-07-01,1.9444562
1999-08-01,2.0664947
1999-09-01,2.2454385
1999-10-01,2.0390006
1999-11-01,2.488736
1999-12-01,2.6629649
2000-01-01,3.2991739
2000-02-01,2.9116079
2000-03-01,3.2536141
2000-04-01,2.3664607
2000-05-01,2.7243809
2000-06-01,2.615904
2000-07-01,3.1180125
2000-08-01,3.255238
2000-09-01,2.9710439
2000-10-01,2.7992935
2000-11-01,2.4631415
2000-12-01,2.8826165
2001-01-01,3.142725
2001-02-01,3.3373389
2001-03-01,3.2686617
2001-04-01,3.190375
2001-05-01,3.1832926
2001-06-01,3.6130922
2001-07-01,3.6186387
2001-08-01,3.9652699
2001-09-01,3.6629484
2001-10-01,3.8532403
2001-11-01,3.7631422
2001-12-01,3.5103579
2002-01-01,3.3305374
2002-02-01,3.0258454
2002-03-01,2.8463137
2002-04-01,2.7584282
2002-05-01,2.7538898
2002-06-01,2.7309593
2002-07-01,2.8362419
2002-08-01,2.7527814
2002-09-01,2.7525175
2002-10-01,2.582782
2002-11-01,2.5610404
2002-12-01,2.6711758
2003-01-01,2.6468622
2003-02-01,2.4716877
2003-03-01,2.171388
2003-04-01,1.6468796
2003-05-01,1.5251067
2003-06-01,1.4017723
2003-07-01,2.0140939
2003-08-01,2.0617341
2003-09-01,2.4307657
2003-10-01,2.2876363
2003-11-01,2.153706
2003-12-01,2.056552
2004-01-01,2.1947211
2004-02-01,2.6767772
2004-03-01,2.8534648
2004-04-01,2.7681207
2004-05-01,2.3078559
2004-06-01,2.3542612
2004-07-01,2.0993829
2004-08-01,2.261451
2004-09-01,2.1335128
2004-10-01,2.317306
2004-11-01,2.3027002
2004-12-01,2.2059114
2005-01-01,2.4112527
2005-02-01,2.622668
2005-03-01,2.6396639
2005-04-01,2.4542137
2005-05-01,2.5105613
2005-06-01,2.1959266
2005-07-01,2.2787391
2005-08-01,1.886139
2005-09-01,2.5042413
2005-10-01,2.3825649
2005-11-01,2.9273443
2005-12-01,2.7286375
2006-01-01,2.8683585
2006-02-01,2.8474319
2006-03-01,3.0546492
2006-04-01,3.3057488
2006-05-01,3.6166799
2006-06-01,3.8756348
2006-07-01,3.8286394
2006-08-01,3.4301151
2006-09-01,3.0807042
2006-10-01,3.0240877
2006-11-01,2.6174804
2006-12-01,2.4532859
2007-01-01,2.4553926
2007-02-01,3.0187268
2007-03-01,3.0715309
2007-04-01,2.7221727
2007-05-01,2.2546809
2007-06-01,2.2012654
2007-07-01,2.3598055
2007-08-01,2.5099262
2007-09-01,2.8576534
2007-10-01,3.0898975
2007-11-01,3.4143442
2007-12-01,3.235518
2008-01-01,3.2769253
2008-02-01,2.8200874
2008-03-01,3.0168569
2008-04-01,2.7116726
2008-05-01,2.9881163
2008-06-01,3.1802895
2008-07-01,3.5501493
2008-08-01,3.6316756
2008-09-01,3.4335169
2008-10-01,2.9036652
2008-11-01,2.5407755
2008-12-01,1.8674434
2009-01-01,1.9822752
2009-02-01,1.9512152
2009-03-01,2.182001
2009-04-01,1.9294603
2009-05-01,1.7997249
2009-06-01,1.5732612
2009-07-01,1.4261983
2009-08-01,1.3211164
2009-09-01,1.2785576
2009-10-01,1.0750557
2009-11-01,0.74097406
2009-12-01,0.49786077
2010-01-01,0.46525835
2010-02-01,0.50804353
2010-03-01,0.52089535
2010-04-01,0.63563898
2010-05-01,0.78147655
2010-06-01,1.0067953
2010-07-01,0.97384429
2010-08-01,0.97197576
2010-09-01,0.91989177
2010-10-01,0.89156286
2010-11-01,1.1961605
2010-12-01,1.0588199
2011-01-01,1.5144957
2011-02-01,1.7158549
2011-03-01,2.0179587
2011-04-01,1.8177798
2011-05-01,1.5143578
2011-06-01,1.5947277
2011-07-01,1.8646419
2011-08-01,2.5465597
2011-09-01,2.5237234
2011-10-01,2.4316279
2011-11-01,1.8972322
2011-12-01,2.318832
2012-01-01,2.6822999
2012-02-01,2.4728213
2012-03-01,2.3323088
2012-04-01,1.9967922
2012-05-01,2.0507998
2012-06-01,1.985714
2012-07-01,2.1301477
2012-08-01,2.4413376
2012-09-01,2.402771
2012-10-01,2.1429583
2012-11-01,1.9139423
2012-12-01,1.8408656
2013-01-01,2.0345158
2013-02-01,2.170851
2013-03-01,2.1966708
2013-04-01,1.5569707
2013-05-01,1.2070264
2013-06-01,1.1399759
2013-07-01,1.8143263
2013-08-01,2.3988226
2013-09-01,2.3747895
2013-10-01,2.0880372
2013-11-01,1.8496568
2013-12-01,1.8339827
2014-01-01,1.867621
2014-02-01,1.7884389
2014-03-01,2.0379376
2014-04-01,2.3223343
2014-05-01,2.4383288
2014-06-01,2.2898059
2014-07-01,2.1368659
2014-08-01,1.8883594
2014-09-01,1.84494
2014-10-01,1.8880552
2014-11-01,2.1592615
2014-12-01,1.9946844
2015-01-01,1.8903879
2015-02-01,1.7472398
2015-03-01,2.1227794
2015-04-01,2.5558219
2015-05-01,2.7210135
2015-06-01,2.7146206
2015-07-01,2.3558078
2015-08-01,2.165607
2015-09-01,2.3916036
2015-10-01,2.685262
2015-11-01,2.9715802
2015-12-01,2.4788431
2016-01-01,2.2860763
2016-02-01,2.2739596
2016-03-01,2.5123537
2016-04-01,2.8006136
2016-05-01,2.8225367
2016-06-01,2.8424464
2016-07-01,2.5343134
2016-08-01,2.7690046
2016-09-01,2.565219
2016-10-01,2.3006992
2016-11-01,2.0895936
2016-12-01,2.310486
2017-01-01,2.842658
2017-02-01,2.84905
2017-03-01,2.002779
2017-04-01,1.318631
2017-05-01,0.9163269
2017-06-01,1.625894
2017-07-01,2.069521
2017-08-01,2.510682
2017-09-01,2.529379
2017-10-01,2.545287
2017-11-01,2.26585
2017-12-01,2.438197
2018-01-01,2.797052
2018-02-01,2.942846
2018-03-01,2.875564
2018-04-01,2.511261
2018-05-01,2.444624
2018-06-01,2.413946
2018-07-01,2.254823
2018-08-01,2.091391
2018-09-01,2.109873
2018-10-01,2.098724
2018-11-01,2.444216
2018-12-01,2.537125
2019-01-01,2.781892
2019-02-01,2.670714
2019-03-01,2.684677
2019-04-01,2.648655
2019-05-01,2.518883
2019-06-01,2.520973
2019-07-01,2.516411
2019-08-01,3.033878
2019-09-01,2.826812
2019-10-01,3.096841
2019-11-01,2.87595
2019-12-01,2.95268
2020-01-01,2.932811
2020-02-01,2.78279
2020-03-01,2.331697
2020-04-01,0.5490164
2020-05-01,-0.0245601
2020-06-01,0.5114704
2020-07-01,3.15354
2020-08-01,3.933349
2020-09-01,3.098216
2020-10-01,1.466607
2020-11-01,1.297305
2020-12-01,1.746041
2021-01-01,1.76953
2021-02-01,1.707831
2021-03-01,2.169574
2021-04-01,3.187892
2021-05-01,4.002579
2021-06-01,3.87322
2021-07-01,3.622114
2021-08-01,3.202886
2021-09-01,3.491566
2021-10-01,4.303224
2021-11-01,4.774847
2021-12-01,5.216478
2022-01-01,5.581908
2022-02-01,6.056845
2022-03-01,6.439934
2022-04-01,6.200925
2022-05-01,6.711916
2022-06-01,7.244351
2022-07-01,6.984269
2022-08-01,6.994251
2022-09-01,7.207253
2022-10-01,7.296414
2022-11-01,6.669938
2022-12-01,6.02559
2023-01-01,6.190073967
2023-02-01,6.450908661
2023-03-01,5.918047905
2023-04-01,5.395008564
2023-05-01,4.498124123
2023-06-01,3.906601429
2023-07-01,3.387693167
2023-08-01,3.592068672
2023-09-01,4.438440323
2023-10-01,4.837119579
2023-11-01,4.46755743
