"Date","CUSR0000SAF115"
1982-05-01,97.1
1982-06-01,97.2
1982-07-01,97.4
1982-08-01,97.6
1982-09-01,97.8
1982-10-01,98
1982-11-01,98.1
1982-12-01,98.2
1983-01-01,98.5
1983-02-01,98.5
1983-03-01,98.8
1983-04-01,98.8
1983-05-01,99
1983-06-01,99
1983-07-01,99.3
1983-08-01,99.4
1983-09-01,99.9
1983-10-01,100.3
1983-11-01,100.8
1983-12-01,101.1
1984-01-01,101.3
1984-02-01,101.4
1984-03-01,101.8
1984-04-01,102.2
1984-05-01,102.3
1984-06-01,103
1984-07-01,103.5
1984-08-01,103.8
1984-09-01,104.1
1984-10-01,104.2
1984-11-01,104.2
1984-12-01,104.3
1985-01-01,104.6
1985-02-01,104.7
1985-03-01,104.9
1985-04-01,105.1
1985-05-01,105.4
1985-06-01,105.5
1985-07-01,105.7
1985-08-01,106
1985-09-01,106.3
1985-10-01,106.2
1985-11-01,106.3
1985-12-01,106.4
1986-01-01,106.9
1986-02-01,109.2
1986-03-01,109.4
1986-04-01,109.5
1986-05-01,109.3
1986-06-01,109.4
1986-07-01,109.5
1986-08-01,109.6
1986-09-01,109.6
1986-10-01,109.6
1986-11-01,109.7
1986-12-01,109.7
1987-01-01,110.8
1987-02-01,110.8
1987-03-01,110.4
1987-04-01,110.2
1987-05-01,110.3
1987-06-01,110.2
1987-07-01,110.3
1987-08-01,110.6
1987-09-01,110.5
1987-10-01,110.7
1987-11-01,110.6
1987-12-01,110.8
1988-01-01,111.2
1988-02-01,111.2
1988-03-01,111.6
1988-04-01,111.7
1988-05-01,112
1988-06-01,112.4
1988-07-01,113.3
1988-08-01,113.7
1988-09-01,114.3
1988-10-01,114.8
1988-11-01,115.3
1988-12-01,116
1989-01-01,116.3
1989-02-01,117.1
1989-03-01,117.6
1989-04-01,118.6
1989-05-01,118.7
1989-06-01,119.3
1989-07-01,119.9
1989-08-01,119.8
1989-09-01,119.9
1989-10-01,120.3
1989-11-01,120.5
1989-12-01,120.9
1990-01-01,121
1990-02-01,121.3
1990-03-01,121.7
1990-04-01,121.9
1990-05-01,122.5
1990-06-01,123.2
1990-07-01,123.8
1990-08-01,124.3
1990-09-01,124.8
1990-10-01,125.2
1990-11-01,125.6
1990-12-01,126
1991-01-01,126.7
1991-02-01,126.8
1991-03-01,126.7
1991-04-01,127.4
1991-05-01,127.1
1991-06-01,127.2
1991-07-01,127.3
1991-08-01,127.4
1991-09-01,127.5
1991-10-01,127.7
1991-11-01,127.6
1991-12-01,127.8
1992-01-01,128.3
1992-02-01,128.4
1992-03-01,128.6
1992-04-01,128.5
1992-05-01,128.6
1992-06-01,129.2
1992-07-01,128.9
1992-08-01,129.1
1992-09-01,129.2
1992-10-01,129.1
1992-11-01,128.9
1992-12-01,129.1
1993-01-01,129.1
1993-02-01,129.6
1993-03-01,129.7
1993-04-01,129.8
1993-05-01,130.2
1993-06-01,130.3
1993-07-01,130.8
1993-08-01,130.6
1993-09-01,130.5
1993-10-01,131.3
1993-11-01,131.6
1993-12-01,131.8
1994-01-01,132
1994-02-01,132
1994-03-01,132.2
1994-04-01,132.7
1994-05-01,132.5
1994-06-01,132.9
1994-07-01,135.8
1994-08-01,138.9
1994-09-01,139.5
1994-10-01,139.5
1994-11-01,139.8
1994-12-01,139.7
1995-01-01,140.1
1995-02-01,140.1
1995-03-01,140.3
1995-04-01,140.5
1995-05-01,140.6
1995-06-01,140.6
1995-07-01,140.9
1995-08-01,141.2
1995-09-01,141.1
1995-10-01,141.2
1995-11-01,141.2
1995-12-01,141.5
1996-01-01,141.6
1996-02-01,141.5
1996-03-01,142.1
1996-04-01,142.3
1996-05-01,142.7
1996-06-01,142.9
1996-07-01,143
1996-08-01,143.1
1996-09-01,143.6
1996-10-01,144
1996-11-01,144.1
1996-12-01,144.5
1997-01-01,144.6
1997-02-01,145
1997-03-01,145.1
1997-04-01,146.4
1997-05-01,146.9
1997-06-01,147.8
1997-07-01,148.6
1997-08-01,148.5
1997-09-01,149
1997-10-01,149.1
1997-11-01,148.4
1997-12-01,148.7
1998-01-01,148.5
1998-02-01,149
1998-03-01,149.3
1998-04-01,149.2
1998-05-01,149.3
1998-06-01,150.2
1998-07-01,150.9
1998-08-01,151.7
1998-09-01,152.2
1998-10-01,152.9
1998-11-01,153.3
1998-12-01,153.1
1999-01-01,152.9
1999-02-01,153.2
1999-03-01,152.8
1999-04-01,153.4
1999-05-01,153.4
1999-06-01,153.3
1999-07-01,153.5
1999-08-01,153.8
1999-09-01,153.8
1999-10-01,154
1999-11-01,153.5
1999-12-01,153.8
2000-01-01,154.1
2000-02-01,154.3
2000-03-01,155.1
2000-04-01,154
2000-05-01,155.4
2000-06-01,156.2
2000-07-01,156.5
2000-08-01,156.8
2000-09-01,156.6
2000-10-01,155.7
2000-11-01,156.4
2000-12-01,156.7
2001-01-01,157.7
2001-02-01,157.8
2001-03-01,158.5
2001-04-01,157.6
2001-05-01,159.6
2001-06-01,159.6
2001-07-01,160.4
2001-08-01,160.9
2001-09-01,160.2
2001-10-01,160.7
2001-11-01,160.7
2001-12-01,161.4
2002-01-01,161
2002-02-01,160.2
2002-03-01,159.7
2002-04-01,161.5
2002-05-01,159.9
2002-06-01,160.8
2002-07-01,160.9
2002-08-01,160.4
2002-09-01,160.7
2002-10-01,160.8
2002-11-01,161.5
2002-12-01,161.5
2003-01-01,161.7
2003-02-01,162.4
2003-03-01,162.2
2003-04-01,162.3
2003-05-01,162.1
2003-06-01,162.8
2003-07-01,162.2
2003-08-01,162.6
2003-09-01,163.1
2003-10-01,163
2003-11-01,162.9
2003-12-01,163.8
2004-01-01,162.8
2004-02-01,163.8
2004-03-01,164.8
2004-04-01,164.8
2004-05-01,165.4
2004-06-01,165.3
2004-07-01,165.5
2004-08-01,165.6
2004-09-01,165.2
2004-10-01,165.4
2004-11-01,165.5
2004-12-01,164.6
2005-01-01,165.6
2005-02-01,165.3
2005-03-01,165.4
2005-04-01,167.2
2005-05-01,166.1
2005-06-01,166.2
2005-07-01,167
2005-08-01,167.1
2005-09-01,167.9
2005-10-01,168.2
2005-11-01,168.4
2005-12-01,169.1
2006-01-01,169.2
2006-02-01,169
2006-03-01,169
2006-04-01,168.5
2006-05-01,169.7
2006-06-01,169.5
2006-07-01,170.5
2006-08-01,170
2006-09-01,169.8
2006-10-01,169.9
2006-11-01,170.2
2006-12-01,170
2007-01-01,171.033
2007-02-01,171.244
2007-03-01,171.713
2007-04-01,172.495
2007-05-01,172.424
2007-06-01,173.414
2007-07-01,173.917
2007-08-01,174.003
2007-09-01,174.249
2007-10-01,174.474
2007-11-01,174.943
2007-12-01,175.372
2008-01-01,176.338
2008-02-01,177.629
2008-03-01,178.12
2008-04-01,181.582
2008-05-01,182.405
2008-06-01,183.43
2008-07-01,185.167
2008-08-01,186.205
2008-09-01,187.979
2008-10-01,189.184
2008-11-01,190.428
2008-12-01,191.611
2009-01-01,192.844
2009-02-01,192.143
2009-03-01,192.052
2009-04-01,191.156
2009-05-01,190.843
2009-06-01,191.035
2009-07-01,190.433
2009-08-01,190.472
2009-09-01,190.601
2009-10-01,191.167
2009-11-01,190.73
2009-12-01,191.174
2010-01-01,191.31
2010-02-01,191.293
2010-03-01,190.774
2010-04-01,190.839
2010-05-01,191.137
2010-06-01,190.713
2010-07-01,191.096
2010-08-01,191.172
2010-09-01,191.336
2010-10-01,191.368
2010-11-01,191.2
2010-12-01,191.284
2011-01-01,191.785
2011-02-01,192.769
2011-03-01,194.572
2011-04-01,195.078
2011-05-01,195.826
2011-06-01,197.031
2011-07-01,197.696
2011-08-01,199.207
2011-09-01,200.42
2011-10-01,201.378
2011-11-01,200.957
2011-12-01,201.585
2012-01-01,203.278
2012-02-01,203.793
2012-03-01,204.376
2012-04-01,204.531
2012-05-01,205.042
2012-06-01,204.91
2012-07-01,204.859
2012-08-01,205.039
2012-09-01,205.348
2012-10-01,205.613
2012-11-01,205.564
2012-12-01,205.672
2013-01-01,206.013
2013-02-01,204.596
2013-03-01,205.146
2013-04-01,205.611
2013-05-01,204.956
2013-06-01,205.351
2013-07-01,205.151
2013-08-01,203.623
2013-09-01,203.99
2013-10-01,204.108
2013-11-01,204.401
2013-12-01,204.68
2014-01-01,205.131
2014-02-01,205.416
2014-03-01,205.365
2014-04-01,204.537
2014-05-01,205.421
2014-06-01,205.589
2014-07-01,206.632
2014-08-01,206.936
2014-09-01,207.261
2014-10-01,206.849
2014-11-01,207.069
2014-12-01,207.598
2015-01-01,207.886
2015-02-01,208.852
2015-03-01,208.471
2015-04-01,208.063
2015-05-01,208.84
2015-06-01,209.389
2015-07-01,209.344
2015-08-01,209.781
2015-09-01,210.586
2015-10-01,210.974
2015-11-01,210.089
2015-12-01,209.668
2016-01-01,209.557
2016-02-01,209.32
2016-03-01,209.736
2016-04-01,210.227
2016-05-01,209.814
2016-06-01,209.96
2016-07-01,209.661
2016-08-01,209.731
2016-09-01,209.339
2016-10-01,209.374
2016-11-01,208.408
2016-12-01,209.109
2017-01-01,209.691
2017-02-01,208.942
2017-03-01,209.984
2017-04-01,209.898
2017-05-01,210.219
2017-06-01,209.742
2017-07-01,209.919
2017-08-01,209.803
2017-09-01,210.055
2017-10-01,209.684
2017-11-01,210.266
2017-12-01,210.191
2018-01-01,210.735
2018-02-01,210.388
2018-03-01,209.911
2018-04-01,209.883
2018-05-01,209.875
2018-06-01,209.747
2018-07-01,209.774
2018-08-01,209.637
2018-09-01,210.348
2018-10-01,210.163
2018-11-01,211.304
2018-12-01,210.875
2019-01-01,211.171
2019-02-01,211.499
2019-03-01,211.426
2019-04-01,210.365
2019-05-01,210.562
2019-06-01,211.514
2019-07-01,209.909
2019-08-01,210.203
2019-09-01,211.231
2019-10-01,211.409
2019-11-01,212.192
2019-12-01,211.625
2020-01-01,212.008
2020-02-01,213.612
2020-03-01,214.432
2020-04-01,218.499
2020-05-01,218.757
2020-06-01,218.714
2020-07-01,218.097
2020-08-01,218.791
2020-09-01,218.073
2020-10-01,218.656
2020-11-01,218.319
2020-12-01,219.841
2021-01-01,219.165
2021-02-01,219.563
2021-03-01,219.124
2021-04-01,219.456
2021-05-01,219.474
2021-06-01,219.602
2021-07-01,220.886
2021-08-01,221.907
2021-09-01,224.818
2021-10-01,227.543
2021-11-01,230.772
2021-12-01,232.244
2022-01-01,235.478
2022-02-01,237.669
2022-03-01,241.641
2022-04-01,243.575
2022-05-01,247.136
2022-06-01,251.266
2022-07-01,255.789
2022-08-01,258.718
2022-09-01,260.187
2022-10-01,262.552
2022-11-01,262.954
2022-12-01,264.699
2023-01-01,266.462
2023-02-01,267.202
2023-03-01,268.385
2023-04-01,268.875
2023-05-01,269.822
2023-06-01,269.194
2023-07-01,269.701
2023-08-01,270.344
2023-09-01,271.168
2023-10-01,271.95
2023-11-01,271.649
