"Date","CUURA210SAH"
1988-11-01,119.3
1988-12-01,NA
1989-01-01,120.6
1989-02-01,NA
1989-03-01,121.4
1989-04-01,NA
1989-05-01,121.4
1989-06-01,NA
1989-07-01,125.4
1989-08-01,NA
1989-09-01,124.3
1989-10-01,NA
1989-11-01,122.5
1989-12-01,NA
1990-01-01,123.7
1990-02-01,NA
1990-03-01,125.6
1990-04-01,NA
1990-05-01,126.9
1990-06-01,NA
1990-07-01,128.5
1990-08-01,NA
1990-09-01,130.7
1990-10-01,NA
1990-11-01,129.2
1990-12-01,NA
1991-01-01,129.7
1991-02-01,NA
1991-03-01,131.2
1991-04-01,NA
1991-05-01,132.3
1991-06-01,NA
1991-07-01,132.8
1991-08-01,NA
1991-09-01,133.9
1991-10-01,NA
1991-11-01,133.4
1991-12-01,NA
1992-01-01,136
1992-02-01,NA
1992-03-01,134.1
1992-04-01,NA
1992-05-01,134.1
1992-06-01,NA
1992-07-01,137.8
1992-08-01,NA
1992-09-01,137.3
1992-10-01,NA
1992-11-01,135.1
1992-12-01,NA
1993-01-01,136.7
1993-02-01,NA
1993-03-01,138.5
1993-04-01,NA
1993-05-01,137.3
1993-06-01,NA
1993-07-01,139.7
1993-08-01,NA
1993-09-01,141.3
1993-10-01,NA
1993-11-01,139.9
1993-12-01,NA
1994-01-01,140.2
1994-02-01,NA
1994-03-01,142.2
1994-04-01,NA
1994-05-01,142.5
1994-06-01,NA
1994-07-01,143.2
1994-08-01,NA
1994-09-01,143.6
1994-10-01,NA
1994-11-01,142.1
1994-12-01,NA
1995-01-01,143.8
1995-02-01,NA
1995-03-01,143.8
1995-04-01,NA
1995-05-01,143.2
1995-06-01,NA
1995-07-01,146.6
1995-08-01,NA
1995-09-01,147
1995-10-01,NA
1995-11-01,145.7
1995-12-01,NA
1996-01-01,145.7
1996-02-01,NA
1996-03-01,148
1996-04-01,NA
1996-05-01,147.8
1996-06-01,NA
1996-07-01,150
1996-08-01,NA
1996-09-01,150.1
1996-10-01,NA
1996-11-01,148.8
1996-12-01,NA
1997-01-01,149.7
1997-02-01,NA
1997-03-01,152.3
1997-04-01,NA
1997-05-01,151.8
1997-06-01,NA
1997-07-01,154.7
1997-08-01,NA
1997-09-01,154.5
1997-10-01,NA
1997-11-01,154.4
1997-12-01,NA
1998-01-01,156
1998-02-01,NA
1998-03-01,157.7
1998-04-01,NA
1998-05-01,156.7
1998-06-01,NA
1998-07-01,159
1998-08-01,NA
1998-09-01,161.5
1998-10-01,NA
1998-11-01,159.2
1998-12-01,NA
1999-01-01,158.7
1999-02-01,NA
1999-03-01,159.2
1999-04-01,NA
1999-05-01,158.7
1999-06-01,NA
1999-07-01,161.7
1999-08-01,NA
1999-09-01,162
1999-10-01,NA
1999-11-01,160.5
1999-12-01,NA
2000-01-01,161.4
2000-02-01,NA
2000-03-01,163.7
2000-04-01,NA
2000-05-01,164.2
2000-06-01,NA
2000-07-01,167.7
2000-08-01,NA
2000-09-01,169.8
2000-10-01,NA
2000-11-01,167.7
2000-12-01,NA
2001-01-01,169.5
2001-02-01,NA
2001-03-01,174.1
2001-04-01,NA
2001-05-01,173.8
2001-06-01,NA
2001-07-01,175.5
2001-08-01,NA
2001-09-01,172.8
2001-10-01,NA
2001-11-01,170
2001-12-01,NA
2002-01-01,170.4
2002-02-01,NA
2002-03-01,174.4
2002-04-01,NA
2002-05-01,170.7
2002-06-01,NA
2002-07-01,173.4
2002-08-01,NA
2002-09-01,174.8
2002-10-01,NA
2002-11-01,171.3
2002-12-01,NA
2003-01-01,170.1
2003-02-01,NA
2003-03-01,171.4
2003-04-01,NA
2003-05-01,173.3
2003-06-01,NA
2003-07-01,175.8
2003-08-01,NA
2003-09-01,177.7
2003-10-01,NA
2003-11-01,175.5
2003-12-01,NA
2004-01-01,174.8
2004-02-01,NA
2004-03-01,177.2
2004-04-01,NA
2004-05-01,177.2
2004-06-01,NA
2004-07-01,180.2
2004-08-01,NA
2004-09-01,181.9
2004-10-01,NA
2004-11-01,181
2004-12-01,NA
2005-01-01,179.9
2005-02-01,NA
2005-03-01,181.3
2005-04-01,NA
2005-05-01,181.6
2005-06-01,NA
2005-07-01,183.7
2005-08-01,NA
2005-09-01,185.1
2005-10-01,NA
2005-11-01,186.8
2005-12-01,NA
2006-01-01,186.1
2006-02-01,NA
2006-03-01,185.3
2006-04-01,NA
2006-05-01,185.5
2006-06-01,NA
2006-07-01,187.5
2006-08-01,NA
2006-09-01,187.1
2006-10-01,NA
2006-11-01,182.4
2006-12-01,NA
2007-01-01,187.846
2007-02-01,NA
2007-03-01,188.011
2007-04-01,NA
2007-05-01,188.167
2007-06-01,NA
2007-07-01,191.039
2007-08-01,NA
2007-09-01,188.255
2007-10-01,NA
2007-11-01,187.427
2007-12-01,NA
2008-01-01,191.493
2008-02-01,NA
2008-03-01,193.981
2008-04-01,NA
2008-05-01,193.017
2008-06-01,NA
2008-07-01,196.356
2008-08-01,NA
2008-09-01,193.069
2008-10-01,NA
2008-11-01,188.953
2008-12-01,NA
2009-01-01,190.982
2009-02-01,NA
2009-03-01,191.266
2009-04-01,NA
2009-05-01,189.117
2009-06-01,NA
2009-07-01,190.498
2009-08-01,NA
2009-09-01,187.844
2009-10-01,NA
2009-11-01,187.186
2009-12-01,NA
2010-01-01,188.091
2010-02-01,NA
2010-03-01,187.817
2010-04-01,NA
2010-05-01,188.31
2010-06-01,NA
2010-07-01,189.88
2010-08-01,NA
2010-09-01,189.216
2010-10-01,NA
2010-11-01,188.446
2010-12-01,NA
2011-01-01,190.213
2011-02-01,NA
2011-03-01,190.102
2011-04-01,NA
2011-05-01,189.866
2011-06-01,NA
2011-07-01,191.104
2011-08-01,NA
2011-09-01,190.149
2011-10-01,NA
2011-11-01,189.574
2011-12-01,NA
2012-01-01,189.826
2012-02-01,NA
2012-03-01,190.779
2012-04-01,NA
2012-05-01,190.495
2012-06-01,NA
2012-07-01,192.915
2012-08-01,NA
2012-09-01,192.422
2012-10-01,NA
2012-11-01,191.778
2012-12-01,NA
2013-01-01,193.823
2013-02-01,NA
2013-03-01,194.361
2013-04-01,NA
2013-05-01,195.962
2013-06-01,NA
2013-07-01,199.605
2013-08-01,NA
2013-09-01,196.312
2013-10-01,NA
2013-11-01,195.675
2013-12-01,NA
2014-01-01,197.126
2014-02-01,NA
2014-03-01,200.751
2014-04-01,NA
2014-05-01,201.177
2014-06-01,NA
2014-07-01,204.765
2014-08-01,NA
2014-09-01,201.076
2014-10-01,NA
2014-11-01,200.75
2014-12-01,NA
2015-01-01,204.096
2015-02-01,NA
2015-03-01,202.974
2015-04-01,NA
2015-05-01,203.371
2015-06-01,NA
2015-07-01,208.166
2015-08-01,NA
2015-09-01,202.895
2015-10-01,NA
2015-11-01,201.833
2015-12-01,NA
2016-01-01,203.808
2016-02-01,NA
2016-03-01,204.167
2016-04-01,NA
2016-05-01,205.719
2016-06-01,NA
2016-07-01,207.335
2016-08-01,NA
2016-09-01,205.611
2016-10-01,NA
2016-11-01,205.552
2016-12-01,NA
2017-01-01,207.518
2017-02-01,NA
2017-03-01,207.623
2017-04-01,NA
2017-05-01,208.846
2017-06-01,NA
2017-07-01,212.245
2017-08-01,NA
2017-09-01,211.652
2017-10-01,NA
2017-11-01,210.799
