"Date","MEDCPIM094SFRBCLE"
1982-12-01,100
1983-01-01,100.40858001
1983-02-01,100.813859151454
1983-03-01,101.112419405412
1983-04-01,101.5104989905
1983-05-01,101.823811155785
1983-06-01,102.02868066383
1983-07-01,102.337858164643
1983-08-01,102.74639090467
1983-09-01,103.151704846962
1983-10-01,103.548065272836
1983-11-01,103.960196948138
1983-12-01,104.2692914161
1984-01-01,104.681832867588
1984-02-01,105.077603473111
1984-03-01,105.415112735466
1984-04-01,105.800278484921
1984-05-01,106.095260230784
1984-06-01,106.488576590122
1984-07-01,106.897758945669
1984-08-01,107.306942187361
1984-09-01,107.699288560081
1984-10-01,108.00818090037
1984-11-01,108.240160882109
1984-12-01,108.552682698624
1985-01-01,108.826995316948
1985-02-01,109.32256079464
1985-03-01,109.743037227968
1985-04-01,110.145761240709
1985-05-01,110.444806982478
1985-06-01,110.889258985781
1985-07-01,111.1114810497
1985-08-01,111.426848777474
1985-09-01,111.742209033742
1985-10-01,112.05965748656
1985-11-01,112.55115113309
1985-12-01,112.836321995971
1986-01-01,113.244044761871
1986-02-01,113.53895490324
1986-03-01,113.945901236758
1986-04-01,114.334456748581
1986-05-01,114.545998360457
1986-06-01,114.865066227436
1986-07-01,115.242914862791
1986-08-01,115.553540615512
1986-09-01,115.931966894118
1986-10-01,116.327387635208
1986-11-01,116.764708816283
1986-12-01,117.140154061011
1987-01-01,117.650791432308
1987-02-01,117.973131058909
1987-03-01,118.340263430967
1987-04-01,118.797175199908
1987-05-01,119.234336924926
1987-06-01,119.515682266334
1987-07-01,119.924975671824
1987-08-01,120.251147620656
1987-09-01,120.762852317101
1987-10-01,121.137301693281
1987-11-01,121.467970173599
1987-12-01,121.75178008591
1988-01-01,122.083468448222
1988-02-01,122.375528717583
1988-03-01,122.817316601569
1988-04-01,123.291968685039
1988-05-01,123.637321818522
1988-06-01,124.108775641717
1988-07-01,124.571875127146
1988-08-01,125.10651268836
1988-09-01,125.617147418038
1988-10-01,126.055890416263
1988-11-01,126.362344891454
1988-12-01,126.770950157259
1989-01-01,127.255202522442
1989-02-01,127.794879085368
1989-03-01,128.319055353692
1989-04-01,128.829470073005
1989-05-01,129.394103848675
1989-06-01,129.802613960996
1989-07-01,130.415373160721
1989-08-01,130.721758009929
1989-09-01,131.0941842985
1989-10-01,131.645933488266
1989-11-01,132.09409573964
1989-12-01,132.502107982561
1990-01-01,133.064738433476
1990-02-01,133.604914752453
1990-03-01,134.175875328927
1990-04-01,134.756092093447
1990-05-01,135.193618173256
1990-06-01,135.811885614367
1990-07-01,136.397913900793
1990-08-01,137.025753484838
1990-09-01,137.343310682242
1990-10-01,137.853884439703
1990-11-01,138.262331727695
1990-12-01,138.831778953322
1991-01-01,139.459506827977
1991-02-01,139.955801374925
1991-03-01,140.375136947005
1991-04-01,140.763709363588
1991-05-01,141.277440611357
1991-06-01,141.614627464737
1991-07-01,142.128461964868
1991-08-01,142.489340328431
1991-09-01,142.963302635414
1991-10-01,143.238592770969
1991-11-01,143.741073740085
1991-12-01,144.054242403069
1992-01-01,144.260614510735
1992-02-01,144.568206978569
1992-03-01,145.016715398356
1992-04-01,145.306951867056
1992-05-01,145.642000651202
1992-06-01,146.152577812885
1992-07-01,146.367436717528
1992-08-01,146.623213813192
1992-09-01,146.849130861035
1992-10-01,147.304333811563
1992-11-01,147.700553008649
1992-12-01,147.929739971523
1993-01-01,148.347611915787
1993-02-01,148.628582292756
1993-03-01,148.837613530892
1993-04-01,149.336413025118
1993-05-01,149.701749625943
1993-06-01,150.016033464138
1993-07-01,150.225545856474
1993-08-01,150.538525758711
1993-09-01,150.828237151534
1993-10-01,151.285563434318
1993-11-01,151.736500313247
1993-12-01,152.088271057097
1994-01-01,152.42776249575
1994-02-01,152.878384690016
1994-03-01,153.152694375666
1994-04-01,153.469996112558
1994-05-01,153.83626760528
1994-06-01,154.202536390205
1994-07-01,154.465976003374
1994-08-01,154.911764825566
1994-09-01,155.387374941425
1994-10-01,155.671997996105
1994-11-01,156.230611409282
1994-12-01,156.38806061946
1995-01-01,156.923423883017
1995-02-01,157.35334698743
1995-03-01,157.775148353629
1995-04-01,158.248284468512
1995-05-01,158.710195386047
1995-06-01,158.985240154651
1995-07-01,159.38155854541
1995-08-01,159.767182210372
1995-09-01,160.195278375105
1995-10-01,160.619827885835
1995-11-01,160.972806019597
1995-12-01,161.314824940547
1996-01-01,161.813820072404
1996-02-01,162.162803938154
