"Date","APUS37A74716"
1991-02-01,1.265
1991-03-01,1.187
1991-04-01,1.168
1991-05-01,1.236
1991-06-01,1.258
1991-07-01,1.223
1991-08-01,1.232
1991-09-01,1.23
1991-10-01,1.245
1991-11-01,1.251
1991-12-01,1.252
1992-01-01,1.201
1992-02-01,1.169
1992-03-01,1.177
1992-04-01,1.204
1992-05-01,1.251
1992-06-01,1.292
1992-07-01,1.302
1992-08-01,1.298
1992-09-01,1.285
1992-10-01,1.272
1992-11-01,1.268
1992-12-01,1.259
1993-01-01,1.236
1993-02-01,1.221
1993-03-01,1.229
1993-04-01,1.239
1993-05-01,1.259
1993-06-01,1.275
1993-07-01,1.258
1993-08-01,1.254
1993-09-01,1.231
1993-10-01,1.261
1993-11-01,1.23
1993-12-01,1.213
1994-01-01,1.174
1994-02-01,1.182
1994-03-01,1.163
1994-04-01,1.189
1994-05-01,1.2
1994-06-01,1.219
1994-07-01,1.239
1994-08-01,1.299
1994-09-01,1.314
1994-10-01,1.309
1994-11-01,1.314
1994-12-01,1.337
1995-01-01,1.328
1995-02-01,1.317
1995-03-01,1.301
1995-04-01,1.285
1995-05-01,1.329
1995-06-01,1.361
1995-07-01,1.339
1995-08-01,1.305
1995-09-01,1.274
1995-10-01,1.257
1995-11-01,1.216
1995-12-01,1.216
1996-01-01,1.241
1996-02-01,1.234
1996-03-01,1.282
1996-04-01,1.404
1996-05-01,1.437
1996-06-01,1.414
1996-07-01,1.375
1996-08-01,1.333
1996-09-01,1.341
1996-10-01,1.325
1996-11-01,1.339
1996-12-01,1.348
1997-01-01,1.342
1997-02-01,1.356
1997-03-01,1.338
1997-04-01,1.328
1997-05-01,1.321
1997-06-01,1.322
1997-07-01,1.308
1997-08-01,1.343
1997-09-01,1.366
1997-10-01,1.347
1997-11-01,1.316
1997-12-01,1.293
1998-01-01,1.252
1998-02-01,1.21
1998-03-01,1.182
1998-04-01,1.181
1998-05-01,1.184
1998-06-01,1.181
1998-07-01,1.18
1998-08-01,1.168
1998-09-01,1.147
1998-10-01,1.159
1998-11-01,1.162
1998-12-01,1.143
1999-01-01,1.115
1999-02-01,1.11
1999-03-01,1.101
1999-04-01,1.215
1999-05-01,1.252
1999-06-01,1.249
1999-07-01,1.255
1999-08-01,1.325
1999-09-01,1.363
1999-10-01,1.397
1999-11-01,1.383
1999-12-01,1.419
2000-01-01,1.42
2000-02-01,1.47
2000-03-01,1.643
2000-04-01,1.64
2000-05-01,1.609
2000-06-01,1.678
2000-07-01,1.732
2000-08-01,1.651
2000-09-01,1.644
2000-10-01,1.637
2000-11-01,1.631
2000-12-01,1.589
2001-01-01,1.542
2001-02-01,1.602
2001-03-01,1.552
2001-04-01,1.687
2001-05-01,1.83
2001-06-01,1.794
2001-07-01,1.589
2001-08-01,1.5
2001-09-01,1.577
2001-10-01,1.476
2001-11-01,1.309
2001-12-01,1.202
2002-01-01,1.23
2002-02-01,1.252
2002-03-01,1.358
2002-04-01,1.559
2002-05-01,1.575
2002-06-01,1.524
2002-07-01,1.509
2002-08-01,1.519
2002-09-01,1.527
2002-10-01,1.58
2002-11-01,1.549
2002-12-01,1.509
2003-01-01,1.612
2003-02-01,1.781
2003-03-01,1.807
2003-04-01,1.692
2003-05-01,1.599
2003-06-01,1.603
2003-07-01,1.646
2003-08-01,1.729
2003-09-01,1.711
2003-10-01,1.626
2003-11-01,1.583
2003-12-01,1.574
2004-01-01,1.723
2004-02-01,1.773
2004-03-01,1.82
2004-04-01,1.893
2004-05-01,2.088
2004-06-01,2.075
2004-07-01,2.011
2004-08-01,2
2004-09-01,1.999
2004-10-01,2.036
2004-11-01,2.081
2004-12-01,1.972
2005-01-01,1.864
2005-02-01,2.006
2005-03-01,2.065
2005-04-01,2.34
2005-05-01,2.308
2005-06-01,2.244
2005-07-01,2.386
2005-08-01,2.523
2005-09-01,3.093
2005-10-01,3.124
2005-11-01,2.478
2005-12-01,2.263
2006-01-01,2.449
2006-02-01,2.455
2006-03-01,2.448
2006-04-01,2.902
2006-05-01,3.101
2006-06-01,3.004
2006-07-01,3.076
2006-08-01,3.093
2006-09-01,2.648
2006-10-01,2.254
2006-11-01,2.259
2006-12-01,2.377
2007-01-01,2.339
2007-02-01,2.23
2007-03-01,2.546
2007-04-01,2.934
2007-05-01,3.14
2007-06-01,3.178
2007-07-01,3.119
2007-08-01,2.947
2007-09-01,2.886
2007-10-01,2.848
2007-11-01,3.162
2007-12-01,3.082
2008-01-01,3.159
2008-02-01,3.102
2008-03-01,3.394
2008-04-01,3.551
2008-05-01,3.893
2008-06-01,4.151
2008-07-01,4.219
2008-08-01,3.914
2008-09-01,3.793
2008-10-01,3.503
2008-11-01,2.25
2008-12-01,1.881
2009-01-01,1.904
2009-02-01,2.067
2009-03-01,2.098
2009-04-01,2.264
2009-05-01,2.393
2009-06-01,2.769
2009-07-01,2.649
2009-08-01,2.747
2009-09-01,2.629
2009-10-01,2.608
2009-11-01,2.759
2009-12-01,2.763
2010-01-01,2.837
2010-02-01,2.728
2010-03-01,2.909
2010-04-01,3.018
2010-05-01,3.071
2010-06-01,2.881
2010-07-01,2.869
2010-08-01,2.869
2010-09-01,2.792
2010-10-01,2.965
2010-11-01,2.947
2010-12-01,3.105
2011-01-01,3.22
2011-02-01,3.238
2011-03-01,3.69
2011-04-01,3.988
2011-05-01,4.114
2011-06-01,3.846
2011-07-01,3.829
2011-08-01,3.847
2011-09-01,3.679
2011-10-01,3.461
2011-11-01,3.485
2011-12-01,3.343
2012-01-01,3.484
2012-02-01,3.772
2012-03-01,4.007
2012-04-01,4.121
2012-05-01,3.861
2012-06-01,3.633
2012-07-01,3.557
2012-08-01,3.773
2012-09-01,3.908
2012-10-01,3.738
2012-11-01,3.422
2012-12-01,3.356
2013-01-01,3.518
2013-02-01,3.878
2013-03-01,3.931
2013-04-01,3.784
2013-05-01,3.767
2013-06-01,3.776
2013-07-01,3.846
2013-08-01,3.797
2013-09-01,3.602
2013-10-01,3.489
2013-11-01,3.357
2013-12-01,3.405
2014-01-01,3.482
2014-02-01,3.55
2014-03-01,3.7
2014-04-01,3.861
2014-05-01,3.801
2014-06-01,3.874
2014-07-01,3.805
2014-08-01,3.626
2014-09-01,3.542
2014-10-01,3.304
2014-11-01,3.003
2014-12-01,2.58
2015-01-01,2.216
2015-02-01,2.463
2015-03-01,2.575
2015-04-01,2.7
2015-05-01,2.901
2015-06-01,3.043
2015-07-01,2.93
2015-08-01,2.738
2015-09-01,2.466
2015-10-01,2.457
2015-11-01,2.353
2015-12-01,2.272
2016-01-01,2.144
2016-02-01,2.001
2016-03-01,2.264
2016-04-01,2.355
2016-05-01,2.462
2016-06-01,2.577
2016-07-01,2.464
2016-08-01,2.421
2016-09-01,2.386
2016-10-01,2.444
2016-11-01,2.399
2016-12-01,2.421
2017-01-01,2.574
2017-02-01,2.451
2017-03-01,2.516
2017-04-01,2.713
2017-05-01,2.657
2017-06-01,2.67
2017-07-01,2.6
2017-08-01,2.703
2017-09-01,2.917
2017-10-01,2.695
2017-11-01,2.755
2017-12-01,2.665
2018-01-01,2.723
2018-02-01,2.693
2018-03-01,2.783
2018-04-01,2.948
2018-05-01,3.172
2018-06-01,3.212
2018-07-01,3.074
2018-08-01,3.049
2018-09-01,3.092
2018-10-01,3.079
2018-11-01,2.724
2018-12-01,2.42
2019-01-01,2.346
2019-02-01,2.486
2019-03-01,2.789
2019-04-01,3.05
2019-05-01,3.067
2019-06-01,2.871
2019-07-01,3.015
2019-08-01,2.814
2019-09-01,2.83
2019-10-01,2.728
2019-11-01,2.774
2019-12-01,2.683
2020-01-01,2.733
2020-02-01,2.55
2020-03-01,2.421
2020-04-01,1.913
2020-05-01,1.885
2020-06-01,2.193
2020-07-01,2.395
2020-08-01,2.341
2020-09-01,2.373
2020-10-01,2.292
2020-11-01,2.222
2020-12-01,2.329
2021-01-01,2.513
2021-02-01,2.649
2021-03-01,2.978
2021-04-01,2.966
2021-05-01,3.184
2021-06-01,3.357
2021-07-01,3.406
2021-08-01,3.422
2021-09-01,3.44
2021-10-01,3.551
2021-11-01,3.655
2021-12-01,3.555
2022-01-01,3.602
2022-02-01,3.807
2022-03-01,4.458
2022-04-01,4.391
2022-05-01,4.825
2022-06-01,5.304
2022-07-01,4.754
2022-08-01,4.104
2022-09-01,3.819
2022-10-01,3.837
2022-11-01,3.65
2022-12-01,3.351
2023-01-01,3.585
2023-02-01,3.627
2023-03-01,3.718
2023-04-01,3.982
2023-05-01,3.758
2023-06-01,3.834
2023-07-01,3.916
2023-08-01,4.116
2023-09-01,4.015
2023-10-01,3.747
2023-11-01,3.486
