"Date","CUURA422SAH"
1975-12-01,49.3
1976-01-01,NA
1976-02-01,NA
1976-03-01,50
1976-04-01,NA
1976-05-01,NA
1976-06-01,50.4
1976-07-01,NA
1976-08-01,NA
1976-09-01,51.4
1976-10-01,NA
1976-11-01,NA
1976-12-01,50.9
1977-01-01,NA
1977-02-01,NA
1977-03-01,53.1
1977-04-01,NA
1977-05-01,NA
1977-06-01,54.8
1977-07-01,NA
1977-08-01,NA
1977-09-01,56.5
1977-10-01,NA
1977-11-01,NA
1977-12-01,58.2
1978-01-01,NA
1978-02-01,58.9
1978-03-01,NA
1978-04-01,59.7
1978-05-01,NA
1978-06-01,62.5
1978-07-01,NA
1978-08-01,64.9
1978-09-01,NA
1978-10-01,63.1
1978-11-01,NA
1978-12-01,61
1979-01-01,NA
1979-02-01,61.7
1979-03-01,NA
1979-04-01,63
1979-05-01,NA
1979-06-01,63.9
1979-07-01,NA
1979-08-01,66.4
1979-09-01,NA
1979-10-01,67
1979-11-01,NA
1979-12-01,71.4
1980-01-01,NA
1980-02-01,75.8
1980-03-01,NA
1980-04-01,75.2
1980-05-01,NA
1980-06-01,78.1
1980-07-01,NA
1980-08-01,78.6
1980-09-01,NA
1980-10-01,78.2
1980-11-01,NA
1980-12-01,79.1
1981-01-01,NA
1981-02-01,81.1
1981-03-01,NA
1981-04-01,86.2
1981-05-01,NA
1981-06-01,87.7
1981-07-01,NA
1981-08-01,95.2
1981-09-01,NA
1981-10-01,100.1
1981-11-01,NA
1981-12-01,97.3
1982-01-01,NA
1982-02-01,97.4
1982-03-01,NA
1982-04-01,98.5
1982-05-01,NA
1982-06-01,100.2
1982-07-01,NA
1982-08-01,99.5
1982-09-01,NA
1982-10-01,97.3
1982-11-01,NA
1982-12-01,92.9
1983-01-01,NA
1983-02-01,95.7
1983-03-01,NA
1983-04-01,96.2
1983-05-01,NA
1983-06-01,97.4
1983-07-01,NA
1983-08-01,99.3
1983-09-01,NA
1983-10-01,99.6
1983-11-01,NA
1983-12-01,99.4
1984-01-01,NA
1984-02-01,100.9
1984-03-01,NA
1984-04-01,102.7
1984-05-01,NA
1984-06-01,103.7
1984-07-01,NA
1984-08-01,106.9
1984-09-01,NA
1984-10-01,108
1984-11-01,NA
1984-12-01,106.7
1985-01-01,NA
1985-02-01,108.2
1985-03-01,NA
1985-04-01,109.3
1985-05-01,NA
1985-06-01,111
1985-07-01,NA
1985-08-01,113.4
1985-09-01,NA
1985-10-01,114.2
1985-11-01,NA
1985-12-01,112.8
1986-01-01,NA
1986-02-01,115.7
1986-03-01,NA
1986-04-01,115.5
1986-05-01,NA
1986-06-01,117.9
1986-07-01,NA
1986-08-01,119.4
1986-09-01,NA
1986-10-01,120.1
1986-11-01,NA
1986-12-01,117.8
1987-01-01,118.5
1987-02-01,119.5
1987-03-01,119.1
1987-04-01,120.4
1987-05-01,121.2
1987-06-01,121.2
1987-07-01,122.7
1987-08-01,122.9
1987-09-01,123.3
1987-10-01,123.7
1987-11-01,122.6
1987-12-01,122.6
1988-01-01,123.7
1988-02-01,123.8
1988-03-01,125.6
1988-04-01,124.2
1988-05-01,126.1
1988-06-01,126.7
1988-07-01,127.9
1988-08-01,130
1988-09-01,128.5
1988-10-01,128.9
1988-11-01,128.5
1988-12-01,128.9
1989-01-01,130.4
1989-02-01,130
1989-03-01,133
1989-04-01,130.1
1989-05-01,131.3
1989-06-01,131.6
1989-07-01,134.4
