"Date","APUS35A72620"
1978-11-01,0.427
1978-12-01,0.424
1979-01-01,0.416
1979-02-01,0.425
1979-03-01,0.43
1979-04-01,0.421
1979-05-01,0.428
1979-06-01,0.405
1979-07-01,0.398
1979-08-01,0.401
1979-09-01,0.441
1979-10-01,0.466
1979-11-01,0.464
1979-12-01,0.463
1980-01-01,0.457
1980-02-01,0.479
1980-03-01,0.484
1980-04-01,0.492
1980-05-01,0.493
1980-06-01,0.468
1980-07-01,0.47
1980-08-01,0.453
1980-09-01,0.498
1980-10-01,0.509
1980-11-01,0.499
1980-12-01,0.506
1981-01-01,0.506
1981-02-01,0.544
1981-03-01,0.556
1981-04-01,0.56
1981-05-01,0.57
1981-06-01,0.54
1981-07-01,0.535
1981-08-01,0.534
1981-09-01,0.576
1981-10-01,0.597
1981-11-01,0.582
1981-12-01,0.635
1982-01-01,0.632
1982-02-01,0.648
1982-03-01,0.664
1982-04-01,0.68
1982-05-01,0.672
1982-06-01,0.641
1982-07-01,0.636
1982-08-01,0.643
1982-09-01,0.699
1982-10-01,0.736
1982-11-01,0.741
1982-12-01,0.816
1983-01-01,0.77
1983-02-01,0.786
1983-03-01,0.803
1983-04-01,0.842
1983-05-01,0.827
1983-06-01,0.788
1983-07-01,0.758
1983-08-01,0.779
1983-09-01,0.836
1983-10-01,0.779
1983-11-01,0.804
1983-12-01,0.81
1984-01-01,0.813
1984-02-01,0.817
1984-03-01,0.809
1984-04-01,0.78
1984-05-01,0.791
1984-06-01,0.737
1984-07-01,0.759
1984-08-01,0.763
1984-09-01,0.803
1984-10-01,0.791
1984-11-01,0.829
1984-12-01,0.805
1985-01-01,0.828
1985-02-01,0.772
1985-03-01,0.811
1985-04-01,0.748
1985-05-01,0.795
1985-06-01,0.774
1985-07-01,0.772
1985-08-01,0.748
1985-09-01,NA
1985-10-01,0.799
1985-11-01,0.794
1985-12-01,0.776
1986-01-01,0.765
1986-02-01,0.783
1986-03-01,0.784
1986-04-01,0.816
1986-05-01,0.793
1986-06-01,0.764
1986-07-01,0.757
1986-08-01,0.744
1986-09-01,0.778
1986-10-01,0.789
1986-11-01,0.775
1986-12-01,0.784
1987-01-01,0.789
1987-02-01,0.773
1987-03-01,0.789
1987-04-01,0.758
1987-05-01,0.668
1987-06-01,0.654
1987-07-01,0.649
1987-08-01,0.668
1987-09-01,0.691
1987-10-01,0.654
1987-11-01,0.677
1987-12-01,0.684
1988-01-01,0.682
1988-02-01,0.686
1988-03-01,0.682
1988-04-01,0.719
1988-05-01,0.705
1988-06-01,0.674
1988-07-01,0.63
1988-08-01,0.635
1988-09-01,0.679
1988-10-01,0.722
1988-11-01,0.762
1988-12-01,0.786
1989-01-01,0.781
1989-02-01,0.779
1989-03-01,0.804
1989-04-01,0.767
1989-05-01,0.725
1989-06-01,0.686
1989-07-01,0.738
1989-08-01,0.704
1989-09-01,0.772
1989-10-01,0.749
1989-11-01,0.76
1989-12-01,0.772
1990-01-01,0.799
1990-02-01,0.814
1990-03-01,0.791
1990-04-01,0.716
1990-05-01,0.706
1990-06-01,0.595
1990-07-01,0.596
1990-08-01,0.602
1990-09-01,0.754
1990-10-01,0.744
1990-11-01,0.741
1990-12-01,0.748
1991-01-01,0.752
1991-02-01,0.781
1991-03-01,0.74
1991-04-01,0.749
1991-05-01,0.706
1991-06-01,0.661
1991-07-01,0.65
1991-08-01,0.64
1991-09-01,0.694
1991-10-01,0.691
1991-11-01,0.695
1991-12-01,0.727
1992-01-01,0.747
